target,features,resid_std,resid_mae,resid_ac1,resid_diff_ac1,resid_adf_t,resid_half_life
GALAXY_SOUNDS_SOLAR_FLAMES,"GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_SOLAR_WINDS",476.2731947195222,598.3046632588147,0.9996239144242242,-0.01218066773389206,-1.3196664343951634,2001.2023728320412
GALAXY_SOUNDS_DARK_MATTER,"GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS_SOLAR_FLAMES",450.1319789307854,603.2632037031864,0.9996734549998396,-0.020426393847532275,-1.532943418805641,1847.1942111169099
GALAXY_SOUNDS_SOLAR_WINDS,"GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_SOLAR_FLAMES",521.8554579288876,956.3001374193303,0.9996694615840593,-0.022688763207827256,-1.6929799277020148,1642.7456633884651
GALAXY_SOUNDS_PLANETARY_RINGS,"GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS_SOLAR_FLAMES",515.2150113672324,1720.519365228877,0.9993671922005128,-0.008798002913089083,-0.81866271375725,inf
GALAXY_SOUNDS_BLACK_HOLES,"GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS_SOLAR_FLAMES",815.7431184024778,2031.0951624224028,0.9997620045059684,-0.01727571550950167,-0.9942856630148621,inf
