target,features,resid_std,resid_mae,resid_ac1,resid_adf_t,max_abs_resid_mean,half_life
UV_VISOR_MAGENTA,"UV_VISOR_YELLOW,UV_VISOR_AMBER,UV_VISOR_ORANGE,UV_VISOR_RED",286.92158106536897,383.40563630404677,0.9987916938382556,-2.4420425170857354,564.8971939023718,768.7978613369081
UV_VISOR_ORANGE,"UV_VISOR_YELLOW,UV_VISOR_AMBER,UV_VISOR_RED,UV_VISOR_MAGENTA",450.78267633051615,395.75124672608035,0.9995469243663799,-1.0343460726165024,584.5058324185061,inf
UV_VISOR_AMBER,"UV_VISOR_YELLOW,UV_VISOR_ORANGE,UV_VISOR_RED,UV_VISOR_MAGENTA",386.9360527032674,781.9420346072969,0.999207232108,-1.9893456458977319,1231.4727951203133,1362.9571382786155
UV_VISOR_YELLOW,"UV_VISOR_AMBER,UV_VISOR_ORANGE,UV_VISOR_RED,UV_VISOR_MAGENTA",702.00135518171,850.8557674071653,0.9996405547868138,-1.4213348682497655,1257.5677130702227,3161.347769284306
UV_VISOR_RED,"UV_VISOR_YELLOW,UV_VISOR_AMBER,UV_VISOR_ORANGE,UV_VISOR_MAGENTA",313.7169975205223,1001.7906485514062,0.9990313980667415,-2.4916783296759015,1305.585597918259,632.4583678692511
