variant_id,test_day,train_days,test_proxy_pnl,test_trade_count,test_hit_rate,threshold,rv_alpha,horizon,ridge_lambda,threshold_quantile,min_score,moneyness_limit,max_option_clip,max_long_option_position,delta_hedge_threshold,hedge_interval_ticks,max_hedge_clip
qpconv_a0p008_h400_l1_q0p98_s0p2_m1_clip4_pos20_dh20_hi300_hc60,1,"0,2",151.63177057538695,148,0.6081081081081081,0.2,0.008,400,1.0,0.98,0.2,1.0,4,20,20,300,60
qpconv_a0p008_h400_l1_q0p98_s0p2_m1_clip4_pos20_dh20_hi300_hc60,2,"0,1",443.857162492409,303,0.6897689768976898,0.2,0.008,400,1.0,0.98,0.2,1.0,4,20,20,300,60
qpconv_a0p008_h400_l1_q0p98_s0p2_m1_clip4_pos40_dh20_hi300_hc60,0,"1,2",70.11432345904706,41,0.7317073170731707,0.2,0.008,400,1.0,0.98,0.2,1.0,4,40,20,300,60
qpconv_a0p008_h400_l1_q0p98_s0p2_m1_clip4_pos40_dh20_hi300_hc60,1,"0,2",151.63177057538695,148,0.6081081081081081,0.2,0.008,400,1.0,0.98,0.2,1.0,4,40,20,300,60
qpconv_a0p008_h400_l1_q0p98_s0p2_m1_clip4_pos40_dh20_hi300_hc60,2,"0,1",443.857162492409,303,0.6897689768976898,0.2,0.008,400,1.0,0.98,0.2,1.0,4,40,20,300,60
qpconv_a0p008_h400_l1_q0p98_s0p5_m1_clip1_pos20_dh20_hi300_hc60,0,"1,2",0.0,0,nan,0.5,0.008,400,1.0,0.98,0.5,1.0,1,20,20,300,60
qpconv_a0p008_h400_l1_q0p98_s0p5_m1_clip1_pos20_dh20_hi300_hc60,1,"0,2",6.304064040006464,8,0.875,0.5,0.008,400,1.0,0.98,0.5,1.0,1,20,20,300,60
qpconv_a0p008_h400_l1_q0p98_s0p5_m1_clip1_pos20_dh20_hi300_hc60,2,"0,1",96.07747161838047,106,0.8679245283018868,0.5,0.008,400,1.0,0.98,0.5,1.0,1,20,20,300,60
qpconv_a0p008_h400_l1_q0p98_s0p5_m1_clip1_pos40_dh20_hi300_hc60,0,"1,2",0.0,0,nan,0.5,0.008,400,1.0,0.98,0.5,1.0,1,40,20,300,60
qpconv_a0p008_h400_l1_q0p98_s0p5_m1_clip1_pos40_dh20_hi300_hc60,1,"0,2",6.304064040006464,8,0.875,0.5,0.008,400,1.0,0.98,0.5,1.0,1,40,20,300,60
qpconv_a0p008_h400_l1_q0p98_s0p5_m1_clip1_pos40_dh20_hi300_hc60,2,"0,1",96.07747161838047,106,0.8679245283018868,0.5,0.008,400,1.0,0.98,0.5,1.0,1,40,20,300,60
qpconv_a0p008_h400_l1_q0p98_s0p5_m1_clip2_pos20_dh20_hi300_hc60,0,"1,2",0.0,0,nan,0.5,0.008,400,1.0,0.98,0.5,1.0,2,20,20,300,60
qpconv_a0p008_h400_l1_q0p98_s0p5_m1_clip2_pos20_dh20_hi300_hc60,1,"0,2",12.608128080012929,8,0.875,0.5,0.008,400,1.0,0.98,0.5,1.0,2,20,20,300,60
qpconv_a0p008_h400_l1_q0p98_s0p5_m1_clip2_pos20_dh20_hi300_hc60,2,"0,1",192.15494323676094,106,0.8679245283018868,0.5,0.008,400,1.0,0.98,0.5,1.0,2,20,20,300,60
qpconv_a0p008_h400_l1_q0p98_s0p5_m1_clip2_pos40_dh20_hi300_hc60,0,"1,2",0.0,0,nan,0.5,0.008,400,1.0,0.98,0.5,1.0,2,40,20,300,60
qpconv_a0p008_h400_l1_q0p98_s0p5_m1_clip2_pos40_dh20_hi300_hc60,1,"0,2",12.608128080012929,8,0.875,0.5,0.008,400,1.0,0.98,0.5,1.0,2,40,20,300,60
qpconv_a0p008_h400_l1_q0p98_s0p5_m1_clip2_pos40_dh20_hi300_hc60,2,"0,1",192.15494323676094,106,0.8679245283018868,0.5,0.008,400,1.0,0.98,0.5,1.0,2,40,20,300,60
qpconv_a0p008_h400_l1_q0p98_s0p5_m1_clip4_pos20_dh20_hi300_hc60,0,"1,2",0.0,0,nan,0.5,0.008,400,1.0,0.98,0.5,1.0,4,20,20,300,60
qpconv_a0p008_h400_l1_q0p98_s0p5_m1_clip4_pos20_dh20_hi300_hc60,1,"0,2",24.6099907259505,8,0.875,0.5,0.008,400,1.0,0.98,0.5,1.0,4,20,20,300,60
qpconv_a0p008_h400_l1_q0p98_s0p5_m1_clip4_pos20_dh20_hi300_hc60,2,"0,1",312.48060297803517,106,0.8679245283018868,0.5,0.008,400,1.0,0.98,0.5,1.0,4,20,20,300,60
qpconv_a0p008_h400_l1_q0p98_s0p5_m1_clip4_pos40_dh20_hi300_hc60,0,"1,2",0.0,0,nan,0.5,0.008,400,1.0,0.98,0.5,1.0,4,40,20,300,60
qpconv_a0p008_h400_l1_q0p98_s0p5_m1_clip4_pos40_dh20_hi300_hc60,1,"0,2",24.6099907259505,8,0.875,0.5,0.008,400,1.0,0.98,0.5,1.0,4,40,20,300,60
qpconv_a0p008_h400_l1_q0p98_s0p5_m1_clip4_pos40_dh20_hi300_hc60,2,"0,1",312.48060297803517,106,0.8679245283018868,0.5,0.008,400,1.0,0.98,0.5,1.0,4,40,20,300,60
qpconv_a0p008_h400_l1_q0p98_s1_m1_clip1_pos20_dh20_hi300_hc60,0,"1,2",0.0,0,nan,1.0,0.008,400,1.0,0.98,1.0,1.0,1,20,20,300,60
qpconv_a0p008_h400_l1_q0p98_s1_m1_clip1_pos20_dh20_hi300_hc60,1,"0,2",0.0,0,nan,1.0,0.008,400,1.0,0.98,1.0,1.0,1,20,20,300,60
qpconv_a0p008_h400_l1_q0p98_s1_m1_clip1_pos20_dh20_hi300_hc60,2,"0,1",11.698172329347686,10,1.0,1.0,0.008,400,1.0,0.98,1.0,1.0,1,20,20,300,60
qpconv_a0p008_h400_l1_q0p98_s1_m1_clip1_pos40_dh20_hi300_hc60,0,"1,2",0.0,0,nan,1.0,0.008,400,1.0,0.98,1.0,1.0,1,40,20,300,60
qpconv_a0p008_h400_l1_q0p98_s1_m1_clip1_pos40_dh20_hi300_hc60,1,"0,2",0.0,0,nan,1.0,0.008,400,1.0,0.98,1.0,1.0,1,40,20,300,60
qpconv_a0p008_h400_l1_q0p98_s1_m1_clip1_pos40_dh20_hi300_hc60,2,"0,1",11.698172329347686,10,1.0,1.0,0.008,400,1.0,0.98,1.0,1.0,1,40,20,300,60
qpconv_a0p008_h400_l1_q0p98_s1_m1_clip2_pos20_dh20_hi300_hc60,0,"1,2",0.0,0,nan,1.0,0.008,400,1.0,0.98,1.0,1.0,2,20,20,300,60
qpconv_a0p008_h400_l1_q0p98_s1_m1_clip2_pos20_dh20_hi300_hc60,1,"0,2",0.0,0,nan,1.0,0.008,400,1.0,0.98,1.0,1.0,2,20,20,300,60
qpconv_a0p008_h400_l1_q0p98_s1_m1_clip2_pos20_dh20_hi300_hc60,2,"0,1",23.396344658695373,10,1.0,1.0,0.008,400,1.0,0.98,1.0,1.0,2,20,20,300,60
qpconv_a0p008_h400_l1_q0p98_s1_m1_clip2_pos40_dh20_hi300_hc60,0,"1,2",0.0,0,nan,1.0,0.008,400,1.0,0.98,1.0,1.0,2,40,20,300,60
qpconv_a0p008_h400_l1_q0p98_s1_m1_clip2_pos40_dh20_hi300_hc60,1,"0,2",0.0,0,nan,1.0,0.008,400,1.0,0.98,1.0,1.0,2,40,20,300,60
qpconv_a0p008_h400_l1_q0p98_s1_m1_clip2_pos40_dh20_hi300_hc60,2,"0,1",23.396344658695373,10,1.0,1.0,0.008,400,1.0,0.98,1.0,1.0,2,40,20,300,60
qpconv_a0p008_h400_l1_q0p98_s1_m1_clip4_pos20_dh20_hi300_hc60,0,"1,2",0.0,0,nan,1.0,0.008,400,1.0,0.98,1.0,1.0,4,20,20,300,60
qpconv_a0p008_h400_l1_q0p98_s1_m1_clip4_pos20_dh20_hi300_hc60,1,"0,2",0.0,0,nan,1.0,0.008,400,1.0,0.98,1.0,1.0,4,20,20,300,60
qpconv_a0p008_h400_l1_q0p98_s1_m1_clip4_pos20_dh20_hi300_hc60,2,"0,1",37.80937741971328,10,1.0,1.0,0.008,400,1.0,0.98,1.0,1.0,4,20,20,300,60
qpconv_a0p008_h400_l1_q0p98_s1_m1_clip4_pos40_dh20_hi300_hc60,0,"1,2",0.0,0,nan,1.0,0.008,400,1.0,0.98,1.0,1.0,4,40,20,300,60
qpconv_a0p008_h400_l1_q0p98_s1_m1_clip4_pos40_dh20_hi300_hc60,1,"0,2",0.0,0,nan,1.0,0.008,400,1.0,0.98,1.0,1.0,4,40,20,300,60
qpconv_a0p008_h400_l1_q0p98_s1_m1_clip4_pos40_dh20_hi300_hc60,2,"0,1",37.80937741971328,10,1.0,1.0,0.008,400,1.0,0.98,1.0,1.0,4,40,20,300,60
qpconv_a0p008_h400_l10_q0p98_s0p1_m1_clip1_pos20_dh20_hi300_hc60,0,"1,2",32.38175377401353,87,0.6551724137931034,0.1,0.008,400,10.0,0.98,0.1,1.0,1,20,20,300,60
qpconv_a0p008_h400_l10_q0p98_s0p1_m1_clip1_pos20_dh20_hi300_hc60,1,"0,2",48.80948085988466,291,0.5017182130584192,0.1,0.008,400,10.0,0.98,0.1,1.0,1,20,20,300,60
qpconv_a0p008_h400_l10_q0p98_s0p1_m1_clip1_pos20_dh20_hi300_hc60,2,"0,1",113.49064645419756,469,0.5714285714285714,0.1,0.008,400,10.0,0.98,0.1,1.0,1,20,20,300,60
qpconv_a0p008_h400_l10_q0p98_s0p1_m1_clip1_pos40_dh20_hi300_hc60,0,"1,2",32.38175377401353,87,0.6551724137931034,0.1,0.008,400,10.0,0.98,0.1,1.0,1,40,20,300,60
qpconv_a0p008_h400_l10_q0p98_s0p1_m1_clip1_pos40_dh20_hi300_hc60,1,"0,2",48.80948085988466,291,0.5017182130584192,0.1,0.008,400,10.0,0.98,0.1,1.0,1,40,20,300,60
qpconv_a0p008_h400_l10_q0p98_s0p1_m1_clip1_pos40_dh20_hi300_hc60,2,"0,1",113.49064645419756,469,0.5714285714285714,0.1,0.008,400,10.0,0.98,0.1,1.0,1,40,20,300,60
qpconv_a0p008_h400_l10_q0p98_s0p1_m1_clip2_pos20_dh20_hi300_hc60,0,"1,2",64.76350754802706,87,0.6551724137931034,0.1,0.008,400,10.0,0.98,0.1,1.0,2,20,20,300,60
qpconv_a0p008_h400_l10_q0p98_s0p1_m1_clip2_pos20_dh20_hi300_hc60,1,"0,2",97.61896171976932,291,0.5017182130584192,0.1,0.008,400,10.0,0.98,0.1,1.0,2,20,20,300,60
qpconv_a0p008_h400_l10_q0p98_s0p1_m1_clip2_pos20_dh20_hi300_hc60,2,"0,1",226.98129290839512,469,0.5714285714285714,0.1,0.008,400,10.0,0.98,0.1,1.0,2,20,20,300,60
qpconv_a0p008_h400_l10_q0p98_s0p1_m1_clip2_pos40_dh20_hi300_hc60,0,"1,2",64.76350754802706,87,0.6551724137931034,0.1,0.008,400,10.0,0.98,0.1,1.0,2,40,20,300,60
qpconv_a0p008_h400_l10_q0p98_s0p1_m1_clip2_pos40_dh20_hi300_hc60,1,"0,2",97.61896171976932,291,0.5017182130584192,0.1,0.008,400,10.0,0.98,0.1,1.0,2,40,20,300,60
qpconv_a0p008_h400_l10_q0p98_s0p1_m1_clip2_pos40_dh20_hi300_hc60,2,"0,1",226.98129290839512,469,0.5714285714285714,0.1,0.008,400,10.0,0.98,0.1,1.0,2,40,20,300,60
qpconv_a0p008_h400_l10_q0p98_s0p1_m1_clip4_pos20_dh20_hi300_hc60,0,"1,2",102.7014221421762,87,0.6551724137931034,0.1,0.008,400,10.0,0.98,0.1,1.0,4,20,20,300,60
qpconv_a0p008_h400_l10_q0p98_s0p1_m1_clip4_pos20_dh20_hi300_hc60,1,"0,2",131.76872184809883,291,0.5017182130584192,0.1,0.008,400,10.0,0.98,0.1,1.0,4,20,20,300,60
qpconv_a0p008_h400_l10_q0p98_s0p1_m1_clip4_pos20_dh20_hi300_hc60,2,"0,1",351.45947571404804,469,0.5714285714285714,0.1,0.008,400,10.0,0.98,0.1,1.0,4,20,20,300,60
qpconv_a0p008_h400_l10_q0p98_s0p1_m1_clip4_pos40_dh20_hi300_hc60,0,"1,2",102.7014221421762,87,0.6551724137931034,0.1,0.008,400,10.0,0.98,0.1,1.0,4,40,20,300,60
qpconv_a0p008_h400_l10_q0p98_s0p1_m1_clip4_pos40_dh20_hi300_hc60,1,"0,2",131.76872184809883,291,0.5017182130584192,0.1,0.008,400,10.0,0.98,0.1,1.0,4,40,20,300,60
qpconv_a0p008_h400_l10_q0p98_s0p1_m1_clip4_pos40_dh20_hi300_hc60,2,"0,1",351.45947571404804,469,0.5714285714285714,0.1,0.008,400,10.0,0.98,0.1,1.0,4,40,20,300,60
qpconv_a0p008_h400_l10_q0p98_s0p2_m1_clip1_pos20_dh20_hi300_hc60,0,"1,2",19.78880950685273,37,0.7027027027027027,0.2,0.008,400,10.0,0.98,0.2,1.0,1,20,20,300,60
qpconv_a0p008_h400_l10_q0p98_s0p2_m1_clip1_pos20_dh20_hi300_hc60,1,"0,2",46.13397161129119,140,0.6071428571428571,0.2,0.008,400,10.0,0.98,0.2,1.0,1,20,20,300,60
qpconv_a0p008_h400_l10_q0p98_s0p2_m1_clip1_pos20_dh20_hi300_hc60,2,"0,1",136.94183554628543,286,0.6958041958041958,0.2,0.008,400,10.0,0.98,0.2,1.0,1,20,20,300,60
qpconv_a0p008_h400_l10_q0p98_s0p2_m1_clip1_pos40_dh20_hi300_hc60,0,"1,2",19.78880950685273,37,0.7027027027027027,0.2,0.008,400,10.0,0.98,0.2,1.0,1,40,20,300,60
qpconv_a0p008_h400_l10_q0p98_s0p2_m1_clip1_pos40_dh20_hi300_hc60,1,"0,2",46.13397161129119,140,0.6071428571428571,0.2,0.008,400,10.0,0.98,0.2,1.0,1,40,20,300,60
qpconv_a0p008_h400_l10_q0p98_s0p2_m1_clip1_pos40_dh20_hi300_hc60,2,"0,1",136.94183554628543,286,0.6958041958041958,0.2,0.008,400,10.0,0.98,0.2,1.0,1,40,20,300,60
qpconv_a0p008_h400_l10_q0p98_s0p2_m1_clip2_pos20_dh20_hi300_hc60,0,"1,2",39.57761901370546,37,0.7027027027027027,0.2,0.008,400,10.0,0.98,0.2,1.0,2,20,20,300,60
qpconv_a0p008_h400_l10_q0p98_s0p2_m1_clip2_pos20_dh20_hi300_hc60,1,"0,2",92.26794322258237,140,0.6071428571428571,0.2,0.008,400,10.0,0.98,0.2,1.0,2,20,20,300,60
qpconv_a0p008_h400_l10_q0p98_s0p2_m1_clip2_pos20_dh20_hi300_hc60,2,"0,1",273.88367109257086,286,0.6958041958041958,0.2,0.008,400,10.0,0.98,0.2,1.0,2,20,20,300,60
qpconv_a0p008_h400_l10_q0p98_s0p2_m1_clip2_pos40_dh20_hi300_hc60,0,"1,2",39.57761901370546,37,0.7027027027027027,0.2,0.008,400,10.0,0.98,0.2,1.0,2,40,20,300,60
qpconv_a0p008_h400_l10_q0p98_s0p2_m1_clip2_pos40_dh20_hi300_hc60,1,"0,2",92.26794322258237,140,0.6071428571428571,0.2,0.008,400,10.0,0.98,0.2,1.0,2,40,20,300,60
qpconv_a0p008_h400_l10_q0p98_s0p2_m1_clip2_pos40_dh20_hi300_hc60,2,"0,1",273.88367109257086,286,0.6958041958041958,0.2,0.008,400,10.0,0.98,0.2,1.0,2,40,20,300,60
qpconv_a0p008_h400_l10_q0p98_s0p2_m1_clip4_pos20_dh20_hi300_hc60,0,"1,2",60.551664189207614,37,0.7027027027027027,0.2,0.008,400,10.0,0.98,0.2,1.0,4,20,20,300,60
qpconv_a0p008_h400_l10_q0p98_s0p2_m1_clip4_pos20_dh20_hi300_hc60,1,"0,2",146.86741436032148,140,0.6071428571428571,0.2,0.008,400,10.0,0.98,0.2,1.0,4,20,20,300,60
qpconv_a0p008_h400_l10_q0p98_s0p2_m1_clip4_pos20_dh20_hi300_hc60,2,"0,1",442.9795646664483,286,0.6958041958041958,0.2,0.008,400,10.0,0.98,0.2,1.0,4,20,20,300,60
qpconv_a0p008_h400_l10_q0p98_s0p2_m1_clip4_pos40_dh20_hi300_hc60,0,"1,2",60.551664189207614,37,0.7027027027027027,0.2,0.008,400,10.0,0.98,0.2,1.0,4,40,20,300,60
qpconv_a0p008_h400_l10_q0p98_s0p2_m1_clip4_pos40_dh20_hi300_hc60,1,"0,2",146.86741436032148,140,0.6071428571428571,0.2,0.008,400,10.0,0.98,0.2,1.0,4,40,20,300,60
qpconv_a0p008_h400_l10_q0p98_s0p2_m1_clip4_pos40_dh20_hi300_hc60,2,"0,1",442.9795646664483,286,0.6958041958041958,0.2,0.008,400,10.0,0.98,0.2,1.0,4,40,20,300,60
qpconv_a0p008_h400_l10_q0p98_s0p5_m1_clip1_pos20_dh20_hi300_hc60,0,"1,2",0.0,0,nan,0.5,0.008,400,10.0,0.98,0.5,1.0,1,20,20,300,60
qpconv_a0p008_h400_l10_q0p98_s0p5_m1_clip1_pos20_dh20_hi300_hc60,1,"0,2",6.304064040006464,8,0.875,0.5,0.008,400,10.0,0.98,0.5,1.0,1,20,20,300,60
qpconv_a0p008_h400_l10_q0p98_s0p5_m1_clip1_pos20_dh20_hi300_hc60,2,"0,1",90.9720367691946,98,0.8673469387755102,0.5,0.008,400,10.0,0.98,0.5,1.0,1,20,20,300,60
qpconv_a0p008_h400_l10_q0p98_s0p5_m1_clip1_pos40_dh20_hi300_hc60,0,"1,2",0.0,0,nan,0.5,0.008,400,10.0,0.98,0.5,1.0,1,40,20,300,60
qpconv_a0p008_h400_l10_q0p98_s0p5_m1_clip1_pos40_dh20_hi300_hc60,1,"0,2",6.304064040006464,8,0.875,0.5,0.008,400,10.0,0.98,0.5,1.0,1,40,20,300,60
qpconv_a0p008_h400_l10_q0p98_s0p5_m1_clip1_pos40_dh20_hi300_hc60,2,"0,1",90.9720367691946,98,0.8673469387755102,0.5,0.008,400,10.0,0.98,0.5,1.0,1,40,20,300,60
qpconv_a0p008_h400_l10_q0p98_s0p5_m1_clip2_pos20_dh20_hi300_hc60,0,"1,2",0.0,0,nan,0.5,0.008,400,10.0,0.98,0.5,1.0,2,20,20,300,60
qpconv_a0p008_h400_l10_q0p98_s0p5_m1_clip2_pos20_dh20_hi300_hc60,1,"0,2",12.608128080012929,8,0.875,0.5,0.008,400,10.0,0.98,0.5,1.0,2,20,20,300,60
qpconv_a0p008_h400_l10_q0p98_s0p5_m1_clip2_pos20_dh20_hi300_hc60,2,"0,1",181.9440735383892,98,0.8673469387755102,0.5,0.008,400,10.0,0.98,0.5,1.0,2,20,20,300,60
qpconv_a0p008_h400_l10_q0p98_s0p5_m1_clip2_pos40_dh20_hi300_hc60,0,"1,2",0.0,0,nan,0.5,0.008,400,10.0,0.98,0.5,1.0,2,40,20,300,60
qpconv_a0p008_h400_l10_q0p98_s0p5_m1_clip2_pos40_dh20_hi300_hc60,1,"0,2",12.608128080012929,8,0.875,0.5,0.008,400,10.0,0.98,0.5,1.0,2,40,20,300,60
qpconv_a0p008_h400_l10_q0p98_s0p5_m1_clip2_pos40_dh20_hi300_hc60,2,"0,1",181.9440735383892,98,0.8673469387755102,0.5,0.008,400,10.0,0.98,0.5,1.0,2,40,20,300,60
qpconv_a0p008_h400_l10_q0p98_s0p5_m1_clip4_pos20_dh20_hi300_hc60,0,"1,2",0.0,0,nan,0.5,0.008,400,10.0,0.98,0.5,1.0,4,20,20,300,60
qpconv_a0p008_h400_l10_q0p98_s0p5_m1_clip4_pos20_dh20_hi300_hc60,1,"0,2",24.6099907259505,8,0.875,0.5,0.008,400,10.0,0.98,0.5,1.0,4,20,20,300,60
qpconv_a0p008_h400_l10_q0p98_s0p5_m1_clip4_pos20_dh20_hi300_hc60,2,"0,1",295.9072920406279,98,0.8673469387755102,0.5,0.008,400,10.0,0.98,0.5,1.0,4,20,20,300,60
qpconv_a0p008_h400_l10_q0p98_s0p5_m1_clip4_pos40_dh20_hi300_hc60,0,"1,2",0.0,0,nan,0.5,0.008,400,10.0,0.98,0.5,1.0,4,40,20,300,60
qpconv_a0p008_h400_l10_q0p98_s0p5_m1_clip4_pos40_dh20_hi300_hc60,1,"0,2",24.6099907259505,8,0.875,0.5,0.008,400,10.0,0.98,0.5,1.0,4,40,20,300,60
qpconv_a0p008_h400_l10_q0p98_s0p5_m1_clip4_pos40_dh20_hi300_hc60,2,"0,1",295.9072920406279,98,0.8673469387755102,0.5,0.008,400,10.0,0.98,0.5,1.0,4,40,20,300,60
qpconv_a0p008_h400_l10_q0p98_s1_m1_clip1_pos20_dh20_hi300_hc60,0,"1,2",0.0,0,nan,1.0,0.008,400,10.0,0.98,1.0,1.0,1,20,20,300,60
qpconv_a0p008_h400_l10_q0p98_s1_m1_clip1_pos20_dh20_hi300_hc60,1,"0,2",0.0,0,nan,1.0,0.008,400,10.0,0.98,1.0,1.0,1,20,20,300,60
qpconv_a0p008_h400_l10_q0p98_s1_m1_clip1_pos20_dh20_hi300_hc60,2,"0,1",4.7391045862730214,5,1.0,1.0,0.008,400,10.0,0.98,1.0,1.0,1,20,20,300,60
qpconv_a0p008_h400_l10_q0p98_s1_m1_clip1_pos40_dh20_hi300_hc60,0,"1,2",0.0,0,nan,1.0,0.008,400,10.0,0.98,1.0,1.0,1,40,20,300,60
qpconv_a0p008_h400_l10_q0p98_s1_m1_clip1_pos40_dh20_hi300_hc60,1,"0,2",0.0,0,nan,1.0,0.008,400,10.0,0.98,1.0,1.0,1,40,20,300,60
qpconv_a0p008_h400_l10_q0p98_s1_m1_clip1_pos40_dh20_hi300_hc60,2,"0,1",4.7391045862730214,5,1.0,1.0,0.008,400,10.0,0.98,1.0,1.0,1,40,20,300,60
qpconv_a0p008_h400_l10_q0p98_s1_m1_clip2_pos20_dh20_hi300_hc60,0,"1,2",0.0,0,nan,1.0,0.008,400,10.0,0.98,1.0,1.0,2,20,20,300,60
qpconv_a0p008_h400_l10_q0p98_s1_m1_clip2_pos20_dh20_hi300_hc60,1,"0,2",0.0,0,nan,1.0,0.008,400,10.0,0.98,1.0,1.0,2,20,20,300,60
qpconv_a0p008_h400_l10_q0p98_s1_m1_clip2_pos20_dh20_hi300_hc60,2,"0,1",9.478209172546043,5,1.0,1.0,0.008,400,10.0,0.98,1.0,1.0,2,20,20,300,60
qpconv_a0p008_h400_l10_q0p98_s1_m1_clip2_pos40_dh20_hi300_hc60,0,"1,2",0.0,0,nan,1.0,0.008,400,10.0,0.98,1.0,1.0,2,40,20,300,60
qpconv_a0p008_h400_l10_q0p98_s1_m1_clip2_pos40_dh20_hi300_hc60,1,"0,2",0.0,0,nan,1.0,0.008,400,10.0,0.98,1.0,1.0,2,40,20,300,60
qpconv_a0p008_h400_l10_q0p98_s1_m1_clip2_pos40_dh20_hi300_hc60,2,"0,1",9.478209172546043,5,1.0,1.0,0.008,400,10.0,0.98,1.0,1.0,2,40,20,300,60
qpconv_a0p008_h400_l10_q0p98_s1_m1_clip4_pos20_dh20_hi300_hc60,0,"1,2",0.0,0,nan,1.0,0.008,400,10.0,0.98,1.0,1.0,4,20,20,300,60
qpconv_a0p008_h400_l10_q0p98_s1_m1_clip4_pos20_dh20_hi300_hc60,1,"0,2",0.0,0,nan,1.0,0.008,400,10.0,0.98,1.0,1.0,4,20,20,300,60
qpconv_a0p008_h400_l10_q0p98_s1_m1_clip4_pos20_dh20_hi300_hc60,2,"0,1",16.47751729326617,5,1.0,1.0,0.008,400,10.0,0.98,1.0,1.0,4,20,20,300,60
qpconv_a0p008_h400_l10_q0p98_s1_m1_clip4_pos40_dh20_hi300_hc60,0,"1,2",0.0,0,nan,1.0,0.008,400,10.0,0.98,1.0,1.0,4,40,20,300,60
qpconv_a0p008_h400_l10_q0p98_s1_m1_clip4_pos40_dh20_hi300_hc60,1,"0,2",0.0,0,nan,1.0,0.008,400,10.0,0.98,1.0,1.0,4,40,20,300,60
qpconv_a0p008_h400_l10_q0p98_s1_m1_clip4_pos40_dh20_hi300_hc60,2,"0,1",16.47751729326617,5,1.0,1.0,0.008,400,10.0,0.98,1.0,1.0,4,40,20,300,60
qpconv_a0p015_h100_l0p1_q0p98_s0p1_m1_clip1_pos20_dh20_hi300_hc60,0,"1,2",19.883249356697046,113,0.5752212389380531,0.1,0.015,100,0.1,0.98,0.1,1.0,1,20,20,300,60
qpconv_a0p015_h100_l0p1_q0p98_s0p1_m1_clip1_pos20_dh20_hi300_hc60,1,"0,2",26.496660101234482,188,0.5212765957446809,0.1,0.015,100,0.1,0.98,0.1,1.0,1,20,20,300,60
qpconv_a0p015_h100_l0p1_q0p98_s0p1_m1_clip1_pos20_dh20_hi300_hc60,2,"0,1",70.86361631248795,166,0.7228915662650602,0.1,0.015,100,0.1,0.98,0.1,1.0,1,20,20,300,60
qpconv_a0p015_h100_l0p1_q0p98_s0p1_m1_clip1_pos40_dh20_hi300_hc60,0,"1,2",19.883249356697046,113,0.5752212389380531,0.1,0.015,100,0.1,0.98,0.1,1.0,1,40,20,300,60
qpconv_a0p015_h100_l0p1_q0p98_s0p1_m1_clip1_pos40_dh20_hi300_hc60,1,"0,2",26.496660101234482,188,0.5212765957446809,0.1,0.015,100,0.1,0.98,0.1,1.0,1,40,20,300,60
qpconv_a0p015_h100_l0p1_q0p98_s0p1_m1_clip1_pos40_dh20_hi300_hc60,2,"0,1",70.86361631248795,166,0.7228915662650602,0.1,0.015,100,0.1,0.98,0.1,1.0,1,40,20,300,60
qpconv_a0p015_h100_l0p1_q0p98_s0p1_m1_clip2_pos20_dh20_hi300_hc60,0,"1,2",39.76649871339409,113,0.5752212389380531,0.1,0.015,100,0.1,0.98,0.1,1.0,2,20,20,300,60
qpconv_a0p015_h100_l0p1_q0p98_s0p1_m1_clip2_pos20_dh20_hi300_hc60,1,"0,2",52.993320202468965,188,0.5212765957446809,0.1,0.015,100,0.1,0.98,0.1,1.0,2,20,20,300,60
qpconv_a0p015_h100_l0p1_q0p98_s0p1_m1_clip2_pos20_dh20_hi300_hc60,2,"0,1",141.7272326249759,166,0.7228915662650602,0.1,0.015,100,0.1,0.98,0.1,1.0,2,20,20,300,60
qpconv_a0p015_h100_l0p1_q0p98_s0p1_m1_clip2_pos40_dh20_hi300_hc60,0,"1,2",39.76649871339409,113,0.5752212389380531,0.1,0.015,100,0.1,0.98,0.1,1.0,2,40,20,300,60
qpconv_a0p015_h100_l0p1_q0p98_s0p1_m1_clip2_pos40_dh20_hi300_hc60,1,"0,2",52.993320202468965,188,0.5212765957446809,0.1,0.015,100,0.1,0.98,0.1,1.0,2,40,20,300,60
qpconv_a0p015_h100_l0p1_q0p98_s0p1_m1_clip2_pos40_dh20_hi300_hc60,2,"0,1",141.7272326249759,166,0.7228915662650602,0.1,0.015,100,0.1,0.98,0.1,1.0,2,40,20,300,60
qpconv_a0p015_h100_l0p1_q0p98_s0p1_m1_clip4_pos20_dh20_hi300_hc60,0,"1,2",56.12966778162693,113,0.5752212389380531,0.1,0.015,100,0.1,0.98,0.1,1.0,4,20,20,300,60
qpconv_a0p015_h100_l0p1_q0p98_s0p1_m1_clip4_pos20_dh20_hi300_hc60,1,"0,2",72.34990387895745,188,0.5212765957446809,0.1,0.015,100,0.1,0.98,0.1,1.0,4,20,20,300,60
qpconv_a0p015_h100_l0p1_q0p98_s0p1_m1_clip4_pos20_dh20_hi300_hc60,2,"0,1",219.43033324183486,166,0.7228915662650602,0.1,0.015,100,0.1,0.98,0.1,1.0,4,20,20,300,60
qpconv_a0p015_h100_l0p1_q0p98_s0p1_m1_clip4_pos40_dh20_hi300_hc60,0,"1,2",56.12966778162693,113,0.5752212389380531,0.1,0.015,100,0.1,0.98,0.1,1.0,4,40,20,300,60
