variant_id,test_day,train_days,test_proxy_pnl,test_trade_count,test_hit_rate,threshold,rv_alpha,horizon,ridge_lambda,threshold_quantile,min_score,moneyness_limit,max_option_clip,max_long_option_position,delta_hedge_threshold,hedge_interval_ticks,max_hedge_clip
qpconv_a0p015_h200_l10_q0p98_s0p5_m1_clip2_pos40_dh20_hi300_hc60,1,"0,2",2.0088997584851427,1,1.0,0.5,0.015,200,10.0,0.98,0.5,1.0,2,40,20,300,60
qpconv_a0p015_h200_l10_q0p98_s0p5_m1_clip2_pos40_dh20_hi300_hc60,2,"0,1",98.98680008698054,59,0.9322033898305084,0.5,0.015,200,10.0,0.98,0.5,1.0,2,40,20,300,60
qpconv_a0p015_h200_l10_q0p98_s0p5_m1_clip4_pos20_dh20_hi300_hc60,0,"1,2",0.0,0,nan,0.5,0.015,200,10.0,0.98,0.5,1.0,4,20,20,300,60
qpconv_a0p015_h200_l10_q0p98_s0p5_m1_clip4_pos20_dh20_hi300_hc60,1,"0,2",4.017799516970285,1,1.0,0.5,0.015,200,10.0,0.98,0.5,1.0,4,20,20,300,60
qpconv_a0p015_h200_l10_q0p98_s0p5_m1_clip4_pos20_dh20_hi300_hc60,2,"0,1",170.0726579026766,59,0.9322033898305084,0.5,0.015,200,10.0,0.98,0.5,1.0,4,20,20,300,60
qpconv_a0p015_h200_l10_q0p98_s0p5_m1_clip4_pos40_dh20_hi300_hc60,0,"1,2",0.0,0,nan,0.5,0.015,200,10.0,0.98,0.5,1.0,4,40,20,300,60
qpconv_a0p015_h200_l10_q0p98_s0p5_m1_clip4_pos40_dh20_hi300_hc60,1,"0,2",4.017799516970285,1,1.0,0.5,0.015,200,10.0,0.98,0.5,1.0,4,40,20,300,60
qpconv_a0p015_h200_l10_q0p98_s0p5_m1_clip4_pos40_dh20_hi300_hc60,2,"0,1",170.0726579026766,59,0.9322033898305084,0.5,0.015,200,10.0,0.98,0.5,1.0,4,40,20,300,60
qpconv_a0p015_h200_l10_q0p98_s1_m1_clip1_pos20_dh20_hi300_hc60,0,"1,2",0.0,0,nan,1.0,0.015,200,10.0,0.98,1.0,1.0,1,20,20,300,60
qpconv_a0p015_h200_l10_q0p98_s1_m1_clip1_pos20_dh20_hi300_hc60,1,"0,2",0.0,0,nan,1.0,0.015,200,10.0,0.98,1.0,1.0,1,20,20,300,60
qpconv_a0p015_h200_l10_q0p98_s1_m1_clip1_pos20_dh20_hi300_hc60,2,"0,1",0.0,0,nan,1.0,0.015,200,10.0,0.98,1.0,1.0,1,20,20,300,60
qpconv_a0p015_h200_l10_q0p98_s1_m1_clip1_pos40_dh20_hi300_hc60,0,"1,2",0.0,0,nan,1.0,0.015,200,10.0,0.98,1.0,1.0,1,40,20,300,60
qpconv_a0p015_h200_l10_q0p98_s1_m1_clip1_pos40_dh20_hi300_hc60,1,"0,2",0.0,0,nan,1.0,0.015,200,10.0,0.98,1.0,1.0,1,40,20,300,60
qpconv_a0p015_h200_l10_q0p98_s1_m1_clip1_pos40_dh20_hi300_hc60,2,"0,1",0.0,0,nan,1.0,0.015,200,10.0,0.98,1.0,1.0,1,40,20,300,60
qpconv_a0p015_h200_l10_q0p98_s1_m1_clip2_pos20_dh20_hi300_hc60,0,"1,2",0.0,0,nan,1.0,0.015,200,10.0,0.98,1.0,1.0,2,20,20,300,60
qpconv_a0p015_h200_l10_q0p98_s1_m1_clip2_pos20_dh20_hi300_hc60,1,"0,2",0.0,0,nan,1.0,0.015,200,10.0,0.98,1.0,1.0,2,20,20,300,60
qpconv_a0p015_h200_l10_q0p98_s1_m1_clip2_pos20_dh20_hi300_hc60,2,"0,1",0.0,0,nan,1.0,0.015,200,10.0,0.98,1.0,1.0,2,20,20,300,60
qpconv_a0p015_h200_l10_q0p98_s1_m1_clip2_pos40_dh20_hi300_hc60,0,"1,2",0.0,0,nan,1.0,0.015,200,10.0,0.98,1.0,1.0,2,40,20,300,60
qpconv_a0p015_h200_l10_q0p98_s1_m1_clip2_pos40_dh20_hi300_hc60,1,"0,2",0.0,0,nan,1.0,0.015,200,10.0,0.98,1.0,1.0,2,40,20,300,60
qpconv_a0p015_h200_l10_q0p98_s1_m1_clip2_pos40_dh20_hi300_hc60,2,"0,1",0.0,0,nan,1.0,0.015,200,10.0,0.98,1.0,1.0,2,40,20,300,60
qpconv_a0p015_h200_l10_q0p98_s1_m1_clip4_pos20_dh20_hi300_hc60,0,"1,2",0.0,0,nan,1.0,0.015,200,10.0,0.98,1.0,1.0,4,20,20,300,60
qpconv_a0p015_h200_l10_q0p98_s1_m1_clip4_pos20_dh20_hi300_hc60,1,"0,2",0.0,0,nan,1.0,0.015,200,10.0,0.98,1.0,1.0,4,20,20,300,60
qpconv_a0p015_h200_l10_q0p98_s1_m1_clip4_pos20_dh20_hi300_hc60,2,"0,1",0.0,0,nan,1.0,0.015,200,10.0,0.98,1.0,1.0,4,20,20,300,60
qpconv_a0p015_h200_l10_q0p98_s1_m1_clip4_pos40_dh20_hi300_hc60,0,"1,2",0.0,0,nan,1.0,0.015,200,10.0,0.98,1.0,1.0,4,40,20,300,60
qpconv_a0p015_h200_l10_q0p98_s1_m1_clip4_pos40_dh20_hi300_hc60,1,"0,2",0.0,0,nan,1.0,0.015,200,10.0,0.98,1.0,1.0,4,40,20,300,60
qpconv_a0p015_h200_l10_q0p98_s1_m1_clip4_pos40_dh20_hi300_hc60,2,"0,1",0.0,0,nan,1.0,0.015,200,10.0,0.98,1.0,1.0,4,40,20,300,60
qpconv_a0p015_h400_l0p1_q0p98_s0p1_m1_clip1_pos20_dh20_hi300_hc60,0,"1,2",30.967570071803898,92,0.6304347826086957,0.1,0.015,400,0.1,0.98,0.1,1.0,1,20,20,300,60
qpconv_a0p015_h400_l0p1_q0p98_s0p1_m1_clip1_pos20_dh20_hi300_hc60,1,"0,2",50.140344813860274,292,0.5068493150684932,0.1,0.015,400,0.1,0.98,0.1,1.0,1,20,20,300,60
qpconv_a0p015_h400_l0p1_q0p98_s0p1_m1_clip1_pos20_dh20_hi300_hc60,2,"0,1",107.00571336230544,516,0.5523255813953488,0.1,0.015,400,0.1,0.98,0.1,1.0,1,20,20,300,60
qpconv_a0p015_h400_l0p1_q0p98_s0p1_m1_clip1_pos40_dh20_hi300_hc60,0,"1,2",30.967570071803898,92,0.6304347826086957,0.1,0.015,400,0.1,0.98,0.1,1.0,1,40,20,300,60
qpconv_a0p015_h400_l0p1_q0p98_s0p1_m1_clip1_pos40_dh20_hi300_hc60,1,"0,2",50.140344813860274,292,0.5068493150684932,0.1,0.015,400,0.1,0.98,0.1,1.0,1,40,20,300,60
qpconv_a0p015_h400_l0p1_q0p98_s0p1_m1_clip1_pos40_dh20_hi300_hc60,2,"0,1",107.00571336230544,516,0.5523255813953488,0.1,0.015,400,0.1,0.98,0.1,1.0,1,40,20,300,60
qpconv_a0p015_h400_l0p1_q0p98_s0p1_m1_clip2_pos20_dh20_hi300_hc60,0,"1,2",61.935140143607796,92,0.6304347826086957,0.1,0.015,400,0.1,0.98,0.1,1.0,2,20,20,300,60
qpconv_a0p015_h400_l0p1_q0p98_s0p1_m1_clip2_pos20_dh20_hi300_hc60,1,"0,2",100.28068962772055,292,0.5068493150684932,0.1,0.015,400,0.1,0.98,0.1,1.0,2,20,20,300,60
qpconv_a0p015_h400_l0p1_q0p98_s0p1_m1_clip2_pos20_dh20_hi300_hc60,2,"0,1",214.01142672461089,516,0.5523255813953488,0.1,0.015,400,0.1,0.98,0.1,1.0,2,20,20,300,60
qpconv_a0p015_h400_l0p1_q0p98_s0p1_m1_clip2_pos40_dh20_hi300_hc60,0,"1,2",61.935140143607796,92,0.6304347826086957,0.1,0.015,400,0.1,0.98,0.1,1.0,2,40,20,300,60
qpconv_a0p015_h400_l0p1_q0p98_s0p1_m1_clip2_pos40_dh20_hi300_hc60,1,"0,2",100.28068962772055,292,0.5068493150684932,0.1,0.015,400,0.1,0.98,0.1,1.0,2,40,20,300,60
qpconv_a0p015_h400_l0p1_q0p98_s0p1_m1_clip2_pos40_dh20_hi300_hc60,2,"0,1",214.01142672461089,516,0.5523255813953488,0.1,0.015,400,0.1,0.98,0.1,1.0,2,40,20,300,60
qpconv_a0p015_h400_l0p1_q0p98_s0p1_m1_clip4_pos20_dh20_hi300_hc60,0,"1,2",97.04468733333765,92,0.6304347826086957,0.1,0.015,400,0.1,0.98,0.1,1.0,4,20,20,300,60
qpconv_a0p015_h400_l0p1_q0p98_s0p1_m1_clip4_pos20_dh20_hi300_hc60,1,"0,2",137.09217766400127,292,0.5068493150684932,0.1,0.015,400,0.1,0.98,0.1,1.0,4,20,20,300,60
qpconv_a0p015_h400_l0p1_q0p98_s0p1_m1_clip4_pos20_dh20_hi300_hc60,2,"0,1",325.1168846186789,516,0.5523255813953488,0.1,0.015,400,0.1,0.98,0.1,1.0,4,20,20,300,60
qpconv_a0p015_h400_l0p1_q0p98_s0p1_m1_clip4_pos40_dh20_hi300_hc60,0,"1,2",97.04468733333765,92,0.6304347826086957,0.1,0.015,400,0.1,0.98,0.1,1.0,4,40,20,300,60
qpconv_a0p015_h400_l0p1_q0p98_s0p1_m1_clip4_pos40_dh20_hi300_hc60,1,"0,2",137.09217766400127,292,0.5068493150684932,0.1,0.015,400,0.1,0.98,0.1,1.0,4,40,20,300,60
qpconv_a0p015_h400_l0p1_q0p98_s0p1_m1_clip4_pos40_dh20_hi300_hc60,2,"0,1",325.1168846186789,516,0.5523255813953488,0.1,0.015,400,0.1,0.98,0.1,1.0,4,40,20,300,60
qpconv_a0p015_h400_l0p1_q0p98_s0p2_m1_clip1_pos20_dh20_hi300_hc60,0,"1,2",21.922784362709752,37,0.7567567567567568,0.2,0.015,400,0.1,0.98,0.2,1.0,1,20,20,300,60
qpconv_a0p015_h400_l0p1_q0p98_s0p2_m1_clip1_pos20_dh20_hi300_hc60,1,"0,2",46.8694651441628,144,0.5902777777777778,0.2,0.015,400,0.1,0.98,0.2,1.0,1,20,20,300,60
qpconv_a0p015_h400_l0p1_q0p98_s0p2_m1_clip1_pos20_dh20_hi300_hc60,2,"0,1",133.2940550816403,305,0.6786885245901639,0.2,0.015,400,0.1,0.98,0.2,1.0,1,20,20,300,60
qpconv_a0p015_h400_l0p1_q0p98_s0p2_m1_clip1_pos40_dh20_hi300_hc60,0,"1,2",21.922784362709752,37,0.7567567567567568,0.2,0.015,400,0.1,0.98,0.2,1.0,1,40,20,300,60
qpconv_a0p015_h400_l0p1_q0p98_s0p2_m1_clip1_pos40_dh20_hi300_hc60,1,"0,2",46.8694651441628,144,0.5902777777777778,0.2,0.015,400,0.1,0.98,0.2,1.0,1,40,20,300,60
qpconv_a0p015_h400_l0p1_q0p98_s0p2_m1_clip1_pos40_dh20_hi300_hc60,2,"0,1",133.2940550816403,305,0.6786885245901639,0.2,0.015,400,0.1,0.98,0.2,1.0,1,40,20,300,60
qpconv_a0p015_h400_l0p1_q0p98_s0p2_m1_clip2_pos20_dh20_hi300_hc60,0,"1,2",43.845568725419504,37,0.7567567567567568,0.2,0.015,400,0.1,0.98,0.2,1.0,2,20,20,300,60
qpconv_a0p015_h400_l0p1_q0p98_s0p2_m1_clip2_pos20_dh20_hi300_hc60,1,"0,2",93.7389302883256,144,0.5902777777777778,0.2,0.015,400,0.1,0.98,0.2,1.0,2,20,20,300,60
qpconv_a0p015_h400_l0p1_q0p98_s0p2_m1_clip2_pos20_dh20_hi300_hc60,2,"0,1",266.5881101632806,305,0.6786885245901639,0.2,0.015,400,0.1,0.98,0.2,1.0,2,20,20,300,60
qpconv_a0p015_h400_l0p1_q0p98_s0p2_m1_clip2_pos40_dh20_hi300_hc60,0,"1,2",43.845568725419504,37,0.7567567567567568,0.2,0.015,400,0.1,0.98,0.2,1.0,2,40,20,300,60
qpconv_a0p015_h400_l0p1_q0p98_s0p2_m1_clip2_pos40_dh20_hi300_hc60,1,"0,2",93.7389302883256,144,0.5902777777777778,0.2,0.015,400,0.1,0.98,0.2,1.0,2,40,20,300,60
qpconv_a0p015_h400_l0p1_q0p98_s0p2_m1_clip2_pos40_dh20_hi300_hc60,2,"0,1",266.5881101632806,305,0.6786885245901639,0.2,0.015,400,0.1,0.98,0.2,1.0,2,40,20,300,60
qpconv_a0p015_h400_l0p1_q0p98_s0p2_m1_clip4_pos20_dh20_hi300_hc60,0,"1,2",69.0875636126357,37,0.7567567567567568,0.2,0.015,400,0.1,0.98,0.2,1.0,4,20,20,300,60
qpconv_a0p015_h400_l0p1_q0p98_s0p2_m1_clip4_pos20_dh20_hi300_hc60,1,"0,2",145.938509746423,144,0.5902777777777778,0.2,0.015,400,0.1,0.98,0.2,1.0,4,20,20,300,60
qpconv_a0p015_h400_l0p1_q0p98_s0p2_m1_clip4_pos20_dh20_hi300_hc60,2,"0,1",428.06959374229245,305,0.6786885245901639,0.2,0.015,400,0.1,0.98,0.2,1.0,4,20,20,300,60
qpconv_a0p015_h400_l0p1_q0p98_s0p2_m1_clip4_pos40_dh20_hi300_hc60,0,"1,2",69.0875636126357,37,0.7567567567567568,0.2,0.015,400,0.1,0.98,0.2,1.0,4,40,20,300,60
qpconv_a0p015_h400_l0p1_q0p98_s0p2_m1_clip4_pos40_dh20_hi300_hc60,1,"0,2",145.938509746423,144,0.5902777777777778,0.2,0.015,400,0.1,0.98,0.2,1.0,4,40,20,300,60
qpconv_a0p015_h400_l0p1_q0p98_s0p2_m1_clip4_pos40_dh20_hi300_hc60,2,"0,1",428.06959374229245,305,0.6786885245901639,0.2,0.015,400,0.1,0.98,0.2,1.0,4,40,20,300,60
qpconv_a0p015_h400_l0p1_q0p98_s0p5_m1_clip1_pos20_dh20_hi300_hc60,0,"1,2",0.0,0,nan,0.5,0.015,400,0.1,0.98,0.5,1.0,1,20,20,300,60
qpconv_a0p015_h400_l0p1_q0p98_s0p5_m1_clip1_pos20_dh20_hi300_hc60,1,"0,2",5.525810125843723,7,0.8571428571428571,0.5,0.015,400,0.1,0.98,0.5,1.0,1,20,20,300,60
qpconv_a0p015_h400_l0p1_q0p98_s0p5_m1_clip1_pos20_dh20_hi300_hc60,2,"0,1",95.90466942773756,107,0.8598130841121495,0.5,0.015,400,0.1,0.98,0.5,1.0,1,20,20,300,60
qpconv_a0p015_h400_l0p1_q0p98_s0p5_m1_clip1_pos40_dh20_hi300_hc60,0,"1,2",0.0,0,nan,0.5,0.015,400,0.1,0.98,0.5,1.0,1,40,20,300,60
qpconv_a0p015_h400_l0p1_q0p98_s0p5_m1_clip1_pos40_dh20_hi300_hc60,1,"0,2",5.525810125843723,7,0.8571428571428571,0.5,0.015,400,0.1,0.98,0.5,1.0,1,40,20,300,60
qpconv_a0p015_h400_l0p1_q0p98_s0p5_m1_clip1_pos40_dh20_hi300_hc60,2,"0,1",95.90466942773756,107,0.8598130841121495,0.5,0.015,400,0.1,0.98,0.5,1.0,1,40,20,300,60
qpconv_a0p015_h400_l0p1_q0p98_s0p5_m1_clip2_pos20_dh20_hi300_hc60,0,"1,2",0.0,0,nan,0.5,0.015,400,0.1,0.98,0.5,1.0,2,20,20,300,60
qpconv_a0p015_h400_l0p1_q0p98_s0p5_m1_clip2_pos20_dh20_hi300_hc60,1,"0,2",11.051620251687446,7,0.8571428571428571,0.5,0.015,400,0.1,0.98,0.5,1.0,2,20,20,300,60
qpconv_a0p015_h400_l0p1_q0p98_s0p5_m1_clip2_pos20_dh20_hi300_hc60,2,"0,1",191.80933885547512,107,0.8598130841121495,0.5,0.015,400,0.1,0.98,0.5,1.0,2,20,20,300,60
qpconv_a0p015_h400_l0p1_q0p98_s0p5_m1_clip2_pos40_dh20_hi300_hc60,0,"1,2",0.0,0,nan,0.5,0.015,400,0.1,0.98,0.5,1.0,2,40,20,300,60
qpconv_a0p015_h400_l0p1_q0p98_s0p5_m1_clip2_pos40_dh20_hi300_hc60,1,"0,2",11.051620251687446,7,0.8571428571428571,0.5,0.015,400,0.1,0.98,0.5,1.0,2,40,20,300,60
qpconv_a0p015_h400_l0p1_q0p98_s0p5_m1_clip2_pos40_dh20_hi300_hc60,2,"0,1",191.80933885547512,107,0.8598130841121495,0.5,0.015,400,0.1,0.98,0.5,1.0,2,40,20,300,60
qpconv_a0p015_h400_l0p1_q0p98_s0p5_m1_clip4_pos20_dh20_hi300_hc60,0,"1,2",0.0,0,nan,0.5,0.015,400,0.1,0.98,0.5,1.0,4,20,20,300,60
qpconv_a0p015_h400_l0p1_q0p98_s0p5_m1_clip4_pos20_dh20_hi300_hc60,1,"0,2",21.496975069299538,7,0.8571428571428571,0.5,0.015,400,0.1,0.98,0.5,1.0,4,20,20,300,60
qpconv_a0p015_h400_l0p1_q0p98_s0p5_m1_clip4_pos20_dh20_hi300_hc60,2,"0,1",311.7893942154635,107,0.8598130841121495,0.5,0.015,400,0.1,0.98,0.5,1.0,4,20,20,300,60
qpconv_a0p015_h400_l0p1_q0p98_s0p5_m1_clip4_pos40_dh20_hi300_hc60,0,"1,2",0.0,0,nan,0.5,0.015,400,0.1,0.98,0.5,1.0,4,40,20,300,60
qpconv_a0p015_h400_l0p1_q0p98_s0p5_m1_clip4_pos40_dh20_hi300_hc60,1,"0,2",21.496975069299538,7,0.8571428571428571,0.5,0.015,400,0.1,0.98,0.5,1.0,4,40,20,300,60
qpconv_a0p015_h400_l0p1_q0p98_s0p5_m1_clip4_pos40_dh20_hi300_hc60,2,"0,1",311.7893942154635,107,0.8598130841121495,0.5,0.015,400,0.1,0.98,0.5,1.0,4,40,20,300,60
qpconv_a0p015_h400_l0p1_q0p98_s1_m1_clip1_pos20_dh20_hi300_hc60,0,"1,2",0.0,0,nan,1.0,0.015,400,0.1,0.98,1.0,1.0,1,20,20,300,60
qpconv_a0p015_h400_l0p1_q0p98_s1_m1_clip1_pos20_dh20_hi300_hc60,1,"0,2",0.0,0,nan,1.0,0.015,400,0.1,0.98,1.0,1.0,1,20,20,300,60
qpconv_a0p015_h400_l0p1_q0p98_s1_m1_clip1_pos20_dh20_hi300_hc60,2,"0,1",9.58397945883288,9,1.0,1.0,0.015,400,0.1,0.98,1.0,1.0,1,20,20,300,60
qpconv_a0p015_h400_l0p1_q0p98_s1_m1_clip1_pos40_dh20_hi300_hc60,0,"1,2",0.0,0,nan,1.0,0.015,400,0.1,0.98,1.0,1.0,1,40,20,300,60
qpconv_a0p015_h400_l0p1_q0p98_s1_m1_clip1_pos40_dh20_hi300_hc60,1,"0,2",0.0,0,nan,1.0,0.015,400,0.1,0.98,1.0,1.0,1,40,20,300,60
qpconv_a0p015_h400_l0p1_q0p98_s1_m1_clip1_pos40_dh20_hi300_hc60,2,"0,1",9.58397945883288,9,1.0,1.0,0.015,400,0.1,0.98,1.0,1.0,1,40,20,300,60
qpconv_a0p015_h400_l0p1_q0p98_s1_m1_clip2_pos20_dh20_hi300_hc60,0,"1,2",0.0,0,nan,1.0,0.015,400,0.1,0.98,1.0,1.0,2,20,20,300,60
qpconv_a0p015_h400_l0p1_q0p98_s1_m1_clip2_pos20_dh20_hi300_hc60,1,"0,2",0.0,0,nan,1.0,0.015,400,0.1,0.98,1.0,1.0,2,20,20,300,60
qpconv_a0p015_h400_l0p1_q0p98_s1_m1_clip2_pos20_dh20_hi300_hc60,2,"0,1",19.16795891766576,9,1.0,1.0,0.015,400,0.1,0.98,1.0,1.0,2,20,20,300,60
qpconv_a0p015_h400_l0p1_q0p98_s1_m1_clip2_pos40_dh20_hi300_hc60,0,"1,2",0.0,0,nan,1.0,0.015,400,0.1,0.98,1.0,1.0,2,40,20,300,60
qpconv_a0p015_h400_l0p1_q0p98_s1_m1_clip2_pos40_dh20_hi300_hc60,1,"0,2",0.0,0,nan,1.0,0.015,400,0.1,0.98,1.0,1.0,2,40,20,300,60
qpconv_a0p015_h400_l0p1_q0p98_s1_m1_clip2_pos40_dh20_hi300_hc60,2,"0,1",19.16795891766576,9,1.0,1.0,0.015,400,0.1,0.98,1.0,1.0,2,40,20,300,60
qpconv_a0p015_h400_l0p1_q0p98_s1_m1_clip4_pos20_dh20_hi300_hc60,0,"1,2",0.0,0,nan,1.0,0.015,400,0.1,0.98,1.0,1.0,4,20,20,300,60
qpconv_a0p015_h400_l0p1_q0p98_s1_m1_clip4_pos20_dh20_hi300_hc60,1,"0,2",0.0,0,nan,1.0,0.015,400,0.1,0.98,1.0,1.0,4,20,20,300,60
qpconv_a0p015_h400_l0p1_q0p98_s1_m1_clip4_pos20_dh20_hi300_hc60,2,"0,1",33.58099167868367,9,1.0,1.0,0.015,400,0.1,0.98,1.0,1.0,4,20,20,300,60
qpconv_a0p015_h400_l0p1_q0p98_s1_m1_clip4_pos40_dh20_hi300_hc60,0,"1,2",0.0,0,nan,1.0,0.015,400,0.1,0.98,1.0,1.0,4,40,20,300,60
qpconv_a0p015_h400_l0p1_q0p98_s1_m1_clip4_pos40_dh20_hi300_hc60,1,"0,2",0.0,0,nan,1.0,0.015,400,0.1,0.98,1.0,1.0,4,40,20,300,60
qpconv_a0p015_h400_l0p1_q0p98_s1_m1_clip4_pos40_dh20_hi300_hc60,2,"0,1",33.58099167868367,9,1.0,1.0,0.015,400,0.1,0.98,1.0,1.0,4,40,20,300,60
qpconv_a0p015_h400_l1_q0p98_s0p1_m1_clip1_pos20_dh20_hi300_hc60,0,"1,2",31.352026533177085,91,0.6373626373626373,0.1,0.015,400,1.0,0.98,0.1,1.0,1,20,20,300,60
qpconv_a0p015_h400_l1_q0p98_s0p1_m1_clip1_pos20_dh20_hi300_hc60,1,"0,2",49.99948587352078,291,0.5051546391752577,0.1,0.015,400,1.0,0.98,0.1,1.0,1,20,20,300,60
qpconv_a0p015_h400_l1_q0p98_s0p1_m1_clip1_pos20_dh20_hi300_hc60,2,"0,1",104.29265212173765,509,0.5481335952848723,0.1,0.015,400,1.0,0.98,0.1,1.0,1,20,20,300,60
qpconv_a0p015_h400_l1_q0p98_s0p1_m1_clip1_pos40_dh20_hi300_hc60,0,"1,2",31.352026533177085,91,0.6373626373626373,0.1,0.015,400,1.0,0.98,0.1,1.0,1,40,20,300,60
qpconv_a0p015_h400_l1_q0p98_s0p1_m1_clip1_pos40_dh20_hi300_hc60,1,"0,2",49.99948587352078,291,0.5051546391752577,0.1,0.015,400,1.0,0.98,0.1,1.0,1,40,20,300,60
qpconv_a0p015_h400_l1_q0p98_s0p1_m1_clip1_pos40_dh20_hi300_hc60,2,"0,1",104.29265212173765,509,0.5481335952848723,0.1,0.015,400,1.0,0.98,0.1,1.0,1,40,20,300,60
qpconv_a0p015_h400_l1_q0p98_s0p1_m1_clip2_pos20_dh20_hi300_hc60,0,"1,2",62.70405306635417,91,0.6373626373626373,0.1,0.015,400,1.0,0.98,0.1,1.0,2,20,20,300,60
qpconv_a0p015_h400_l1_q0p98_s0p1_m1_clip2_pos20_dh20_hi300_hc60,1,"0,2",99.99897174704157,291,0.5051546391752577,0.1,0.015,400,1.0,0.98,0.1,1.0,2,20,20,300,60
qpconv_a0p015_h400_l1_q0p98_s0p1_m1_clip2_pos20_dh20_hi300_hc60,2,"0,1",208.5853042434753,509,0.5481335952848723,0.1,0.015,400,1.0,0.98,0.1,1.0,2,20,20,300,60
qpconv_a0p015_h400_l1_q0p98_s0p1_m1_clip2_pos40_dh20_hi300_hc60,0,"1,2",62.70405306635417,91,0.6373626373626373,0.1,0.015,400,1.0,0.98,0.1,1.0,2,40,20,300,60
qpconv_a0p015_h400_l1_q0p98_s0p1_m1_clip2_pos40_dh20_hi300_hc60,1,"0,2",99.99897174704157,291,0.5051546391752577,0.1,0.015,400,1.0,0.98,0.1,1.0,2,40,20,300,60
qpconv_a0p015_h400_l1_q0p98_s0p1_m1_clip2_pos40_dh20_hi300_hc60,2,"0,1",208.5853042434753,509,0.5481335952848723,0.1,0.015,400,1.0,0.98,0.1,1.0,2,40,20,300,60
qpconv_a0p015_h400_l1_q0p98_s0p1_m1_clip4_pos20_dh20_hi300_hc60,0,"1,2",98.5825131788304,91,0.6373626373626373,0.1,0.015,400,1.0,0.98,0.1,1.0,4,20,20,300,60
qpconv_a0p015_h400_l1_q0p98_s0p1_m1_clip4_pos20_dh20_hi300_hc60,1,"0,2",136.52874190264333,291,0.5051546391752577,0.1,0.015,400,1.0,0.98,0.1,1.0,4,20,20,300,60
qpconv_a0p015_h400_l1_q0p98_s0p1_m1_clip4_pos20_dh20_hi300_hc60,2,"0,1",314.2646396564077,509,0.5481335952848723,0.1,0.015,400,1.0,0.98,0.1,1.0,4,20,20,300,60
qpconv_a0p015_h400_l1_q0p98_s0p1_m1_clip4_pos40_dh20_hi300_hc60,0,"1,2",98.5825131788304,91,0.6373626373626373,0.1,0.015,400,1.0,0.98,0.1,1.0,4,40,20,300,60
qpconv_a0p015_h400_l1_q0p98_s0p1_m1_clip4_pos40_dh20_hi300_hc60,1,"0,2",136.52874190264333,291,0.5051546391752577,0.1,0.015,400,1.0,0.98,0.1,1.0,4,40,20,300,60
qpconv_a0p015_h400_l1_q0p98_s0p1_m1_clip4_pos40_dh20_hi300_hc60,2,"0,1",314.2646396564077,509,0.5481335952848723,0.1,0.015,400,1.0,0.98,0.1,1.0,4,40,20,300,60
qpconv_a0p015_h400_l1_q0p98_s0p2_m1_clip1_pos20_dh20_hi300_hc60,0,"1,2",21.922784362709752,37,0.7567567567567568,0.2,0.015,400,1.0,0.98,0.2,1.0,1,20,20,300,60
qpconv_a0p015_h400_l1_q0p98_s0p2_m1_clip1_pos20_dh20_hi300_hc60,1,"0,2",46.96026040635221,143,0.5944055944055944,0.2,0.015,400,1.0,0.98,0.2,1.0,1,20,20,300,60
qpconv_a0p015_h400_l1_q0p98_s0p2_m1_clip1_pos20_dh20_hi300_hc60,2,"0,1",135.40544770972411,304,0.680921052631579,0.2,0.015,400,1.0,0.98,0.2,1.0,1,20,20,300,60
qpconv_a0p015_h400_l1_q0p98_s0p2_m1_clip1_pos40_dh20_hi300_hc60,0,"1,2",21.922784362709752,37,0.7567567567567568,0.2,0.015,400,1.0,0.98,0.2,1.0,1,40,20,300,60
qpconv_a0p015_h400_l1_q0p98_s0p2_m1_clip1_pos40_dh20_hi300_hc60,1,"0,2",46.96026040635221,143,0.5944055944055944,0.2,0.015,400,1.0,0.98,0.2,1.0,1,40,20,300,60
qpconv_a0p015_h400_l1_q0p98_s0p2_m1_clip1_pos40_dh20_hi300_hc60,2,"0,1",135.40544770972411,304,0.680921052631579,0.2,0.015,400,1.0,0.98,0.2,1.0,1,40,20,300,60
qpconv_a0p015_h400_l1_q0p98_s0p2_m1_clip2_pos20_dh20_hi300_hc60,0,"1,2",43.845568725419504,37,0.7567567567567568,0.2,0.015,400,1.0,0.98,0.2,1.0,2,20,20,300,60
qpconv_a0p015_h400_l1_q0p98_s0p2_m1_clip2_pos20_dh20_hi300_hc60,1,"0,2",93.92052081270442,143,0.5944055944055944,0.2,0.015,400,1.0,0.98,0.2,1.0,2,20,20,300,60
qpconv_a0p015_h400_l1_q0p98_s0p2_m1_clip2_pos20_dh20_hi300_hc60,2,"0,1",270.81089541944823,304,0.680921052631579,0.2,0.015,400,1.0,0.98,0.2,1.0,2,20,20,300,60
qpconv_a0p015_h400_l1_q0p98_s0p2_m1_clip2_pos40_dh20_hi300_hc60,0,"1,2",43.845568725419504,37,0.7567567567567568,0.2,0.015,400,1.0,0.98,0.2,1.0,2,40,20,300,60
qpconv_a0p015_h400_l1_q0p98_s0p2_m1_clip2_pos40_dh20_hi300_hc60,1,"0,2",93.92052081270442,143,0.5944055944055944,0.2,0.015,400,1.0,0.98,0.2,1.0,2,40,20,300,60
qpconv_a0p015_h400_l1_q0p98_s0p2_m1_clip2_pos40_dh20_hi300_hc60,2,"0,1",270.81089541944823,304,0.680921052631579,0.2,0.015,400,1.0,0.98,0.2,1.0,2,40,20,300,60
