variant_id,proxy_pnl,day_0_proxy_pnl,day_1_proxy_pnl,day_2_proxy_pnl,min_day_proxy_pnl,positive_days,trade_count,unit_count,mean_hit_rate,threshold,rv_alpha,horizon,ridge_lambda,threshold_quantile,min_score,moneyness_limit,max_option_clip,max_long_option_position,delta_hedge_threshold,hedge_interval_ticks,max_hedge_clip
qpconv_a0p008_h400_l1_q0p98_s0p2_m1_clip4_pos20_dh20_hi300_hc60,508.97906933644344,67.84290968426595,175.07370629324367,266.0624533589338,67.84290968426595,3,331,1192,0.665520116739629,0.2,0.008,400,1.0,0.98,0.2,1.0,4,20,20,300,60
qpconv_a0p008_h400_l1_q0p98_s0p2_m1_clip4_pos40_dh20_hi300_hc60,508.97906933644344,67.84290968426595,175.07370629324367,266.0624533589338,67.84290968426595,3,331,1192,0.665520116739629,0.2,0.008,400,1.0,0.98,0.2,1.0,4,40,20,300,60
qpconv_a0p008_h400_l10_q0p98_s0p2_m1_clip4_pos20_dh20_hi300_hc60,502.7252079461024,64.19626586556109,177.60711985225356,260.92182222828774,64.19626586556109,3,322,1158,0.6656893868658574,0.2,0.008,400,10.0,0.98,0.2,1.0,4,20,20,300,60
qpconv_a0p008_h400_l10_q0p98_s0p2_m1_clip4_pos40_dh20_hi300_hc60,502.7252079461024,64.19626586556109,177.60711985225356,260.92182222828774,64.19626586556109,3,322,1158,0.6656893868658574,0.2,0.008,400,10.0,0.98,0.2,1.0,4,40,20,300,60
qpconv_a0p03_h200_l1_q0p98_s0p1_m1_clip4_pos20_dh20_hi300_hc60,440.6395790987745,57.1849550060637,188.04933315134969,195.40529094136113,57.1849550060637,3,479,1739,0.6186280382963484,0.1,0.03,200,1.0,0.98,0.1,1.0,4,20,20,300,60
qpconv_a0p03_h200_l1_q0p98_s0p1_m1_clip4_pos40_dh20_hi300_hc60,440.6395790987745,57.1849550060637,188.04933315134969,195.40529094136113,57.1849550060637,3,479,1739,0.6186280382963484,0.1,0.03,200,1.0,0.98,0.1,1.0,4,40,20,300,60
qpconv_a0p015_h200_l0p1_q0p98_s0p1_m1_clip4_pos20_dh20_hi300_hc60,432.6587100789104,57.07455589293829,187.91063889236887,187.6735152936033,57.07455589293829,3,479,1741,0.6098504241579096,0.1,0.015,200,0.1,0.98,0.1,1.0,4,20,20,300,60
qpconv_a0p015_h200_l0p1_q0p98_s0p1_m1_clip4_pos40_dh20_hi300_hc60,432.6587100789104,57.07455589293829,187.91063889236887,187.6735152936033,57.07455589293829,3,479,1741,0.6098504241579096,0.1,0.015,200,0.1,0.98,0.1,1.0,4,40,20,300,60
qpconv_a0p03_h200_l0p1_q0p98_s0p1_m1_clip4_pos20_dh20_hi300_hc60,443.06031146387966,55.846573391262446,191.8084471312561,195.40529094136113,55.846573391262446,3,481,1747,0.6172527472527473,0.1,0.03,200,0.1,0.98,0.1,1.0,4,20,20,300,60
qpconv_a0p03_h200_l0p1_q0p98_s0p1_m1_clip4_pos40_dh20_hi300_hc60,443.06031146387966,55.846573391262446,191.8084471312561,195.40529094136113,55.846573391262446,3,481,1747,0.6172527472527473,0.1,0.03,200,0.1,0.98,0.1,1.0,4,40,20,300,60
qpconv_a0p03_h200_l10_q0p98_s0p1_m1_clip4_pos20_dh20_hi300_hc60,424.0538637754831,53.91426680205113,176.12155787144746,194.01803910198447,53.91426680205113,3,470,1708,0.6137214738915752,0.1,0.03,200,10.0,0.98,0.1,1.0,4,20,20,300,60
qpconv_a0p03_h200_l10_q0p98_s0p1_m1_clip4_pos40_dh20_hi300_hc60,424.0538637754831,53.91426680205113,176.12155787144746,194.01803910198447,53.91426680205113,3,470,1708,0.6137214738915752,0.1,0.03,200,10.0,0.98,0.1,1.0,4,40,20,300,60
qpconv_a0p03_h100_l1_q0p98_s0p1_m1_clip4_pos20_dh20_hi300_hc60,259.5430964337859,51.525967610989625,81.17874351306604,126.83838530973024,51.525967610989625,3,383,1383,0.6017881571233145,0.1,0.03,100,1.0,0.98,0.1,1.0,4,20,20,300,60
qpconv_a0p03_h100_l1_q0p98_s0p1_m1_clip4_pos40_dh20_hi300_hc60,259.5430964337859,51.525967610989625,81.17874351306604,126.83838530973024,51.525967610989625,3,383,1383,0.6017881571233145,0.1,0.03,100,1.0,0.98,0.1,1.0,4,40,20,300,60
qpconv_a0p03_h100_l0p1_q0p98_s0p1_m1_clip4_pos20_dh20_hi300_hc60,258.81347294377383,51.525967610989625,81.17874351306604,126.1087618197182,51.525967610989625,3,384,1387,0.6001185089420383,0.1,0.03,100,0.1,0.98,0.1,1.0,4,20,20,300,60
qpconv_a0p03_h100_l0p1_q0p98_s0p1_m1_clip4_pos40_dh20_hi300_hc60,258.81347294377383,51.525967610989625,81.17874351306604,126.1087618197182,51.525967610989625,3,384,1387,0.6001185089420383,0.1,0.03,100,0.1,0.98,0.1,1.0,4,40,20,300,60
qpconv_a0p008_h200_l0p1_q0p98_s0p1_m1_clip4_pos20_dh20_hi300_hc60,430.72919723450934,50.79401043626666,184.0944681232301,195.8407186750126,50.79401043626666,3,476,1728,0.6092988919705813,0.1,0.008,200,0.1,0.98,0.1,1.0,4,20,20,300,60
qpconv_a0p008_h200_l0p1_q0p98_s0p1_m1_clip4_pos40_dh20_hi300_hc60,430.72919723450934,50.79401043626666,184.0944681232301,195.8407186750126,50.79401043626666,3,476,1728,0.6092988919705813,0.1,0.008,200,0.1,0.98,0.1,1.0,4,40,20,300,60
qpconv_a0p008_h200_l1_q0p98_s0p1_m1_clip4_pos20_dh20_hi300_hc60,430.72919723450934,50.79401043626666,184.0944681232301,195.8407186750126,50.79401043626666,3,476,1728,0.6092988919705813,0.1,0.008,200,1.0,0.98,0.1,1.0,4,20,20,300,60
qpconv_a0p008_h200_l1_q0p98_s0p1_m1_clip4_pos40_dh20_hi300_hc60,430.72919723450934,50.79401043626666,184.0944681232301,195.8407186750126,50.79401043626666,3,476,1728,0.6092988919705813,0.1,0.008,200,1.0,0.98,0.1,1.0,4,40,20,300,60
qpconv_a0p03_h400_l10_q0p98_s0p2_m1_clip2_pos20_dh20_hi300_hc60,318.5992970984742,50.61987475374049,105.21512517470549,162.76429717002821,50.61987475374049,3,313,626,0.6920852090810392,0.2,0.03,400,10.0,0.98,0.2,1.0,2,20,20,300,60
qpconv_a0p03_h400_l10_q0p98_s0p2_m1_clip2_pos40_dh20_hi300_hc60,318.5992970984742,50.61987475374049,105.21512517470549,162.76429717002821,50.61987475374049,3,313,626,0.6920852090810392,0.2,0.03,400,10.0,0.98,0.2,1.0,2,40,20,300,60
qpconv_a0p015_h200_l10_q0p98_s0p1_m1_clip4_pos20_dh20_hi300_hc60,431.79527921361904,50.48043398719958,188.0277701884601,193.28707503795937,50.48043398719958,3,464,1686,0.6137108886107634,0.1,0.015,200,10.0,0.98,0.1,1.0,4,20,20,300,60
qpconv_a0p015_h200_l10_q0p98_s0p1_m1_clip4_pos40_dh20_hi300_hc60,431.79527921361904,50.48043398719958,188.0277701884601,193.28707503795937,50.48043398719958,3,464,1686,0.6137108886107634,0.1,0.015,200,10.0,0.98,0.1,1.0,4,40,20,300,60
qpconv_a0p015_h200_l1_q0p98_s0p1_m1_clip4_pos20_dh20_hi300_hc60,427.768826132625,50.26361918597473,189.83169165304702,187.6735152936033,50.26361918597473,3,477,1733,0.6093352211434736,0.1,0.015,200,1.0,0.98,0.1,1.0,4,20,20,300,60
qpconv_a0p015_h200_l1_q0p98_s0p1_m1_clip4_pos40_dh20_hi300_hc60,427.768826132625,50.26361918597473,189.83169165304702,187.6735152936033,50.26361918597473,3,477,1733,0.6093352211434736,0.1,0.015,200,1.0,0.98,0.1,1.0,4,40,20,300,60
qpconv_a0p015_h400_l0p1_q0p98_s0p2_m1_clip2_pos20_dh20_hi300_hc60,321.2196996385111,49.25097332937425,108.42013350908582,163.54859280005104,49.25097332937425,3,327,654,0.6744606261072486,0.2,0.015,400,0.1,0.98,0.2,1.0,2,20,20,300,60
qpconv_a0p015_h400_l0p1_q0p98_s0p2_m1_clip2_pos40_dh20_hi300_hc60,321.2196996385111,49.25097332937425,108.42013350908582,163.54859280005104,49.25097332937425,3,327,654,0.6744606261072486,0.2,0.015,400,0.1,0.98,0.2,1.0,2,40,20,300,60
qpconv_a0p015_h400_l1_q0p98_s0p2_m1_clip2_pos20_dh20_hi300_hc60,321.2196996385111,49.25097332937425,108.42013350908582,163.54859280005104,49.25097332937425,3,327,654,0.6744606261072486,0.2,0.015,400,1.0,0.98,0.2,1.0,2,20,20,300,60
qpconv_a0p015_h400_l1_q0p98_s0p2_m1_clip2_pos40_dh20_hi300_hc60,321.2196996385111,49.25097332937425,108.42013350908582,163.54859280005104,49.25097332937425,3,327,654,0.6744606261072486,0.2,0.015,400,1.0,0.98,0.2,1.0,2,40,20,300,60
qpconv_a0p008_h200_l10_q0p98_s0p1_m1_clip4_pos20_dh20_hi300_hc60,422.78068724782,48.93251912571293,180.5360106799413,193.31215744216578,48.93251912571293,3,467,1695,0.6121373177255788,0.1,0.008,200,10.0,0.98,0.1,1.0,4,20,20,300,60
qpconv_a0p008_h200_l10_q0p98_s0p1_m1_clip4_pos40_dh20_hi300_hc60,422.78068724782,48.93251912571293,180.5360106799413,193.31215744216578,48.93251912571293,3,467,1695,0.6121373177255788,0.1,0.008,200,10.0,0.98,0.1,1.0,4,40,20,300,60
qpconv_a0p03_h400_l0p1_q0p98_s0p2_m1_clip2_pos20_dh20_hi300_hc60,320.7517690634637,48.357456586743936,105.0971333760057,167.2971791007141,48.357456586743936,3,322,644,0.6779211522618507,0.2,0.03,400,0.1,0.98,0.2,1.0,2,20,20,300,60
qpconv_a0p03_h400_l0p1_q0p98_s0p2_m1_clip2_pos40_dh20_hi300_hc60,320.7517690634637,48.357456586743936,105.0971333760057,167.2971791007141,48.357456586743936,3,322,644,0.6779211522618507,0.2,0.03,400,0.1,0.98,0.2,1.0,2,40,20,300,60
qpconv_a0p03_h400_l1_q0p98_s0p2_m1_clip2_pos20_dh20_hi300_hc60,320.7517690634637,48.357456586743936,105.0971333760057,167.2971791007141,48.357456586743936,3,322,644,0.6779211522618507,0.2,0.03,400,1.0,0.98,0.2,1.0,2,20,20,300,60
qpconv_a0p03_h400_l1_q0p98_s0p2_m1_clip2_pos40_dh20_hi300_hc60,320.7517690634637,48.357456586743936,105.0971333760057,167.2971791007141,48.357456586743936,3,322,644,0.6779211522618507,0.2,0.03,400,1.0,0.98,0.2,1.0,2,40,20,300,60
qpconv_a0p008_h400_l0p1_q0p98_s0p2_m1_clip2_pos20_dh20_hi300_hc60,324.8927085391496,48.33165575669117,110.80835237966917,165.7527004027893,48.33165575669117,3,334,668,0.6692101083797568,0.2,0.008,400,0.1,0.98,0.2,1.0,2,20,20,300,60
qpconv_a0p008_h400_l0p1_q0p98_s0p2_m1_clip2_pos40_dh20_hi300_hc60,324.8927085391496,48.33165575669117,110.80835237966917,165.7527004027893,48.33165575669117,3,334,668,0.6692101083797568,0.2,0.008,400,0.1,0.98,0.2,1.0,2,40,20,300,60
qpconv_a0p015_h400_l10_q0p98_s0p2_m1_clip2_pos20_dh20_hi300_hc60,321.8264879973203,48.031204730644035,109.16578286117392,164.62950040550237,48.031204730644035,3,320,640,0.680305421105075,0.2,0.015,400,10.0,0.98,0.2,1.0,2,20,20,300,60
qpconv_a0p015_h400_l10_q0p98_s0p2_m1_clip2_pos40_dh20_hi300_hc60,321.8264879973203,48.031204730644035,109.16578286117392,164.62950040550237,48.031204730644035,3,320,640,0.680305421105075,0.2,0.015,400,10.0,0.98,0.2,1.0,2,40,20,300,60
qpconv_a0p008_h400_l1_q0p98_s0p2_m1_clip2_pos20_dh20_hi300_hc60,320.655234964557,47.04199334780686,108.30011074275487,165.31313087399528,47.04199334780686,3,331,662,0.665520116739629,0.2,0.008,400,1.0,0.98,0.2,1.0,2,20,20,300,60
qpconv_a0p008_h400_l1_q0p98_s0p2_m1_clip2_pos40_dh20_hi300_hc60,320.655234964557,47.04199334780686,108.30011074275487,165.31313087399528,47.04199334780686,3,331,662,0.665520116739629,0.2,0.008,400,1.0,0.98,0.2,1.0,2,40,20,300,60
qpconv_a0p03_h100_l10_q0p98_s0p1_m1_clip4_pos20_dh20_hi300_hc60,256.8063024943176,45.67445279264151,80.43230895433169,130.6995407473444,45.67445279264151,3,377,1359,0.6028732663797226,0.1,0.03,100,10.0,0.98,0.1,1.0,4,20,20,300,60
qpconv_a0p03_h100_l10_q0p98_s0p1_m1_clip4_pos40_dh20_hi300_hc60,256.8063024943176,45.67445279264151,80.43230895433169,130.6995407473444,45.67445279264151,3,377,1359,0.6028732663797226,0.1,0.03,100,10.0,0.98,0.1,1.0,4,40,20,300,60
qpconv_a0p015_h100_l1_q0p98_s0p1_m1_clip4_pos20_dh20_hi300_hc60,255.44988519114463,45.67445279264151,82.85912184784296,126.91631055066016,45.67445279264151,3,379,1367,0.6013689445326406,0.1,0.015,100,1.0,0.98,0.1,1.0,4,20,20,300,60
qpconv_a0p015_h100_l1_q0p98_s0p1_m1_clip4_pos40_dh20_hi300_hc60,255.44988519114463,45.67445279264151,82.85912184784296,126.91631055066016,45.67445279264151,3,379,1367,0.6013689445326406,0.1,0.015,100,1.0,0.98,0.1,1.0,4,40,20,300,60
qpconv_a0p015_h100_l0p1_q0p98_s0p1_m1_clip4_pos20_dh20_hi300_hc60,254.72026170113259,45.67445279264151,82.85912184784296,126.18668706064811,45.67445279264151,3,380,1371,0.5996732080985321,0.1,0.015,100,0.1,0.98,0.1,1.0,4,20,20,300,60
qpconv_a0p015_h100_l0p1_q0p98_s0p1_m1_clip4_pos40_dh20_hi300_hc60,254.72026170113259,45.67445279264151,82.85912184784296,126.18668706064811,45.67445279264151,3,380,1371,0.5996732080985321,0.1,0.015,100,0.1,0.98,0.1,1.0,4,40,20,300,60
qpconv_a0p008_h100_l0p1_q0p98_s0p1_m1_clip4_pos20_dh20_hi300_hc60,255.37710535993736,45.36695164432764,84.6257093662225,125.38444434938722,45.36695164432764,3,387,1398,0.5955992860962964,0.1,0.008,100,0.1,0.98,0.1,1.0,4,20,20,300,60
qpconv_a0p008_h100_l0p1_q0p98_s0p1_m1_clip4_pos40_dh20_hi300_hc60,255.37710535993736,45.36695164432764,84.6257093662225,125.38444434938722,45.36695164432764,3,387,1398,0.5955992860962964,0.1,0.008,100,0.1,0.98,0.1,1.0,4,40,20,300,60
qpconv_a0p008_h100_l1_q0p98_s0p1_m1_clip4_pos20_dh20_hi300_hc60,255.1097646201835,45.09961090457379,84.6257093662225,125.38444434938722,45.09961090457379,3,386,1394,0.5939652991681919,0.1,0.008,100,1.0,0.98,0.1,1.0,4,20,20,300,60
qpconv_a0p008_h100_l1_q0p98_s0p1_m1_clip4_pos40_dh20_hi300_hc60,255.1097646201835,45.09961090457379,84.6257093662225,125.38444434938722,45.09961090457379,3,386,1394,0.5939652991681919,0.1,0.008,100,1.0,0.98,0.1,1.0,4,40,20,300,60
qpconv_a0p008_h100_l10_q0p98_s0p1_m1_clip4_pos20_dh20_hi300_hc60,260.20933054588716,44.8866431755649,81.19928350397677,134.12340386634546,44.8866431755649,3,375,1356,0.6036457607433218,0.1,0.008,100,10.0,0.98,0.1,1.0,4,20,20,300,60
qpconv_a0p008_h100_l10_q0p98_s0p1_m1_clip4_pos40_dh20_hi300_hc60,260.20933054588716,44.8866431755649,81.19928350397677,134.12340386634546,44.8866431755649,3,375,1356,0.6036457607433218,0.1,0.008,100,10.0,0.98,0.1,1.0,4,40,20,300,60
qpconv_a0p015_h100_l10_q0p98_s0p1_m1_clip4_pos20_dh20_hi300_hc60,257.01244267116215,44.678869192834895,81.19556956950962,131.13800390881767,44.678869192834895,3,374,1349,0.6033880070546737,0.1,0.015,100,10.0,0.98,0.1,1.0,4,20,20,300,60
qpconv_a0p015_h100_l10_q0p98_s0p1_m1_clip4_pos40_dh20_hi300_hc60,257.01244267116215,44.678869192834895,81.19556956950962,131.13800390881767,44.678869192834895,3,374,1349,0.6033880070546737,0.1,0.015,100,10.0,0.98,0.1,1.0,4,40,20,300,60
qpconv_a0p008_h400_l10_q0p98_s0p2_m1_clip2_pos20_dh20_hi300_hc60,315.78257334695047,43.47294051601841,109.56681752225981,162.74281530867222,43.47294051601841,3,322,644,0.6656893868658574,0.2,0.008,400,10.0,0.98,0.2,1.0,2,20,20,300,60
qpconv_a0p008_h400_l10_q0p98_s0p2_m1_clip2_pos40_dh20_hi300_hc60,315.78257334695047,43.47294051601841,109.56681752225981,162.74281530867222,43.47294051601841,3,322,644,0.6656893868658574,0.2,0.008,400,10.0,0.98,0.2,1.0,2,40,20,300,60
qpconv_a0p008_h200_l0p1_q0p98_s0p2_m1_clip4_pos20_dh20_hi300_hc60,338.6981335655359,42.261704214890834,126.11368772226564,170.32274162837945,42.261704214890834,3,241,858,0.6970826935731521,0.2,0.008,200,0.1,0.98,0.2,1.0,4,20,20,300,60
qpconv_a0p008_h200_l0p1_q0p98_s0p2_m1_clip4_pos40_dh20_hi300_hc60,338.6981335655359,42.261704214890834,126.11368772226564,170.32274162837945,42.261704214890834,3,241,858,0.6970826935731521,0.2,0.008,200,0.1,0.98,0.2,1.0,4,40,20,300,60
qpconv_a0p008_h200_l1_q0p98_s0p2_m1_clip4_pos20_dh20_hi300_hc60,338.6981335655359,42.261704214890834,126.11368772226564,170.32274162837945,42.261704214890834,3,241,858,0.6970826935731521,0.2,0.008,200,1.0,0.98,0.2,1.0,4,20,20,300,60
qpconv_a0p008_h200_l1_q0p98_s0p2_m1_clip4_pos40_dh20_hi300_hc60,338.6981335655359,42.261704214890834,126.11368772226564,170.32274162837945,42.261704214890834,3,241,858,0.6970826935731521,0.2,0.008,200,1.0,0.98,0.2,1.0,4,40,20,300,60
qpconv_a0p03_h200_l10_q0p98_s0p2_m1_clip4_pos20_dh20_hi300_hc60,325.6579275672556,39.20013661801387,116.94742594240869,169.51036500683307,39.20013661801387,3,221,785,0.7088643790849672,0.2,0.03,200,10.0,0.98,0.2,1.0,4,20,20,300,60
qpconv_a0p03_h200_l10_q0p98_s0p2_m1_clip4_pos40_dh20_hi300_hc60,325.6579275672556,39.20013661801387,116.94742594240869,169.51036500683307,39.20013661801387,3,221,785,0.7088643790849672,0.2,0.03,200,10.0,0.98,0.2,1.0,4,40,20,300,60
qpconv_a0p03_h200_l0p1_q0p98_s0p2_m1_clip4_pos20_dh20_hi300_hc60,337.50523552699667,39.112701608668445,125.10831137956261,173.28422253876562,39.112701608668445,3,230,814,0.7040771150285762,0.2,0.03,200,0.1,0.98,0.2,1.0,4,20,20,300,60
qpconv_a0p03_h200_l0p1_q0p98_s0p2_m1_clip4_pos40_dh20_hi300_hc60,337.50523552699667,39.112701608668445,125.10831137956261,173.28422253876562,39.112701608668445,3,230,814,0.7040771150285762,0.2,0.03,200,0.1,0.98,0.2,1.0,4,40,20,300,60
qpconv_a0p03_h200_l1_q0p98_s0p2_m1_clip4_pos20_dh20_hi300_hc60,337.50523552699667,39.112701608668445,125.10831137956261,173.28422253876562,39.112701608668445,3,230,814,0.7040771150285762,0.2,0.03,200,1.0,0.98,0.2,1.0,4,20,20,300,60
qpconv_a0p03_h200_l1_q0p98_s0p2_m1_clip4_pos40_dh20_hi300_hc60,337.50523552699667,39.112701608668445,125.10831137956261,173.28422253876562,39.112701608668445,3,230,814,0.7040771150285762,0.2,0.03,200,1.0,0.98,0.2,1.0,4,40,20,300,60
qpconv_a0p03_h200_l1_q0p98_s0p1_m1_clip2_pos20_dh20_hi300_hc60,274.5502254802082,39.04740264041834,116.6620733902121,118.84074944957779,39.04740264041834,3,479,958,0.6186280382963484,0.1,0.03,200,1.0,0.98,0.1,1.0,2,20,20,300,60
qpconv_a0p03_h200_l1_q0p98_s0p1_m1_clip2_pos40_dh20_hi300_hc60,274.5502254802082,39.04740264041834,116.6620733902121,118.84074944957779,39.04740264041834,3,479,958,0.6186280382963484,0.1,0.03,200,1.0,0.98,0.1,1.0,2,40,20,300,60
qpconv_a0p008_h400_l10_q0p98_s0p1_m1_clip1_pos20_dh20_hi300_hc60,196.8185760089088,38.90454258163729,61.56541026821573,96.34862315905579,38.90454258163729,3,628,628,0.5949247721974994,0.1,0.008,400,10.0,0.98,0.1,1.0,1,20,20,300,60
qpconv_a0p008_h400_l10_q0p98_s0p1_m1_clip1_pos40_dh20_hi300_hc60,196.8185760089088,38.90454258163729,61.56541026821573,96.34862315905579,38.90454258163729,3,628,628,0.5949247721974994,0.1,0.008,400,10.0,0.98,0.1,1.0,1,40,20,300,60
qpconv_a0p015_h200_l0p1_q0p98_s0p1_m1_clip2_pos20_dh20_hi300_hc60,270.8800708959249,38.77652844139755,116.70220818053394,115.40133427399343,38.77652844139755,3,479,958,0.6098504241579096,0.1,0.015,200,0.1,0.98,0.1,1.0,2,20,20,300,60
qpconv_a0p015_h200_l0p1_q0p98_s0p1_m1_clip2_pos40_dh20_hi300_hc60,270.8800708959249,38.77652844139755,116.70220818053394,115.40133427399343,38.77652844139755,3,479,958,0.6098504241579096,0.1,0.015,200,0.1,0.98,0.1,1.0,2,40,20,300,60
qpconv_a0p008_h400_l0p1_q0p98_s0p1_m1_clip1_pos20_dh20_hi300_hc60,200.67920220362328,38.39597800985584,63.61985928703419,98.66336490673325,38.39597800985584,3,639,639,0.593820992118277,0.1,0.008,400,0.1,0.98,0.1,1.0,1,20,20,300,60
qpconv_a0p008_h400_l0p1_q0p98_s0p1_m1_clip1_pos40_dh20_hi300_hc60,200.67920220362328,38.39597800985584,63.61985928703419,98.66336490673325,38.39597800985584,3,639,639,0.593820992118277,0.1,0.008,400,0.1,0.98,0.1,1.0,1,40,20,300,60
qpconv_a0p03_h200_l0p1_q0p98_s0p1_m1_clip2_pos20_dh20_hi300_hc60,275.76059166276076,38.378211833017716,118.54163038016527,118.84074944957779,38.378211833017716,3,481,962,0.6172527472527473,0.1,0.03,200,0.1,0.98,0.1,1.0,2,20,20,300,60
qpconv_a0p03_h200_l0p1_q0p98_s0p1_m1_clip2_pos40_dh20_hi300_hc60,275.76059166276076,38.378211833017716,118.54163038016527,118.84074944957779,38.378211833017716,3,481,962,0.6172527472527473,0.1,0.03,200,0.1,0.98,0.1,1.0,2,40,20,300,60
qpconv_a0p008_h400_l1_q0p98_s0p1_m1_clip1_pos20_dh20_hi300_hc60,199.96428158780978,38.214378732590625,63.49814021916209,98.25176263605707,38.214378732590625,3,637,637,0.5921952250845693,0.1,0.008,400,1.0,0.98,0.1,1.0,1,20,20,300,60
qpconv_a0p008_h400_l1_q0p98_s0p1_m1_clip1_pos40_dh20_hi300_hc60,199.96428158780978,38.214378732590625,63.49814021916209,98.25176263605707,38.214378732590625,3,637,637,0.5921952250845693,0.1,0.008,400,1.0,0.98,0.1,1.0,1,40,20,300,60
qpconv_a0p015_h200_l1_q0p98_s0p2_m1_clip4_pos20_dh20_hi300_hc60,334.68686553944383,38.08205968038819,125.36883072197965,171.23597513707597,38.08205968038819,3,235,838,0.6999757389645523,0.2,0.015,200,1.0,0.98,0.2,1.0,4,20,20,300,60
qpconv_a0p015_h200_l1_q0p98_s0p2_m1_clip4_pos40_dh20_hi300_hc60,334.68686553944383,38.08205968038819,125.36883072197965,171.23597513707597,38.08205968038819,3,235,838,0.6999757389645523,0.2,0.015,200,1.0,0.98,0.2,1.0,4,40,20,300,60
qpconv_a0p015_h200_l0p1_q0p98_s0p2_m1_clip4_pos20_dh20_hi300_hc60,333.04399237672527,38.08205968038819,125.32944879042701,169.63248390591005,38.08205968038819,3,237,846,0.6948426260456335,0.2,0.015,200,0.1,0.98,0.2,1.0,4,20,20,300,60
qpconv_a0p015_h200_l0p1_q0p98_s0p2_m1_clip4_pos40_dh20_hi300_hc60,333.04399237672527,38.08205968038819,125.32944879042701,169.63248390591005,38.08205968038819,3,237,846,0.6948426260456335,0.2,0.015,200,0.1,0.98,0.2,1.0,4,40,20,300,60
qpconv_a0p015_h200_l10_q0p98_s0p2_m1_clip4_pos20_dh20_hi300_hc60,324.87568950632,38.08205968038819,117.42107184075225,169.37255798517955,38.08205968038819,3,229,818,0.6977180512995119,0.2,0.015,200,10.0,0.98,0.2,1.0,4,20,20,300,60
qpconv_a0p015_h200_l10_q0p98_s0p2_m1_clip4_pos40_dh20_hi300_hc60,324.87568950632,38.08205968038819,117.42107184075225,169.37255798517955,38.08205968038819,3,229,818,0.6977180512995119,0.2,0.015,200,10.0,0.98,0.2,1.0,4,40,20,300,60
qpconv_a0p03_h200_l10_q0p98_s0p1_m1_clip2_pos20_dh20_hi300_hc60,265.1461677812259,37.41205853841206,109.75078590924312,117.98332333357075,37.41205853841206,3,470,940,0.6137214738915752,0.1,0.03,200,10.0,0.98,0.1,1.0,2,20,20,300,60
qpconv_a0p03_h200_l10_q0p98_s0p1_m1_clip2_pos40_dh20_hi300_hc60,265.1461677812259,37.41205853841206,109.75078590924312,117.98332333357075,37.41205853841206,3,470,940,0.6137214738915752,0.1,0.03,200,10.0,0.98,0.1,1.0,2,40,20,300,60
qpconv_a0p015_h400_l10_q0p98_s0p1_m1_clip1_pos20_dh20_hi300_hc60,194.73869106246067,37.324301040656735,62.718348547299236,94.69604147450471,37.324301040656735,3,617,617,0.5914279983955074,0.1,0.015,400,10.0,0.98,0.1,1.0,1,20,20,300,60
qpconv_a0p015_h400_l10_q0p98_s0p1_m1_clip1_pos40_dh20_hi300_hc60,194.73869106246067,37.324301040656735,62.718348547299236,94.69604147450471,37.324301040656735,3,617,617,0.5914279983955074,0.1,0.015,400,10.0,0.98,0.1,1.0,1,40,20,300,60
qpconv_a0p03_h400_l1_q0p98_s0p1_m1_clip1_pos20_dh20_hi300_hc60,199.4485212125849,37.253795516865004,64.37746672123956,97.81725897448032,37.253795516865004,3,635,635,0.5885367301805188,0.1,0.03,400,1.0,0.98,0.1,1.0,1,20,20,300,60
qpconv_a0p03_h400_l1_q0p98_s0p1_m1_clip1_pos40_dh20_hi300_hc60,199.4485212125849,37.253795516865004,64.37746672123956,97.81725897448032,37.253795516865004,3,635,635,0.5885367301805188,0.1,0.03,400,1.0,0.98,0.1,1.0,1,40,20,300,60
qpconv_a0p03_h400_l0p1_q0p98_s0p1_m1_clip1_pos20_dh20_hi300_hc60,199.51082452116646,37.19890633967924,64.49465920700689,97.81725897448032,37.19890633967924,3,638,638,0.5883725796005657,0.1,0.03,400,0.1,0.98,0.1,1.0,1,20,20,300,60
qpconv_a0p03_h400_l0p1_q0p98_s0p1_m1_clip1_pos40_dh20_hi300_hc60,199.51082452116646,37.19890633967924,64.49465920700689,97.81725897448032,37.19890633967924,3,638,638,0.5883725796005657,0.1,0.03,400,0.1,0.98,0.1,1.0,1,40,20,300,60
qpconv_a0p03_h100_l1_q0p98_s0p1_m1_clip2_pos20_dh20_hi300_hc60,172.37335954954875,37.155000773060436,55.107281575202094,80.11107720128624,37.155000773060436,3,383,766,0.6017881571233145,0.1,0.03,100,1.0,0.98,0.1,1.0,2,20,20,300,60
qpconv_a0p03_h100_l1_q0p98_s0p1_m1_clip2_pos40_dh20_hi300_hc60,172.37335954954875,37.155000773060436,55.107281575202094,80.11107720128624,37.155000773060436,3,383,766,0.6017881571233145,0.1,0.03,100,1.0,0.98,0.1,1.0,2,40,20,300,60
qpconv_a0p03_h100_l0p1_q0p98_s0p1_m1_clip2_pos20_dh20_hi300_hc60,172.00854780454273,37.155000773060436,55.107281575202094,79.74626545628021,37.155000773060436,3,384,768,0.6001185089420383,0.1,0.03,100,0.1,0.98,0.1,1.0,2,20,20,300,60
qpconv_a0p03_h100_l0p1_q0p98_s0p1_m1_clip2_pos40_dh20_hi300_hc60,172.00854780454273,37.155000773060436,55.107281575202094,79.74626545628021,37.155000773060436,3,384,768,0.6001185089420383,0.1,0.03,100,0.1,0.98,0.1,1.0,2,40,20,300,60
