variant_id,proxy_pnl,day_0_proxy_pnl,day_1_proxy_pnl,day_2_proxy_pnl,min_day_proxy_pnl,positive_days,trade_count,unit_count,mean_hit_rate,threshold,rv_alpha,horizon,ridge_lambda,threshold_quantile,min_score,moneyness_limit,max_option_clip,max_long_option_position,delta_hedge_threshold,hedge_interval_ticks,max_hedge_clip
qpconv_a0p03_h400_l0p1_q0p98_s0p1_m1_clip2_pos20_dh20_hi300_hc60,399.0216490423329,74.39781267935848,128.98931841401378,195.63451794896065,74.39781267935848,3,638,1276,0.5883725796005657,0.1,0.03,400,0.1,0.98,0.1,1.0,2,20,20,300,60
qpconv_a0p03_h400_l0p1_q0p98_s0p1_m1_clip2_pos40_dh20_hi300_hc60,399.0216490423329,74.39781267935848,128.98931841401378,195.63451794896065,74.39781267935848,3,638,1276,0.5883725796005657,0.1,0.03,400,0.1,0.98,0.1,1.0,2,40,20,300,60
qpconv_a0p015_h400_l1_q0p98_s0p1_m1_clip2_pos20_dh20_hi300_hc60,395.182385693898,73.89017233355398,124.85769266219063,196.43452069815342,73.89017233355398,3,631,1262,0.5860067814293166,0.1,0.015,400,1.0,0.98,0.1,1.0,2,20,20,300,60
qpconv_a0p015_h400_l1_q0p98_s0p1_m1_clip2_pos40_dh20_hi300_hc60,395.182385693898,73.89017233355398,124.85769266219063,196.43452069815342,73.89017233355398,3,631,1262,0.5860067814293166,0.1,0.015,400,1.0,0.98,0.1,1.0,2,40,20,300,60
qpconv_a0p015_h400_l0p1_q0p98_s0p1_m1_clip2_pos20_dh20_hi300_hc60,393.8518521109097,73.89017233355398,123.52715907920233,196.43452069815342,73.89017233355398,3,632,1264,0.5852478257523281,0.1,0.015,400,0.1,0.98,0.1,1.0,2,20,20,300,60
qpconv_a0p015_h400_l0p1_q0p98_s0p1_m1_clip2_pos40_dh20_hi300_hc60,393.8518521109097,73.89017233355398,123.52715907920233,196.43452069815342,73.89017233355398,3,632,1264,0.5852478257523281,0.1,0.015,400,0.1,0.98,0.1,1.0,2,40,20,300,60
qpconv_a0p015_h400_l10_q0p98_s0p2_m1_clip4_pos20_dh20_hi300_hc60,514.5573349072639,73.31279429481235,177.37726233007726,263.8672782823743,73.31279429481235,3,320,1151,0.680305421105075,0.2,0.015,400,10.0,0.98,0.2,1.0,4,20,20,300,60
qpconv_a0p015_h400_l10_q0p98_s0p2_m1_clip4_pos40_dh20_hi300_hc60,514.5573349072639,73.31279429481235,177.37726233007726,263.8672782823743,73.31279429481235,3,320,1151,0.680305421105075,0.2,0.015,400,10.0,0.98,0.2,1.0,4,40,20,300,60
qpconv_a0p03_h400_l10_q0p98_s0p1_m1_clip2_pos20_dh20_hi300_hc60,388.8247382304231,72.81281086003122,126.25412134435736,189.75780602603453,72.81281086003122,3,624,1248,0.5857117296730823,0.1,0.03,400,10.0,0.98,0.1,1.0,2,20,20,300,60
qpconv_a0p03_h400_l10_q0p98_s0p1_m1_clip2_pos40_dh20_hi300_hc60,388.8247382304231,72.81281086003122,126.25412134435736,189.75780602603453,72.81281086003122,3,624,1248,0.5857117296730823,0.1,0.03,400,10.0,0.98,0.1,1.0,2,40,20,300,60
qpconv_a0p015_h400_l0p1_q0p98_s0p2_m1_clip4_pos20_dh20_hi300_hc60,510.9576088786839,72.26086964740071,175.31375182590563,263.3829874053776,72.26086964740071,3,327,1177,0.6744606261072486,0.2,0.015,400,0.1,0.98,0.2,1.0,4,20,20,300,60
qpconv_a0p015_h400_l0p1_q0p98_s0p2_m1_clip4_pos40_dh20_hi300_hc60,510.9576088786839,72.26086964740071,175.31375182590563,263.3829874053776,72.26086964740071,3,327,1177,0.6744606261072486,0.2,0.015,400,0.1,0.98,0.2,1.0,4,40,20,300,60
qpconv_a0p015_h400_l1_q0p98_s0p2_m1_clip4_pos20_dh20_hi300_hc60,510.9576088786839,72.26086964740071,175.31375182590563,263.3829874053776,72.26086964740071,3,327,1177,0.6744606261072486,0.2,0.015,400,1.0,0.98,0.2,1.0,4,20,20,300,60
qpconv_a0p015_h400_l1_q0p98_s0p2_m1_clip4_pos40_dh20_hi300_hc60,510.9576088786839,72.26086964740071,175.31375182590563,263.3829874053776,72.26086964740071,3,327,1177,0.6744606261072486,0.2,0.015,400,1.0,0.98,0.2,1.0,4,40,20,300,60
qpconv_a0p03_h400_l0p1_q0p98_s0p2_m1_clip4_pos20_dh20_hi300_hc60,505.46836339780043,72.25233439429535,168.63499825851198,264.5810307449931,72.25233439429535,3,322,1158,0.6779211522618507,0.2,0.03,400,0.1,0.98,0.2,1.0,4,20,20,300,60
qpconv_a0p03_h400_l0p1_q0p98_s0p2_m1_clip4_pos40_dh20_hi300_hc60,505.46836339780043,72.25233439429535,168.63499825851198,264.5810307449931,72.25233439429535,3,322,1158,0.6779211522618507,0.2,0.03,400,0.1,0.98,0.2,1.0,4,40,20,300,60
qpconv_a0p03_h400_l1_q0p98_s0p2_m1_clip4_pos20_dh20_hi300_hc60,505.46836339780043,72.25233439429535,168.63499825851198,264.5810307449931,72.25233439429535,3,322,1158,0.6779211522618507,0.2,0.03,400,1.0,0.98,0.2,1.0,4,20,20,300,60
qpconv_a0p03_h400_l1_q0p98_s0p2_m1_clip4_pos40_dh20_hi300_hc60,505.46836339780043,72.25233439429535,168.63499825851198,264.5810307449931,72.25233439429535,3,322,1158,0.6779211522618507,0.2,0.03,400,1.0,0.98,0.2,1.0,4,40,20,300,60
qpconv_a0p008_h400_l0p1_q0p98_s0p2_m1_clip4_pos20_dh20_hi300_hc60,514.9457748487144,70.42223450203457,177.58194793015798,266.94159241652187,70.42223450203457,3,334,1202,0.6692101083797568,0.2,0.008,400,0.1,0.98,0.2,1.0,4,20,20,300,60
qpconv_a0p008_h400_l0p1_q0p98_s0p2_m1_clip4_pos40_dh20_hi300_hc60,514.9457748487144,70.42223450203457,177.58194793015798,266.94159241652187,70.42223450203457,3,334,1202,0.6692101083797568,0.2,0.008,400,0.1,0.98,0.2,1.0,4,40,20,300,60
