product,category,family,name,params,day_2,day_3,day_4,total_pnl,mean_pnl,day_stdev,positive_days,max_drawdown,turnover,edge,avg_spread,active_ticks,param_fragility,score
SNACKPACK_VANILLA,snack,participant_flow,SNACKPACK_VANILLA:flow_0.9,"{""threshold"": 8.434333333333333, ""decay"": 0.9, ""mult"": 0.5}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,16.868666666666666,0,0.0,0.0
SNACKPACK_VANILLA,snack,participant_flow,SNACKPACK_VANILLA:flow_0.9,"{""threshold"": 16.868666666666666, ""decay"": 0.9, ""mult"": 1.0}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,16.868666666666666,0,0.0,0.0
SNACKPACK_VANILLA,snack,participant_flow,SNACKPACK_VANILLA:flow_0.97,"{""threshold"": 16.868666666666666, ""decay"": 0.97, ""mult"": 1.0}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,16.868666666666666,0,0.0,0.0
SNACKPACK_VANILLA,snack,participant_flow,SNACKPACK_VANILLA:flow_0.99,"{""threshold"": 16.868666666666666, ""decay"": 0.99, ""mult"": 1.0}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,16.868666666666666,0,0.0,0.0
UV_VISOR_YELLOW,visor,participant_flow,UV_VISOR_YELLOW:flow_0.99,"{""threshold"": 13.909966666666667, ""decay"": 0.99, ""mult"": 1.0}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13.909966666666667,0,0.0,0.0
OXYGEN_SHAKE_GARLIC,oxygen,participant_flow,OXYGEN_SHAKE_GARLIC:flow_0.9,"{""threshold"": 15.0546, ""decay"": 0.9, ""mult"": 1.0}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,15.0546,0,0.0,0.0
OXYGEN_SHAKE_GARLIC,oxygen,participant_flow,OXYGEN_SHAKE_GARLIC:flow_0.97,"{""threshold"": 15.0546, ""decay"": 0.97, ""mult"": 1.0}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,15.0546,0,0.0,0.0
UV_VISOR_RED,visor,participant_flow,UV_VISOR_RED:flow_0.9,"{""threshold"": 14.039433333333333, ""decay"": 0.9, ""mult"": 1.0}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,14.039433333333333,0,0.0,0.0
UV_VISOR_MAGENTA,visor,participant_flow,UV_VISOR_MAGENTA:flow_0.9,"{""threshold"": 7.0458, ""decay"": 0.9, ""mult"": 0.5}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,14.0916,0,0.0,0.0
GALAXY_SOUNDS_BLACK_HOLES,galaxy,participant_flow,GALAXY_SOUNDS_BLACK_HOLES:flow_0.99,"{""threshold"": 14.512766666666666, ""decay"": 0.99, ""mult"": 1.0}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,14.512766666666666,0,0.0,0.0
UV_VISOR_RED,visor,participant_flow,UV_VISOR_RED:flow_0.99,"{""threshold"": 14.039433333333333, ""decay"": 0.99, ""mult"": 1.0}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,14.039433333333333,0,0.0,0.0
GALAXY_SOUNDS_BLACK_HOLES,galaxy,participant_flow,GALAXY_SOUNDS_BLACK_HOLES:flow_0.97,"{""threshold"": 14.512766666666666, ""decay"": 0.97, ""mult"": 1.0}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,14.512766666666666,0,0.0,0.0
UV_VISOR_RED,visor,participant_flow,UV_VISOR_RED:flow_0.97,"{""threshold"": 14.039433333333333, ""decay"": 0.97, ""mult"": 1.0}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,14.039433333333333,0,0.0,0.0
GALAXY_SOUNDS_BLACK_HOLES,galaxy,participant_flow,GALAXY_SOUNDS_BLACK_HOLES:flow_0.9,"{""threshold"": 14.512766666666666, ""decay"": 0.9, ""mult"": 1.0}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,14.512766666666666,0,0.0,0.0
GALAXY_SOUNDS_BLACK_HOLES,galaxy,participant_flow,GALAXY_SOUNDS_BLACK_HOLES:flow_0.9,"{""threshold"": 7.256383333333333, ""decay"": 0.9, ""mult"": 0.5}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,14.512766666666666,0,0.0,0.0
UV_VISOR_RED,visor,participant_flow,UV_VISOR_RED:flow_0.9,"{""threshold"": 7.019716666666667, ""decay"": 0.9, ""mult"": 0.5}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,14.039433333333333,0,0.0,0.0
UV_VISOR_MAGENTA,visor,participant_flow,UV_VISOR_MAGENTA:flow_0.9,"{""threshold"": 14.0916, ""decay"": 0.9, ""mult"": 1.0}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,14.0916,0,0.0,0.0
UV_VISOR_MAGENTA,visor,participant_flow,UV_VISOR_MAGENTA:flow_0.99,"{""threshold"": 14.0916, ""decay"": 0.99, ""mult"": 1.0}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,14.0916,0,0.0,0.0
GALAXY_SOUNDS_SOLAR_FLAMES,galaxy,participant_flow,GALAXY_SOUNDS_SOLAR_FLAMES:flow_0.99,"{""threshold"": 14.071533333333333, ""decay"": 0.99, ""mult"": 1.0}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,14.071533333333333,0,0.0,0.0
SLEEP_POD_LAMB_WOOL,sleep,participant_flow,SLEEP_POD_LAMB_WOOL:flow_0.9,"{""threshold"": 9.4001, ""decay"": 0.9, ""mult"": 1.0}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,9.4001,0,0.0,0.0
SLEEP_POD_LAMB_WOOL,sleep,participant_flow,SLEEP_POD_LAMB_WOOL:flow_0.97,"{""threshold"": 9.4001, ""decay"": 0.97, ""mult"": 1.0}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,9.4001,0,0.0,0.0
GALAXY_SOUNDS_SOLAR_FLAMES,galaxy,participant_flow,GALAXY_SOUNDS_SOLAR_FLAMES:flow_0.97,"{""threshold"": 14.071533333333333, ""decay"": 0.97, ""mult"": 1.0}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,14.071533333333333,0,0.0,0.0
SNACKPACK_PISTACHIO,snack,participant_flow,SNACKPACK_PISTACHIO:flow_0.9,"{""threshold"": 15.925633333333334, ""decay"": 0.9, ""mult"": 1.0}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,15.925633333333334,0,0.0,0.0
OXYGEN_SHAKE_GARLIC,oxygen,participant_flow,OXYGEN_SHAKE_GARLIC:flow_0.9,"{""threshold"": 7.5273, ""decay"": 0.9, ""mult"": 0.5}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,15.0546,0,0.0,0.0
