product,category,family,name,params,day_2,day_3,day_4,total_pnl,mean_pnl,day_stdev,positive_days,max_drawdown,turnover,edge,avg_spread,active_ticks,param_fragility,score
OXYGEN_SHAKE_GARLIC,oxygen,passive_market_making,OXYGEN_SHAKE_GARLIC:passive_2.0,"{""threshold"": 7.5273, ""edge"": 2.0}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,15.0546,0,11087.75,-5543.875
GALAXY_SOUNDS_DARK_MATTER,galaxy,crossing_high_edge,GALAXY_SOUNDS_DARK_MATTER:static_fair,"{""threshold"": 18.271166666666666, ""fair"": 10226.662, ""mult"": 1.4}",-1495.0,-5242.0,5016.0,-1721.0,-573.6666666666666,4238.182183698835,1,10153.5,5990.0,270.81080056954795,13.050833333333333,28683,207.0,-5570.505086070909
TRANSLATOR_VOID_BLUE,translator,basket_residual,TRANSLATOR_VOID_BLUE:ridge_translator,"{""threshold"": 197.4937246693172, ""mult"": 0.6, ""resid_std"": 329.156}",1039.5,-5602.5,3367.0,-1196.0,-398.6666666666667,3800.370603273084,2,10470.5,7250.0,398.6398675419111,9.524666666666667,16962,959.5,-5573.257558794171
GALAXY_SOUNDS_DARK_MATTER,galaxy,participant_flow,GALAXY_SOUNDS_DARK_MATTER:flow_0.99,"{""threshold"": 6.525416666666667, ""decay"": 0.99, ""mult"": 0.5}",-3782.5,-997.5,-5197.0,-9977.0,-3325.6666666666665,1744.6055109648396,0,5861.5,1320.0,7.738394577769425,13.050833333333333,1255,0.0,-5655.720248793813
PEBBLES_M,pebbles,crossing_high_edge,PEBBLES_M:static_fair,"{""threshold"": 23.617620000000002, ""fair"": 10263.243, ""mult"": 1.8}",-7990.0,11997.5,6080.0,10087.5,3362.5,8383.064028146273,2,13346.0,4470.0,587.9808019668502,13.1209,29213,1653.5,-5662.901618295077
UV_VISOR_YELLOW,visor,crossing_high_edge,UV_VISOR_YELLOW:static_fair,"{""threshold"": 25.037940000000003, ""fair"": 10957.461, ""mult"": 1.8}",3305.0,-5430.0,1349.5,-775.5,-258.5,3742.931493718081,2,12231.0,2030.0,607.4583705277556,13.909966666666667,29316,979.5,-5663.895470916753
OXYGEN_SHAKE_MINT,oxygen,basket_residual,OXYGEN_SHAKE_MINT:ridge_oxygen,"{""threshold"": 618.8977843728701, ""mult"": 1.4, ""resid_std"": 442.07}",195.5,-2399.0,-5348.0,-7551.5,-2517.1666666666665,2264.6663600235293,1,8346.0,1330.0,750.3037998063099,12.593566666666668,5798,0.0,-5682.33980068196
UV_VISOR_YELLOW,visor,crossing_high_edge,UV_VISOR_YELLOW:static_fair,"{""threshold"": 13.909966666666667, ""fair"": 10957.461, ""mult"": 1.0}",3476.0,-5085.0,457.5,-1151.5,-383.8333333333333,3545.284340579124,2,13303.0,2210.0,600.9571012565702,13.909966666666667,29602,603.5,-5690.398154709764
UV_VISOR_YELLOW,visor,crossing_high_edge,UV_VISOR_YELLOW:static_fair,"{""threshold"": 4.8684883333333335, ""fair"": 10957.461, ""mult"": 0.35}",2926.0,-4981.5,-181.0,-2236.5,-745.5,3252.8074284633985,1,14053.5,2410.0,595.0195548632615,13.909966666666667,29868,0.0,-5713.9048285012095
PANEL_2X2,panel,basket_residual,PANEL_2X2:ridge_panel,"{""threshold"": 369.5424978490435, ""mult"": 1.0, ""resid_std"": 369.542}",-6086.0,5534.0,-2435.5,-2987.5,-995.8333333333334,4851.843641567834,1,7600.5,4000.0,538.4005490531406,8.515466666666667,9011,0.0,-5741.631700352426
PANEL_2X4,panel,crossing_high_edge,PANEL_2X4:static_fair,"{""threshold"": 3.444175, ""fair"": 11265.373, ""mult"": 0.35}",9130.5,5665.5,-8570.0,6226.0,2075.3333333333335,7659.151283849203,2,13920.0,3650.0,527.5367199287898,9.8405,29878,0.0,-5752.8150011686475
UV_VISOR_YELLOW,visor,crossing_high_edge,UV_VISOR_YELLOW:static_fair,"{""threshold"": 19.473953333333334, ""fair"": 10957.461, ""mult"": 1.4}",3686.0,-5499.0,58.0,-1755.0,-585.0,3777.224995504857,2,13522.5,2290.0,604.31151161852,13.909966666666667,29454,0.0,-5785.9162470781575
OXYGEN_SHAKE_CHOCOLATE,oxygen,participant_flow,OXYGEN_SHAKE_CHOCOLATE:flow_0.99,"{""threshold"": 6.092733333333333, ""decay"": 0.99, ""mult"": 0.5}",-3305.0,-3329.0,-5087.0,-11721.0,-3907.0,834.4435271484823,0,6592.0,1780.0,7.363977248186464,12.185466666666667,1690,0.0,-5799.828292646514
SLEEP_POD_NYLON,sleep,participant_flow,SLEEP_POD_NYLON:flow_0.99,"{""threshold"": 4.282333333333334, ""decay"": 0.99, ""mult"": 0.5}",-4817.0,-1652.0,-3777.5,-10246.5,-3415.5,1317.2165729294481,0,7636.5,3120.0,5.8497581155357175,8.564666666666668,4916,0.0,-5855.150772404141
GALAXY_SOUNDS_DARK_MATTER,galaxy,crossing_high_edge,GALAXY_SOUNDS_DARK_MATTER:static_fair,"{""threshold"": 13.050833333333333, ""fair"": 10226.662, ""mult"": 1.0}",-981.0,-5367.0,5354.0,-994.0,-331.3333333333333,4400.871908560343,1,10572.5,5830.0,267.5307016085951,13.050833333333333,29055,934.0,-5878.340073897557
UV_VISOR_RED,visor,crossing_high_edge,UV_VISOR_RED:static_fair,"{""threshold"": 4.913801666666666, ""fair"": 11063.294, ""mult"": 0.35}",5298.0,1280.5,-6286.5,292.0,97.33333333333333,4802.78201207962,2,14004.0,3650.0,497.25521894030294,14.039433333333333,29798,0.0,-5890.974974518419
