variant_id,day,rv_alpha,rv_weight,forecast_rho,min_vol_edge,min_price_edge,cost_buffer,exit_vol_edge,vega_clip_scale,moneyness_limit,max_option_clip,max_long_option_position,delta_hedge_threshold,hedge_interval_ticks,max_hedge_clip,gamma_hedge_sensitivity,gamma_hedge_min_threshold,final_pnl_total,own_trade_count,traded_qty,final_position_underlying,pnl_underlying,pnl_options
gamma_a0p015_w0p55_rho0_e0p055_pe1_c0p01_vs0p1_m1p25_clip4_pos120_dh20_hi300_hc60_gh0_gm8,0,0.015,0.55,0.0,0.055,1.0,0.01,0.005,0.1,1.25,4,120,20,300,60,0.0,8,-2447.0,492,909,-189,-1567.0,-880.0
gamma_a0p015_w0p55_rho0_e0p055_pe1_c0p01_vs0p1_m1p25_clip4_pos120_dh20_hi300_hc60_gh0_gm8,1,0.015,0.55,0.0,0.055,1.0,0.01,0.005,0.1,1.25,4,120,20,300,60,0.0,8,1726.5,489,915,-195,-7560.5,9287.0
gamma_a0p015_w0p55_rho0_e0p055_pe1_c0p01_vs0p1_m1p25_clip4_pos120_dh20_hi300_hc60_gh0_gm8,2,0.015,0.55,0.0,0.055,1.0,0.01,0.005,0.1,1.25,4,120,20,300,60,0.0,8,2776.5,324,917,-197,-4787.5,7564.0
gamma_a0p015_w0p55_rho0_e0p055_pe1_c0p01_vs0p1_m1p25_clip4_pos120_dh20_hi300_hc60_gh3_gm8,0,0.015,0.55,0.0,0.055,1.0,0.01,0.005,0.1,1.25,4,120,20,300,60,3.0,8,-2536.0,498,913,-193,-1656.0,-880.0
gamma_a0p015_w0p55_rho0_e0p055_pe1_c0p01_vs0p1_m1p25_clip4_pos120_dh20_hi300_hc60_gh3_gm8,1,0.015,0.55,0.0,0.055,1.0,0.01,0.005,0.1,1.25,4,120,20,300,60,3.0,8,1760.5,495,915,-195,-7526.5,9287.0
gamma_a0p015_w0p55_rho0_e0p055_pe1_c0p01_vs0p1_m1p25_clip4_pos120_dh20_hi300_hc60_gh3_gm8,2,0.015,0.55,0.0,0.055,1.0,0.01,0.005,0.1,1.25,4,120,20,300,60,3.0,8,2776.5,324,917,-197,-4787.5,7564.0
gamma_a0p015_w0p55_rho0_e0p055_pe1_c0p01_vs0p1_m1p25_clip8_pos120_dh20_hi300_hc60_gh0_gm8,0,0.015,0.55,0.0,0.055,1.0,0.01,0.005,0.1,1.25,8,120,20,300,60,0.0,8,-2447.0,492,909,-189,-1567.0,-880.0
gamma_a0p015_w0p55_rho0_e0p055_pe1_c0p01_vs0p1_m1p25_clip8_pos120_dh20_hi300_hc60_gh0_gm8,1,0.015,0.55,0.0,0.055,1.0,0.01,0.005,0.1,1.25,8,120,20,300,60,0.0,8,1726.5,489,915,-195,-7560.5,9287.0
gamma_a0p015_w0p55_rho0_e0p055_pe1_c0p01_vs0p1_m1p25_clip8_pos120_dh20_hi300_hc60_gh0_gm8,2,0.015,0.55,0.0,0.055,1.0,0.01,0.005,0.1,1.25,8,120,20,300,60,0.0,8,2776.5,324,917,-197,-4787.5,7564.0
gamma_a0p015_w0p55_rho0_e0p055_pe1_c0p01_vs0p1_m1p25_clip8_pos120_dh20_hi300_hc60_gh3_gm8,0,0.015,0.55,0.0,0.055,1.0,0.01,0.005,0.1,1.25,8,120,20,300,60,3.0,8,-2536.0,498,913,-193,-1656.0,-880.0
gamma_a0p015_w0p55_rho0_e0p055_pe1_c0p01_vs0p1_m1p25_clip8_pos120_dh20_hi300_hc60_gh3_gm8,1,0.015,0.55,0.0,0.055,1.0,0.01,0.005,0.1,1.25,8,120,20,300,60,3.0,8,1760.5,495,915,-195,-7526.5,9287.0
gamma_a0p015_w0p55_rho0_e0p055_pe1_c0p01_vs0p1_m1p25_clip8_pos120_dh20_hi300_hc60_gh3_gm8,2,0.015,0.55,0.0,0.055,1.0,0.01,0.005,0.1,1.25,8,120,20,300,60,3.0,8,2776.5,324,917,-197,-4787.5,7564.0
gamma_a0p015_w0p55_rho0_e0p055_pe1_c0p02_vs0_m1_clip4_pos120_dh20_hi300_hc60_gh0_gm8,0,0.015,0.55,0.0,0.055,1.0,0.02,0.005,0.0,1.0,4,120,20,300,60,0.0,8,-2167.0,193,910,-190,-635.0,-1532.0
gamma_a0p015_w0p55_rho0_e0p055_pe1_c0p02_vs0_m1_clip4_pos120_dh20_hi300_hc60_gh0_gm8,1,0.015,0.55,0.0,0.055,1.0,0.02,0.005,0.0,1.0,4,120,20,300,60,0.0,8,1680.5,192,917,-197,-7411.5,9092.0
gamma_a0p015_w0p55_rho0_e0p055_pe1_c0p02_vs0_m1_clip4_pos120_dh20_hi300_hc60_gh0_gm8,2,0.015,0.55,0.0,0.055,1.0,0.02,0.005,0.0,1.0,4,120,20,300,60,0.0,8,2244.5,192,915,-195,-4754.5,6999.0
gamma_a0p015_w0p55_rho0_e0p055_pe1_c0p02_vs0_m1_clip4_pos120_dh20_hi300_hc60_gh3_gm8,0,0.015,0.55,0.0,0.055,1.0,0.02,0.005,0.0,1.0,4,120,20,300,60,3.0,8,-2312.0,197,918,-198,-780.0,-1532.0
gamma_a0p015_w0p55_rho0_e0p055_pe1_c0p02_vs0_m1_clip4_pos120_dh20_hi300_hc60_gh3_gm8,1,0.015,0.55,0.0,0.055,1.0,0.02,0.005,0.0,1.0,4,120,20,300,60,3.0,8,1577.0,196,920,-200,-7515.0,9092.0
gamma_a0p015_w0p55_rho0_e0p055_pe1_c0p02_vs0_m1_clip4_pos120_dh20_hi300_hc60_gh3_gm8,2,0.015,0.55,0.0,0.055,1.0,0.02,0.005,0.0,1.0,4,120,20,300,60,3.0,8,2092.0,195,920,-200,-4907.0,6999.0
gamma_a0p015_w0p55_rho0_e0p055_pe1_c0p02_vs0_m1_clip8_pos120_dh20_hi300_hc60_gh0_gm8,0,0.015,0.55,0.0,0.055,1.0,0.02,0.005,0.0,1.0,8,120,20,300,60,0.0,8,-2774.0,109,909,-189,-1023.0,-1751.0
gamma_a0p015_w0p55_rho0_e0p055_pe1_c0p02_vs0_m1_clip8_pos120_dh20_hi300_hc60_gh0_gm8,1,0.015,0.55,0.0,0.055,1.0,0.02,0.005,0.0,1.0,8,120,20,300,60,0.0,8,1946.5,104,901,-181,-6864.5,8811.0
gamma_a0p015_w0p55_rho0_e0p055_pe1_c0p02_vs0_m1_clip8_pos120_dh20_hi300_hc60_gh0_gm8,2,0.015,0.55,0.0,0.055,1.0,0.02,0.005,0.0,1.0,8,120,20,300,60,0.0,8,1429.0,98,920,-200,-4655.0,6084.0
gamma_a0p015_w0p55_rho0_e0p055_pe1_c0p02_vs0_m1_clip8_pos120_dh20_hi300_hc60_gh3_gm8,0,0.015,0.55,0.0,0.055,1.0,0.02,0.005,0.0,1.0,8,120,20,300,60,3.0,8,-2607.0,113,920,-200,-856.0,-1751.0
gamma_a0p015_w0p55_rho0_e0p055_pe1_c0p02_vs0_m1_clip8_pos120_dh20_hi300_hc60_gh3_gm8,1,0.015,0.55,0.0,0.055,1.0,0.02,0.005,0.0,1.0,8,120,20,300,60,3.0,8,1223.0,106,920,-200,-7588.0,8811.0
gamma_a0p015_w0p55_rho0_e0p055_pe1_c0p02_vs0_m1_clip8_pos120_dh20_hi300_hc60_gh3_gm8,2,0.015,0.55,0.0,0.055,1.0,0.02,0.005,0.0,1.0,8,120,20,300,60,3.0,8,1396.0,98,920,-200,-4688.0,6084.0
gamma_a0p015_w0p55_rho0_e0p055_pe1_c0p02_vs0_m1p25_clip4_pos120_dh20_hi300_hc60_gh0_gm8,0,0.015,0.55,0.0,0.055,1.0,0.02,0.005,0.0,1.25,4,120,20,300,60,0.0,8,-2167.0,193,910,-190,-635.0,-1532.0
gamma_a0p015_w0p55_rho0_e0p055_pe1_c0p02_vs0_m1p25_clip4_pos120_dh20_hi300_hc60_gh0_gm8,1,0.015,0.55,0.0,0.055,1.0,0.02,0.005,0.0,1.25,4,120,20,300,60,0.0,8,1680.5,192,917,-197,-7411.5,9092.0
gamma_a0p015_w0p55_rho0_e0p055_pe1_c0p02_vs0_m1p25_clip4_pos120_dh20_hi300_hc60_gh0_gm8,2,0.015,0.55,0.0,0.055,1.0,0.02,0.005,0.0,1.25,4,120,20,300,60,0.0,8,2244.5,192,915,-195,-4754.5,6999.0
gamma_a0p015_w0p55_rho0_e0p055_pe1_c0p02_vs0_m1p25_clip4_pos120_dh20_hi300_hc60_gh3_gm8,0,0.015,0.55,0.0,0.055,1.0,0.02,0.005,0.0,1.25,4,120,20,300,60,3.0,8,-2312.0,197,918,-198,-780.0,-1532.0
gamma_a0p015_w0p55_rho0_e0p055_pe1_c0p02_vs0_m1p25_clip4_pos120_dh20_hi300_hc60_gh3_gm8,1,0.015,0.55,0.0,0.055,1.0,0.02,0.005,0.0,1.25,4,120,20,300,60,3.0,8,1577.0,196,920,-200,-7515.0,9092.0
gamma_a0p015_w0p55_rho0_e0p055_pe1_c0p02_vs0_m1p25_clip4_pos120_dh20_hi300_hc60_gh3_gm8,2,0.015,0.55,0.0,0.055,1.0,0.02,0.005,0.0,1.25,4,120,20,300,60,3.0,8,2092.0,195,920,-200,-4907.0,6999.0
gamma_a0p015_w0p55_rho0_e0p055_pe1_c0p02_vs0_m1p25_clip8_pos120_dh20_hi300_hc60_gh0_gm8,0,0.015,0.55,0.0,0.055,1.0,0.02,0.005,0.0,1.25,8,120,20,300,60,0.0,8,-2774.0,109,909,-189,-1023.0,-1751.0
gamma_a0p015_w0p55_rho0_e0p055_pe1_c0p02_vs0_m1p25_clip8_pos120_dh20_hi300_hc60_gh0_gm8,1,0.015,0.55,0.0,0.055,1.0,0.02,0.005,0.0,1.25,8,120,20,300,60,0.0,8,1946.5,104,901,-181,-6864.5,8811.0
gamma_a0p015_w0p55_rho0_e0p055_pe1_c0p02_vs0_m1p25_clip8_pos120_dh20_hi300_hc60_gh0_gm8,2,0.015,0.55,0.0,0.055,1.0,0.02,0.005,0.0,1.25,8,120,20,300,60,0.0,8,1429.0,98,920,-200,-4655.0,6084.0
gamma_a0p015_w0p55_rho0_e0p055_pe1_c0p02_vs0_m1p25_clip8_pos120_dh20_hi300_hc60_gh3_gm8,0,0.015,0.55,0.0,0.055,1.0,0.02,0.005,0.0,1.25,8,120,20,300,60,3.0,8,-2607.0,113,920,-200,-856.0,-1751.0
gamma_a0p015_w0p55_rho0_e0p055_pe1_c0p02_vs0_m1p25_clip8_pos120_dh20_hi300_hc60_gh3_gm8,1,0.015,0.55,0.0,0.055,1.0,0.02,0.005,0.0,1.25,8,120,20,300,60,3.0,8,1223.0,106,920,-200,-7588.0,8811.0
gamma_a0p015_w0p55_rho0_e0p055_pe1_c0p02_vs0_m1p25_clip8_pos120_dh20_hi300_hc60_gh3_gm8,2,0.015,0.55,0.0,0.055,1.0,0.02,0.005,0.0,1.25,8,120,20,300,60,3.0,8,1396.0,98,920,-200,-4688.0,6084.0
gamma_a0p015_w0p55_rho0_e0p055_pe1_c0p02_vs0p1_m1_clip4_pos120_dh20_hi300_hc60_gh0_gm8,0,0.015,0.55,0.0,0.055,1.0,0.02,0.005,0.1,1.0,4,120,20,300,60,0.0,8,-2938.0,440,869,-191,-1261.0,-1677.0
gamma_a0p015_w0p55_rho0_e0p055_pe1_c0p02_vs0p1_m1_clip4_pos120_dh20_hi300_hc60_gh0_gm8,1,0.015,0.55,0.0,0.055,1.0,0.02,0.005,0.1,1.0,4,120,20,300,60,0.0,8,1342.0,481,906,-186,-6909.0,8251.0
gamma_a0p015_w0p55_rho0_e0p055_pe1_c0p02_vs0p1_m1_clip4_pos120_dh20_hi300_hc60_gh0_gm8,2,0.015,0.55,0.0,0.055,1.0,0.02,0.005,0.1,1.0,4,120,20,300,60,0.0,8,4403.5,324,917,-197,-4787.5,9191.0
gamma_a0p015_w0p55_rho0_e0p055_pe1_c0p02_vs0p1_m1_clip4_pos120_dh20_hi300_hc60_gh3_gm8,0,0.015,0.55,0.0,0.055,1.0,0.02,0.005,0.1,1.0,4,120,20,300,60,3.0,8,-2835.0,454,922,-196,-1158.0,-1677.0
gamma_a0p015_w0p55_rho0_e0p055_pe1_c0p02_vs0p1_m1_clip4_pos120_dh20_hi300_hc60_gh3_gm8,1,0.015,0.55,0.0,0.055,1.0,0.02,0.005,0.1,1.0,4,120,20,300,60,3.0,8,1047.0,488,914,-194,-7204.0,8251.0
gamma_a0p015_w0p55_rho0_e0p055_pe1_c0p02_vs0p1_m1_clip4_pos120_dh20_hi300_hc60_gh3_gm8,2,0.015,0.55,0.0,0.055,1.0,0.02,0.005,0.1,1.0,4,120,20,300,60,3.0,8,4403.5,324,917,-197,-4787.5,9191.0
gamma_a0p015_w0p55_rho0_e0p055_pe1_c0p02_vs0p1_m1_clip8_pos120_dh20_hi300_hc60_gh0_gm8,0,0.015,0.55,0.0,0.055,1.0,0.02,0.005,0.1,1.0,8,120,20,300,60,0.0,8,-2938.0,440,869,-191,-1261.0,-1677.0
gamma_a0p015_w0p55_rho0_e0p055_pe1_c0p02_vs0p1_m1_clip8_pos120_dh20_hi300_hc60_gh0_gm8,1,0.015,0.55,0.0,0.055,1.0,0.02,0.005,0.1,1.0,8,120,20,300,60,0.0,8,1342.0,481,906,-186,-6909.0,8251.0
gamma_a0p015_w0p55_rho0_e0p055_pe1_c0p02_vs0p1_m1_clip8_pos120_dh20_hi300_hc60_gh0_gm8,2,0.015,0.55,0.0,0.055,1.0,0.02,0.005,0.1,1.0,8,120,20,300,60,0.0,8,4403.5,324,917,-197,-4787.5,9191.0
gamma_a0p015_w0p55_rho0_e0p055_pe1_c0p02_vs0p1_m1_clip8_pos120_dh20_hi300_hc60_gh3_gm8,0,0.015,0.55,0.0,0.055,1.0,0.02,0.005,0.1,1.0,8,120,20,300,60,3.0,8,-2835.0,454,922,-196,-1158.0,-1677.0
gamma_a0p015_w0p55_rho0_e0p055_pe1_c0p02_vs0p1_m1_clip8_pos120_dh20_hi300_hc60_gh3_gm8,1,0.015,0.55,0.0,0.055,1.0,0.02,0.005,0.1,1.0,8,120,20,300,60,3.0,8,1047.0,488,914,-194,-7204.0,8251.0
gamma_a0p015_w0p55_rho0_e0p055_pe1_c0p02_vs0p1_m1_clip8_pos120_dh20_hi300_hc60_gh3_gm8,2,0.015,0.55,0.0,0.055,1.0,0.02,0.005,0.1,1.0,8,120,20,300,60,3.0,8,4403.5,324,917,-197,-4787.5,9191.0
gamma_a0p015_w0p55_rho0_e0p055_pe1_c0p02_vs0p1_m1p25_clip4_pos120_dh20_hi300_hc60_gh0_gm8,0,0.015,0.55,0.0,0.055,1.0,0.02,0.005,0.1,1.25,4,120,20,300,60,0.0,8,-2938.0,440,869,-191,-1261.0,-1677.0
gamma_a0p015_w0p55_rho0_e0p055_pe1_c0p02_vs0p1_m1p25_clip4_pos120_dh20_hi300_hc60_gh0_gm8,1,0.015,0.55,0.0,0.055,1.0,0.02,0.005,0.1,1.25,4,120,20,300,60,0.0,8,1342.0,481,906,-186,-6909.0,8251.0
gamma_a0p015_w0p55_rho0_e0p055_pe1_c0p02_vs0p1_m1p25_clip4_pos120_dh20_hi300_hc60_gh0_gm8,2,0.015,0.55,0.0,0.055,1.0,0.02,0.005,0.1,1.25,4,120,20,300,60,0.0,8,4403.5,324,917,-197,-4787.5,9191.0
gamma_a0p015_w0p55_rho0_e0p055_pe1_c0p02_vs0p1_m1p25_clip4_pos120_dh20_hi300_hc60_gh3_gm8,0,0.015,0.55,0.0,0.055,1.0,0.02,0.005,0.1,1.25,4,120,20,300,60,3.0,8,-2835.0,454,922,-196,-1158.0,-1677.0
gamma_a0p015_w0p55_rho0_e0p055_pe1_c0p02_vs0p1_m1p25_clip4_pos120_dh20_hi300_hc60_gh3_gm8,1,0.015,0.55,0.0,0.055,1.0,0.02,0.005,0.1,1.25,4,120,20,300,60,3.0,8,1047.0,488,914,-194,-7204.0,8251.0
gamma_a0p015_w0p55_rho0_e0p055_pe1_c0p02_vs0p1_m1p25_clip4_pos120_dh20_hi300_hc60_gh3_gm8,2,0.015,0.55,0.0,0.055,1.0,0.02,0.005,0.1,1.25,4,120,20,300,60,3.0,8,4403.5,324,917,-197,-4787.5,9191.0
gamma_a0p015_w0p55_rho0_e0p055_pe1_c0p02_vs0p1_m1p25_clip8_pos120_dh20_hi300_hc60_gh0_gm8,0,0.015,0.55,0.0,0.055,1.0,0.02,0.005,0.1,1.25,8,120,20,300,60,0.0,8,-2938.0,440,869,-191,-1261.0,-1677.0
gamma_a0p015_w0p55_rho0_e0p055_pe1_c0p02_vs0p1_m1p25_clip8_pos120_dh20_hi300_hc60_gh0_gm8,1,0.015,0.55,0.0,0.055,1.0,0.02,0.005,0.1,1.25,8,120,20,300,60,0.0,8,1342.0,481,906,-186,-6909.0,8251.0
gamma_a0p015_w0p55_rho0_e0p055_pe1_c0p02_vs0p1_m1p25_clip8_pos120_dh20_hi300_hc60_gh0_gm8,2,0.015,0.55,0.0,0.055,1.0,0.02,0.005,0.1,1.25,8,120,20,300,60,0.0,8,4403.5,324,917,-197,-4787.5,9191.0
gamma_a0p015_w0p55_rho0_e0p055_pe1_c0p02_vs0p1_m1p25_clip8_pos120_dh20_hi300_hc60_gh3_gm8,0,0.015,0.55,0.0,0.055,1.0,0.02,0.005,0.1,1.25,8,120,20,300,60,3.0,8,-2835.0,454,922,-196,-1158.0,-1677.0
gamma_a0p015_w0p55_rho0_e0p055_pe1_c0p02_vs0p1_m1p25_clip8_pos120_dh20_hi300_hc60_gh3_gm8,1,0.015,0.55,0.0,0.055,1.0,0.02,0.005,0.1,1.25,8,120,20,300,60,3.0,8,1047.0,488,914,-194,-7204.0,8251.0
gamma_a0p015_w0p55_rho0_e0p055_pe1_c0p02_vs0p1_m1p25_clip8_pos120_dh20_hi300_hc60_gh3_gm8,2,0.015,0.55,0.0,0.055,1.0,0.02,0.005,0.1,1.25,8,120,20,300,60,3.0,8,4403.5,324,917,-197,-4787.5,9191.0
gamma_a0p015_w0p55_rho0p2_e0p015_pe0_c0p01_vs0_m1_clip4_pos120_dh20_hi300_hc60_gh0_gm8,0,0.015,0.55,0.2,0.015,0.0,0.01,0.005,0.0,1.0,4,120,20,300,60,0.0,8,-1706.0,190,901,-181,-1614.0,-92.0
gamma_a0p015_w0p55_rho0p2_e0p015_pe0_c0p01_vs0_m1_clip4_pos120_dh20_hi300_hc60_gh0_gm8,1,0.015,0.55,0.2,0.015,0.0,0.01,0.005,0.0,1.0,4,120,20,300,60,0.0,8,1365.0,192,914,-194,-4827.0,6192.0
gamma_a0p015_w0p55_rho0p2_e0p015_pe0_c0p01_vs0_m1_clip4_pos120_dh20_hi300_hc60_gh0_gm8,2,0.015,0.55,0.2,0.015,0.0,0.01,0.005,0.0,1.0,4,120,20,300,60,0.0,8,1601.5,191,915,-195,-4754.5,6356.0
gamma_a0p015_w0p55_rho0p2_e0p015_pe0_c0p01_vs0_m1_clip4_pos120_dh20_hi300_hc60_gh3_gm8,0,0.015,0.55,0.2,0.015,0.0,0.01,0.005,0.0,1.0,4,120,20,300,60,3.0,8,-1848.0,197,920,-200,-1756.0,-92.0
gamma_a0p015_w0p55_rho0p2_e0p015_pe0_c0p01_vs0_m1_clip4_pos120_dh20_hi300_hc60_gh3_gm8,1,0.015,0.55,0.2,0.015,0.0,0.01,0.005,0.0,1.0,4,120,20,300,60,3.0,8,1242.0,193,920,-200,-4950.0,6192.0
gamma_a0p015_w0p55_rho0p2_e0p015_pe0_c0p01_vs0_m1_clip4_pos120_dh20_hi300_hc60_gh3_gm8,2,0.015,0.55,0.2,0.015,0.0,0.01,0.005,0.0,1.0,4,120,20,300,60,3.0,8,1449.0,194,920,-200,-4907.0,6356.0
gamma_a0p015_w0p55_rho0p2_e0p015_pe0_c0p01_vs0_m1_clip8_pos120_dh20_hi300_hc60_gh0_gm8,0,0.015,0.55,0.2,0.015,0.0,0.01,0.005,0.0,1.0,8,120,20,300,60,0.0,8,-2019.0,106,920,-200,-2072.0,53.0
gamma_a0p015_w0p55_rho0p2_e0p015_pe0_c0p01_vs0_m1_clip8_pos120_dh20_hi300_hc60_gh0_gm8,1,0.015,0.55,0.2,0.015,0.0,0.01,0.005,0.0,1.0,8,120,20,300,60,0.0,8,1031.0,108,920,-200,-4892.0,5923.0
gamma_a0p015_w0p55_rho0p2_e0p015_pe0_c0p01_vs0_m1_clip8_pos120_dh20_hi300_hc60_gh0_gm8,2,0.015,0.55,0.2,0.015,0.0,0.01,0.005,0.0,1.0,8,120,20,300,60,0.0,8,1429.0,98,920,-200,-4655.0,6084.0
gamma_a0p015_w0p55_rho0p2_e0p015_pe0_c0p01_vs0_m1_clip8_pos120_dh20_hi300_hc60_gh3_gm8,0,0.015,0.55,0.2,0.015,0.0,0.01,0.005,0.0,1.0,8,120,20,300,60,3.0,8,-2066.0,109,920,-200,-2119.0,53.0
gamma_a0p015_w0p55_rho0p2_e0p015_pe0_c0p01_vs0_m1_clip8_pos120_dh20_hi300_hc60_gh3_gm8,1,0.015,0.55,0.2,0.015,0.0,0.01,0.005,0.0,1.0,8,120,20,300,60,3.0,8,1039.0,109,920,-200,-4884.0,5923.0
gamma_a0p015_w0p55_rho0p2_e0p015_pe0_c0p01_vs0_m1_clip8_pos120_dh20_hi300_hc60_gh3_gm8,2,0.015,0.55,0.2,0.015,0.0,0.01,0.005,0.0,1.0,8,120,20,300,60,3.0,8,1396.0,98,920,-200,-4688.0,6084.0
gamma_a0p015_w0p55_rho0p2_e0p015_pe0_c0p01_vs0_m1p25_clip4_pos120_dh20_hi300_hc60_gh0_gm8,0,0.015,0.55,0.2,0.015,0.0,0.01,0.005,0.0,1.25,4,120,20,300,60,0.0,8,-1706.0,190,901,-181,-1614.0,-92.0
gamma_a0p015_w0p55_rho0p2_e0p015_pe0_c0p01_vs0_m1p25_clip4_pos120_dh20_hi300_hc60_gh0_gm8,1,0.015,0.55,0.2,0.015,0.0,0.01,0.005,0.0,1.25,4,120,20,300,60,0.0,8,1365.0,192,914,-194,-4827.0,6192.0
gamma_a0p015_w0p55_rho0p2_e0p015_pe0_c0p01_vs0_m1p25_clip4_pos120_dh20_hi300_hc60_gh0_gm8,2,0.015,0.55,0.2,0.015,0.0,0.01,0.005,0.0,1.25,4,120,20,300,60,0.0,8,1601.5,191,915,-195,-4754.5,6356.0
gamma_a0p015_w0p55_rho0p2_e0p015_pe0_c0p01_vs0_m1p25_clip4_pos120_dh20_hi300_hc60_gh3_gm8,0,0.015,0.55,0.2,0.015,0.0,0.01,0.005,0.0,1.25,4,120,20,300,60,3.0,8,-1848.0,197,920,-200,-1756.0,-92.0
gamma_a0p015_w0p55_rho0p2_e0p015_pe0_c0p01_vs0_m1p25_clip4_pos120_dh20_hi300_hc60_gh3_gm8,1,0.015,0.55,0.2,0.015,0.0,0.01,0.005,0.0,1.25,4,120,20,300,60,3.0,8,1242.0,193,920,-200,-4950.0,6192.0
gamma_a0p015_w0p55_rho0p2_e0p015_pe0_c0p01_vs0_m1p25_clip4_pos120_dh20_hi300_hc60_gh3_gm8,2,0.015,0.55,0.2,0.015,0.0,0.01,0.005,0.0,1.25,4,120,20,300,60,3.0,8,1449.0,194,920,-200,-4907.0,6356.0
gamma_a0p015_w0p55_rho0p2_e0p015_pe0_c0p01_vs0_m1p25_clip8_pos120_dh20_hi300_hc60_gh0_gm8,0,0.015,0.55,0.2,0.015,0.0,0.01,0.005,0.0,1.25,8,120,20,300,60,0.0,8,-2019.0,106,920,-200,-2072.0,53.0
gamma_a0p015_w0p55_rho0p2_e0p015_pe0_c0p01_vs0_m1p25_clip8_pos120_dh20_hi300_hc60_gh0_gm8,1,0.015,0.55,0.2,0.015,0.0,0.01,0.005,0.0,1.25,8,120,20,300,60,0.0,8,1031.0,108,920,-200,-4892.0,5923.0
gamma_a0p015_w0p55_rho0p2_e0p015_pe0_c0p01_vs0_m1p25_clip8_pos120_dh20_hi300_hc60_gh0_gm8,2,0.015,0.55,0.2,0.015,0.0,0.01,0.005,0.0,1.25,8,120,20,300,60,0.0,8,1429.0,98,920,-200,-4655.0,6084.0
gamma_a0p015_w0p55_rho0p2_e0p015_pe0_c0p01_vs0_m1p25_clip8_pos120_dh20_hi300_hc60_gh3_gm8,0,0.015,0.55,0.2,0.015,0.0,0.01,0.005,0.0,1.25,8,120,20,300,60,3.0,8,-2066.0,109,920,-200,-2119.0,53.0
gamma_a0p015_w0p55_rho0p2_e0p015_pe0_c0p01_vs0_m1p25_clip8_pos120_dh20_hi300_hc60_gh3_gm8,1,0.015,0.55,0.2,0.015,0.0,0.01,0.005,0.0,1.25,8,120,20,300,60,3.0,8,1039.0,109,920,-200,-4884.0,5923.0
gamma_a0p015_w0p55_rho0p2_e0p015_pe0_c0p01_vs0_m1p25_clip8_pos120_dh20_hi300_hc60_gh3_gm8,2,0.015,0.55,0.2,0.015,0.0,0.01,0.005,0.0,1.25,8,120,20,300,60,3.0,8,1396.0,98,920,-200,-4688.0,6084.0
gamma_a0p015_w0p55_rho0p2_e0p015_pe0_c0p01_vs0p1_m1_clip4_pos120_dh20_hi300_hc60_gh0_gm8,0,0.015,0.55,0.2,0.015,0.0,0.01,0.005,0.1,1.0,4,120,20,300,60,0.0,8,-1290.0,676,909,-189,-1855.0,565.0
gamma_a0p015_w0p55_rho0p2_e0p015_pe0_c0p01_vs0p1_m1_clip4_pos120_dh20_hi300_hc60_gh0_gm8,1,0.015,0.55,0.2,0.015,0.0,0.01,0.005,0.1,1.0,4,120,20,300,60,0.0,8,2306.5,570,909,-189,-5580.5,7887.0
gamma_a0p015_w0p55_rho0p2_e0p015_pe0_c0p01_vs0p1_m1_clip4_pos120_dh20_hi300_hc60_gh0_gm8,2,0.015,0.55,0.2,0.015,0.0,0.01,0.005,0.1,1.0,4,120,20,300,60,0.0,8,1844.5,326,917,-197,-4787.5,6632.0
gamma_a0p015_w0p55_rho0p2_e0p015_pe0_c0p01_vs0p1_m1_clip4_pos120_dh20_hi300_hc60_gh3_gm8,0,0.015,0.55,0.2,0.015,0.0,0.01,0.005,0.1,1.0,4,120,20,300,60,3.0,8,-1422.0,680,920,-200,-1987.0,565.0
gamma_a0p015_w0p55_rho0p2_e0p015_pe0_c0p01_vs0p1_m1_clip4_pos120_dh20_hi300_hc60_gh3_gm8,1,0.015,0.55,0.2,0.015,0.0,0.01,0.005,0.1,1.0,4,120,20,300,60,3.0,8,2032.5,575,917,-197,-5854.5,7887.0
gamma_a0p015_w0p55_rho0p2_e0p015_pe0_c0p01_vs0p1_m1_clip4_pos120_dh20_hi300_hc60_gh3_gm8,2,0.015,0.55,0.2,0.015,0.0,0.01,0.005,0.1,1.0,4,120,20,300,60,3.0,8,1844.5,326,917,-197,-4787.5,6632.0
gamma_a0p015_w0p55_rho0p2_e0p015_pe0_c0p01_vs0p1_m1_clip8_pos120_dh20_hi300_hc60_gh0_gm8,0,0.015,0.55,0.2,0.015,0.0,0.01,0.005,0.1,1.0,8,120,20,300,60,0.0,8,-1290.0,676,909,-189,-1855.0,565.0
gamma_a0p015_w0p55_rho0p2_e0p015_pe0_c0p01_vs0p1_m1_clip8_pos120_dh20_hi300_hc60_gh0_gm8,1,0.015,0.55,0.2,0.015,0.0,0.01,0.005,0.1,1.0,8,120,20,300,60,0.0,8,2306.5,570,909,-189,-5580.5,7887.0
gamma_a0p015_w0p55_rho0p2_e0p015_pe0_c0p01_vs0p1_m1_clip8_pos120_dh20_hi300_hc60_gh0_gm8,2,0.015,0.55,0.2,0.015,0.0,0.01,0.005,0.1,1.0,8,120,20,300,60,0.0,8,1844.5,326,917,-197,-4787.5,6632.0
