variant_id,day,rv_alpha,rv_weight,forecast_rho,min_vol_edge,min_price_edge,cost_buffer,exit_vol_edge,vega_clip_scale,moneyness_limit,max_option_clip,max_long_option_position,delta_hedge_threshold,hedge_interval_ticks,max_hedge_clip,gamma_hedge_sensitivity,gamma_hedge_min_threshold,final_pnl_total,own_trade_count,traded_qty,final_position_underlying,pnl_underlying,pnl_options
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p01_vs0_m1_clip4_pos120_dh20_hi300_hc60_gh3_gm8,1,0.015,0.85,0.0,0.055,1.0,0.01,0.005,0.0,1.0,4,120,20,300,60,3.0,8,2037.5,193,913,-193,-5046.5,7084.0
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p01_vs0_m1_clip4_pos120_dh20_hi300_hc60_gh3_gm8,2,0.015,0.85,0.0,0.055,1.0,0.01,0.005,0.0,1.0,4,120,20,300,60,3.0,8,1449.0,194,920,-200,-4907.0,6356.0
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p01_vs0_m1_clip8_pos120_dh20_hi300_hc60_gh0_gm8,0,0.015,0.85,0.0,0.055,1.0,0.01,0.005,0.0,1.0,8,120,20,300,60,0.0,8,-1630.0,102,920,-200,-2271.0,641.0
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p01_vs0_m1_clip8_pos120_dh20_hi300_hc60_gh0_gm8,1,0.015,0.85,0.0,0.055,1.0,0.01,0.005,0.0,1.0,8,120,20,300,60,0.0,8,1717.0,103,908,-188,-4709.0,6426.0
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p01_vs0_m1_clip8_pos120_dh20_hi300_hc60_gh0_gm8,2,0.015,0.85,0.0,0.055,1.0,0.01,0.005,0.0,1.0,8,120,20,300,60,0.0,8,1429.0,98,920,-200,-4655.0,6084.0
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p01_vs0_m1_clip8_pos120_dh20_hi300_hc60_gh3_gm8,0,0.015,0.85,0.0,0.055,1.0,0.01,0.005,0.0,1.0,8,120,20,300,60,3.0,8,-1477.0,101,920,-200,-2118.0,641.0
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p01_vs0_m1_clip8_pos120_dh20_hi300_hc60_gh3_gm8,1,0.015,0.85,0.0,0.055,1.0,0.01,0.005,0.0,1.0,8,120,20,300,60,3.0,8,1344.0,104,920,-200,-5082.0,6426.0
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p01_vs0_m1_clip8_pos120_dh20_hi300_hc60_gh3_gm8,2,0.015,0.85,0.0,0.055,1.0,0.01,0.005,0.0,1.0,8,120,20,300,60,3.0,8,1396.0,98,920,-200,-4688.0,6084.0
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p01_vs0_m1p25_clip4_pos120_dh20_hi300_hc60_gh0_gm8,0,0.015,0.85,0.0,0.055,1.0,0.01,0.005,0.0,1.25,4,120,20,300,60,0.0,8,-1276.0,191,908,-188,-2124.0,848.0
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p01_vs0_m1p25_clip4_pos120_dh20_hi300_hc60_gh0_gm8,1,0.015,0.85,0.0,0.055,1.0,0.01,0.005,0.0,1.25,4,120,20,300,60,0.0,8,2200.0,193,908,-188,-4884.0,7084.0
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p01_vs0_m1p25_clip4_pos120_dh20_hi300_hc60_gh0_gm8,2,0.015,0.85,0.0,0.055,1.0,0.01,0.005,0.0,1.25,4,120,20,300,60,0.0,8,1601.5,191,915,-195,-4754.5,6356.0
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p01_vs0_m1p25_clip4_pos120_dh20_hi300_hc60_gh3_gm8,0,0.015,0.85,0.0,0.055,1.0,0.01,0.005,0.0,1.25,4,120,20,300,60,3.0,8,-1406.0,192,920,-200,-2254.0,848.0
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p01_vs0_m1p25_clip4_pos120_dh20_hi300_hc60_gh3_gm8,1,0.015,0.85,0.0,0.055,1.0,0.01,0.005,0.0,1.25,4,120,20,300,60,3.0,8,2037.5,193,913,-193,-5046.5,7084.0
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p01_vs0_m1p25_clip4_pos120_dh20_hi300_hc60_gh3_gm8,2,0.015,0.85,0.0,0.055,1.0,0.01,0.005,0.0,1.25,4,120,20,300,60,3.0,8,1449.0,194,920,-200,-4907.0,6356.0
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p01_vs0_m1p25_clip8_pos120_dh20_hi300_hc60_gh0_gm8,0,0.015,0.85,0.0,0.055,1.0,0.01,0.005,0.0,1.25,8,120,20,300,60,0.0,8,-1630.0,102,920,-200,-2271.0,641.0
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p01_vs0_m1p25_clip8_pos120_dh20_hi300_hc60_gh0_gm8,1,0.015,0.85,0.0,0.055,1.0,0.01,0.005,0.0,1.25,8,120,20,300,60,0.0,8,1717.0,103,908,-188,-4709.0,6426.0
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p01_vs0_m1p25_clip8_pos120_dh20_hi300_hc60_gh0_gm8,2,0.015,0.85,0.0,0.055,1.0,0.01,0.005,0.0,1.25,8,120,20,300,60,0.0,8,1429.0,98,920,-200,-4655.0,6084.0
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p01_vs0_m1p25_clip8_pos120_dh20_hi300_hc60_gh3_gm8,0,0.015,0.85,0.0,0.055,1.0,0.01,0.005,0.0,1.25,8,120,20,300,60,3.0,8,-1477.0,101,920,-200,-2118.0,641.0
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p01_vs0_m1p25_clip8_pos120_dh20_hi300_hc60_gh3_gm8,1,0.015,0.85,0.0,0.055,1.0,0.01,0.005,0.0,1.25,8,120,20,300,60,3.0,8,1344.0,104,920,-200,-5082.0,6426.0
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p01_vs0_m1p25_clip8_pos120_dh20_hi300_hc60_gh3_gm8,2,0.015,0.85,0.0,0.055,1.0,0.01,0.005,0.0,1.25,8,120,20,300,60,3.0,8,1396.0,98,920,-200,-4688.0,6084.0
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p01_vs0p1_m1_clip4_pos120_dh20_hi300_hc60_gh0_gm8,0,0.015,0.85,0.0,0.055,1.0,0.01,0.005,0.1,1.0,4,120,20,300,60,0.0,8,-1356.0,440,912,-192,-2623.0,1267.0
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p01_vs0p1_m1_clip4_pos120_dh20_hi300_hc60_gh0_gm8,1,0.015,0.85,0.0,0.055,1.0,0.01,0.005,0.1,1.0,4,120,20,300,60,0.0,8,2199.0,412,914,-194,-5862.0,8061.0
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p01_vs0p1_m1_clip4_pos120_dh20_hi300_hc60_gh0_gm8,2,0.015,0.85,0.0,0.055,1.0,0.01,0.005,0.1,1.0,4,120,20,300,60,0.0,8,1667.5,261,911,-191,-4650.5,6318.0
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p01_vs0p1_m1_clip4_pos120_dh20_hi300_hc60_gh3_gm8,0,0.015,0.85,0.0,0.055,1.0,0.01,0.005,0.1,1.0,4,120,20,300,60,3.0,8,-1372.0,445,918,-198,-2639.0,1267.0
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p01_vs0p1_m1_clip4_pos120_dh20_hi300_hc60_gh3_gm8,1,0.015,0.85,0.0,0.055,1.0,0.01,0.005,0.1,1.0,4,120,20,300,60,3.0,8,2108.5,416,919,-199,-5952.5,8061.0
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p01_vs0p1_m1_clip4_pos120_dh20_hi300_hc60_gh3_gm8,2,0.015,0.85,0.0,0.055,1.0,0.01,0.005,0.1,1.0,4,120,20,300,60,3.0,8,1415.0,264,920,-200,-4903.0,6318.0
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p01_vs0p1_m1_clip8_pos120_dh20_hi300_hc60_gh0_gm8,0,0.015,0.85,0.0,0.055,1.0,0.01,0.005,0.1,1.0,8,120,20,300,60,0.0,8,-1356.0,440,912,-192,-2623.0,1267.0
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p01_vs0p1_m1_clip8_pos120_dh20_hi300_hc60_gh0_gm8,1,0.015,0.85,0.0,0.055,1.0,0.01,0.005,0.1,1.0,8,120,20,300,60,0.0,8,2199.0,412,914,-194,-5862.0,8061.0
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p01_vs0p1_m1_clip8_pos120_dh20_hi300_hc60_gh0_gm8,2,0.015,0.85,0.0,0.055,1.0,0.01,0.005,0.1,1.0,8,120,20,300,60,0.0,8,1435.5,236,919,-199,-4759.5,6195.0
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p01_vs0p1_m1_clip8_pos120_dh20_hi300_hc60_gh3_gm8,0,0.015,0.85,0.0,0.055,1.0,0.01,0.005,0.1,1.0,8,120,20,300,60,3.0,8,-1372.0,445,918,-198,-2639.0,1267.0
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p01_vs0p1_m1_clip8_pos120_dh20_hi300_hc60_gh3_gm8,1,0.015,0.85,0.0,0.055,1.0,0.01,0.005,0.1,1.0,8,120,20,300,60,3.0,8,2108.5,416,919,-199,-5952.5,8061.0
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p01_vs0p1_m1_clip8_pos120_dh20_hi300_hc60_gh3_gm8,2,0.015,0.85,0.0,0.055,1.0,0.01,0.005,0.1,1.0,8,120,20,300,60,3.0,8,1435.5,236,919,-199,-4759.5,6195.0
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p01_vs0p1_m1p25_clip4_pos120_dh20_hi300_hc60_gh0_gm8,0,0.015,0.85,0.0,0.055,1.0,0.01,0.005,0.1,1.25,4,120,20,300,60,0.0,8,-1356.0,440,912,-192,-2623.0,1267.0
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p01_vs0p1_m1p25_clip4_pos120_dh20_hi300_hc60_gh0_gm8,1,0.015,0.85,0.0,0.055,1.0,0.01,0.005,0.1,1.25,4,120,20,300,60,0.0,8,2199.0,412,914,-194,-5862.0,8061.0
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p01_vs0p1_m1p25_clip4_pos120_dh20_hi300_hc60_gh0_gm8,2,0.015,0.85,0.0,0.055,1.0,0.01,0.005,0.1,1.25,4,120,20,300,60,0.0,8,1667.5,261,911,-191,-4650.5,6318.0
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p01_vs0p1_m1p25_clip4_pos120_dh20_hi300_hc60_gh3_gm8,0,0.015,0.85,0.0,0.055,1.0,0.01,0.005,0.1,1.25,4,120,20,300,60,3.0,8,-1372.0,445,918,-198,-2639.0,1267.0
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p01_vs0p1_m1p25_clip4_pos120_dh20_hi300_hc60_gh3_gm8,1,0.015,0.85,0.0,0.055,1.0,0.01,0.005,0.1,1.25,4,120,20,300,60,3.0,8,2108.5,416,919,-199,-5952.5,8061.0
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p01_vs0p1_m1p25_clip4_pos120_dh20_hi300_hc60_gh3_gm8,2,0.015,0.85,0.0,0.055,1.0,0.01,0.005,0.1,1.25,4,120,20,300,60,3.0,8,1415.0,264,920,-200,-4903.0,6318.0
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p01_vs0p1_m1p25_clip8_pos120_dh20_hi300_hc60_gh0_gm8,0,0.015,0.85,0.0,0.055,1.0,0.01,0.005,0.1,1.25,8,120,20,300,60,0.0,8,-1356.0,440,912,-192,-2623.0,1267.0
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p01_vs0p1_m1p25_clip8_pos120_dh20_hi300_hc60_gh0_gm8,1,0.015,0.85,0.0,0.055,1.0,0.01,0.005,0.1,1.25,8,120,20,300,60,0.0,8,2199.0,412,914,-194,-5862.0,8061.0
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p01_vs0p1_m1p25_clip8_pos120_dh20_hi300_hc60_gh0_gm8,2,0.015,0.85,0.0,0.055,1.0,0.01,0.005,0.1,1.25,8,120,20,300,60,0.0,8,1435.5,236,919,-199,-4759.5,6195.0
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p01_vs0p1_m1p25_clip8_pos120_dh20_hi300_hc60_gh3_gm8,0,0.015,0.85,0.0,0.055,1.0,0.01,0.005,0.1,1.25,8,120,20,300,60,3.0,8,-1372.0,445,918,-198,-2639.0,1267.0
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p01_vs0p1_m1p25_clip8_pos120_dh20_hi300_hc60_gh3_gm8,1,0.015,0.85,0.0,0.055,1.0,0.01,0.005,0.1,1.25,8,120,20,300,60,3.0,8,2108.5,416,919,-199,-5952.5,8061.0
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p01_vs0p1_m1p25_clip8_pos120_dh20_hi300_hc60_gh3_gm8,2,0.015,0.85,0.0,0.055,1.0,0.01,0.005,0.1,1.25,8,120,20,300,60,3.0,8,1435.5,236,919,-199,-4759.5,6195.0
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p02_vs0_m1_clip4_pos120_dh20_hi300_hc60_gh0_gm8,0,0.015,0.85,0.0,0.055,1.0,0.02,0.005,0.0,1.0,4,120,20,300,60,0.0,8,-1331.0,191,917,-197,-2915.0,1584.0
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p02_vs0_m1_clip4_pos120_dh20_hi300_hc60_gh0_gm8,1,0.015,0.85,0.0,0.055,1.0,0.02,0.005,0.0,1.0,4,120,20,300,60,0.0,8,2727.0,195,902,-182,-5641.0,8368.0
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p02_vs0_m1_clip4_pos120_dh20_hi300_hc60_gh0_gm8,2,0.015,0.85,0.0,0.055,1.0,0.02,0.005,0.0,1.0,4,120,20,300,60,0.0,8,1601.5,191,915,-195,-4754.5,6356.0
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p02_vs0_m1_clip4_pos120_dh20_hi300_hc60_gh3_gm8,0,0.015,0.85,0.0,0.055,1.0,0.02,0.005,0.0,1.0,4,120,20,300,60,3.0,8,-1324.0,193,920,-200,-2908.0,1584.0
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p02_vs0_m1_clip4_pos120_dh20_hi300_hc60_gh3_gm8,1,0.015,0.85,0.0,0.055,1.0,0.02,0.005,0.0,1.0,4,120,20,300,60,3.0,8,2305.5,198,913,-193,-6062.5,8368.0
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p02_vs0_m1_clip4_pos120_dh20_hi300_hc60_gh3_gm8,2,0.015,0.85,0.0,0.055,1.0,0.02,0.005,0.0,1.0,4,120,20,300,60,3.0,8,1449.0,194,920,-200,-4907.0,6356.0
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p02_vs0_m1_clip8_pos120_dh20_hi300_hc60_gh0_gm8,0,0.015,0.85,0.0,0.055,1.0,0.02,0.005,0.0,1.0,8,120,20,300,60,0.0,8,-1477.0,104,920,-200,-2743.0,1266.0
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p02_vs0_m1_clip8_pos120_dh20_hi300_hc60_gh0_gm8,1,0.015,0.85,0.0,0.055,1.0,0.02,0.005,0.0,1.0,8,120,20,300,60,0.0,8,2041.0,109,914,-194,-5680.0,7721.0
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p02_vs0_m1_clip8_pos120_dh20_hi300_hc60_gh0_gm8,2,0.015,0.85,0.0,0.055,1.0,0.02,0.005,0.0,1.0,8,120,20,300,60,0.0,8,1429.0,98,920,-200,-4655.0,6084.0
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p02_vs0_m1_clip8_pos120_dh20_hi300_hc60_gh3_gm8,0,0.015,0.85,0.0,0.055,1.0,0.02,0.005,0.0,1.0,8,120,20,300,60,3.0,8,-1416.0,105,920,-200,-2682.0,1266.0
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p02_vs0_m1_clip8_pos120_dh20_hi300_hc60_gh3_gm8,1,0.015,0.85,0.0,0.055,1.0,0.02,0.005,0.0,1.0,8,120,20,300,60,3.0,8,2140.0,111,914,-194,-5581.0,7721.0
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p02_vs0_m1_clip8_pos120_dh20_hi300_hc60_gh3_gm8,2,0.015,0.85,0.0,0.055,1.0,0.02,0.005,0.0,1.0,8,120,20,300,60,3.0,8,1396.0,98,920,-200,-4688.0,6084.0
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p02_vs0_m1p25_clip4_pos120_dh20_hi300_hc60_gh0_gm8,0,0.015,0.85,0.0,0.055,1.0,0.02,0.005,0.0,1.25,4,120,20,300,60,0.0,8,-1331.0,191,917,-197,-2915.0,1584.0
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p02_vs0_m1p25_clip4_pos120_dh20_hi300_hc60_gh0_gm8,1,0.015,0.85,0.0,0.055,1.0,0.02,0.005,0.0,1.25,4,120,20,300,60,0.0,8,2727.0,195,902,-182,-5641.0,8368.0
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p02_vs0_m1p25_clip4_pos120_dh20_hi300_hc60_gh0_gm8,2,0.015,0.85,0.0,0.055,1.0,0.02,0.005,0.0,1.25,4,120,20,300,60,0.0,8,1601.5,191,915,-195,-4754.5,6356.0
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p02_vs0_m1p25_clip4_pos120_dh20_hi300_hc60_gh3_gm8,0,0.015,0.85,0.0,0.055,1.0,0.02,0.005,0.0,1.25,4,120,20,300,60,3.0,8,-1324.0,193,920,-200,-2908.0,1584.0
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p02_vs0_m1p25_clip4_pos120_dh20_hi300_hc60_gh3_gm8,1,0.015,0.85,0.0,0.055,1.0,0.02,0.005,0.0,1.25,4,120,20,300,60,3.0,8,2305.5,198,913,-193,-6062.5,8368.0
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p02_vs0_m1p25_clip4_pos120_dh20_hi300_hc60_gh3_gm8,2,0.015,0.85,0.0,0.055,1.0,0.02,0.005,0.0,1.25,4,120,20,300,60,3.0,8,1449.0,194,920,-200,-4907.0,6356.0
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p02_vs0_m1p25_clip8_pos120_dh20_hi300_hc60_gh0_gm8,0,0.015,0.85,0.0,0.055,1.0,0.02,0.005,0.0,1.25,8,120,20,300,60,0.0,8,-1477.0,104,920,-200,-2743.0,1266.0
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p02_vs0_m1p25_clip8_pos120_dh20_hi300_hc60_gh0_gm8,1,0.015,0.85,0.0,0.055,1.0,0.02,0.005,0.0,1.25,8,120,20,300,60,0.0,8,2041.0,109,914,-194,-5680.0,7721.0
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p02_vs0_m1p25_clip8_pos120_dh20_hi300_hc60_gh0_gm8,2,0.015,0.85,0.0,0.055,1.0,0.02,0.005,0.0,1.25,8,120,20,300,60,0.0,8,1429.0,98,920,-200,-4655.0,6084.0
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p02_vs0_m1p25_clip8_pos120_dh20_hi300_hc60_gh3_gm8,0,0.015,0.85,0.0,0.055,1.0,0.02,0.005,0.0,1.25,8,120,20,300,60,3.0,8,-1416.0,105,920,-200,-2682.0,1266.0
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p02_vs0_m1p25_clip8_pos120_dh20_hi300_hc60_gh3_gm8,1,0.015,0.85,0.0,0.055,1.0,0.02,0.005,0.0,1.25,8,120,20,300,60,3.0,8,2140.0,111,914,-194,-5581.0,7721.0
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p02_vs0_m1p25_clip8_pos120_dh20_hi300_hc60_gh3_gm8,2,0.015,0.85,0.0,0.055,1.0,0.02,0.005,0.0,1.25,8,120,20,300,60,3.0,8,1396.0,98,920,-200,-4688.0,6084.0
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p02_vs0p1_m1_clip4_pos120_dh20_hi300_hc60_gh0_gm8,0,0.015,0.85,0.0,0.055,1.0,0.02,0.005,0.1,1.0,4,120,20,300,60,0.0,8,-1928.0,391,920,-200,-3134.0,1206.0
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p02_vs0p1_m1_clip4_pos120_dh20_hi300_hc60_gh0_gm8,1,0.015,0.85,0.0,0.055,1.0,0.02,0.005,0.1,1.0,4,120,20,300,60,0.0,8,2569.5,366,907,-187,-6459.5,9029.0
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p02_vs0p1_m1_clip4_pos120_dh20_hi300_hc60_gh0_gm8,2,0.015,0.85,0.0,0.055,1.0,0.02,0.005,0.1,1.0,4,120,20,300,60,0.0,8,1651.5,255,911,-191,-4650.5,6302.0
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p02_vs0p1_m1_clip4_pos120_dh20_hi300_hc60_gh3_gm8,0,0.015,0.85,0.0,0.055,1.0,0.02,0.005,0.1,1.0,4,120,20,300,60,3.0,8,-1775.0,392,917,-197,-2981.0,1206.0
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p02_vs0p1_m1_clip4_pos120_dh20_hi300_hc60_gh3_gm8,1,0.015,0.85,0.0,0.055,1.0,0.02,0.005,0.1,1.0,4,120,20,300,60,3.0,8,2342.0,369,918,-198,-6687.0,9029.0
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p02_vs0p1_m1_clip4_pos120_dh20_hi300_hc60_gh3_gm8,2,0.015,0.85,0.0,0.055,1.0,0.02,0.005,0.1,1.0,4,120,20,300,60,3.0,8,1399.0,258,920,-200,-4903.0,6302.0
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p02_vs0p1_m1_clip8_pos120_dh20_hi300_hc60_gh0_gm8,0,0.015,0.85,0.0,0.055,1.0,0.02,0.005,0.1,1.0,8,120,20,300,60,0.0,8,-1928.0,391,920,-200,-3134.0,1206.0
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p02_vs0p1_m1_clip8_pos120_dh20_hi300_hc60_gh0_gm8,1,0.015,0.85,0.0,0.055,1.0,0.02,0.005,0.1,1.0,8,120,20,300,60,0.0,8,2569.5,366,907,-187,-6459.5,9029.0
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p02_vs0p1_m1_clip8_pos120_dh20_hi300_hc60_gh0_gm8,2,0.015,0.85,0.0,0.055,1.0,0.02,0.005,0.1,1.0,8,120,20,300,60,0.0,8,1419.5,230,919,-199,-4759.5,6179.0
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p02_vs0p1_m1_clip8_pos120_dh20_hi300_hc60_gh3_gm8,0,0.015,0.85,0.0,0.055,1.0,0.02,0.005,0.1,1.0,8,120,20,300,60,3.0,8,-1775.0,392,917,-197,-2981.0,1206.0
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p02_vs0p1_m1_clip8_pos120_dh20_hi300_hc60_gh3_gm8,1,0.015,0.85,0.0,0.055,1.0,0.02,0.005,0.1,1.0,8,120,20,300,60,3.0,8,2342.0,369,918,-198,-6687.0,9029.0
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p02_vs0p1_m1_clip8_pos120_dh20_hi300_hc60_gh3_gm8,2,0.015,0.85,0.0,0.055,1.0,0.02,0.005,0.1,1.0,8,120,20,300,60,3.0,8,1419.5,230,919,-199,-4759.5,6179.0
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p02_vs0p1_m1p25_clip4_pos120_dh20_hi300_hc60_gh0_gm8,0,0.015,0.85,0.0,0.055,1.0,0.02,0.005,0.1,1.25,4,120,20,300,60,0.0,8,-1928.0,391,920,-200,-3134.0,1206.0
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p02_vs0p1_m1p25_clip4_pos120_dh20_hi300_hc60_gh0_gm8,1,0.015,0.85,0.0,0.055,1.0,0.02,0.005,0.1,1.25,4,120,20,300,60,0.0,8,2569.5,366,907,-187,-6459.5,9029.0
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p02_vs0p1_m1p25_clip4_pos120_dh20_hi300_hc60_gh0_gm8,2,0.015,0.85,0.0,0.055,1.0,0.02,0.005,0.1,1.25,4,120,20,300,60,0.0,8,1651.5,255,911,-191,-4650.5,6302.0
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p02_vs0p1_m1p25_clip4_pos120_dh20_hi300_hc60_gh3_gm8,0,0.015,0.85,0.0,0.055,1.0,0.02,0.005,0.1,1.25,4,120,20,300,60,3.0,8,-1775.0,392,917,-197,-2981.0,1206.0
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p02_vs0p1_m1p25_clip4_pos120_dh20_hi300_hc60_gh3_gm8,1,0.015,0.85,0.0,0.055,1.0,0.02,0.005,0.1,1.25,4,120,20,300,60,3.0,8,2342.0,369,918,-198,-6687.0,9029.0
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p02_vs0p1_m1p25_clip4_pos120_dh20_hi300_hc60_gh3_gm8,2,0.015,0.85,0.0,0.055,1.0,0.02,0.005,0.1,1.25,4,120,20,300,60,3.0,8,1399.0,258,920,-200,-4903.0,6302.0
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p02_vs0p1_m1p25_clip8_pos120_dh20_hi300_hc60_gh0_gm8,0,0.015,0.85,0.0,0.055,1.0,0.02,0.005,0.1,1.25,8,120,20,300,60,0.0,8,-1928.0,391,920,-200,-3134.0,1206.0
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p02_vs0p1_m1p25_clip8_pos120_dh20_hi300_hc60_gh0_gm8,1,0.015,0.85,0.0,0.055,1.0,0.02,0.005,0.1,1.25,8,120,20,300,60,0.0,8,2569.5,366,907,-187,-6459.5,9029.0
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p02_vs0p1_m1p25_clip8_pos120_dh20_hi300_hc60_gh0_gm8,2,0.015,0.85,0.0,0.055,1.0,0.02,0.005,0.1,1.25,8,120,20,300,60,0.0,8,1419.5,230,919,-199,-4759.5,6179.0
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p02_vs0p1_m1p25_clip8_pos120_dh20_hi300_hc60_gh3_gm8,0,0.015,0.85,0.0,0.055,1.0,0.02,0.005,0.1,1.25,8,120,20,300,60,3.0,8,-1775.0,392,917,-197,-2981.0,1206.0
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p02_vs0p1_m1p25_clip8_pos120_dh20_hi300_hc60_gh3_gm8,1,0.015,0.85,0.0,0.055,1.0,0.02,0.005,0.1,1.25,8,120,20,300,60,3.0,8,2342.0,369,918,-198,-6687.0,9029.0
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p02_vs0p1_m1p25_clip8_pos120_dh20_hi300_hc60_gh3_gm8,2,0.015,0.85,0.0,0.055,1.0,0.02,0.005,0.1,1.25,8,120,20,300,60,3.0,8,1419.5,230,919,-199,-4759.5,6179.0
gamma_a0p015_w0p85_rho0p2_e0p015_pe0_c0p01_vs0_m1_clip4_pos120_dh20_hi300_hc60_gh0_gm8,0,0.015,0.85,0.2,0.015,0.0,0.01,0.005,0.0,1.0,4,120,20,300,60,0.0,8,-2533.0,190,908,-188,-2417.0,-116.0
gamma_a0p015_w0p85_rho0p2_e0p015_pe0_c0p01_vs0_m1_clip4_pos120_dh20_hi300_hc60_gh0_gm8,1,0.015,0.85,0.2,0.015,0.0,0.01,0.005,0.0,1.0,4,120,20,300,60,0.0,8,13.0,190,920,-200,-4735.0,4748.0
