variant_id,final_pnl_total,day_0_pnl,day_1_pnl,day_2_pnl,mean_day_pnl,std_day_pnl,min_day_pnl,positive_days,stability_score,own_trade_count,traded_qty,rv_alpha,rv_weight,forecast_rho,min_vol_edge,min_price_edge,cost_buffer,exit_vol_edge,vega_clip_scale,moneyness_limit,max_option_clip,max_long_option_position,delta_hedge_threshold,hedge_interval_ticks,max_hedge_clip,gamma_hedge_sensitivity,gamma_hedge_min_threshold
gamma_a0p015_w0p95_rho0p2_e0p015_pe1_c0p02_vs0p1_m1p25_clip8_pos120_dh20_hi300_hc60_gh3_gm8,1000.0,-1891.0,1517.0,1374.0,333.3333333333333,1573.9242534364719,-1891.0,2,0.21178486360149087,1248,2759,0.015,0.95,0.2,0.015,1.0,0.02,0.005,0.1,1.25,8,120,20,300,60,3.0,8
gamma_a0p015_w0p95_rho0p2_e0p015_pe0_c0p02_vs0p1_m1_clip4_pos120_dh20_hi300_hc60_gh3_gm8,999.0,-1891.0,1517.0,1373.0,333.0,1573.7039111599106,-1891.0,2,0.21160270215910448,1285,2759,0.015,0.95,0.2,0.015,0.0,0.02,0.005,0.1,1.0,4,120,20,300,60,3.0,8
gamma_a0p015_w0p95_rho0p2_e0p015_pe0_c0p02_vs0p1_m1p25_clip4_pos120_dh20_hi300_hc60_gh3_gm8,999.0,-1891.0,1517.0,1373.0,333.0,1573.7039111599106,-1891.0,2,0.21160270215910448,1285,2759,0.015,0.95,0.2,0.015,0.0,0.02,0.005,0.1,1.25,4,120,20,300,60,3.0,8
gamma_a0p015_w0p95_rho0p2_e0p015_pe1_c0p02_vs0p1_m1_clip4_pos120_dh20_hi300_hc60_gh3_gm8,999.0,-1891.0,1517.0,1373.0,333.0,1573.7039111599106,-1891.0,2,0.21160270215910448,1285,2759,0.015,0.95,0.2,0.015,1.0,0.02,0.005,0.1,1.0,4,120,20,300,60,3.0,8
gamma_a0p015_w0p95_rho0p2_e0p015_pe1_c0p02_vs0p1_m1p25_clip4_pos120_dh20_hi300_hc60_gh3_gm8,999.0,-1891.0,1517.0,1373.0,333.0,1573.7039111599106,-1891.0,2,0.21160270215910448,1285,2759,0.015,0.95,0.2,0.015,1.0,0.02,0.005,0.1,1.25,4,120,20,300,60,3.0,8
gamma_a0p015_w0p85_rho0_e0p035_pe0_c0p01_vs0_m1_clip4_pos120_dh20_hi300_hc60_gh0_gm8,246.5,-1892.0,537.0,1601.5,82.16666666666667,1462.0284044968332,-1892.0,2,0.05620045849580376,575,2742,0.015,0.85,0.0,0.035,0.0,0.01,0.005,0.0,1.0,4,120,20,300,60,0.0,8
gamma_a0p015_w0p85_rho0_e0p035_pe0_c0p01_vs0_m1p25_clip4_pos120_dh20_hi300_hc60_gh0_gm8,246.5,-1892.0,537.0,1601.5,82.16666666666667,1462.0284044968332,-1892.0,2,0.05620045849580376,575,2742,0.015,0.85,0.0,0.035,0.0,0.01,0.005,0.0,1.25,4,120,20,300,60,0.0,8
gamma_a0p015_w0p85_rho0_e0p035_pe1_c0p01_vs0_m1_clip4_pos120_dh20_hi300_hc60_gh0_gm8,246.5,-1892.0,537.0,1601.5,82.16666666666667,1462.0284044968332,-1892.0,2,0.05620045849580376,575,2742,0.015,0.85,0.0,0.035,1.0,0.01,0.005,0.0,1.0,4,120,20,300,60,0.0,8
gamma_a0p015_w0p85_rho0_e0p035_pe1_c0p01_vs0_m1p25_clip4_pos120_dh20_hi300_hc60_gh0_gm8,246.5,-1892.0,537.0,1601.5,82.16666666666667,1462.0284044968332,-1892.0,2,0.05620045849580376,575,2742,0.015,0.85,0.0,0.035,1.0,0.01,0.005,0.0,1.25,4,120,20,300,60,0.0,8
gamma_a0p015_w0p7_rho0_e0p015_pe0_c0p02_vs0_m1_clip4_pos120_dh20_hi300_hc60_gh3_gm8,422.0,-1900.0,873.0,1449.0,140.66666666666666,1462.004179960585,-1900.0,2,0.0962149551927839,581,2753,0.015,0.7,0.0,0.015,0.0,0.02,0.005,0.0,1.0,4,120,20,300,60,3.0,8
gamma_a0p015_w0p7_rho0_e0p015_pe0_c0p02_vs0_m1p25_clip4_pos120_dh20_hi300_hc60_gh3_gm8,422.0,-1900.0,873.0,1449.0,140.66666666666666,1462.004179960585,-1900.0,2,0.0962149551927839,581,2753,0.015,0.7,0.0,0.015,0.0,0.02,0.005,0.0,1.25,4,120,20,300,60,3.0,8
gamma_a0p015_w0p7_rho0_e0p015_pe1_c0p02_vs0_m1_clip4_pos120_dh20_hi300_hc60_gh3_gm8,422.0,-1900.0,873.0,1449.0,140.66666666666666,1462.004179960585,-1900.0,2,0.0962149551927839,581,2753,0.015,0.7,0.0,0.015,1.0,0.02,0.005,0.0,1.0,4,120,20,300,60,3.0,8
gamma_a0p015_w0p7_rho0_e0p015_pe1_c0p02_vs0_m1p25_clip4_pos120_dh20_hi300_hc60_gh3_gm8,422.0,-1900.0,873.0,1449.0,140.66666666666666,1462.004179960585,-1900.0,2,0.0962149551927839,581,2753,0.015,0.7,0.0,0.015,1.0,0.02,0.005,0.0,1.25,4,120,20,300,60,3.0,8
gamma_a0p015_w0p55_rho0_e0p035_pe0_c0p02_vs0_m1_clip8_pos120_dh20_hi300_hc60_gh0_gm8,1615.0,-1913.0,2099.0,1429.0,538.3333333333334,1754.803186178502,-1913.0,2,0.30677704347310564,308,2741,0.015,0.55,0.0,0.035,0.0,0.02,0.005,0.0,1.0,8,120,20,300,60,0.0,8
gamma_a0p015_w0p55_rho0_e0p035_pe0_c0p02_vs0_m1p25_clip8_pos120_dh20_hi300_hc60_gh0_gm8,1615.0,-1913.0,2099.0,1429.0,538.3333333333334,1754.803186178502,-1913.0,2,0.30677704347310564,308,2741,0.015,0.55,0.0,0.035,0.0,0.02,0.005,0.0,1.25,8,120,20,300,60,0.0,8
gamma_a0p015_w0p55_rho0_e0p035_pe1_c0p02_vs0_m1_clip8_pos120_dh20_hi300_hc60_gh0_gm8,1615.0,-1913.0,2099.0,1429.0,538.3333333333334,1754.803186178502,-1913.0,2,0.30677704347310564,308,2741,0.015,0.55,0.0,0.035,1.0,0.02,0.005,0.0,1.0,8,120,20,300,60,0.0,8
gamma_a0p015_w0p55_rho0_e0p035_pe1_c0p02_vs0_m1p25_clip8_pos120_dh20_hi300_hc60_gh0_gm8,1615.0,-1913.0,2099.0,1429.0,538.3333333333334,1754.803186178502,-1913.0,2,0.30677704347310564,308,2741,0.015,0.55,0.0,0.035,1.0,0.02,0.005,0.0,1.25,8,120,20,300,60,0.0,8
gamma_a0p015_w0p55_rho0p2_e0p015_pe0_c0p02_vs0p1_m1_clip4_pos120_dh20_hi300_hc60_gh3_gm8,2178.0,-1914.0,2009.5,2082.5,726.0,1866.9997768255535,-1914.0,2,0.3888591787804195,1503,2754,0.015,0.55,0.2,0.015,0.0,0.02,0.005,0.1,1.0,4,120,20,300,60,3.0,8
gamma_a0p015_w0p55_rho0p2_e0p015_pe0_c0p02_vs0p1_m1_clip8_pos120_dh20_hi300_hc60_gh3_gm8,2178.0,-1914.0,2009.5,2082.5,726.0,1866.9997768255535,-1914.0,2,0.3888591787804195,1503,2754,0.015,0.55,0.2,0.015,0.0,0.02,0.005,0.1,1.0,8,120,20,300,60,3.0,8
gamma_a0p015_w0p55_rho0p2_e0p015_pe0_c0p02_vs0p1_m1p25_clip4_pos120_dh20_hi300_hc60_gh3_gm8,2178.0,-1914.0,2009.5,2082.5,726.0,1866.9997768255535,-1914.0,2,0.3888591787804195,1503,2754,0.015,0.55,0.2,0.015,0.0,0.02,0.005,0.1,1.25,4,120,20,300,60,3.0,8
gamma_a0p015_w0p55_rho0p2_e0p015_pe0_c0p02_vs0p1_m1p25_clip8_pos120_dh20_hi300_hc60_gh3_gm8,2178.0,-1914.0,2009.5,2082.5,726.0,1866.9997768255535,-1914.0,2,0.3888591787804195,1503,2754,0.015,0.55,0.2,0.015,0.0,0.02,0.005,0.1,1.25,8,120,20,300,60,3.0,8
gamma_a0p015_w0p55_rho0p2_e0p015_pe1_c0p02_vs0p1_m1_clip4_pos120_dh20_hi300_hc60_gh3_gm8,2178.0,-1914.0,2009.5,2082.5,726.0,1866.9997768255535,-1914.0,2,0.3888591787804195,1503,2754,0.015,0.55,0.2,0.015,1.0,0.02,0.005,0.1,1.0,4,120,20,300,60,3.0,8
gamma_a0p015_w0p55_rho0p2_e0p015_pe1_c0p02_vs0p1_m1_clip8_pos120_dh20_hi300_hc60_gh3_gm8,2178.0,-1914.0,2009.5,2082.5,726.0,1866.9997768255535,-1914.0,2,0.3888591787804195,1503,2754,0.015,0.55,0.2,0.015,1.0,0.02,0.005,0.1,1.0,8,120,20,300,60,3.0,8
gamma_a0p015_w0p55_rho0p2_e0p015_pe1_c0p02_vs0p1_m1p25_clip4_pos120_dh20_hi300_hc60_gh3_gm8,2178.0,-1914.0,2009.5,2082.5,726.0,1866.9997768255535,-1914.0,2,0.3888591787804195,1503,2754,0.015,0.55,0.2,0.015,1.0,0.02,0.005,0.1,1.25,4,120,20,300,60,3.0,8
gamma_a0p015_w0p55_rho0p2_e0p015_pe1_c0p02_vs0p1_m1p25_clip8_pos120_dh20_hi300_hc60_gh3_gm8,2178.0,-1914.0,2009.5,2082.5,726.0,1866.9997768255535,-1914.0,2,0.3888591787804195,1503,2754,0.015,0.55,0.2,0.015,1.0,0.02,0.005,0.1,1.25,8,120,20,300,60,3.0,8
gamma_a0p015_w0p85_rho0p2_e0p015_pe0_c0p01_vs0p1_m1_clip4_pos120_dh20_hi300_hc60_gh0_gm8,1500.0,-1918.0,1715.5,1702.5,500.0,1709.7924337961806,-1918.0,2,0.2924331574503336,1391,2732,0.015,0.85,0.2,0.015,0.0,0.01,0.005,0.1,1.0,4,120,20,300,60,0.0,8
gamma_a0p015_w0p85_rho0p2_e0p015_pe0_c0p01_vs0p1_m1p25_clip4_pos120_dh20_hi300_hc60_gh0_gm8,1500.0,-1918.0,1715.5,1702.5,500.0,1709.7924337961806,-1918.0,2,0.2924331574503336,1391,2732,0.015,0.85,0.2,0.015,0.0,0.01,0.005,0.1,1.25,4,120,20,300,60,0.0,8
gamma_a0p015_w0p85_rho0p2_e0p015_pe1_c0p01_vs0p1_m1_clip4_pos120_dh20_hi300_hc60_gh0_gm8,1500.0,-1918.0,1715.5,1702.5,500.0,1709.7924337961806,-1918.0,2,0.2924331574503336,1391,2732,0.015,0.85,0.2,0.015,1.0,0.01,0.005,0.1,1.0,4,120,20,300,60,0.0,8
gamma_a0p015_w0p85_rho0p2_e0p015_pe1_c0p01_vs0p1_m1p25_clip4_pos120_dh20_hi300_hc60_gh0_gm8,1500.0,-1918.0,1715.5,1702.5,500.0,1709.7924337961806,-1918.0,2,0.2924331574503336,1391,2732,0.015,0.85,0.2,0.015,1.0,0.01,0.005,0.1,1.25,4,120,20,300,60,0.0,8
gamma_a0p015_w0p85_rho0p2_e0p015_pe0_c0p01_vs0p1_m1_clip8_pos120_dh20_hi300_hc60_gh0_gm8,1268.0,-1918.0,1715.5,1470.5,422.6666666666667,1658.1207401419501,-1918.0,2,0.2549070501525888,1366,2740,0.015,0.85,0.2,0.015,0.0,0.01,0.005,0.1,1.0,8,120,20,300,60,0.0,8
gamma_a0p015_w0p85_rho0p2_e0p015_pe0_c0p01_vs0p1_m1p25_clip8_pos120_dh20_hi300_hc60_gh0_gm8,1268.0,-1918.0,1715.5,1470.5,422.6666666666667,1658.1207401419501,-1918.0,2,0.2549070501525888,1366,2740,0.015,0.85,0.2,0.015,0.0,0.01,0.005,0.1,1.25,8,120,20,300,60,0.0,8
gamma_a0p015_w0p85_rho0p2_e0p015_pe1_c0p01_vs0p1_m1_clip8_pos120_dh20_hi300_hc60_gh0_gm8,1268.0,-1918.0,1715.5,1470.5,422.6666666666667,1658.1207401419501,-1918.0,2,0.2549070501525888,1366,2740,0.015,0.85,0.2,0.015,1.0,0.01,0.005,0.1,1.0,8,120,20,300,60,0.0,8
gamma_a0p015_w0p85_rho0p2_e0p015_pe1_c0p01_vs0p1_m1p25_clip8_pos120_dh20_hi300_hc60_gh0_gm8,1268.0,-1918.0,1715.5,1470.5,422.6666666666667,1658.1207401419501,-1918.0,2,0.2549070501525888,1366,2740,0.015,0.85,0.2,0.015,1.0,0.01,0.005,0.1,1.25,8,120,20,300,60,0.0,8
gamma_a0p015_w0p85_rho0_e0p055_pe0_c0p02_vs0p1_m1_clip4_pos120_dh20_hi300_hc60_gh0_gm8,2293.0,-1928.0,2569.5,1651.5,764.3333333333334,1940.3049731650149,-1928.0,2,0.3939243283421385,1012,2738,0.015,0.85,0.0,0.055,0.0,0.02,0.005,0.1,1.0,4,120,20,300,60,0.0,8
gamma_a0p015_w0p85_rho0_e0p055_pe0_c0p02_vs0p1_m1p25_clip4_pos120_dh20_hi300_hc60_gh0_gm8,2293.0,-1928.0,2569.5,1651.5,764.3333333333334,1940.3049731650149,-1928.0,2,0.3939243283421385,1012,2738,0.015,0.85,0.0,0.055,0.0,0.02,0.005,0.1,1.25,4,120,20,300,60,0.0,8
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p02_vs0p1_m1_clip4_pos120_dh20_hi300_hc60_gh0_gm8,2293.0,-1928.0,2569.5,1651.5,764.3333333333334,1940.3049731650149,-1928.0,2,0.3939243283421385,1012,2738,0.015,0.85,0.0,0.055,1.0,0.02,0.005,0.1,1.0,4,120,20,300,60,0.0,8
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p02_vs0p1_m1p25_clip4_pos120_dh20_hi300_hc60_gh0_gm8,2293.0,-1928.0,2569.5,1651.5,764.3333333333334,1940.3049731650149,-1928.0,2,0.3939243283421385,1012,2738,0.015,0.85,0.0,0.055,1.0,0.02,0.005,0.1,1.25,4,120,20,300,60,0.0,8
gamma_a0p015_w0p85_rho0_e0p055_pe0_c0p02_vs0p1_m1_clip8_pos120_dh20_hi300_hc60_gh0_gm8,2061.0,-1928.0,2569.5,1419.5,687.0,1907.7550069824654,-1928.0,2,0.36010913219212654,987,2746,0.015,0.85,0.0,0.055,0.0,0.02,0.005,0.1,1.0,8,120,20,300,60,0.0,8
gamma_a0p015_w0p85_rho0_e0p055_pe0_c0p02_vs0p1_m1p25_clip8_pos120_dh20_hi300_hc60_gh0_gm8,2061.0,-1928.0,2569.5,1419.5,687.0,1907.7550069824654,-1928.0,2,0.36010913219212654,987,2746,0.015,0.85,0.0,0.055,0.0,0.02,0.005,0.1,1.25,8,120,20,300,60,0.0,8
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p02_vs0p1_m1_clip8_pos120_dh20_hi300_hc60_gh0_gm8,2061.0,-1928.0,2569.5,1419.5,687.0,1907.7550069824654,-1928.0,2,0.36010913219212654,987,2746,0.015,0.85,0.0,0.055,1.0,0.02,0.005,0.1,1.0,8,120,20,300,60,0.0,8
gamma_a0p015_w0p85_rho0_e0p055_pe1_c0p02_vs0p1_m1p25_clip8_pos120_dh20_hi300_hc60_gh0_gm8,2061.0,-1928.0,2569.5,1419.5,687.0,1907.7550069824654,-1928.0,2,0.36010913219212654,987,2746,0.015,0.85,0.0,0.055,1.0,0.02,0.005,0.1,1.25,8,120,20,300,60,0.0,8
gamma_a0p015_w0p7_rho0p2_e0p055_pe0_c0p02_vs0_m1_clip8_pos120_dh20_hi300_hc60_gh0_gm8,1491.0,-1935.0,1997.0,1429.0,497.0,1735.2471485833557,-1935.0,2,0.28641453201952305,305,2760,0.015,0.7,0.2,0.055,0.0,0.02,0.005,0.0,1.0,8,120,20,300,60,0.0,8
gamma_a0p015_w0p7_rho0p2_e0p055_pe0_c0p02_vs0_m1p25_clip8_pos120_dh20_hi300_hc60_gh0_gm8,1491.0,-1935.0,1997.0,1429.0,497.0,1735.2471485833557,-1935.0,2,0.28641453201952305,305,2760,0.015,0.7,0.2,0.055,0.0,0.02,0.005,0.0,1.25,8,120,20,300,60,0.0,8
gamma_a0p015_w0p7_rho0p2_e0p055_pe1_c0p02_vs0_m1_clip8_pos120_dh20_hi300_hc60_gh0_gm8,1491.0,-1935.0,1997.0,1429.0,497.0,1735.2471485833557,-1935.0,2,0.28641453201952305,305,2760,0.015,0.7,0.2,0.055,1.0,0.02,0.005,0.0,1.0,8,120,20,300,60,0.0,8
gamma_a0p015_w0p7_rho0p2_e0p055_pe1_c0p02_vs0_m1p25_clip8_pos120_dh20_hi300_hc60_gh0_gm8,1491.0,-1935.0,1997.0,1429.0,497.0,1735.2471485833557,-1935.0,2,0.28641453201952305,305,2760,0.015,0.7,0.2,0.055,1.0,0.02,0.005,0.0,1.25,8,120,20,300,60,0.0,8
gamma_a0p015_w0p85_rho0p2_e0p035_pe0_c0p02_vs0_m1_clip4_pos120_dh20_hi300_hc60_gh0_gm8,1069.5,-1938.0,1406.0,1601.5,356.5,1624.4184087440854,-1938.0,2,0.21946316175732553,576,2749,0.015,0.85,0.2,0.035,0.0,0.02,0.005,0.0,1.0,4,120,20,300,60,0.0,8
gamma_a0p015_w0p85_rho0p2_e0p035_pe0_c0p02_vs0_m1p25_clip4_pos120_dh20_hi300_hc60_gh0_gm8,1069.5,-1938.0,1406.0,1601.5,356.5,1624.4184087440854,-1938.0,2,0.21946316175732553,576,2749,0.015,0.85,0.2,0.035,0.0,0.02,0.005,0.0,1.25,4,120,20,300,60,0.0,8
gamma_a0p015_w0p85_rho0p2_e0p035_pe1_c0p02_vs0_m1_clip4_pos120_dh20_hi300_hc60_gh0_gm8,1069.5,-1938.0,1406.0,1601.5,356.5,1624.4184087440854,-1938.0,2,0.21946316175732553,576,2749,0.015,0.85,0.2,0.035,1.0,0.02,0.005,0.0,1.0,4,120,20,300,60,0.0,8
gamma_a0p015_w0p85_rho0p2_e0p035_pe1_c0p02_vs0_m1p25_clip4_pos120_dh20_hi300_hc60_gh0_gm8,1069.5,-1938.0,1406.0,1601.5,356.5,1624.4184087440854,-1938.0,2,0.21946316175732553,576,2749,0.015,0.85,0.2,0.035,1.0,0.02,0.005,0.0,1.25,4,120,20,300,60,0.0,8
gamma_a0p015_w0p7_rho0p2_e0p055_pe0_c0p02_vs0_m1_clip8_pos120_dh20_hi300_hc60_gh3_gm8,1600.0,-1947.0,2151.0,1396.0,533.3333333333334,1780.7388603860165,-1947.0,2,0.29950114820171975,305,2756,0.015,0.7,0.2,0.055,0.0,0.02,0.005,0.0,1.0,8,120,20,300,60,3.0,8
gamma_a0p015_w0p7_rho0p2_e0p055_pe0_c0p02_vs0_m1p25_clip8_pos120_dh20_hi300_hc60_gh3_gm8,1600.0,-1947.0,2151.0,1396.0,533.3333333333334,1780.7388603860165,-1947.0,2,0.29950114820171975,305,2756,0.015,0.7,0.2,0.055,0.0,0.02,0.005,0.0,1.25,8,120,20,300,60,3.0,8
gamma_a0p015_w0p7_rho0p2_e0p055_pe1_c0p02_vs0_m1_clip8_pos120_dh20_hi300_hc60_gh3_gm8,1600.0,-1947.0,2151.0,1396.0,533.3333333333334,1780.7388603860165,-1947.0,2,0.29950114820171975,305,2756,0.015,0.7,0.2,0.055,1.0,0.02,0.005,0.0,1.0,8,120,20,300,60,3.0,8
gamma_a0p015_w0p7_rho0p2_e0p055_pe1_c0p02_vs0_m1p25_clip8_pos120_dh20_hi300_hc60_gh3_gm8,1600.0,-1947.0,2151.0,1396.0,533.3333333333334,1780.7388603860165,-1947.0,2,0.29950114820171975,305,2756,0.015,0.7,0.2,0.055,1.0,0.02,0.005,0.0,1.25,8,120,20,300,60,3.0,8
gamma_a0p015_w0p55_rho0_e0p015_pe0_c0p01_vs0_m1_clip4_pos120_dh20_hi300_hc60_gh0_gm8,1049.5,-1948.0,1396.0,1601.5,349.8333333333333,1626.977992748792,-1948.0,2,0.21502032288837056,574,2745,0.015,0.55,0.0,0.015,0.0,0.01,0.005,0.0,1.0,4,120,20,300,60,0.0,8
gamma_a0p015_w0p55_rho0_e0p015_pe0_c0p01_vs0_m1p25_clip4_pos120_dh20_hi300_hc60_gh0_gm8,1049.5,-1948.0,1396.0,1601.5,349.8333333333333,1626.977992748792,-1948.0,2,0.21502032288837056,574,2745,0.015,0.55,0.0,0.015,0.0,0.01,0.005,0.0,1.25,4,120,20,300,60,0.0,8
gamma_a0p015_w0p55_rho0_e0p015_pe1_c0p01_vs0_m1_clip4_pos120_dh20_hi300_hc60_gh0_gm8,1049.5,-1948.0,1396.0,1601.5,349.8333333333333,1626.977992748792,-1948.0,2,0.21502032288837056,574,2745,0.015,0.55,0.0,0.015,1.0,0.01,0.005,0.0,1.0,4,120,20,300,60,0.0,8
gamma_a0p015_w0p55_rho0_e0p015_pe1_c0p01_vs0_m1p25_clip4_pos120_dh20_hi300_hc60_gh0_gm8,1049.5,-1948.0,1396.0,1601.5,349.8333333333333,1626.977992748792,-1948.0,2,0.21502032288837056,574,2745,0.015,0.55,0.0,0.015,1.0,0.01,0.005,0.0,1.25,4,120,20,300,60,0.0,8
gamma_a0p015_w0p7_rho0p2_e0p015_pe0_c0p02_vs0_m1_clip4_pos120_dh20_hi300_hc60_gh0_gm8,767.0,-1952.0,1117.5,1601.5,255.66666666666666,1573.5115894782034,-1952.0,2,0.162481591096057,575,2736,0.015,0.7,0.2,0.015,0.0,0.02,0.005,0.0,1.0,4,120,20,300,60,0.0,8
gamma_a0p015_w0p7_rho0p2_e0p015_pe0_c0p02_vs0_m1p25_clip4_pos120_dh20_hi300_hc60_gh0_gm8,767.0,-1952.0,1117.5,1601.5,255.66666666666666,1573.5115894782034,-1952.0,2,0.162481591096057,575,2736,0.015,0.7,0.2,0.015,0.0,0.02,0.005,0.0,1.25,4,120,20,300,60,0.0,8
gamma_a0p015_w0p7_rho0p2_e0p015_pe1_c0p02_vs0_m1_clip4_pos120_dh20_hi300_hc60_gh0_gm8,767.0,-1952.0,1117.5,1601.5,255.66666666666666,1573.5115894782034,-1952.0,2,0.162481591096057,575,2736,0.015,0.7,0.2,0.015,1.0,0.02,0.005,0.0,1.0,4,120,20,300,60,0.0,8
gamma_a0p015_w0p7_rho0p2_e0p015_pe1_c0p02_vs0_m1p25_clip4_pos120_dh20_hi300_hc60_gh0_gm8,767.0,-1952.0,1117.5,1601.5,255.66666666666666,1573.5115894782034,-1952.0,2,0.162481591096057,575,2736,0.015,0.7,0.2,0.015,1.0,0.02,0.005,0.0,1.25,4,120,20,300,60,0.0,8
gamma_a0p015_w0p85_rho0_e0p015_pe0_c0p01_vs0p1_m1_clip8_pos120_dh20_hi300_hc60_gh3_gm8,1012.5,-1958.0,1500.0,1470.5,337.5,1623.2082942945635,-1958.0,2,0.20792155953495023,1378,2755,0.015,0.85,0.0,0.015,0.0,0.01,0.005,0.1,1.0,8,120,20,300,60,3.0,8
gamma_a0p015_w0p85_rho0_e0p015_pe0_c0p01_vs0p1_m1p25_clip8_pos120_dh20_hi300_hc60_gh3_gm8,1012.5,-1958.0,1500.0,1470.5,337.5,1623.2082942945635,-1958.0,2,0.20792155953495023,1378,2755,0.015,0.85,0.0,0.015,0.0,0.01,0.005,0.1,1.25,8,120,20,300,60,3.0,8
gamma_a0p015_w0p85_rho0_e0p015_pe1_c0p01_vs0p1_m1_clip8_pos120_dh20_hi300_hc60_gh3_gm8,1012.5,-1958.0,1500.0,1470.5,337.5,1623.2082942945635,-1958.0,2,0.20792155953495023,1378,2755,0.015,0.85,0.0,0.015,1.0,0.01,0.005,0.1,1.0,8,120,20,300,60,3.0,8
gamma_a0p015_w0p85_rho0_e0p015_pe1_c0p01_vs0p1_m1p25_clip8_pos120_dh20_hi300_hc60_gh3_gm8,1012.5,-1958.0,1500.0,1470.5,337.5,1623.2082942945635,-1958.0,2,0.20792155953495023,1378,2755,0.015,0.85,0.0,0.015,1.0,0.01,0.005,0.1,1.25,8,120,20,300,60,3.0,8
gamma_a0p015_w0p85_rho0_e0p015_pe0_c0p01_vs0p1_m1_clip4_pos120_dh20_hi300_hc60_gh3_gm8,992.0,-1958.0,1500.0,1450.0,330.6666666666667,1618.460448148864,-1958.0,2,0.2043093898554437,1406,2756,0.015,0.85,0.0,0.015,0.0,0.01,0.005,0.1,1.0,4,120,20,300,60,3.0,8
gamma_a0p015_w0p85_rho0_e0p015_pe0_c0p01_vs0p1_m1p25_clip4_pos120_dh20_hi300_hc60_gh3_gm8,992.0,-1958.0,1500.0,1450.0,330.6666666666667,1618.460448148864,-1958.0,2,0.2043093898554437,1406,2756,0.015,0.85,0.0,0.015,0.0,0.01,0.005,0.1,1.25,4,120,20,300,60,3.0,8
gamma_a0p015_w0p85_rho0_e0p015_pe1_c0p01_vs0p1_m1_clip4_pos120_dh20_hi300_hc60_gh3_gm8,992.0,-1958.0,1500.0,1450.0,330.6666666666667,1618.460448148864,-1958.0,2,0.2043093898554437,1406,2756,0.015,0.85,0.0,0.015,1.0,0.01,0.005,0.1,1.0,4,120,20,300,60,3.0,8
gamma_a0p015_w0p85_rho0_e0p015_pe1_c0p01_vs0p1_m1p25_clip4_pos120_dh20_hi300_hc60_gh3_gm8,992.0,-1958.0,1500.0,1450.0,330.6666666666667,1618.460448148864,-1958.0,2,0.2043093898554437,1406,2756,0.015,0.85,0.0,0.015,1.0,0.01,0.005,0.1,1.25,4,120,20,300,60,3.0,8
gamma_a0p015_w0p85_rho0p2_e0p015_pe0_c0p01_vs0p1_m1_clip8_pos120_dh20_hi300_hc60_gh3_gm8,947.5,-1967.0,1444.0,1470.5,315.8333333333333,1614.2431835245752,-1967.0,2,0.19565412235072288,1373,2757,0.015,0.85,0.2,0.015,0.0,0.01,0.005,0.1,1.0,8,120,20,300,60,3.0,8
gamma_a0p015_w0p85_rho0p2_e0p015_pe0_c0p01_vs0p1_m1p25_clip8_pos120_dh20_hi300_hc60_gh3_gm8,947.5,-1967.0,1444.0,1470.5,315.8333333333333,1614.2431835245752,-1967.0,2,0.19565412235072288,1373,2757,0.015,0.85,0.2,0.015,0.0,0.01,0.005,0.1,1.25,8,120,20,300,60,3.0,8
gamma_a0p015_w0p85_rho0p2_e0p015_pe1_c0p01_vs0p1_m1_clip8_pos120_dh20_hi300_hc60_gh3_gm8,947.5,-1967.0,1444.0,1470.5,315.8333333333333,1614.2431835245752,-1967.0,2,0.19565412235072288,1373,2757,0.015,0.85,0.2,0.015,1.0,0.01,0.005,0.1,1.0,8,120,20,300,60,3.0,8
gamma_a0p015_w0p85_rho0p2_e0p015_pe1_c0p01_vs0p1_m1p25_clip8_pos120_dh20_hi300_hc60_gh3_gm8,947.5,-1967.0,1444.0,1470.5,315.8333333333333,1614.2431835245752,-1967.0,2,0.19565412235072288,1373,2757,0.015,0.85,0.2,0.015,1.0,0.01,0.005,0.1,1.25,8,120,20,300,60,3.0,8
gamma_a0p015_w0p85_rho0p2_e0p015_pe0_c0p01_vs0p1_m1_clip4_pos120_dh20_hi300_hc60_gh3_gm8,927.0,-1967.0,1444.0,1450.0,309.0,1609.376898057133,-1967.0,2,0.19199977356008902,1401,2758,0.015,0.85,0.2,0.015,0.0,0.01,0.005,0.1,1.0,4,120,20,300,60,3.0,8
gamma_a0p015_w0p85_rho0p2_e0p015_pe0_c0p01_vs0p1_m1p25_clip4_pos120_dh20_hi300_hc60_gh3_gm8,927.0,-1967.0,1444.0,1450.0,309.0,1609.376898057133,-1967.0,2,0.19199977356008902,1401,2758,0.015,0.85,0.2,0.015,0.0,0.01,0.005,0.1,1.25,4,120,20,300,60,3.0,8
gamma_a0p015_w0p85_rho0p2_e0p015_pe1_c0p01_vs0p1_m1_clip4_pos120_dh20_hi300_hc60_gh3_gm8,927.0,-1967.0,1444.0,1450.0,309.0,1609.376898057133,-1967.0,2,0.19199977356008902,1401,2758,0.015,0.85,0.2,0.015,1.0,0.01,0.005,0.1,1.0,4,120,20,300,60,3.0,8
