mean_path,std_path,std_100,q01_100,q05_100,q50_100,q95_100,q99_100,prob_avg_lt_0,cvar05_100,cvar01_100,bootstrap_reps
166701.48300218588,5888171.589612308,588817.1589612308,-1376655.5573059625,-860375.638886764,199462.36844396504,1074507.3100528663,1400210.3645179567,0.36669,-1180846.6210187804,-1669354.6040116998,200000.0
