feature,target,ic_mean,abs_ic_mean,ic_min,ic_max,same_sign_days,day_2_ic,day_3_ic,day_4_ic
vol_100,target_cross_buy_5,-0.0019623864695368486,0.005942444914762428,-0.006580784743057376,0.005970087667838369,0,0.005970087667838369,-0.006580784743057376,-0.005276462333391538
ret_500,target_revert_5,-0.00124433366332892,0.0059296909350174025,-0.006622664093848574,0.007028035907532724,0,-0.004138372803670911,-0.006622664093848574,0.007028035907532724
cat_resid_z_200,target_3,-0.005150023336424298,0.005856111664649245,-0.01101027211088122,0.0010591324923374188,0,-0.005498930390729094,0.0010591324923374188,-0.01101027211088122
xcat_robot_ret_1,target_5,-0.004095625207003462,0.005746819665991034,-0.009968738379427371,0.002476791688481359,0,0.002476791688481359,-0.004794928930064374,-0.009968738379427371
xcat_robot_ret_1,target_cross_sell_5,0.003993473659558617,0.0057384122270714615,-0.0026174078512692677,0.009851919365056458,0,-0.0026174078512692677,0.004745909464888661,0.009851919365056458
xcat_robot_ret_1,target_cross_buy_5,-0.004179202005177921,0.005730785190920559,-0.01004025373533847,0.0023273747786139577,0,0.0023273747786139577,-0.004824727058809251,-0.01004025373533847
cat_ret_1_ex,target_cross_buy_5,-0.0028619972394172146,0.005692784298442301,-0.006715437832922937,0.004246180588537629,0,0.004246180588537629,-0.006715437832922937,-0.0061167344738663355
cat_ret_5_ex,target_3,-0.0006068007118411418,0.005528410001029001,-0.0056319851924134376,0.007382413933781788,0,0.007382413933781788,-0.0056319851924134376,-0.003570830876891776
xcat_robot_ret_5,target_cross_buy_5,-0.004937960101288693,0.005511315008087484,-0.01383251638825133,0.0008600323601981866,0,0.0008600323601981866,-0.001841396275812934,-0.01383251638825133
xcat_galaxy_ret_1,target_1,-0.0054687531536760856,0.0054857527410790115,-0.009953989240748085,2.549938110438884e-05,0,-0.009953989240748085,-0.0064777696013845615,2.549938110438884e-05
xcat_robot_ret_5,target_5,-0.004847424307034734,0.005459924664029794,-0.013628931678144418,0.0009187505354925907,0,0.0009187505354925907,-0.001832091778452374,-0.013628931678144418
cat_ret_1_ex,target_5,-0.0022346836056767586,0.005392025203172834,-0.005786727575576245,0.004736012396244113,0,0.004736012396244113,-0.005786727575576245,-0.005653335637698144
xcat_robot_ret_5,target_cross_sell_5,0.004734883508181469,0.00538435350543583,-0.0009742049958815422,0.013363412623138518,0,-0.0009742049958815422,0.0018154428972874293,0.013363412623138518
ret_200,target_1,-0.004753244042989762,0.005125963842814971,-0.007726301567661117,0.0005590796997378132,0,0.0005590796997378132,-0.007726301567661117,-0.007092510261045982
cat_ret_1_ex,target_cross_sell_5,0.0015966858465111006,0.005069398906554296,-0.005209069590064792,0.005164258108412314,0,-0.005209069590064792,0.00483486902118578,0.005164258108412314
ret_100,target_cross_sell_5,0.004017527834120249,0.004979647431278655,-0.0014431793957376082,0.010271654513394879,0,-0.0014431793957376082,0.003224108384703479,0.010271654513394879
ret_100,target_1,-0.003002358180704832,0.004851524004679431,-0.009342209381849997,0.002773748735961899,0,0.002773748735961899,-0.002438613896226398,-0.009342209381849997
cat_ret_1_ex,target_1,-0.0046779097083419355,0.004700321587232788,-0.00905332672791657,3.361781833627884e-05,0,3.361781833627884e-05,-0.00905332672791657,-0.005014020215445517
xcat_translator_ret_5,target_revert_5,0.0017400209797318487,0.004342052401642514,-0.003903047132865998,0.0055284475653426,0,-0.003903047132865998,0.0055284475653426,0.0035946625067189444
xcat_oxygen_ret_5,target_revert_5,0.0008737108686224128,0.004030854075176538,-0.004735714809831187,0.004237487523574813,0,-0.004735714809831187,0.0031193598921236123,0.004237487523574813
spread,target_revert_5,0.0030267720171045626,0.003948798294818419,-0.0013830394165707828,0.006098328028626025,0,-0.0013830394165707828,0.006098328028626025,0.004365027439258446
xcat_translator_ret_5,target_1,0.0021306454934953774,0.00386793151398398,-0.0026059290307329044,0.008712407267584736,0,0.0002854582436343009,-0.0026059290307329044,0.008712407267584736
cat_ret_5_ex,target_cross_buy_5,-0.0006555220515614574,0.003861819888036054,-0.006776012909396267,0.0028142793434454165,0,0.0028142793434454165,-0.006776012909396267,0.0019951674112664783
cat_ret_5_ex,target_5,-0.00046654355326153607,0.0038572362613467186,-0.006485669721912383,0.002766560515080139,0,0.002766560515080139,-0.006485669721912383,0.0023194785470476353
cat_ret_5_ex,target_cross_sell_5,0.0002757161890208413,0.0038371779701145236,-0.0027089547547628915,0.006169341238703047,0,-0.0027089547547628915,0.006169341238703047,-0.0026332379168776316
ret_100,target_revert_5,-0.0002010394970799687,0.0037834026437424963,-0.0040870345712548835,0.005373544719993791,0,-0.0040870345712548835,-0.0018896286399788134,0.005373544719993791
xcat_panel_ret_5,target_cross_buy_5,-0.0013715696142326643,0.003741189810662905,-0.007669139137343354,0.0027472320093303677,0,0.0027472320093303677,0.0008071982853149936,-0.007669139137343354
xcat_oxygen_ret_1,target_revert_5,0.0031420443241557973,0.003740894720860099,-0.0008982755950564526,0.005422523059552083,0,0.00490188550797176,-0.0008982755950564526,0.005422523059552083
depth_3,target_revert_5,0.0006391293368675418,0.003700968823451394,-0.004592759229875778,0.005976528011534152,0,0.0005336192289442511,0.005976528011534152,-0.004592759229875778
xcat_panel_ret_1,target_cross_sell_5,0.0021476403877715437,0.0036757529540457474,-0.002292168849411305,0.007702990114186971,0,0.0010320998985389642,-0.002292168849411305,0.007702990114186971
xcat_panel_ret_1,target_5,-0.0023494035222398264,0.0036215161583747595,-0.007523832439794829,0.0019081689542024,0,-0.0014325470811270495,0.0019081689542024,-0.007523832439794829
xcat_panel_ret_5,target_revert_5,4.007299451778642e-05,0.003605423050698206,-0.004544792773008427,0.005468244067823988,0,-0.004544792773008427,0.005468244067823988,-0.0008032323112622021
xcat_panel_ret_1,target_cross_buy_5,-0.002540584367589642,0.003551582862644679,-0.007310473749729387,0.0015164977425825557,0,-0.0018277770956220951,0.0015164977425825557,-0.007310473749729387
xcat_robot_ret_1,target_revert_5,0.0027447163355977266,0.003530270534143235,-0.0011783312978182624,0.0048888861427380925,0,0.0045235941618733495,-0.0011783312978182624,0.0048888861427380925
xcat_panel_ret_5,target_5,-0.0015183080157451841,0.0035101287768885014,-0.0075426551889505285,0.0022953130528488856,0,0.0022953130528488856,0.0006924180888660906,-0.0075426551889505285
xcat_panel_ret_5,target_3,-0.0019258149721670705,0.003461487053481241,-0.007157441600830775,0.002303508121971256,0,0.002303508121971256,-0.000923511437641692,-0.007157441600830775
depth_1,target_revert_5,-0.0003486879309271924,0.0034604105386365318,-0.005340455504153378,0.004667583911564009,0,-0.00037319220019220824,0.004667583911564009,-0.005340455504153378
xcat_galaxy_ret_5,target_3,0.00017291854171667354,0.003421036873212356,-0.004872177497243524,0.004635298472813801,0,0.004635298472813801,-0.004872177497243524,0.0007556346495797442
xcat_sleep_ret_5,target_revert_5,-0.0031278736673515093,0.003414778406668076,-0.006921243867080876,0.0004303571089748501,0,-0.006921243867080876,0.0004303571089748501,-0.0028927342439485026
xcat_sleep_ret_1,target_cross_sell_5,-0.0014328789907525061,0.003394649839081222,-0.0036314171326672848,0.0029426562724930733,0,-0.0036314171326672848,-0.0036098761120833068,0.0029426562724930733
z_200,target_1,-0.003127452990809217,0.003353929582565767,-0.0079172820203733,0.000339714887634826,0,0.000339714887634826,-0.0018047918396891765,-0.0079172820203733
xcat_microchip_ret_1,target_revert_5,-0.0003958999689529512,0.003267226499777723,-0.0031596226187170988,0.004306989796237158,0,0.004306989796237158,-0.0023350670843789124,-0.0031596226187170988
xcat_panel_ret_5,target_cross_sell_5,0.0016573148317971474,0.0032639487488524614,-0.0018350826215287697,0.007381895370974413,0,-0.0018350826215287697,-0.0005748682540542008,0.007381895370974413
xcat_galaxy_ret_5,target_cross_buy_5,-0.0004990237792872686,0.003204227233905794,-0.004867170058567216,0.004057805181927787,0,0.004057805181927787,-0.004867170058567216,-0.0006877064612223775
z_500,target_cross_sell_5,0.001942623496387046,0.0031981654670980054,-0.0018833129560664394,0.005991165571529923,0,-0.0018833129560664394,0.0017200178736976545,0.005991165571529923
xcat_sleep_ret_1,target_5,0.0011969336927702956,0.003131484999774045,-0.0029018269605056244,0.0038687873631005946,0,0.0038687873631005946,0.002623840675715916,-0.0029018269605056244
xcat_microchip_ret_5,target_1,0.0005668879885536191,0.003030430443970123,-0.0025499605092538956,0.005395977648785613,0,0.005395977648785613,-0.0011453531738708593,-0.0025499605092538956
xcat_panel_ret_1,target_revert_5,0.002299199634687367,0.002979372001498986,-0.001020258550217429,0.004690043175758963,0,-0.001020258550217429,0.004690043175758963,0.0032278142785205676
xcat_galaxy_ret_5,target_1,0.00023511606998854778,0.0029020173046248182,-0.00399092997271943,0.004705700061920048,0,0.004705700061920048,-0.00399092997271943,-9.421879234974933e-06
cat_ret_5_ex,target_1,-0.0016380538505343354,0.0028717295460526353,-0.005672143622548276,0.0018505135432774497,0,0.0018505135432774497,-0.005672143622548276,-0.00109253147233218
ret_3,target_revert_5,-0.002106117112279303,0.0028689445603789243,-0.004777028131990691,0.0011442411721494328,0,-0.004777028131990691,-0.0026855643769966497,0.0011442411721494328
xcat_sleep_ret_1,target_cross_buy_5,0.0009572380822567626,0.002855776568844719,-0.0028478077298819348,0.004092290292659359,0,0.004092290292659359,0.001627231683992864,-0.0028478077298819348
xcat_translator_ret_5,target_cross_sell_5,0.001143814952641048,0.0028460314826455747,-0.0017064639375984636,0.005984769652929934,0,-0.0017064639375984636,0.005984769652929934,-0.0008468608574083268
ret_1,target_revert_5,0.0007478937050217995,0.002839791469385254,-0.0031378466465451817,0.0030582154338145776,0,-0.0031378466465451817,0.0030582154338145776,0.0023233123277960027
ret_20,target_revert_5,-0.0018208881624427618,0.0028383039844313332,-0.004332506563786691,0.0015261237329828564,0,-0.002656281656524451,0.0015261237329828564,-0.004332506563786691
ret_50,target_revert_5,0.0012019648370577979,0.0028141966554275388,-0.0021179686934745764,0.006024242238728005,0,-0.0021179686934745764,-0.00030037903408003527,0.006024242238728005
ret_200,target_revert_5,-0.0003974008282497208,0.0027237398171306693,-0.004681710968070585,0.002520038085808174,0,-0.004681710968070585,0.002520038085808174,0.0009694703975132484
trade_signed,target_revert_5,0.0007287687146996174,0.002684237836723081,-0.0029332036830351954,0.004177673278526221,0,0.0009418365486078264,-0.0029332036830351954,0.004177673278526221
cat_ret_5_ex,target_revert_5,-0.0020423652840850033,0.00268110486613736,-0.004788363657109957,0.0009581093730785346,0,0.0009581093730785346,-0.004788363657109957,-0.002296841568223588
z_500,target_revert_5,-0.0011072530908674348,0.00266902576397485,-0.00456975291409452,0.0023426590096611226,0,-0.00456975291409452,-0.0010946653681689067,0.0023426590096611226
xcat_translator_ret_5,target_3,-0.00021725769042699154,0.0026645133340897735,-0.004322656536775148,0.002587077579259445,0,0.0010838058862347286,-0.004322656536775148,0.002587077579259445
xcat_galaxy_ret_5,target_5,2.5572272720370262e-05,0.0026629703440374532,-0.003940434925941614,0.004032813925136734,0,0.004032813925136734,-0.003940434925941614,-1.5662181034009686e-05
xcat_translator_ret_5,target_5,-0.0011318819430283689,0.002612972845829814,-0.005617282183287275,0.0015918330204220193,0,0.0015918330204220193,-0.005617282183287275,0.0006298033337801489
depth_3,target_1,0.0008091533473208191,0.0025901009239668337,-0.0023197908123104437,0.005098881406931479,0,0.005098881406931479,-0.0023197908123104437,-0.00035163055265857837
depth_1,target_1,-0.00024652325226054623,0.002553149550757147,-0.0025298974734080395,0.0034599394477449015,0,0.0034599394477449015,-0.0025298974734080395,-0.0016696117311185007
depth_1,target_3,0.001972976307649776,0.0025528029543720114,-0.0008697399700833532,0.005534101432234558,0,0.005534101432234558,-0.0008697399700833532,0.0012545674607981232
xcat_galaxy_ret_5,target_cross_sell_5,-0.0005506337205395846,0.0025492691956400825,-0.00399342223665357,0.0029979532126507467,0,-0.00399342223665357,0.0029979532126507467,-0.0006564321376159306
xcat_microchip_ret_5,target_3,0.0010100724036439216,0.002436281090938131,-0.0018097941693230844,0.005169530241873079,0,0.005169530241873079,-0.0018097941693230844,-0.00032951886161823016
xcat_snack_ret_5,target_revert_5,-0.00016971117394299715,0.002415442628723765,-0.0038777307040001436,0.001897174899699172,0,-0.0038777307040001436,0.001897174899699172,0.00147142228247198
ret_5,target_revert_5,-0.0020268932882270877,0.002407148071383259,-0.006171056767414076,0.0005703821747342573,0,-0.006171056767414076,-0.0004800052720014443,0.0005703821747342573
xcat_microchip_ret_5,target_revert_5,0.001177999976285798,0.002390873991699461,-0.0018193110231204943,0.00271697469012018,0,0.0026363362618577087,-0.0018193110231204943,0.00271697469012018
xcat_translator_ret_1,target_3,-0.0007933900001648296,0.0023823622751032066,-0.003207838793521044,0.0023834584124075658,0,0.0023834584124075658,-0.003207838793521044,-0.0015557896193810102
xcat_translator_ret_5,target_cross_buy_5,-0.0011152749195767104,0.0023695607987033866,-0.005227253577420146,0.0014715522569120748,0,0.0014715522569120748,-0.005227253577420146,0.0004098765617779395
xcat_uv_ret_5,target_revert_5,-0.0019187194622641915,0.0023639843640292,-0.003974008019979293,0.0006678973526475127,0,-0.003974008019979293,-0.002450047719460794,0.0006678973526475127
xcat_panel_ret_1,target_3,-0.0023524492569313373,0.0023605349216801416,-0.004229196759997228,1.2128497123206613e-05,0,-0.0028402795079199906,1.2128497123206613e-05,-0.004229196759997228
ret_500,target_cross_sell_5,0.0007519846815954924,0.002330473988644114,-0.0012007618372526512,0.00462368800535941,0,-0.0011669721233202816,0.00462368800535941,-0.0012007618372526512
depth_3,target_3,0.0020317694955271815,0.0023153564550637594,-0.0004253804393048671,0.0041331109267278504,0,0.0041331109267278504,-0.0004253804393048671,0.0023875779991585607
trade_count,target_1,0.0013266541350735776,0.0023028302721969196,-0.0014642642056850127,0.0038111228895406,0,0.0016331037213651457,-0.0014642642056850127,0.0038111228895406
xcat_sleep_ret_1,target_1,-0.001448813995189738,0.002302707094235038,-0.0032134711310816116,0.0012808396485679495,0,0.0012808396485679495,-0.0032134711310816116,-0.0024138105030555522
xcat_microchip_ret_1,target_1,-0.0010571118773139681,0.0022931520578664075,-0.0031996069030303703,0.001854060270828659,0,0.001854060270828659,-0.0018257889997401928,-0.0031996069030303703
xcat_oxygen_ret_5,target_3,-0.0017494966803487224,0.002292971747883814,-0.003721813914834372,0.0008152126013026372,0,-0.003721813914834372,0.0008152126013026372,-0.0023418887275144322
trade_count,target_cross_sell_5,-0.002114896346910944,0.002259605511510912,-0.0037203489032425264,0.00021706374689995137,0,-0.0028414038843902574,0.00021706374689995137,-0.0037203489032425264
xcat_translator_ret_1,target_cross_sell_5,0.0009188837588467022,0.0022188229538080205,-0.0019499087924419773,0.002834887389193991,0,-0.0019499087924419773,0.0018716726797880926,0.002834887389193991
z_50,target_revert_5,-0.001500829260971777,0.0022047192316817263,-0.005558322738980255,0.0006037230234887478,0,-0.005558322738980255,0.0006037230234887478,0.0004521119325761755
cat_resid_z_200,target_revert_5,-0.00028351534106810505,0.0021574229513432372,-0.003661407438617013,0.0014411294090467895,0,-0.003661407438617013,0.0014411294090467895,0.0013697320063659087
spread,target_3,-5.372722474041329e-05,0.0021469199470054924,-0.0024189378372130397,0.003139789083397619,0,-0.0008820329204058192,-0.0024189378372130397,0.003139789083397619
vol_100,target_1,0.001675193695729281,0.002134889363197801,-0.0006895435012027802,0.0032022964925257614,0,0.0032022964925257614,0.002512828095864862,-0.0006895435012027802
xcat_translator_ret_1,target_5,-0.0012445350811440116,0.002093202448943394,-0.002867552493233439,0.0012730010516990736,0,0.0012730010516990736,-0.0021390538018976695,-0.002867552493233439
vol_20,target_5,9.383480822673766e-05,0.002071482815340678,-0.0021131057263300054,0.0032479764353511237,0,0.0032479764353511237,-0.0008533662843409051,-0.0021131057263300054
xcat_pebbles_ret_5,target_revert_5,0.0018106002595884858,0.0020588267039496045,-0.0003723396665416778,0.004958940708986163,0,0.004958940708986163,-0.0003723396665416778,0.0008451997363209716
vol_100,target_5,0.0019354939361625268,0.002025755819797603,-0.00013539282545261416,0.004246980187945209,0,0.004246980187945209,-0.00013539282545261416,0.0016948944459949857
xcat_sleep_ret_1,target_revert_5,-0.0008703967359211497,0.0019938119489572707,-0.0030989780547250973,0.0016851228195541815,0,-0.0030989780547250973,0.0016851228195541815,-0.001197334972592533
xcat_translator_ret_1,target_cross_buy_5,-0.0015644433600461823,0.001958929533805907,-0.0028871857663489127,0.000591729260639587,0,0.000591729260639587,-0.0023978735744292212,-0.0028871857663489127
trade_signed,target_3,-0.0006510146151050521,0.0019455267991668995,-0.003894812121407927,0.0012413341327847673,0,-0.003894812121407927,0.0007004341433080036,0.0012413341327847673
xcat_sleep_ret_5,target_3,0.0005123973715459086,0.0019334477673449667,-0.001155805219008925,0.0036687677083363126,0,0.0036687677083363126,-0.001155805219008925,-0.0009757703746896622
xcat_microchip_ret_1,target_cross_sell_5,-0.0007876772474157854,0.0019213907271990332,-0.0020859317379095296,0.001700570219674872,0,-0.0019776702240126985,0.001700570219674872,-0.0020859317379095296
xcat_galaxy_ret_1,target_revert_5,-0.0002222743085049069,0.0018968784442256546,-0.0026647499653264144,0.0025119062035811215,0,0.0025119062035811215,-0.0026647499653264144,-0.0005139791637694278
cat_ret_1_ex,target_revert_5,0.0006818641249866307,0.0018608347927149855,-0.0017684560015925326,0.0037322359412059417,0,0.0037322359412059417,-0.0017684560015925326,8.18124353464824e-05
z_200,target_revert_5,-0.0004584140841480428,0.0018567448643398976,-0.00347273842273191,0.0013722048097266988,0,-0.00347273842273191,0.000725291360561083,0.0013722048097266988
xcat_microchip_ret_5,target_cross_buy_5,0.0006581508246964945,0.0015958370893016237,-0.001406529396907694,0.0023357056578940574,0,0.0023357056578940574,0.0010452762131031202,-0.001406529396907694
xcat_sleep_ret_1,target_3,-0.0004889238921059336,0.0015519052927449814,-0.001947769037164318,0.001594472100958572,0,0.001594472100958572,-0.0011134747401120547,-0.001947769037164318
xcat_translator_ret_1,target_revert_5,-0.00022540951774997425,0.001550476427386928,-0.002078574428571421,0.0019876003644554306,0,0.0019876003644554306,-0.0005852544891339323,-0.002078574428571421
xcat_uv_ret_5,target_3,-0.0006924676679175016,0.0015314083495572455,-0.0028132896940691854,0.001258411022459616,0,-0.0028132896940691854,-0.0005225243321429352,0.001258411022459616
xcat_galaxy_ret_5,target_revert_5,0.000677475939069388,0.0014824851007753405,-0.0006716973872317923,0.0032399415597670926,0,0.0032399415597670926,-0.0006716973872317923,-0.0005358163553271363
xcat_microchip_ret_1,target_5,0.00011799534418713966,0.0014672872343110307,-0.0020239378351858362,0.0014251832812509535,0,0.0014251832812509535,-0.0020239378351858362,0.0009527405864963017
xcat_pebbles_ret_1,target_revert_5,0.000896405747837243,0.0013970049871233966,-0.0007508988589292306,0.002421911870450305,0,0.002421911870450305,-0.0007508988589292306,0.001018204231990655
trade_qty,target_1,0.001060677245074917,0.0013763511807172446,-0.0004735109034634914,0.0034810657558686457,0,0.00017447688281959693,-0.0004735109034634914,0.0034810657558686457
xcat_microchip_ret_5,target_5,0.0008419896899395813,0.0013275153463752157,-0.0007282884846534515,0.002472347459947303,0,0.002472347459947303,0.0007819100945248926,-0.0007282884846534515
cat_resid,target_3,0.0012627788123082814,0.0012776111557288446,-2.2248515130844862e-05,0.002345389286165653,0,-2.2248515130844862e-05,0.002345389286165653,0.0014651956658900361
xcat_robot_ret_5,target_revert_5,0.0004962451327608502,0.0011785847135800528,-0.0006176921298232724,0.0025122447695113547,0,0.0025122447695113547,-0.0004058172414055318,-0.0006176921298232724
xcat_uv_ret_5,target_5,-0.0006388924523003558,0.00116477815381692,-0.0016229358547382702,0.0007888285522748461,0,-0.0016229358547382702,0.0007888285522748461,-0.0010825700544376431
xcat_uv_ret_5,target_cross_sell_5,0.0005178323392664771,0.0011644210081792543,-0.0009698830033691659,0.0017881782538698755,0,0.0017881782538698755,-0.0009698830033691659,0.0007352017672987215
xcat_uv_ret_5,target_cross_buy_5,-0.0007574578067459266,0.0011605255350295963,-0.0014519459599644344,0.0006046015924255045,0,-0.0014519459599644344,0.0006046015924255045,-0.0014250290526988496
xcat_translator_ret_1,target_1,0.00035108425253147115,0.001140217259609945,-0.0011836995106177107,0.0014293973865426722,0,0.0014293973865426722,-0.0011836995106177107,0.0008075548816694519
xcat_microchip_ret_1,target_cross_buy_5,-0.0005520895238263081,0.0011305938489776996,-0.0023392086918294724,0.0008677564877270874,0,0.0008677564877270874,-0.0023392086918294724,-0.00018481636737653948
xcat_microchip_ret_5,target_cross_sell_5,-0.0010229552388455949,0.0010541278960790313,-0.0026002010108123015,4.675898585015463e-05,0,-0.0026002010108123015,-0.0005154236915746377,4.675898585015463e-05
trade_signed,target_cross_buy_5,-0.00030651201672505526,0.0009651859805825631,-0.0011207690352814399,0.0009880109457862617,0,-0.0011207690352814399,-0.0007867779606799877,0.0009880109457862617
spread,target_5,-0.0005143405739488654,0.0009590954465883036,-0.0022101540308057535,0.0004331302684975597,0,-0.0022101540308057535,0.0004331302684975597,0.00023400204046159789
trade_signed,target_5,-0.00028883461572798804,0.0009318567191057453,-0.0010464264557166114,0.0009645331550666359,0,-0.0010464264557166114,-0.0007846105465339887,0.0009645331550666359
trade_signed,target_cross_sell_5,0.00027031821242665203,0.000894766541778292,-0.0009366724940274602,0.0009683293998311942,0,0.0009683293998311942,0.0007792977314762219,-0.0009366724940274602
xcat_sleep_ret_5,target_1,-0.0005427525382359717,0.0008597368425956965,-0.0019003230522599735,0.0004754764565395873,0,-0.0002034110189875289,0.0004754764565395873,-0.0019003230522599735
xcat_microchip_ret_1,target_3,1.9581356983628616e-05,0.0006935535172750957,-0.0010109582404372007,0.0008087622119413064,0,0.0008087622119413064,-0.0010109582404372007,0.00026094009944678016
trade_qty,target_cross_buy_5,0.00045811774227177623,0.0005341301469955747,-0.00011401860708569776,0.0011608646185683029,0,0.0003275072153327237,-0.00011401860708569776,0.0011608646185683029
