feature,target,ic_mean,abs_ic_mean,ic_min,ic_max,same_sign_days,day_2_ic,day_3_ic,day_4_ic
z_50,target_5,-0.006898945928961667,0.006898945928961667,-0.015035558364205807,-0.0022353023100084037,1,-0.00342597711267079,-0.0022353023100084037,-0.015035558364205807
z_50,target_3,-0.006864564221570305,0.006864564221570305,-0.015211929599677983,-0.0016124442587062645,1,-0.0037693188063266667,-0.0016124442587062645,-0.015211929599677983
ret_5,target_3,-0.006796158864136523,0.006796158864136523,-0.014645996438915138,-0.0014486580994709783,1,-0.00429382205402345,-0.0014486580994709783,-0.014645996438915138
ret_50,target_cross_sell_5,0.00676014896544509,0.00676014896544509,0.0003958409409206254,0.017671005764047155,1,0.0003958409409206254,0.0022136001913674887,0.017671005764047155
xcat_robot_ret_5,target_1,-0.00673027425109751,0.00673027425109751,-0.015377898222330457,-0.0015806070344793993,1,-0.0032323174964826716,-0.0015806070344793993,-0.015377898222330457
xcat_snack_ret_5,target_cross_buy_5,-0.006469691940935257,0.006469691940935257,-0.008753803950098601,-0.005192818339992381,1,-0.005462453532714792,-0.005192818339992381,-0.008753803950098601
xcat_pebbles_ret_5,target_cross_buy_5,-0.00632474614462189,0.00632474614462189,-0.008482800968347517,-0.004208244243451934,1,-0.00628319322206622,-0.004208244243451934,-0.008482800968347517
xcat_pebbles_ret_5,target_3,-0.0062771833688826315,0.0062771833688826315,-0.009771278351909463,-0.0035521538669835333,1,-0.0035521538669835333,-0.0055081178877548955,-0.009771278351909463
ret_100,target_5,-0.006266475704109697,0.006266475704109697,-0.012704113763668352,-0.0006966217869234247,1,-0.0006966217869234247,-0.005398691561737316,-0.012704113763668352
xcat_pebbles_ret_5,target_5,-0.0061781170233991935,0.0061781170233991935,-0.008749036408038986,-0.003959706697240064,1,-0.0058256079649185305,-0.003959706697240064,-0.008749036408038986
z_200,target_5,-0.006070826881751164,0.006070826881751164,-0.013251426162452437,-0.0021421743984978417,1,-0.0021421743984978417,-0.0028188800843032148,-0.013251426162452437
xcat_pebbles_ret_5,target_cross_sell_5,0.006005972847756694,0.006005972847756694,0.003695308204754562,0.008975500863218074,1,0.005347109475297447,0.003695308204754562,0.008975500863218074
