split,product,threshold_mult,n_trades_proxy,proxy_edge_sum,proxy_edge_mean
train_d2_test_d3d4,GALAXY_SOUNDS_DARK_MATTER,0.5,2148,-13824.5,-6.43598696461825
train_d2_test_d3d4,GALAXY_SOUNDS_DARK_MATTER,0.75,1401,-9163.5,-6.5406852248394
train_d2_test_d3d4,GALAXY_SOUNDS_DARK_MATTER,1.0,804,-4465.0,-5.553482587064677
train_d2_test_d3d4,GALAXY_SOUNDS_DARK_MATTER,1.25,466,-1944.5,-4.17274678111588
train_d2_test_d3d4,GALAXY_SOUNDS_DARK_MATTER,1.5,259,-745.5,-2.8783783783783785
train_d2_test_d3d4,GALAXY_SOUNDS_BLACK_HOLES,0.5,2030,-13172.0,-6.488669950738916
train_d2_test_d3d4,GALAXY_SOUNDS_BLACK_HOLES,0.75,1195,-8059.5,-6.744351464435146
train_d2_test_d3d4,GALAXY_SOUNDS_BLACK_HOLES,1.0,633,-5893.5,-9.310426540284361
train_d2_test_d3d4,GALAXY_SOUNDS_BLACK_HOLES,1.25,315,-2404.5,-7.633333333333334
train_d2_test_d3d4,GALAXY_SOUNDS_BLACK_HOLES,1.5,155,-1085.0,-7.0
train_d2_test_d3d4,GALAXY_SOUNDS_PLANETARY_RINGS,0.5,1262,-7037.5,-5.576465927099841
train_d2_test_d3d4,GALAXY_SOUNDS_PLANETARY_RINGS,0.75,569,-3153.5,-5.542179261862917
train_d2_test_d3d4,GALAXY_SOUNDS_PLANETARY_RINGS,1.0,279,-1256.5,-4.503584229390681
train_d2_test_d3d4,GALAXY_SOUNDS_PLANETARY_RINGS,1.25,170,-295.5,-1.738235294117647
train_d2_test_d3d4,GALAXY_SOUNDS_PLANETARY_RINGS,1.5,123,-87.5,-0.7113821138211383
train_d2_test_d3d4,GALAXY_SOUNDS_SOLAR_WINDS,0.5,761,-5887.0,-7.735873850197109
train_d2_test_d3d4,GALAXY_SOUNDS_SOLAR_WINDS,0.75,269,-1688.0,-6.275092936802974
train_d2_test_d3d4,GALAXY_SOUNDS_SOLAR_WINDS,1.0,142,-769.5,-5.419014084507042
train_d2_test_d3d4,GALAXY_SOUNDS_SOLAR_WINDS,1.25,102,-329.0,-3.2254901960784315
train_d2_test_d3d4,GALAXY_SOUNDS_SOLAR_WINDS,1.5,82,-181.0,-2.207317073170732
train_d2_test_d3d4,GALAXY_SOUNDS_SOLAR_FLAMES,0.5,1590,-11262.5,-7.083333333333333
train_d2_test_d3d4,GALAXY_SOUNDS_SOLAR_FLAMES,0.75,835,-6536.5,-7.8281437125748505
train_d2_test_d3d4,GALAXY_SOUNDS_SOLAR_FLAMES,1.0,397,-2558.5,-6.444584382871536
train_d2_test_d3d4,GALAXY_SOUNDS_SOLAR_FLAMES,1.25,181,-946.5,-5.2292817679558015
train_d2_test_d3d4,GALAXY_SOUNDS_SOLAR_FLAMES,1.5,111,-640.5,-5.77027027027027
train_d2_test_d3d4,SLEEP_POD_SUEDE,0.5,1957,-8657.0,-4.42360756259581
train_d2_test_d3d4,SLEEP_POD_SUEDE,0.75,1228,-5113.5,-4.164087947882736
train_d2_test_d3d4,SLEEP_POD_SUEDE,1.0,709,-1973.0,-2.782792665726375
train_d2_test_d3d4,SLEEP_POD_SUEDE,1.25,378,-749.0,-1.9814814814814814
train_d2_test_d3d4,SLEEP_POD_SUEDE,1.5,216,-289.5,-1.3402777777777777
train_d2_test_d3d4,SLEEP_POD_LAMB_WOOL,0.5,2141,-8794.0,-4.1074264362447455
train_d2_test_d3d4,SLEEP_POD_LAMB_WOOL,0.75,1422,-6022.5,-4.235232067510548
train_d2_test_d3d4,SLEEP_POD_LAMB_WOOL,1.0,895,-3865.0,-4.318435754189944
train_d2_test_d3d4,SLEEP_POD_LAMB_WOOL,1.25,545,-2732.0,-5.012844036697247
train_d2_test_d3d4,SLEEP_POD_LAMB_WOOL,1.5,333,-1483.0,-4.453453453453453
train_d2_test_d3d4,SLEEP_POD_POLYESTER,0.5,1974,-12701.5,-6.434397163120567
train_d2_test_d3d4,SLEEP_POD_POLYESTER,0.75,1279,-8363.5,-6.539093041438624
train_d2_test_d3d4,SLEEP_POD_POLYESTER,1.0,771,-5455.5,-7.075875486381323
train_d2_test_d3d4,SLEEP_POD_POLYESTER,1.25,420,-3416.0,-8.133333333333333
train_d2_test_d3d4,SLEEP_POD_POLYESTER,1.5,245,-1871.5,-7.6387755102040815
train_d2_test_d3d4,SLEEP_POD_NYLON,0.5,1715,-7019.5,-4.093002915451895
train_d2_test_d3d4,SLEEP_POD_NYLON,0.75,982,-3734.5,-3.8029531568228108
train_d2_test_d3d4,SLEEP_POD_NYLON,1.0,539,-1894.5,-3.514842300556586
train_d2_test_d3d4,SLEEP_POD_NYLON,1.25,260,-179.5,-0.6903846153846154
train_d2_test_d3d4,SLEEP_POD_NYLON,1.5,169,213.0,1.2603550295857988
train_d2_test_d3d4,SLEEP_POD_COTTON,0.5,2070,-8355.0,-4.036231884057971
train_d2_test_d3d4,SLEEP_POD_COTTON,0.75,1335,-5270.5,-3.947940074906367
train_d2_test_d3d4,SLEEP_POD_COTTON,1.0,785,-2774.5,-3.534394904458599
train_d2_test_d3d4,SLEEP_POD_COTTON,1.25,431,-1801.0,-4.178654292343388
train_d2_test_d3d4,SLEEP_POD_COTTON,1.5,222,-649.0,-2.9234234234234235
train_d2_test_d3d4,MICROCHIP_CIRCLE,0.5,3770,-17001.0,-4.5095490716180375
train_d2_test_d3d4,MICROCHIP_CIRCLE,0.75,3618,-16558.0,-4.576561636263129
train_d2_test_d3d4,MICROCHIP_CIRCLE,1.0,3416,-15797.5,-4.624560889929742
train_d2_test_d3d4,MICROCHIP_CIRCLE,1.25,3151,-14642.5,-4.646937480165027
train_d2_test_d3d4,MICROCHIP_CIRCLE,1.5,2887,-13777.0,-4.772081745756841
train_d2_test_d3d4,MICROCHIP_OVAL,0.5,3482,-13452.5,-3.8634405514072374
train_d2_test_d3d4,MICROCHIP_OVAL,0.75,3265,-12246.0,-3.7506891271056664
train_d2_test_d3d4,MICROCHIP_OVAL,1.0,3036,-11934.0,-3.930830039525692
train_d2_test_d3d4,MICROCHIP_OVAL,1.25,2805,-10613.5,-3.7837789661319072
train_d2_test_d3d4,MICROCHIP_OVAL,1.5,2587,-8982.5,-3.4721685349826052
train_d2_test_d3d4,MICROCHIP_SQUARE,0.5,2435,-12861.0,-5.281724845995893
train_d2_test_d3d4,MICROCHIP_SQUARE,0.75,1748,-9258.5,-5.29662471395881
train_d2_test_d3d4,MICROCHIP_SQUARE,1.0,1198,-6384.5,-5.329298831385643
train_d2_test_d3d4,MICROCHIP_SQUARE,1.25,740,-3233.0,-4.368918918918919
train_d2_test_d3d4,MICROCHIP_SQUARE,1.5,469,-2151.5,-4.587420042643923
train_d2_test_d3d4,MICROCHIP_RECTANGLE,0.5,2768,-9165.0,-3.3110549132947975
train_d2_test_d3d4,MICROCHIP_RECTANGLE,0.75,2241,-7642.0,-3.4100847835787595
train_d2_test_d3d4,MICROCHIP_RECTANGLE,1.0,1759,-5932.0,-3.3723706651506538
train_d2_test_d3d4,MICROCHIP_RECTANGLE,1.25,1374,-4215.5,-3.0680494905385736
train_d2_test_d3d4,MICROCHIP_RECTANGLE,1.5,1035,-3145.0,-3.0386473429951693
train_d2_test_d3d4,MICROCHIP_TRIANGLE,0.5,3107,-14795.5,-4.761989056968137
train_d2_test_d3d4,MICROCHIP_TRIANGLE,0.75,2673,-10384.5,-3.8849607182940518
train_d2_test_d3d4,MICROCHIP_TRIANGLE,1.0,2280,-8021.5,-3.5182017543859647
train_d2_test_d3d4,MICROCHIP_TRIANGLE,1.25,1928,-7847.5,-4.070280082987552
train_d2_test_d3d4,MICROCHIP_TRIANGLE,1.5,1598,-6643.5,-4.157384230287859
train_d2_test_d3d4,PEBBLES_XS,0.5,2738,-8384.5,-3.06227173119065
train_d2_test_d3d4,PEBBLES_XS,0.75,2213,-7414.0,-3.35020334387709
train_d2_test_d3d4,PEBBLES_XS,1.0,1718,-5347.5,-3.1126309662398137
train_d2_test_d3d4,PEBBLES_XS,1.25,1316,-3569.5,-2.712386018237082
train_d2_test_d3d4,PEBBLES_XS,1.5,981,-2895.0,-2.9510703363914375
train_d2_test_d3d4,PEBBLES_S,0.5,2632,-16233.0,-6.167553191489362
train_d2_test_d3d4,PEBBLES_S,0.75,2036,-12239.5,-6.011542239685658
train_d2_test_d3d4,PEBBLES_S,1.0,1510,-7945.5,-5.2619205298013245
train_d2_test_d3d4,PEBBLES_S,1.25,1082,-5634.0,-5.207024029574861
train_d2_test_d3d4,PEBBLES_S,1.5,728,-4687.0,-6.438186813186813
train_d2_test_d3d4,PEBBLES_M,0.5,2451,-17256.0,-7.040391676866585
train_d2_test_d3d4,PEBBLES_M,0.75,1807,-12389.5,-6.85639180962922
train_d2_test_d3d4,PEBBLES_M,1.0,1279,-8902.0,-6.960125097732604
train_d2_test_d3d4,PEBBLES_M,1.25,876,-6014.0,-6.865296803652968
train_d2_test_d3d4,PEBBLES_M,1.5,577,-4082.5,-7.075389948006932
train_d2_test_d3d4,PEBBLES_L,0.5,1918,-13586.0,-7.083420229405631
train_d2_test_d3d4,PEBBLES_L,0.75,1148,-6977.0,-6.077526132404182
train_d2_test_d3d4,PEBBLES_L,1.0,614,-2997.5,-4.881921824104235
train_d2_test_d3d4,PEBBLES_L,1.25,328,-578.5,-1.763719512195122
train_d2_test_d3d4,PEBBLES_L,1.5,183,-257.0,-1.4043715846994536
train_d2_test_d3d4,PEBBLES_XL,0.5,2247,-19210.5,-8.549399198931908
train_d2_test_d3d4,PEBBLES_XL,0.75,1543,-13645.5,-8.84348671419313
train_d2_test_d3d4,PEBBLES_XL,1.0,1027,-9475.5,-9.22638753651412
train_d2_test_d3d4,PEBBLES_XL,1.25,664,-4160.0,-6.265060240963855
train_d2_test_d3d4,PEBBLES_XL,1.5,408,-2433.5,-5.964460784313726
train_d2_test_d3d4,ROBOT_VACUUMING,0.5,2826,-8639.0,-3.056970983722576
train_d2_test_d3d4,ROBOT_VACUUMING,0.75,2338,-7161.5,-3.063088109495295
train_d2_test_d3d4,ROBOT_VACUUMING,1.0,1838,-5293.5,-2.880032644178455
train_d2_test_d3d4,ROBOT_VACUUMING,1.25,1442,-4593.0,-3.1851595006934814
train_d2_test_d3d4,ROBOT_VACUUMING,1.5,1118,-2707.0,-2.42128801431127
train_d2_test_d3d4,ROBOT_MOPPING,0.5,2757,-9718.5,-3.5250272034820456
train_d2_test_d3d4,ROBOT_MOPPING,0.75,2165,-7887.5,-3.643187066974596
train_d2_test_d3d4,ROBOT_MOPPING,1.0,1630,-5663.0,-3.474233128834356
train_d2_test_d3d4,ROBOT_MOPPING,1.25,1164,-4749.0,-4.079896907216495
train_d2_test_d3d4,ROBOT_MOPPING,1.5,775,-2683.5,-3.46258064516129
train_d2_test_d3d4,ROBOT_DISHES,0.5,2632,-5591.5,-2.12443009118541
train_d2_test_d3d4,ROBOT_DISHES,0.75,2035,-3381.5,-1.6616707616707618
train_d2_test_d3d4,ROBOT_DISHES,1.0,1538,-2220.0,-1.4434330299089726
train_d2_test_d3d4,ROBOT_DISHES,1.25,1124,-2460.5,-2.1890569395017794
train_d2_test_d3d4,ROBOT_DISHES,1.5,784,-1760.0,-2.2448979591836733
train_d2_test_d3d4,ROBOT_LAUNDRY,0.5,2844,-10861.0,-3.818917018284107
train_d2_test_d3d4,ROBOT_LAUNDRY,0.75,2291,-8330.0,-3.6359668267132257
train_d2_test_d3d4,ROBOT_LAUNDRY,1.0,1812,-6158.0,-3.3984547461368653
train_d2_test_d3d4,ROBOT_LAUNDRY,1.25,1400,-4924.5,-3.5175
train_d2_test_d3d4,ROBOT_LAUNDRY,1.5,1068,-3593.5,-3.3647003745318353
train_d2_test_d3d4,ROBOT_IRONING,0.5,3380,-10143.5,-3.00103550295858
train_d2_test_d3d4,ROBOT_IRONING,0.75,3090,-9728.0,-3.148220064724919
train_d2_test_d3d4,ROBOT_IRONING,1.0,2837,-8408.0,-2.9636940430031724
train_d2_test_d3d4,ROBOT_IRONING,1.25,2575,-7516.5,-2.919029126213592
train_d2_test_d3d4,ROBOT_IRONING,1.5,2297,-6154.0,-2.679146713104049
train_d2_test_d3d4,UV_VISOR_YELLOW,0.5,2157,-15317.5,-7.101298099211868
train_d2_test_d3d4,UV_VISOR_YELLOW,0.75,1363,-8352.5,-6.128026412325752
train_d2_test_d3d4,UV_VISOR_YELLOW,1.0,806,-5087.5,-6.312034739454094
train_d2_test_d3d4,UV_VISOR_YELLOW,1.25,433,-2702.5,-6.241339491916859
train_d2_test_d3d4,UV_VISOR_YELLOW,1.5,245,-1367.0,-5.579591836734694
train_d2_test_d3d4,UV_VISOR_AMBER,0.5,1951,-9237.5,-4.7347514095335725
train_d2_test_d3d4,UV_VISOR_AMBER,0.75,1217,-5913.0,-4.8586688578471655
train_d2_test_d3d4,UV_VISOR_AMBER,1.0,723,-3197.5,-4.422544951590595
train_d2_test_d3d4,UV_VISOR_AMBER,1.25,412,-1757.0,-4.264563106796117
train_d2_test_d3d4,UV_VISOR_AMBER,1.5,225,-625.0,-2.7777777777777777
train_d2_test_d3d4,UV_VISOR_ORANGE,0.5,1864,-11979.0,-6.426502145922747
train_d2_test_d3d4,UV_VISOR_ORANGE,0.75,981,-6576.5,-6.703873598369011
train_d2_test_d3d4,UV_VISOR_ORANGE,1.0,472,-3378.5,-7.157838983050848
train_d2_test_d3d4,UV_VISOR_ORANGE,1.25,173,-571.5,-3.3034682080924855
train_d2_test_d3d4,UV_VISOR_ORANGE,1.5,85,162.0,1.9058823529411764
train_d2_test_d3d4,UV_VISOR_RED,0.5,1703,-9851.5,-5.784791544333529
train_d2_test_d3d4,UV_VISOR_RED,0.75,970,-6003.5,-6.189175257731959
train_d2_test_d3d4,UV_VISOR_RED,1.0,548,-3277.5,-5.980839416058394
train_d2_test_d3d4,UV_VISOR_RED,1.25,304,-1427.5,-4.6957236842105265
train_d2_test_d3d4,UV_VISOR_RED,1.5,184,-770.5,-4.1875
train_d2_test_d3d4,UV_VISOR_MAGENTA,0.5,1289,-8604.5,-6.675329712955779
train_d2_test_d3d4,UV_VISOR_MAGENTA,0.75,605,-3282.5,-5.425619834710743
train_d2_test_d3d4,UV_VISOR_MAGENTA,1.0,278,-712.5,-2.5629496402877696
train_d2_test_d3d4,UV_VISOR_MAGENTA,1.25,138,9.5,0.06884057971014493
train_d2_test_d3d4,UV_VISOR_MAGENTA,1.5,85,312.5,3.676470588235294
train_d2_test_d3d4,TRANSLATOR_SPACE_GRAY,0.5,2216,-10689.5,-4.823781588447654
train_d2_test_d3d4,TRANSLATOR_SPACE_GRAY,0.75,1493,-6841.0,-4.582049564634963
train_d2_test_d3d4,TRANSLATOR_SPACE_GRAY,1.0,936,-4399.5,-4.700320512820513
train_d2_test_d3d4,TRANSLATOR_SPACE_GRAY,1.25,553,-2919.0,-5.2784810126582276
train_d2_test_d3d4,TRANSLATOR_SPACE_GRAY,1.5,326,-1729.0,-5.303680981595092
train_d2_test_d3d4,TRANSLATOR_ASTRO_BLACK,0.5,2769,-9563.0,-3.453593355001806
train_d2_test_d3d4,TRANSLATOR_ASTRO_BLACK,0.75,2188,-7778.5,-3.555073126142596
train_d2_test_d3d4,TRANSLATOR_ASTRO_BLACK,1.0,1693,-6131.5,-3.621677495569994
train_d2_test_d3d4,TRANSLATOR_ASTRO_BLACK,1.25,1267,-4120.0,-3.251775848460931
train_d2_test_d3d4,TRANSLATOR_ASTRO_BLACK,1.5,921,-3524.5,-3.8268186753528775
train_d2_test_d3d4,TRANSLATOR_ECLIPSE_CHARCOAL,0.5,1830,-6009.5,-3.283879781420765
train_d2_test_d3d4,TRANSLATOR_ECLIPSE_CHARCOAL,0.75,1075,-3486.5,-3.243255813953488
train_d2_test_d3d4,TRANSLATOR_ECLIPSE_CHARCOAL,1.0,586,-1748.5,-2.983788395904437
train_d2_test_d3d4,TRANSLATOR_ECLIPSE_CHARCOAL,1.25,303,-655.0,-2.1617161716171616
train_d2_test_d3d4,TRANSLATOR_ECLIPSE_CHARCOAL,1.5,161,-199.5,-1.2391304347826086
train_d2_test_d3d4,TRANSLATOR_GRAPHITE_MIST,0.5,2219,-9979.5,-4.4972960793150065
train_d2_test_d3d4,TRANSLATOR_GRAPHITE_MIST,0.75,1485,-6757.5,-4.55050505050505
train_d2_test_d3d4,TRANSLATOR_GRAPHITE_MIST,1.0,950,-4244.5,-4.467894736842105
train_d2_test_d3d4,TRANSLATOR_GRAPHITE_MIST,1.25,583,-2301.5,-3.9476843910806174
train_d2_test_d3d4,TRANSLATOR_GRAPHITE_MIST,1.5,373,-807.5,-2.1648793565683646
train_d2_test_d3d4,TRANSLATOR_VOID_BLUE,0.5,1877,-8073.0,-4.301012253596164
train_d2_test_d3d4,TRANSLATOR_VOID_BLUE,0.75,1146,-5371.5,-4.68717277486911
train_d2_test_d3d4,TRANSLATOR_VOID_BLUE,1.0,651,-2521.0,-3.8725038402457757
train_d2_test_d3d4,TRANSLATOR_VOID_BLUE,1.25,372,-1444.0,-3.881720430107527
train_d2_test_d3d4,TRANSLATOR_VOID_BLUE,1.5,212,-601.0,-2.8349056603773586
train_d2_test_d3d4,PANEL_1X2,0.5,1342,-8539.5,-6.363263785394933
train_d2_test_d3d4,PANEL_1X2,0.75,665,-3307.0,-4.972932330827068
train_d2_test_d3d4,PANEL_1X2,1.0,309,-1167.5,-3.77831715210356
train_d2_test_d3d4,PANEL_1X2,1.25,155,-558.5,-3.6032258064516127
train_d2_test_d3d4,PANEL_1X2,1.5,99,-78.5,-0.7929292929292929
train_d2_test_d3d4,PANEL_2X2,0.5,2642,-10291.0,-3.8951551854655566
train_d2_test_d3d4,PANEL_2X2,0.75,2026,-8159.0,-4.027147087857848
train_d2_test_d3d4,PANEL_2X2,1.0,1485,-6187.5,-4.166666666666667
train_d2_test_d3d4,PANEL_2X2,1.25,996,-4378.0,-4.395582329317269
train_d2_test_d3d4,PANEL_2X2,1.5,620,-2732.5,-4.407258064516129
train_d2_test_d3d4,PANEL_1X4,0.5,2502,-10700.0,-4.276578737010392
train_d2_test_d3d4,PANEL_1X4,0.75,1860,-8290.0,-4.456989247311828
train_d2_test_d3d4,PANEL_1X4,1.0,1359,-5600.5,-4.121044885945548
train_d2_test_d3d4,PANEL_1X4,1.25,967,-3482.0,-3.6008273009307135
train_d2_test_d3d4,PANEL_1X4,1.5,667,-1880.5,-2.8193403298350823
train_d2_test_d3d4,PANEL_2X4,0.5,1559,-8700.5,-5.580821039127646
train_d2_test_d3d4,PANEL_2X4,0.75,833,-3990.5,-4.790516206482593
train_d2_test_d3d4,PANEL_2X4,1.0,405,-1326.0,-3.274074074074074
train_d2_test_d3d4,PANEL_2X4,1.25,214,-703.5,-3.2873831775700935
train_d2_test_d3d4,PANEL_2X4,1.5,132,-303.5,-2.2992424242424243
train_d2_test_d3d4,PANEL_4X4,0.5,2472,-11229.0,-4.54247572815534
train_d2_test_d3d4,PANEL_4X4,0.75,1821,-8334.5,-4.5768808347062055
train_d2_test_d3d4,PANEL_4X4,1.0,1288,-6273.5,-4.870729813664596
train_d2_test_d3d4,PANEL_4X4,1.25,884,-3443.0,-3.8947963800904977
train_d2_test_d3d4,PANEL_4X4,1.5,621,-2963.0,-4.7713365539452495
train_d2_test_d3d4,OXYGEN_SHAKE_MORNING_BREATH,0.5,3351,-21957.5,-6.552521635332736
train_d2_test_d3d4,OXYGEN_SHAKE_MORNING_BREATH,0.75,2909,-18011.5,-6.191646613956686
train_d2_test_d3d4,OXYGEN_SHAKE_MORNING_BREATH,1.0,2418,-14697.0,-6.078163771712159
train_d2_test_d3d4,OXYGEN_SHAKE_MORNING_BREATH,1.25,1957,-12190.5,-6.22917731221257
train_d2_test_d3d4,OXYGEN_SHAKE_MORNING_BREATH,1.5,1551,-9325.0,-6.012250161186332
train_d2_test_d3d4,OXYGEN_SHAKE_EVENING_BREATH,0.5,2195,-12008.0,-5.470615034168565
train_d2_test_d3d4,OXYGEN_SHAKE_EVENING_BREATH,0.75,1461,-8185.0,-5.602327173169062
train_d2_test_d3d4,OXYGEN_SHAKE_EVENING_BREATH,1.0,916,-4978.0,-5.434497816593886
train_d2_test_d3d4,OXYGEN_SHAKE_EVENING_BREATH,1.25,543,-2757.0,-5.077348066298343
train_d2_test_d3d4,OXYGEN_SHAKE_EVENING_BREATH,1.5,329,-1157.0,-3.5167173252279635
train_d2_test_d3d4,OXYGEN_SHAKE_MINT,0.5,2246,-11931.0,-5.312110418521817
train_d2_test_d3d4,OXYGEN_SHAKE_MINT,0.75,1523,-8059.5,-5.291858174655285
train_d2_test_d3d4,OXYGEN_SHAKE_MINT,1.0,958,-4395.0,-4.587682672233821
train_d2_test_d3d4,OXYGEN_SHAKE_MINT,1.25,640,-2559.5,-3.99921875
train_d2_test_d3d4,OXYGEN_SHAKE_MINT,1.5,398,-1221.0,-3.0678391959798996
train_d2_test_d3d4,OXYGEN_SHAKE_CHOCOLATE,0.5,1811,-10479.0,-5.786305908337935
train_d2_test_d3d4,OXYGEN_SHAKE_CHOCOLATE,0.75,1036,-5658.0,-5.461389961389961
train_d2_test_d3d4,OXYGEN_SHAKE_CHOCOLATE,1.0,558,-2514.0,-4.505376344086022
train_d2_test_d3d4,OXYGEN_SHAKE_CHOCOLATE,1.25,296,-791.0,-2.6722972972972974
train_d2_test_d3d4,OXYGEN_SHAKE_CHOCOLATE,1.5,191,5.5,0.028795811518324606
train_d2_test_d3d4,OXYGEN_SHAKE_GARLIC,0.5,1552,-10595.5,-6.826997422680412
train_d2_test_d3d4,OXYGEN_SHAKE_GARLIC,0.75,745,-5350.5,-7.181879194630873
train_d2_test_d3d4,OXYGEN_SHAKE_GARLIC,1.0,292,-1968.0,-6.739726027397261
train_d2_test_d3d4,OXYGEN_SHAKE_GARLIC,1.25,80,-536.5,-6.70625
train_d2_test_d3d4,OXYGEN_SHAKE_GARLIC,1.5,29,-268.0,-9.241379310344827
train_d2_test_d3d4,SNACKPACK_CHOCOLATE,0.5,407,-2592.5,-6.3697788697788695
train_d2_test_d3d4,SNACKPACK_CHOCOLATE,0.75,170,-596.0,-3.5058823529411764
train_d2_test_d3d4,SNACKPACK_CHOCOLATE,1.0,119,-182.5,-1.5336134453781514
train_d2_test_d3d4,SNACKPACK_CHOCOLATE,1.25,100,-123.5,-1.235
train_d2_test_d3d4,SNACKPACK_CHOCOLATE,1.5,87,-173.5,-1.9942528735632183
train_d2_test_d3d4,SNACKPACK_VANILLA,0.5,450,-3485.0,-7.7444444444444445
train_d2_test_d3d4,SNACKPACK_VANILLA,0.75,142,-707.5,-4.982394366197183
train_d2_test_d3d4,SNACKPACK_VANILLA,1.0,79,-346.5,-4.386075949367089
train_d2_test_d3d4,SNACKPACK_VANILLA,1.25,51,-202.5,-3.9705882352941178
train_d2_test_d3d4,SNACKPACK_VANILLA,1.5,42,-207.5,-4.940476190476191
train_d2_test_d3d4,SNACKPACK_PISTACHIO,0.5,369,-2254.0,-6.10840108401084
train_d2_test_d3d4,SNACKPACK_PISTACHIO,0.75,86,-126.5,-1.4709302325581395
train_d2_test_d3d4,SNACKPACK_PISTACHIO,1.0,48,-23.5,-0.4895833333333333
train_d2_test_d3d4,SNACKPACK_PISTACHIO,1.25,40,20.5,0.5125
train_d2_test_d3d4,SNACKPACK_PISTACHIO,1.5,27,13.5,0.5
train_d2_test_d3d4,SNACKPACK_STRAWBERRY,0.5,393,-2912.5,-7.410941475826972
train_d2_test_d3d4,SNACKPACK_STRAWBERRY,0.75,111,-110.0,-0.990990990990991
train_d2_test_d3d4,SNACKPACK_STRAWBERRY,1.0,56,40.5,0.7232142857142857
train_d2_test_d3d4,SNACKPACK_STRAWBERRY,1.25,36,212.5,5.902777777777778
train_d2_test_d3d4,SNACKPACK_STRAWBERRY,1.5,26,228.5,8.788461538461538
train_d2_test_d3d4,SNACKPACK_RASPBERRY,0.5,860,-6137.0,-7.136046511627907
train_d2_test_d3d4,SNACKPACK_RASPBERRY,0.75,301,-1393.0,-4.627906976744186
train_d2_test_d3d4,SNACKPACK_RASPBERRY,1.0,128,-128.0,-1.0
train_d2_test_d3d4,SNACKPACK_RASPBERRY,1.25,69,147.0,2.130434782608696
train_d2_test_d3d4,SNACKPACK_RASPBERRY,1.5,53,177.5,3.349056603773585
train_d2d3_test_d4,GALAXY_SOUNDS_DARK_MATTER,0.5,968,-5456.0,-5.636363636363637
train_d2d3_test_d4,GALAXY_SOUNDS_DARK_MATTER,0.75,498,-2685.5,-5.392570281124498
train_d2d3_test_d4,GALAXY_SOUNDS_DARK_MATTER,1.0,180,-406.0,-2.2555555555555555
train_d2d3_test_d4,GALAXY_SOUNDS_DARK_MATTER,1.25,59,-205.0,-3.4745762711864407
train_d2d3_test_d4,GALAXY_SOUNDS_DARK_MATTER,1.5,35,-67.0,-1.9142857142857144
train_d2d3_test_d4,GALAXY_SOUNDS_BLACK_HOLES,0.5,354,-1842.5,-5.204802259887006
train_d2d3_test_d4,GALAXY_SOUNDS_BLACK_HOLES,0.75,101,-746.0,-7.3861386138613865
train_d2d3_test_d4,GALAXY_SOUNDS_BLACK_HOLES,1.0,40,-193.5,-4.8375
train_d2d3_test_d4,GALAXY_SOUNDS_BLACK_HOLES,1.25,21,-61.5,-2.9285714285714284
train_d2d3_test_d4,GALAXY_SOUNDS_BLACK_HOLES,1.5,12,-135.0,-11.25
train_d2d3_test_d4,GALAXY_SOUNDS_PLANETARY_RINGS,0.5,490,-3181.5,-6.492857142857143
train_d2d3_test_d4,GALAXY_SOUNDS_PLANETARY_RINGS,0.75,197,-643.5,-3.266497461928934
train_d2d3_test_d4,GALAXY_SOUNDS_PLANETARY_RINGS,1.0,97,-400.0,-4.123711340206185
train_d2d3_test_d4,GALAXY_SOUNDS_PLANETARY_RINGS,1.25,52,265.5,5.105769230769231
train_d2d3_test_d4,GALAXY_SOUNDS_PLANETARY_RINGS,1.5,37,186.5,5.04054054054054
train_d2d3_test_d4,GALAXY_SOUNDS_SOLAR_WINDS,0.5,218,-1145.0,-5.252293577981652
train_d2d3_test_d4,GALAXY_SOUNDS_SOLAR_WINDS,0.75,67,-64.0,-0.9552238805970149
train_d2d3_test_d4,GALAXY_SOUNDS_SOLAR_WINDS,1.0,35,-55.0,-1.5714285714285714
train_d2d3_test_d4,GALAXY_SOUNDS_SOLAR_WINDS,1.25,19,72.5,3.8157894736842106
train_d2d3_test_d4,GALAXY_SOUNDS_SOLAR_WINDS,1.5,11,62.5,5.681818181818182
train_d2d3_test_d4,GALAXY_SOUNDS_SOLAR_FLAMES,0.5,345,-2727.5,-7.905797101449275
train_d2d3_test_d4,GALAXY_SOUNDS_SOLAR_FLAMES,0.75,112,-721.5,-6.441964285714286
train_d2d3_test_d4,GALAXY_SOUNDS_SOLAR_FLAMES,1.0,46,-221.5,-4.815217391304348
train_d2d3_test_d4,GALAXY_SOUNDS_SOLAR_FLAMES,1.25,30,-195.0,-6.5
train_d2d3_test_d4,GALAXY_SOUNDS_SOLAR_FLAMES,1.5,21,-69.0,-3.2857142857142856
train_d2d3_test_d4,SLEEP_POD_SUEDE,0.5,1024,-4977.5,-4.86083984375
train_d2d3_test_d4,SLEEP_POD_SUEDE,0.75,638,-3392.0,-5.316614420062696
train_d2d3_test_d4,SLEEP_POD_SUEDE,1.0,379,-1403.0,-3.7018469656992083
train_d2d3_test_d4,SLEEP_POD_SUEDE,1.25,199,-516.0,-2.592964824120603
train_d2d3_test_d4,SLEEP_POD_SUEDE,1.5,103,-290.0,-2.8155339805825244
train_d2d3_test_d4,SLEEP_POD_LAMB_WOOL,0.5,763,-3426.5,-4.490825688073395
