split,product,threshold_mult,n_trades_proxy,proxy_edge_sum,proxy_edge_mean
loo_test_d4,SLEEP_POD_LAMB_WOOL,1.25,97,-378.0,-3.8969072164948453
loo_test_d4,SLEEP_POD_LAMB_WOOL,1.5,52,-26.0,-0.5
loo_test_d4,SLEEP_POD_POLYESTER,0.5,620,-3462.5,-5.584677419354839
loo_test_d4,SLEEP_POD_POLYESTER,0.75,289,-1338.0,-4.629757785467128
loo_test_d4,SLEEP_POD_POLYESTER,1.0,123,-374.0,-3.040650406504065
loo_test_d4,SLEEP_POD_POLYESTER,1.25,41,-17.5,-0.4268292682926829
loo_test_d4,SLEEP_POD_POLYESTER,1.5,15,107.5,7.166666666666667
loo_test_d4,SLEEP_POD_NYLON,0.5,625,-2244.5,-3.5912
loo_test_d4,SLEEP_POD_NYLON,0.75,269,-655.0,-2.4349442379182156
loo_test_d4,SLEEP_POD_NYLON,1.0,112,-27.5,-0.24553571428571427
loo_test_d4,SLEEP_POD_NYLON,1.25,75,107.5,1.4333333333333333
loo_test_d4,SLEEP_POD_NYLON,1.5,48,89.0,1.8541666666666667
loo_test_d4,SLEEP_POD_COTTON,0.5,806,-3364.5,-4.174317617866005
loo_test_d4,SLEEP_POD_COTTON,0.75,424,-1327.0,-3.1297169811320753
loo_test_d4,SLEEP_POD_COTTON,1.0,195,-651.0,-3.3384615384615386
loo_test_d4,SLEEP_POD_COTTON,1.25,87,134.5,1.5459770114942528
loo_test_d4,SLEEP_POD_COTTON,1.5,45,11.0,0.24444444444444444
loo_test_d4,MICROCHIP_CIRCLE,0.5,955,-5385.5,-5.639267015706806
loo_test_d4,MICROCHIP_CIRCLE,0.75,543,-3074.0,-5.661141804788214
loo_test_d4,MICROCHIP_CIRCLE,1.0,266,-1235.0,-4.642857142857143
loo_test_d4,MICROCHIP_CIRCLE,1.25,116,-464.0,-4.0
loo_test_d4,MICROCHIP_CIRCLE,1.5,56,-391.5,-6.991071428571429
loo_test_d4,MICROCHIP_OVAL,0.5,1257,-3046.0,-2.4232299124900556
loo_test_d4,MICROCHIP_OVAL,0.75,958,-2127.0,-2.220250521920668
loo_test_d4,MICROCHIP_OVAL,1.0,707,-1255.0,-1.775106082036775
loo_test_d4,MICROCHIP_OVAL,1.25,491,-454.5,-0.9256619144602851
loo_test_d4,MICROCHIP_OVAL,1.5,359,-560.5,-1.5612813370473537
loo_test_d4,MICROCHIP_SQUARE,0.5,1765,-14099.5,-7.988385269121813
loo_test_d4,MICROCHIP_SQUARE,0.75,1596,-12442.5,-7.796052631578948
loo_test_d4,MICROCHIP_SQUARE,1.0,1393,-10406.0,-7.470208183776023
loo_test_d4,MICROCHIP_SQUARE,1.25,1164,-8987.5,-7.721219931271477
loo_test_d4,MICROCHIP_SQUARE,1.5,920,-6803.5,-7.395108695652174
loo_test_d4,MICROCHIP_RECTANGLE,0.5,1750,-7291.5,-4.166571428571428
loo_test_d4,MICROCHIP_RECTANGLE,0.75,1562,-6353.0,-4.067221510883483
loo_test_d4,MICROCHIP_RECTANGLE,1.0,1325,-5738.0,-4.330566037735849
loo_test_d4,MICROCHIP_RECTANGLE,1.25,1092,-3755.5,-3.4391025641025643
loo_test_d4,MICROCHIP_RECTANGLE,1.5,858,-2562.5,-2.9865967365967365
loo_test_d4,MICROCHIP_TRIANGLE,0.5,1249,-4985.5,-3.991593274619696
loo_test_d4,MICROCHIP_TRIANGLE,0.75,907,-3414.0,-3.7640573318632855
loo_test_d4,MICROCHIP_TRIANGLE,1.0,637,-2934.0,-4.60596546310832
loo_test_d4,MICROCHIP_TRIANGLE,1.25,426,-1910.5,-4.484741784037559
loo_test_d4,MICROCHIP_TRIANGLE,1.5,288,-969.5,-3.3663194444444446
loo_test_d4,PEBBLES_XS,0.5,1308,-3291.0,-2.5160550458715596
loo_test_d4,PEBBLES_XS,0.75,997,-2671.5,-2.6795386158475427
loo_test_d4,PEBBLES_XS,1.0,735,-1863.0,-2.5346938775510206
loo_test_d4,PEBBLES_XS,1.25,525,-1588.0,-3.0247619047619048
loo_test_d4,PEBBLES_XS,1.5,375,-824.5,-2.1986666666666665
loo_test_d4,PEBBLES_S,0.5,1097,-4611.0,-4.203281677301732
loo_test_d4,PEBBLES_S,0.75,749,-2184.5,-2.916555407209613
loo_test_d4,PEBBLES_S,1.0,504,-1031.0,-2.0456349206349205
loo_test_d4,PEBBLES_S,1.25,336,-816.0,-2.4285714285714284
loo_test_d4,PEBBLES_S,1.5,205,-412.0,-2.0097560975609756
loo_test_d4,PEBBLES_M,0.5,477,-3469.0,-7.272536687631027
loo_test_d4,PEBBLES_M,0.75,204,-1822.0,-8.931372549019608
loo_test_d4,PEBBLES_M,1.0,95,-835.0,-8.789473684210526
loo_test_d4,PEBBLES_M,1.25,53,-417.0,-7.867924528301887
loo_test_d4,PEBBLES_M,1.5,38,-272.0,-7.157894736842105
loo_test_d4,PEBBLES_L,0.5,704,-4769.5,-6.774857954545454
loo_test_d4,PEBBLES_L,0.75,351,-1847.5,-5.263532763532764
loo_test_d4,PEBBLES_L,1.0,191,-661.5,-3.4633507853403143
loo_test_d4,PEBBLES_L,1.25,105,-97.0,-0.9238095238095239
loo_test_d4,PEBBLES_L,1.5,59,168.5,2.8559322033898304
loo_test_d4,PEBBLES_XL,0.5,1026,-9286.5,-9.051169590643275
loo_test_d4,PEBBLES_XL,0.75,682,-5142.5,-7.540322580645161
loo_test_d4,PEBBLES_XL,1.0,410,-2379.0,-5.802439024390244
loo_test_d4,PEBBLES_XL,1.25,221,-357.0,-1.6153846153846154
loo_test_d4,PEBBLES_XL,1.5,132,-213.0,-1.6136363636363635
loo_test_d4,ROBOT_VACUUMING,0.5,1121,-3614.0,-3.223907225691347
loo_test_d4,ROBOT_VACUUMING,0.75,767,-2101.0,-2.7392438070404173
loo_test_d4,ROBOT_VACUUMING,1.0,519,-1034.0,-1.9922928709055876
loo_test_d4,ROBOT_VACUUMING,1.25,323,-828.5,-2.565015479876161
loo_test_d4,ROBOT_VACUUMING,1.5,209,-845.0,-4.043062200956938
loo_test_d4,ROBOT_MOPPING,0.5,749,-2142.0,-2.8598130841121496
loo_test_d4,ROBOT_MOPPING,0.75,386,-864.0,-2.238341968911917
loo_test_d4,ROBOT_MOPPING,1.0,178,-310.0,-1.7415730337078652
loo_test_d4,ROBOT_MOPPING,1.25,90,-100.5,-1.1166666666666667
loo_test_d4,ROBOT_MOPPING,1.5,46,107.0,2.3260869565217392
loo_test_d4,ROBOT_DISHES,0.5,1324,-2352.0,-1.7764350453172206
loo_test_d4,ROBOT_DISHES,0.75,1055,-2429.5,-2.302843601895735
loo_test_d4,ROBOT_DISHES,1.0,793,-2029.5,-2.559268600252207
loo_test_d4,ROBOT_DISHES,1.25,561,-1524.5,-2.7174688057040997
loo_test_d4,ROBOT_DISHES,1.5,355,-324.0,-0.9126760563380282
loo_test_d4,ROBOT_LAUNDRY,0.5,1015,-3163.0,-3.116256157635468
loo_test_d4,ROBOT_LAUNDRY,0.75,670,-2401.5,-3.584328358208955
loo_test_d4,ROBOT_LAUNDRY,1.0,404,-1404.0,-3.4752475247524752
loo_test_d4,ROBOT_LAUNDRY,1.25,252,-1008.5,-4.001984126984127
loo_test_d4,ROBOT_LAUNDRY,1.5,145,-551.0,-3.8
loo_test_d4,ROBOT_IRONING,0.5,1220,-2336.5,-1.9151639344262295
loo_test_d4,ROBOT_IRONING,0.75,904,-1577.5,-1.7450221238938053
loo_test_d4,ROBOT_IRONING,1.0,635,-1311.0,-2.0645669291338584
loo_test_d4,ROBOT_IRONING,1.25,413,-541.5,-1.311138014527845
loo_test_d4,ROBOT_IRONING,1.5,262,212.5,0.8110687022900763
loo_test_d4,UV_VISOR_YELLOW,0.5,481,-3518.5,-7.314968814968815
loo_test_d4,UV_VISOR_YELLOW,0.75,220,-966.5,-4.3931818181818185
loo_test_d4,UV_VISOR_YELLOW,1.0,118,-365.0,-3.093220338983051
loo_test_d4,UV_VISOR_YELLOW,1.25,56,149.5,2.669642857142857
loo_test_d4,UV_VISOR_YELLOW,1.5,36,61.0,1.6944444444444444
loo_test_d4,UV_VISOR_AMBER,0.5,798,-3512.0,-4.401002506265664
loo_test_d4,UV_VISOR_AMBER,0.75,421,-1785.5,-4.241092636579572
loo_test_d4,UV_VISOR_AMBER,1.0,214,-839.0,-3.9205607476635516
loo_test_d4,UV_VISOR_AMBER,1.25,123,-314.0,-2.5528455284552845
loo_test_d4,UV_VISOR_AMBER,1.5,78,-20.0,-0.2564102564102564
loo_test_d4,UV_VISOR_ORANGE,0.5,350,-2226.0,-6.36
loo_test_d4,UV_VISOR_ORANGE,0.75,109,-299.5,-2.7477064220183487
loo_test_d4,UV_VISOR_ORANGE,1.0,49,133.0,2.7142857142857144
loo_test_d4,UV_VISOR_ORANGE,1.25,36,242.0,6.722222222222222
loo_test_d4,UV_VISOR_ORANGE,1.5,26,115.0,4.423076923076923
loo_test_d4,UV_VISOR_RED,0.5,367,-1603.0,-4.367847411444142
loo_test_d4,UV_VISOR_RED,0.75,136,-410.5,-3.0183823529411766
loo_test_d4,UV_VISOR_RED,1.0,70,-188.0,-2.6857142857142855
loo_test_d4,UV_VISOR_RED,1.25,49,-12.5,-0.25510204081632654
loo_test_d4,UV_VISOR_RED,1.5,41,-92.5,-2.2560975609756095
loo_test_d4,UV_VISOR_MAGENTA,0.5,456,-2717.0,-5.958333333333333
loo_test_d4,UV_VISOR_MAGENTA,0.75,180,-730.0,-4.055555555555555
loo_test_d4,UV_VISOR_MAGENTA,1.0,94,-79.0,-0.8404255319148937
loo_test_d4,UV_VISOR_MAGENTA,1.25,62,-101.0,-1.6290322580645162
loo_test_d4,UV_VISOR_MAGENTA,1.5,47,133.5,2.8404255319148937
loo_test_d4,TRANSLATOR_SPACE_GRAY,0.5,716,-3648.0,-5.094972067039106
loo_test_d4,TRANSLATOR_SPACE_GRAY,0.75,351,-1749.5,-4.984330484330484
loo_test_d4,TRANSLATOR_SPACE_GRAY,1.0,158,-1067.0,-6.753164556962025
loo_test_d4,TRANSLATOR_SPACE_GRAY,1.25,85,-539.0,-6.341176470588235
loo_test_d4,TRANSLATOR_SPACE_GRAY,1.5,56,-489.5,-8.741071428571429
loo_test_d4,TRANSLATOR_ASTRO_BLACK,0.5,644,-2543.5,-3.9495341614906834
loo_test_d4,TRANSLATOR_ASTRO_BLACK,0.75,286,-699.5,-2.445804195804196
loo_test_d4,TRANSLATOR_ASTRO_BLACK,1.0,122,19.5,0.1598360655737705
loo_test_d4,TRANSLATOR_ASTRO_BLACK,1.25,62,154.0,2.4838709677419355
loo_test_d4,TRANSLATOR_ASTRO_BLACK,1.5,35,188.5,5.385714285714286
loo_test_d4,TRANSLATOR_ECLIPSE_CHARCOAL,0.5,915,-3706.5,-4.050819672131148
loo_test_d4,TRANSLATOR_ECLIPSE_CHARCOAL,0.75,546,-1625.0,-2.9761904761904763
loo_test_d4,TRANSLATOR_ECLIPSE_CHARCOAL,1.0,277,-805.0,-2.9061371841155235
loo_test_d4,TRANSLATOR_ECLIPSE_CHARCOAL,1.25,138,-413.5,-2.996376811594203
loo_test_d4,TRANSLATOR_ECLIPSE_CHARCOAL,1.5,71,-30.0,-0.4225352112676056
loo_test_d4,TRANSLATOR_GRAPHITE_MIST,0.5,679,-1907.5,-2.8092783505154637
loo_test_d4,TRANSLATOR_GRAPHITE_MIST,0.75,338,-901.0,-2.665680473372781
loo_test_d4,TRANSLATOR_GRAPHITE_MIST,1.0,172,-387.0,-2.25
loo_test_d4,TRANSLATOR_GRAPHITE_MIST,1.25,86,-104.5,-1.2151162790697674
loo_test_d4,TRANSLATOR_GRAPHITE_MIST,1.5,56,-35.5,-0.6339285714285714
loo_test_d4,TRANSLATOR_VOID_BLUE,0.5,753,-4407.5,-5.853253652058433
loo_test_d4,TRANSLATOR_VOID_BLUE,0.75,374,-2221.0,-5.938502673796791
loo_test_d4,TRANSLATOR_VOID_BLUE,1.0,180,-993.0,-5.516666666666667
loo_test_d4,TRANSLATOR_VOID_BLUE,1.25,84,-285.5,-3.3988095238095237
loo_test_d4,TRANSLATOR_VOID_BLUE,1.5,43,-37.5,-0.872093023255814
loo_test_d4,PANEL_1X2,0.5,329,-1811.5,-5.506079027355623
loo_test_d4,PANEL_1X2,0.75,109,-319.0,-2.926605504587156
loo_test_d4,PANEL_1X2,1.0,72,-45.5,-0.6319444444444444
loo_test_d4,PANEL_1X2,1.25,56,48.5,0.8660714285714286
loo_test_d4,PANEL_1X2,1.5,43,85.5,1.9883720930232558
loo_test_d4,PANEL_2X2,0.5,811,-4479.5,-5.523427866831073
loo_test_d4,PANEL_2X2,0.75,439,-2137.0,-4.867881548974943
loo_test_d4,PANEL_2X2,1.0,254,-1352.0,-5.322834645669292
loo_test_d4,PANEL_2X2,1.25,135,-739.5,-5.477777777777778
loo_test_d4,PANEL_2X2,1.5,84,-451.0,-5.369047619047619
loo_test_d4,PANEL_1X4,0.5,862,-2857.5,-3.3149651972157774
loo_test_d4,PANEL_1X4,0.75,504,-1724.0,-3.4206349206349205
loo_test_d4,PANEL_1X4,1.0,304,-1149.5,-3.78125
loo_test_d4,PANEL_1X4,1.25,185,-533.0,-2.881081081081081
loo_test_d4,PANEL_1X4,1.5,101,-288.0,-2.8514851485148514
loo_test_d4,PANEL_2X4,0.5,518,-2424.0,-4.67953667953668
loo_test_d4,PANEL_2X4,0.75,214,-827.0,-3.864485981308411
loo_test_d4,PANEL_2X4,1.0,101,-296.0,-2.9306930693069306
loo_test_d4,PANEL_2X4,1.25,46,-20.0,-0.43478260869565216
loo_test_d4,PANEL_2X4,1.5,41,33.5,0.8170731707317073
loo_test_d4,PANEL_4X4,0.5,700,-4144.0,-5.92
loo_test_d4,PANEL_4X4,0.75,313,-1433.5,-4.579872204472843
loo_test_d4,PANEL_4X4,1.0,133,-670.5,-5.041353383458647
loo_test_d4,PANEL_4X4,1.25,56,-429.5,-7.669642857142857
loo_test_d4,PANEL_4X4,1.5,28,-252.0,-9.0
loo_test_d4,OXYGEN_SHAKE_MORNING_BREATH,0.5,383,-2428.5,-6.3407310704960835
loo_test_d4,OXYGEN_SHAKE_MORNING_BREATH,0.75,118,-998.5,-8.461864406779661
loo_test_d4,OXYGEN_SHAKE_MORNING_BREATH,1.0,55,-457.5,-8.318181818181818
loo_test_d4,OXYGEN_SHAKE_MORNING_BREATH,1.25,40,-373.5,-9.3375
loo_test_d4,OXYGEN_SHAKE_MORNING_BREATH,1.5,29,-419.0,-14.448275862068966
loo_test_d4,OXYGEN_SHAKE_EVENING_BREATH,0.5,707,-3592.0,-5.08062234794908
loo_test_d4,OXYGEN_SHAKE_EVENING_BREATH,0.75,335,-1243.0,-3.71044776119403
loo_test_d4,OXYGEN_SHAKE_EVENING_BREATH,1.0,169,-440.0,-2.603550295857988
loo_test_d4,OXYGEN_SHAKE_EVENING_BREATH,1.25,96,-371.0,-3.8645833333333335
loo_test_d4,OXYGEN_SHAKE_EVENING_BREATH,1.5,61,-51.0,-0.8360655737704918
loo_test_d4,OXYGEN_SHAKE_MINT,0.5,544,-2629.0,-4.832720588235294
loo_test_d4,OXYGEN_SHAKE_MINT,0.75,224,-768.5,-3.4308035714285716
loo_test_d4,OXYGEN_SHAKE_MINT,1.0,101,-235.0,-2.3267326732673266
loo_test_d4,OXYGEN_SHAKE_MINT,1.25,59,-92.0,-1.5593220338983051
loo_test_d4,OXYGEN_SHAKE_MINT,1.5,49,9.5,0.19387755102040816
loo_test_d4,OXYGEN_SHAKE_CHOCOLATE,0.5,634,-3305.5,-5.2137223974763405
loo_test_d4,OXYGEN_SHAKE_CHOCOLATE,0.75,320,-1206.5,-3.7703125
loo_test_d4,OXYGEN_SHAKE_CHOCOLATE,1.0,171,-85.0,-0.49707602339181284
loo_test_d4,OXYGEN_SHAKE_CHOCOLATE,1.25,114,19.0,0.16666666666666666
loo_test_d4,OXYGEN_SHAKE_CHOCOLATE,1.5,97,108.5,1.1185567010309279
loo_test_d4,OXYGEN_SHAKE_GARLIC,0.5,217,-1255.5,-5.785714285714286
loo_test_d4,OXYGEN_SHAKE_GARLIC,0.75,66,-169.0,-2.5606060606060606
loo_test_d4,OXYGEN_SHAKE_GARLIC,1.0,25,-62.0,-2.48
loo_test_d4,OXYGEN_SHAKE_GARLIC,1.25,15,-32.0,-2.1333333333333333
loo_test_d4,OXYGEN_SHAKE_GARLIC,1.5,6,65.0,10.833333333333334
loo_test_d4,SNACKPACK_CHOCOLATE,0.5,102,-347.5,-3.406862745098039
loo_test_d4,SNACKPACK_CHOCOLATE,0.75,70,-99.5,-1.4214285714285715
loo_test_d4,SNACKPACK_CHOCOLATE,1.0,59,-103.0,-1.7457627118644068
loo_test_d4,SNACKPACK_CHOCOLATE,1.25,54,-113.5,-2.1018518518518516
loo_test_d4,SNACKPACK_CHOCOLATE,1.5,44,-117.5,-2.6704545454545454
loo_test_d4,SNACKPACK_VANILLA,0.5,61,-348.0,-5.704918032786885
loo_test_d4,SNACKPACK_VANILLA,0.75,23,-91.0,-3.9565217391304346
loo_test_d4,SNACKPACK_VANILLA,1.0,15,-23.0,-1.5333333333333334
loo_test_d4,SNACKPACK_VANILLA,1.25,13,-23.5,-1.8076923076923077
loo_test_d4,SNACKPACK_VANILLA,1.5,7,-20.5,-2.9285714285714284
loo_test_d4,SNACKPACK_PISTACHIO,0.5,61,-17.0,-0.2786885245901639
loo_test_d4,SNACKPACK_PISTACHIO,0.75,47,51.5,1.0957446808510638
loo_test_d4,SNACKPACK_PISTACHIO,1.0,38,64.5,1.6973684210526316
loo_test_d4,SNACKPACK_PISTACHIO,1.25,23,68.5,2.9782608695652173
loo_test_d4,SNACKPACK_PISTACHIO,1.5,15,91.0,6.066666666666666
loo_test_d4,SNACKPACK_STRAWBERRY,0.5,114,-680.0,-5.964912280701754
loo_test_d4,SNACKPACK_STRAWBERRY,0.75,57,-102.5,-1.7982456140350878
loo_test_d4,SNACKPACK_STRAWBERRY,1.0,36,60.5,1.6805555555555556
loo_test_d4,SNACKPACK_STRAWBERRY,1.25,29,29.0,1.0
loo_test_d4,SNACKPACK_STRAWBERRY,1.5,24,81.0,3.375
loo_test_d4,SNACKPACK_RASPBERRY,0.5,122,-466.0,-3.819672131147541
loo_test_d4,SNACKPACK_RASPBERRY,0.75,47,3.0,0.06382978723404255
loo_test_d4,SNACKPACK_RASPBERRY,1.0,36,49.0,1.3611111111111112
loo_test_d4,SNACKPACK_RASPBERRY,1.25,30,55.5,1.85
loo_test_d4,SNACKPACK_RASPBERRY,1.5,22,16.5,0.75
