signal,product,horizon,threshold,day,count,mean_edge,total_edge,hit_rate,t_stat
premium_rolling_z,VEV_4000,10,1.0,1,905,-8.269060773480662,-7483.5,0.10165745856353592,-48.152121180280574
premium_rolling_z,VEV_4000,10,1.0,2,903,-8.585825027685493,-7753.0,0.08748615725359911,-51.058392374771216
premium_rolling_z,VEV_4000,10,1.0,3,910,-7.745604395604396,-7048.5,0.12087912087912088,-42.23426000560284
premium_rolling_z,VEV_4000,10,1.5,1,651,-7.373271889400922,-4800.0,0.141321044546851,-34.16164908672342
premium_rolling_z,VEV_4000,10,1.5,2,658,-7.875379939209727,-5182.0,0.12006079027355623,-36.87645276871252
premium_rolling_z,VEV_4000,10,1.5,3,628,-6.578025477707007,-4131.0,0.1751592356687898,-27.390733803782233
premium_rolling_z,VEV_4000,10,2.0,1,392,-5.353316326530612,-2098.5,0.23469387755102042,-17.910182385393036
premium_rolling_z,VEV_4000,10,2.0,2,371,-5.668463611859838,-2103.0,0.21293800539083557,-18.54004250224845
premium_rolling_z,VEV_4000,10,2.0,3,379,-4.052770448548813,-1536.0,0.29023746701846964,-12.905366252163288
premium_rolling_z,VEV_4000,10,2.5,1,274,-3.4215328467153285,-937.5,0.3357664233576642,-9.64367668473792
premium_rolling_z,VEV_4000,10,2.5,2,247,-3.3724696356275303,-833.0,0.31983805668016196,-9.455136260285364
premium_rolling_z,VEV_4000,10,2.5,3,269,-1.3271375464684014,-357.0,0.40892193308550184,-4.533258666947037
premium_rolling_z,VEV_4000,20,1.0,1,905,-8.159668508287293,-7384.5,0.1005524861878453,-41.870596739551644
premium_rolling_z,VEV_4000,20,1.0,2,902,-8.434035476718403,-7607.5,0.09312638580931264,-42.44344684991501
premium_rolling_z,VEV_4000,20,1.0,3,909,-7.87018701870187,-7154.0,0.12981298129812982,-36.64571042707927
