signal,product,horizon,threshold,day,count,mean_edge,total_edge,hit_rate,t_stat
premium_rolling_z,VEV_5400,5,1.5,3,2889,-0.5664589823468328,-1636.5,0.05053651782623745,-65.12438280704835
premium_rolling_z,VEV_5400,5,2.0,1,1429,-0.6343596920923723,-906.5,0.03918824352694192,-47.03380287448105
premium_rolling_z,VEV_5400,5,2.0,2,1371,-0.5733041575492341,-786.0,0.06272793581327499,-41.62034289365062
premium_rolling_z,VEV_5400,5,2.0,3,1508,-0.5560344827586207,-838.5,0.059018567639257294,-44.96475081016042
premium_rolling_z,VEV_5400,5,2.5,1,448,-0.6640625,-297.5,0.03794642857142857,-27.219444185648552
premium_rolling_z,VEV_5400,5,2.5,2,478,-0.5334728033472803,-255.0,0.07740585774058577,-22.925271345986477
premium_rolling_z,VEV_5400,5,2.5,3,675,-0.5466666666666666,-369.0,0.05925925925925926,-29.880165178251442
premium_rolling_z,VEV_5400,10,1.0,1,5694,-0.6950298559887601,-3957.5,0.07182999648753073,-82.92493116031278
premium_rolling_z,VEV_5400,10,1.0,2,5174,-0.5974101275608813,-3091.0,0.10572091225357556,-67.70457915816986
premium_rolling_z,VEV_5400,10,1.0,3,4572,-0.5699912510936133,-2606.0,0.09886264216972879,-67.67285565776612
premium_rolling_z,VEV_5400,10,1.5,1,3273,-0.6646807210510235,-2175.5,0.08004888481515429,-59.15157465424653
premium_rolling_z,VEV_5400,10,1.5,2,3034,-0.5678971654581411,-1723.0,0.11502966381015162,-49.442678807884896
premium_rolling_z,VEV_5400,10,1.5,3,2888,-0.5517659279778393,-1593.5,0.10560941828254848,-51.595759879925424
premium_rolling_z,VEV_5400,10,2.0,1,1428,-0.6372549019607843,-910.0,0.08403361344537816,-37.85091827047736
premium_rolling_z,VEV_5400,10,2.0,2,1371,-0.5189642596644785,-711.5,0.13274981765134938,-31.026103515232656
premium_rolling_z,VEV_5400,10,2.0,3,1508,-0.5391246684350133,-813.0,0.1213527851458886,-35.08197897573173
premium_rolling_z,VEV_5400,10,2.5,1,448,-0.6875,-308.0,0.08705357142857142,-21.740984613973186
premium_rolling_z,VEV_5400,10,2.5,2,478,-0.4790794979079498,-229.0,0.14853556485355648,-16.966598358541486
premium_rolling_z,VEV_5400,10,2.5,3,675,-0.5481481481481482,-370.0,0.1111111111111111,-24.55659891186999
premium_rolling_z,VEV_5400,20,1.0,1,5684,-0.7125263898662914,-4050.0,0.1324771287825475,-64.73203658152914
premium_rolling_z,VEV_5400,20,1.0,2,5164,-0.5731022463206816,-2959.5,0.16498838109992253,-51.89483470252182
premium_rolling_z,VEV_5400,20,1.0,3,4562,-0.5631302060499781,-2569.0,0.16396317404647084,-53.01322680834696
premium_rolling_z,VEV_5400,20,1.5,1,3266,-0.6794243723208818,-2219.0,0.1484996938150643,-46.02913372459621
premium_rolling_z,VEV_5400,20,1.5,2,3024,-0.5252976190476191,-1588.5,0.1775793650793651,-36.55406787180912
premium_rolling_z,VEV_5400,20,1.5,3,2878,-0.5337039610840861,-1536.0,0.17581653926337734,-39.29093344944742
premium_rolling_z,VEV_5400,20,2.0,1,1428,-0.6645658263305322,-949.0,0.14495798319327732,-30.032152662618646
premium_rolling_z,VEV_5400,20,2.0,2,1364,-0.41348973607038125,-564.0,0.21114369501466276,-19.830595831764672
premium_rolling_z,VEV_5400,20,2.0,3,1508,-0.5006631299734748,-755.0,0.1962864721485411,-25.714343039951935
premium_rolling_z,VEV_5400,20,2.5,1,448,-0.7109375,-318.5,0.16294642857142858,-16.86596546582567
premium_rolling_z,VEV_5400,20,2.5,2,477,-0.37945492662473795,-181.0,0.2138364779874214,-10.857586964148332
premium_rolling_z,VEV_5400,20,2.5,3,675,-0.522962962962963,-353.0,0.20296296296296296,-18.097621779491185
premium_rolling_z,VEV_5400,50,1.0,1,5654,-0.6906614785992218,-3905.0,0.24177573399363284,-39.778302524038764
premium_rolling_z,VEV_5400,50,1.0,2,5138,-0.5420397041650448,-2785.0,0.2543791358505255,-35.190804461745465
premium_rolling_z,VEV_5400,50,1.0,3,4548,-0.5400175901495162,-2456.0,0.2407651715039578,-37.01219982500262
premium_rolling_z,VEV_5400,50,1.5,1,3240,-0.6203703703703703,-2010.0,0.25308641975308643,-28.124593783069756
premium_rolling_z,VEV_5400,50,1.5,2,3002,-0.4975016655562958,-1493.5,0.2698201199200533,-25.317594555485524
premium_rolling_z,VEV_5400,50,1.5,3,2864,-0.4577513966480447,-1311.0,0.2810754189944134,-25.831385103509234
premium_rolling_z,VEV_5400,50,2.0,1,1413,-0.5290162774239208,-747.5,0.2625619249823071,-17.05185987197784
premium_rolling_z,VEV_5400,50,2.0,2,1350,-0.39814814814814814,-537.5,0.2785185185185185,-14.155458563511576
premium_rolling_z,VEV_5400,50,2.0,3,1508,-0.46949602122015915,-708.0,0.28249336870026526,-18.431155662630644
premium_rolling_z,VEV_5400,50,2.5,1,444,-0.6148648648648649,-273.0,0.23198198198198197,-11.311805619178486
premium_rolling_z,VEV_5400,50,2.5,2,475,-0.28,-133.0,0.3136842105263158,-6.056254591193921
premium_rolling_z,VEV_5400,50,2.5,3,675,-0.48,-324.0,0.24296296296296296,-13.817987981922556
premium_rolling_z,VEV_5400,100,1.0,1,5617,-0.7762150614206872,-4360.0,0.2948192985579491,-32.69118260834619
premium_rolling_z,VEV_5400,100,1.0,2,5104,-0.5071512539184952,-2588.5,0.3377742946708464,-23.410835349047886
premium_rolling_z,VEV_5400,100,1.0,3,4522,-0.517359575409111,-2339.5,0.2901371074745688,-26.98087347378021
premium_rolling_z,VEV_5400,100,1.5,1,3213,-0.6772486772486772,-2176.0,0.31061313414254593,-21.68537814329389
premium_rolling_z,VEV_5400,100,1.5,2,2977,-0.5226738327175008,-1556.0,0.34497816593886466,-18.65842153467813
premium_rolling_z,VEV_5400,100,1.5,3,2843,-0.4101301442138586,-1166.0,0.33028491030601476,-17.420721396510046
premium_rolling_z,VEV_5400,100,2.0,1,1404,-0.6054131054131054,-850.0,0.31339031339031337,-13.040053851926796
premium_rolling_z,VEV_5400,100,2.0,2,1340,-0.4951492537313433,-663.5,0.34701492537313433,-12.411409968617328
premium_rolling_z,VEV_5400,100,2.0,3,1508,-0.35245358090185674,-531.5,0.3793103448275862,-10.572856486360795
premium_rolling_z,VEV_5400,100,2.5,1,444,-0.6407657657657657,-284.5,0.2702702702702703,-8.124547018598655
premium_rolling_z,VEV_5400,100,2.5,2,475,-0.4073684210526316,-193.5,0.36210526315789476,-6.549877138087478
premium_rolling_z,VEV_5400,100,2.5,3,675,-0.2822222222222222,-190.5,0.38814814814814813,-6.442719690955069
premium_rolling_z,VEV_5500,1,1.0,1,4676,-0.5655474764756202,-2644.5,0.0014970059880239522,-143.89891307958956
premium_rolling_z,VEV_5500,1,1.0,2,3990,-0.537844611528822,-2146.0,0.0017543859649122807,-137.85153569841697
premium_rolling_z,VEV_5500,1,1.0,3,2502,-0.5203836930455635,-1302.0,0.004396482813749001,-107.74735253459485
premium_rolling_z,VEV_5500,1,1.5,1,2839,-0.5711518140190208,-1621.5,0.0021134202183867557,-105.72772634746777
premium_rolling_z,VEV_5500,1,1.5,2,2151,-0.5437006043700604,-1169.5,0.0023245002324500234,-90.23687865234524
premium_rolling_z,VEV_5500,1,1.5,3,1395,-0.5383512544802868,-751.0,0.005017921146953405,-72.5087565662969
premium_rolling_z,VEV_5500,1,2.0,1,1483,-0.5370869858395145,-796.5,0.0033715441672285905,-73.15652143416969
premium_rolling_z,VEV_5500,1,2.0,2,1173,-0.5451832907075874,-639.5,0.004262574595055414,-63.10597511212341
premium_rolling_z,VEV_5500,1,2.0,3,848,-0.5365566037735849,-455.0,0.007075471698113208,-52.20708551265782
premium_rolling_z,VEV_5500,1,2.5,1,662,-0.5294561933534743,-350.5,0.004531722054380665,-47.15048978434109
premium_rolling_z,VEV_5500,1,2.5,2,630,-0.5253968253968254,-331.0,0.006349206349206349,-43.207363097303
premium_rolling_z,VEV_5500,1,2.5,3,573,-0.5340314136125655,-306.0,0.006980802792321117,-41.96145547698306
premium_rolling_z,VEV_5500,5,1.0,1,4673,-0.5395891290391611,-2521.5,0.026107425636635994,-103.73799080539915
premium_rolling_z,VEV_5500,5,1.0,2,3986,-0.504390366281987,-2010.5,0.03361766181635725,-94.74576132904332
premium_rolling_z,VEV_5500,5,1.0,3,2502,-0.483013589128697,-1208.5,0.03996802557953637,-72.46286810599544
premium_rolling_z,VEV_5500,5,1.5,1,2839,-0.5424445227192674,-1540.0,0.029235646354350123,-76.8295357647998
premium_rolling_z,VEV_5500,5,1.5,2,2149,-0.48929734760353655,-1051.5,0.04792926942764077,-60.769874932430895
premium_rolling_z,VEV_5500,5,1.5,3,1395,-0.5032258064516129,-702.0,0.04516129032258064,-49.77871563029046
premium_rolling_z,VEV_5500,5,2.0,1,1483,-0.49460552933243424,-733.5,0.03843560350640594,-50.07070299908864
premium_rolling_z,VEV_5500,5,2.0,2,1171,-0.47608881298035866,-557.5,0.0623398804440649,-42.205853162534474
premium_rolling_z,VEV_5500,5,2.0,3,848,-0.4852594339622642,-411.5,0.0589622641509434,-33.912347827227585
premium_rolling_z,VEV_5500,5,2.5,1,662,-0.4780966767371601,-316.5,0.04229607250755287,-32.6315524410372
premium_rolling_z,VEV_5500,5,2.5,2,630,-0.44206349206349205,-278.5,0.09682539682539683,-25.87825565418008
premium_rolling_z,VEV_5500,5,2.5,3,573,-0.48429319371727747,-277.5,0.059336823734729496,-26.69661653652622
premium_rolling_z,VEV_5500,10,1.0,1,4669,-0.5309488113086314,-2479.0,0.05311629899336046,-87.75846406935813
premium_rolling_z,VEV_5500,10,1.0,2,3981,-0.48379804069329313,-1926.0,0.06455664405928159,-76.55985563210618
premium_rolling_z,VEV_5500,10,1.0,3,2502,-0.447841726618705,-1120.5,0.07434052757793765,-59.75818410516232
premium_rolling_z,VEV_5500,10,1.5,1,2835,-0.536331569664903,-1520.5,0.0582010582010582,-66.01859283040234
premium_rolling_z,VEV_5500,10,1.5,2,2149,-0.4539320614239181,-975.5,0.08515588645881805,-49.19981675651581
premium_rolling_z,VEV_5500,10,1.5,3,1395,-0.46308243727598564,-646.0,0.08602150537634409,-41.18535395825188
premium_rolling_z,VEV_5500,10,2.0,1,1481,-0.4783929777177583,-708.5,0.08237677245104659,-41.14537954882272
premium_rolling_z,VEV_5500,10,2.0,2,1171,-0.426131511528608,-499.0,0.10162254483347566,-34.43101344134056
premium_rolling_z,VEV_5500,10,2.0,3,848,-0.42806603773584906,-363.0,0.11674528301886793,-27.183400228734275
premium_rolling_z,VEV_5500,10,2.5,1,662,-0.438821752265861,-290.5,0.10120845921450151,-25.781353843036797
premium_rolling_z,VEV_5500,10,2.5,2,630,-0.36666666666666664,-231.0,0.14761904761904762,-20.417454713161632
premium_rolling_z,VEV_5500,10,2.5,3,573,-0.40924956369982546,-234.5,0.13263525305410123,-19.88834200975812
premium_rolling_z,VEV_5500,20,1.0,1,4662,-0.5201630201630202,-2425.0,0.09180609180609181,-72.93961246305403
premium_rolling_z,VEV_5500,20,1.0,2,3971,-0.45933014354066987,-1824.0,0.10752958952404935,-61.542895205787644
premium_rolling_z,VEV_5500,20,1.0,3,2502,-0.3852917665867306,-964.0,0.1334932054356515,-43.514687269474344
premium_rolling_z,VEV_5500,20,1.5,1,2828,-0.5238684582743989,-1481.5,0.09476661951909476,-56.527615004733406
premium_rolling_z,VEV_5500,20,1.5,2,2142,-0.4110644257703081,-880.5,0.12791783380018673,-40.10431100781468
premium_rolling_z,VEV_5500,20,1.5,3,1395,-0.4014336917562724,-560.0,0.14767025089605734,-30.736998184159418
premium_rolling_z,VEV_5500,20,2.0,1,1480,-0.475,-703.0,0.125,-35.112894663545596
premium_rolling_z,VEV_5500,20,2.0,2,1164,-0.3758591065292096,-437.5,0.1331615120274914,-28.298517100936202
premium_rolling_z,VEV_5500,20,2.0,3,848,-0.3490566037735849,-296.0,0.18867924528301888,-20.00468452471978
premium_rolling_z,VEV_5500,20,2.5,1,662,-0.45468277945619334,-301.0,0.13444108761329304,-22.662542872524128
premium_rolling_z,VEV_5500,20,2.5,2,630,-0.32142857142857145,-202.5,0.17777777777777778,-16.881501233689065
premium_rolling_z,VEV_5500,20,2.5,3,573,-0.2940663176265271,-168.5,0.23909249563699825,-13.019751605633166
premium_rolling_z,VEV_5500,50,1.0,1,4652,-0.5047291487532244,-2348.0,0.161865864144454,-50.469990314522065
premium_rolling_z,VEV_5500,50,1.0,2,3944,-0.4192444219066937,-1653.5,0.19371196754563894,-44.81417333058981
premium_rolling_z,VEV_5500,50,1.0,3,2502,-0.34312549960031974,-858.5,0.1926458832933653,-34.1647300325403
premium_rolling_z,VEV_5500,50,1.5,1,2818,-0.4886444286728176,-1377.0,0.15152590489709014,-39.70817759024529
premium_rolling_z,VEV_5500,50,1.5,2,2129,-0.418271488961954,-890.5,0.19163926726162517,-32.68846805357594
premium_rolling_z,VEV_5500,50,1.5,3,1395,-0.33297491039426524,-464.5,0.22867383512544803,-22.52127917780481
premium_rolling_z,VEV_5500,50,2.0,1,1474,-0.4257123473541384,-627.5,0.19063772048846675,-25.426984410785774
premium_rolling_z,VEV_5500,50,2.0,2,1152,-0.3810763888888889,-439.0,0.19010416666666666,-23.738250532211225
premium_rolling_z,VEV_5500,50,2.0,3,848,-0.2759433962264151,-234.0,0.28537735849056606,-13.915691868068027
premium_rolling_z,VEV_5500,50,2.5,1,656,-0.4176829268292683,-274.0,0.20121951219512196,-15.688683912013284
premium_rolling_z,VEV_5500,50,2.5,2,624,-0.3525641025641026,-220.0,0.1971153846153846,-16.31972366313006
premium_rolling_z,VEV_5500,50,2.5,3,573,-0.22076788830715532,-126.5,0.3333333333333333,-9.020399879432741
premium_rolling_z,VEV_5500,100,1.0,1,4650,-0.5116129032258064,-2379.0,0.23268817204301076,-40.30396324390776
premium_rolling_z,VEV_5500,100,1.0,2,3914,-0.348364844149208,-1363.5,0.2950945324476239,-29.184143575374925
premium_rolling_z,VEV_5500,100,1.0,3,2502,-0.3213429256594724,-804.0,0.23341326938449242,-26.3640285765652
premium_rolling_z,VEV_5500,100,1.5,1,2818,-0.5223562810503903,-1472.0,0.2207239176721079,-31.824882979195817
premium_rolling_z,VEV_5500,100,1.5,2,2099,-0.34111481657932347,-716.0,0.30443068127679845,-20.297424723353597
premium_rolling_z,VEV_5500,100,1.5,3,1395,-0.27670250896057347,-386.0,0.2810035842293907,-16.687043839362694
premium_rolling_z,VEV_5500,100,2.0,1,1474,-0.38466757123473544,-567.0,0.26119402985074625,-16.646397553651305
premium_rolling_z,VEV_5500,100,2.0,2,1147,-0.3112467306015693,-357.0,0.33217088055797733,-14.661446494830058
premium_rolling_z,VEV_5500,100,2.0,3,848,-0.2346698113207547,-199.0,0.31485849056603776,-11.524815799602278
premium_rolling_z,VEV_5500,100,2.5,1,656,-0.33460365853658536,-219.5,0.24085365853658536,-9.506555485285283
premium_rolling_z,VEV_5500,100,2.5,2,624,-0.25,-156.0,0.3717948717948718,-8.947402594025355
premium_rolling_z,VEV_5500,100,2.5,3,573,-0.17015706806282724,-97.5,0.35951134380453753,-6.842922738784191
premium_rolling_z,VEV_6000,1,1.0,1,0,,0.0,,
premium_rolling_z,VEV_6000,1,1.0,2,0,,0.0,,
premium_rolling_z,VEV_6000,1,1.0,3,0,,0.0,,
premium_rolling_z,VEV_6000,1,1.5,1,0,,0.0,,
premium_rolling_z,VEV_6000,1,1.5,2,0,,0.0,,
premium_rolling_z,VEV_6000,1,1.5,3,0,,0.0,,
premium_rolling_z,VEV_6000,1,2.0,1,0,,0.0,,
premium_rolling_z,VEV_6000,1,2.0,2,0,,0.0,,
premium_rolling_z,VEV_6000,1,2.0,3,0,,0.0,,
premium_rolling_z,VEV_6000,1,2.5,1,0,,0.0,,
premium_rolling_z,VEV_6000,1,2.5,2,0,,0.0,,
premium_rolling_z,VEV_6000,1,2.5,3,0,,0.0,,
premium_rolling_z,VEV_6000,5,1.0,1,0,,0.0,,
premium_rolling_z,VEV_6000,5,1.0,2,0,,0.0,,
premium_rolling_z,VEV_6000,5,1.0,3,0,,0.0,,
premium_rolling_z,VEV_6000,5,1.5,1,0,,0.0,,
premium_rolling_z,VEV_6000,5,1.5,2,0,,0.0,,
premium_rolling_z,VEV_6000,5,1.5,3,0,,0.0,,
premium_rolling_z,VEV_6000,5,2.0,1,0,,0.0,,
premium_rolling_z,VEV_6000,5,2.0,2,0,,0.0,,
premium_rolling_z,VEV_6000,5,2.0,3,0,,0.0,,
premium_rolling_z,VEV_6000,5,2.5,1,0,,0.0,,
premium_rolling_z,VEV_6000,5,2.5,2,0,,0.0,,
premium_rolling_z,VEV_6000,5,2.5,3,0,,0.0,,
premium_rolling_z,VEV_6000,10,1.0,1,0,,0.0,,
premium_rolling_z,VEV_6000,10,1.0,2,0,,0.0,,
premium_rolling_z,VEV_6000,10,1.0,3,0,,0.0,,
premium_rolling_z,VEV_6000,10,1.5,1,0,,0.0,,
premium_rolling_z,VEV_6000,10,1.5,2,0,,0.0,,
premium_rolling_z,VEV_6000,10,1.5,3,0,,0.0,,
premium_rolling_z,VEV_6000,10,2.0,1,0,,0.0,,
premium_rolling_z,VEV_6000,10,2.0,2,0,,0.0,,
premium_rolling_z,VEV_6000,10,2.0,3,0,,0.0,,
premium_rolling_z,VEV_6000,10,2.5,1,0,,0.0,,
premium_rolling_z,VEV_6000,10,2.5,2,0,,0.0,,
premium_rolling_z,VEV_6000,10,2.5,3,0,,0.0,,
premium_rolling_z,VEV_6000,20,1.0,1,0,,0.0,,
premium_rolling_z,VEV_6000,20,1.0,2,0,,0.0,,
premium_rolling_z,VEV_6000,20,1.0,3,0,,0.0,,
premium_rolling_z,VEV_6000,20,1.5,1,0,,0.0,,
premium_rolling_z,VEV_6000,20,1.5,2,0,,0.0,,
premium_rolling_z,VEV_6000,20,1.5,3,0,,0.0,,
premium_rolling_z,VEV_6000,20,2.0,1,0,,0.0,,
premium_rolling_z,VEV_6000,20,2.0,2,0,,0.0,,
premium_rolling_z,VEV_6000,20,2.0,3,0,,0.0,,
premium_rolling_z,VEV_6000,20,2.5,1,0,,0.0,,
premium_rolling_z,VEV_6000,20,2.5,2,0,,0.0,,
premium_rolling_z,VEV_6000,20,2.5,3,0,,0.0,,
premium_rolling_z,VEV_6000,50,1.0,1,0,,0.0,,
premium_rolling_z,VEV_6000,50,1.0,2,0,,0.0,,
premium_rolling_z,VEV_6000,50,1.0,3,0,,0.0,,
premium_rolling_z,VEV_6000,50,1.5,1,0,,0.0,,
premium_rolling_z,VEV_6000,50,1.5,2,0,,0.0,,
premium_rolling_z,VEV_6000,50,1.5,3,0,,0.0,,
premium_rolling_z,VEV_6000,50,2.0,1,0,,0.0,,
premium_rolling_z,VEV_6000,50,2.0,2,0,,0.0,,
premium_rolling_z,VEV_6000,50,2.0,3,0,,0.0,,
premium_rolling_z,VEV_6000,50,2.5,1,0,,0.0,,
premium_rolling_z,VEV_6000,50,2.5,2,0,,0.0,,
premium_rolling_z,VEV_6000,50,2.5,3,0,,0.0,,
premium_rolling_z,VEV_6000,100,1.0,1,0,,0.0,,
premium_rolling_z,VEV_6000,100,1.0,2,0,,0.0,,
premium_rolling_z,VEV_6000,100,1.0,3,0,,0.0,,
premium_rolling_z,VEV_6000,100,1.5,1,0,,0.0,,
premium_rolling_z,VEV_6000,100,1.5,2,0,,0.0,,
premium_rolling_z,VEV_6000,100,1.5,3,0,,0.0,,
premium_rolling_z,VEV_6000,100,2.0,1,0,,0.0,,
premium_rolling_z,VEV_6000,100,2.0,2,0,,0.0,,
premium_rolling_z,VEV_6000,100,2.0,3,0,,0.0,,
premium_rolling_z,VEV_6000,100,2.5,1,0,,0.0,,
premium_rolling_z,VEV_6000,100,2.5,2,0,,0.0,,
premium_rolling_z,VEV_6000,100,2.5,3,0,,0.0,,
premium_rolling_z,VEV_6500,1,1.0,1,0,,0.0,,
premium_rolling_z,VEV_6500,1,1.0,2,0,,0.0,,
premium_rolling_z,VEV_6500,1,1.0,3,0,,0.0,,
premium_rolling_z,VEV_6500,1,1.5,1,0,,0.0,,
premium_rolling_z,VEV_6500,1,1.5,2,0,,0.0,,
premium_rolling_z,VEV_6500,1,1.5,3,0,,0.0,,
premium_rolling_z,VEV_6500,1,2.0,1,0,,0.0,,
premium_rolling_z,VEV_6500,1,2.0,2,0,,0.0,,
premium_rolling_z,VEV_6500,1,2.0,3,0,,0.0,,
premium_rolling_z,VEV_6500,1,2.5,1,0,,0.0,,
premium_rolling_z,VEV_6500,1,2.5,2,0,,0.0,,
premium_rolling_z,VEV_6500,1,2.5,3,0,,0.0,,
premium_rolling_z,VEV_6500,5,1.0,1,0,,0.0,,
premium_rolling_z,VEV_6500,5,1.0,2,0,,0.0,,
premium_rolling_z,VEV_6500,5,1.0,3,0,,0.0,,
premium_rolling_z,VEV_6500,5,1.5,1,0,,0.0,,
premium_rolling_z,VEV_6500,5,1.5,2,0,,0.0,,
premium_rolling_z,VEV_6500,5,1.5,3,0,,0.0,,
premium_rolling_z,VEV_6500,5,2.0,1,0,,0.0,,
premium_rolling_z,VEV_6500,5,2.0,2,0,,0.0,,
premium_rolling_z,VEV_6500,5,2.0,3,0,,0.0,,
premium_rolling_z,VEV_6500,5,2.5,1,0,,0.0,,
premium_rolling_z,VEV_6500,5,2.5,2,0,,0.0,,
premium_rolling_z,VEV_6500,5,2.5,3,0,,0.0,,
premium_rolling_z,VEV_6500,10,1.0,1,0,,0.0,,
premium_rolling_z,VEV_6500,10,1.0,2,0,,0.0,,
premium_rolling_z,VEV_6500,10,1.0,3,0,,0.0,,
premium_rolling_z,VEV_6500,10,1.5,1,0,,0.0,,
premium_rolling_z,VEV_6500,10,1.5,2,0,,0.0,,
premium_rolling_z,VEV_6500,10,1.5,3,0,,0.0,,
premium_rolling_z,VEV_6500,10,2.0,1,0,,0.0,,
premium_rolling_z,VEV_6500,10,2.0,2,0,,0.0,,
premium_rolling_z,VEV_6500,10,2.0,3,0,,0.0,,
premium_rolling_z,VEV_6500,10,2.5,1,0,,0.0,,
premium_rolling_z,VEV_6500,10,2.5,2,0,,0.0,,
premium_rolling_z,VEV_6500,10,2.5,3,0,,0.0,,
premium_rolling_z,VEV_6500,20,1.0,1,0,,0.0,,
premium_rolling_z,VEV_6500,20,1.0,2,0,,0.0,,
premium_rolling_z,VEV_6500,20,1.0,3,0,,0.0,,
premium_rolling_z,VEV_6500,20,1.5,1,0,,0.0,,
premium_rolling_z,VEV_6500,20,1.5,2,0,,0.0,,
premium_rolling_z,VEV_6500,20,1.5,3,0,,0.0,,
premium_rolling_z,VEV_6500,20,2.0,1,0,,0.0,,
premium_rolling_z,VEV_6500,20,2.0,2,0,,0.0,,
premium_rolling_z,VEV_6500,20,2.0,3,0,,0.0,,
premium_rolling_z,VEV_6500,20,2.5,1,0,,0.0,,
premium_rolling_z,VEV_6500,20,2.5,2,0,,0.0,,
premium_rolling_z,VEV_6500,20,2.5,3,0,,0.0,,
premium_rolling_z,VEV_6500,50,1.0,1,0,,0.0,,
premium_rolling_z,VEV_6500,50,1.0,2,0,,0.0,,
premium_rolling_z,VEV_6500,50,1.0,3,0,,0.0,,
premium_rolling_z,VEV_6500,50,1.5,1,0,,0.0,,
premium_rolling_z,VEV_6500,50,1.5,2,0,,0.0,,
premium_rolling_z,VEV_6500,50,1.5,3,0,,0.0,,
premium_rolling_z,VEV_6500,50,2.0,1,0,,0.0,,
premium_rolling_z,VEV_6500,50,2.0,2,0,,0.0,,
premium_rolling_z,VEV_6500,50,2.0,3,0,,0.0,,
premium_rolling_z,VEV_6500,50,2.5,1,0,,0.0,,
premium_rolling_z,VEV_6500,50,2.5,2,0,,0.0,,
premium_rolling_z,VEV_6500,50,2.5,3,0,,0.0,,
premium_rolling_z,VEV_6500,100,1.0,1,0,,0.0,,
premium_rolling_z,VEV_6500,100,1.0,2,0,,0.0,,
premium_rolling_z,VEV_6500,100,1.0,3,0,,0.0,,
premium_rolling_z,VEV_6500,100,1.5,1,0,,0.0,,
premium_rolling_z,VEV_6500,100,1.5,2,0,,0.0,,
premium_rolling_z,VEV_6500,100,1.5,3,0,,0.0,,
premium_rolling_z,VEV_6500,100,2.0,1,0,,0.0,,
premium_rolling_z,VEV_6500,100,2.0,2,0,,0.0,,
premium_rolling_z,VEV_6500,100,2.0,3,0,,0.0,,
premium_rolling_z,VEV_6500,100,2.5,1,0,,0.0,,
premium_rolling_z,VEV_6500,100,2.5,2,0,,0.0,,
premium_rolling_z,VEV_6500,100,2.5,3,0,,0.0,,
price_wing_VEV_4000_VEV_5000,VEV_4500,1,1.0,1,4129,-7.485468636473723,-30907.5,0.014046984742068298,-256.08488499754884
price_wing_VEV_4000_VEV_5000,VEV_4500,1,1.0,2,3684,-7.437839305103148,-27401.0,0.015472312703583062,-232.43283735387183
price_wing_VEV_4000_VEV_5000,VEV_4500,1,1.0,3,3980,-7.270979899497488,-28938.5,0.02035175879396985,-223.64372570424717
price_wing_VEV_4000_VEV_5000,VEV_4500,1,1.5,1,1720,-7.164244186046512,-12322.5,0.02616279069767442,-128.95077524214625
price_wing_VEV_4000_VEV_5000,VEV_4500,1,1.5,2,1566,-7.125798212005108,-11159.0,0.030012771392081736,-116.25155727103484
price_wing_VEV_4000_VEV_5000,VEV_4500,1,1.5,3,1403,-6.792587312900927,-9530.0,0.04775481111903065,-94.70353872242237
price_wing_VEV_4000_VEV_5000,VEV_4500,1,2.0,1,636,-6.709905660377358,-4267.5,0.040880503144654086,-64.4477066345117
price_wing_VEV_4000_VEV_5000,VEV_4500,1,2.0,2,585,-6.509401709401709,-3808.0,0.06153846153846154,-50.93087743967699
price_wing_VEV_4000_VEV_5000,VEV_4500,1,2.0,3,501,-6.391217564870259,-3202.0,0.06786427145708583,-47.501505597989855
price_wing_VEV_4000_VEV_5000,VEV_4500,1,2.5,1,187,-6.016042780748663,-1125.0,0.06951871657754011,-25.529731418560573
price_wing_VEV_4000_VEV_5000,VEV_4500,1,2.5,2,215,-5.346511627906977,-1149.5,0.12093023255813953,-20.87573137576746
price_wing_VEV_4000_VEV_5000,VEV_4500,1,2.5,3,198,-5.83080808080808,-1154.5,0.11616161616161616,-23.168334377002825
price_wing_VEV_4000_VEV_5000,VEV_4500,5,1.0,1,4127,-7.4943057911315725,-30929.0,0.01647685970438575,-182.9668681138534
price_wing_VEV_4000_VEV_5000,VEV_4500,5,1.0,2,3682,-7.411868549701249,-27290.5,0.01819663226507333,-166.80623652606147
price_wing_VEV_4000_VEV_5000,VEV_4500,5,1.0,3,3978,-7.225113122171946,-28741.5,0.02212166918049271,-165.67914255100735
price_wing_VEV_4000_VEV_5000,VEV_4500,5,1.5,1,1719,-7.209424083769633,-12393.0,0.027923211169284468,-101.32086485201678
price_wing_VEV_4000_VEV_5000,VEV_4500,5,1.5,2,1565,-7.046325878594249,-11027.5,0.03450479233226837,-93.02389910543022
price_wing_VEV_4000_VEV_5000,VEV_4500,5,1.5,3,1403,-6.733071988595866,-9446.5,0.04989308624376337,-76.60958422192265
price_wing_VEV_4000_VEV_5000,VEV_4500,5,2.0,1,636,-6.761792452830188,-4300.5,0.04559748427672956,-51.7587500382374
price_wing_VEV_4000_VEV_5000,VEV_4500,5,2.0,2,585,-6.32991452991453,-3703.0,0.07008547008547009,-44.633599293651
price_wing_VEV_4000_VEV_5000,VEV_4500,5,2.0,3,501,-6.483033932135728,-3248.0,0.059880239520958084,-42.28219082413747
price_wing_VEV_4000_VEV_5000,VEV_4500,5,2.5,1,187,-6.032085561497326,-1128.0,0.0962566844919786,-21.02010830697398
price_wing_VEV_4000_VEV_5000,VEV_4500,5,2.5,2,215,-5.304651162790698,-1140.5,0.13488372093023257,-19.4901120261015
