day,timestamp,cash,equity,gross_exposure,drawdown,stopped,open_positions,max_abs_position
3,27400,-13324.0,-13324.0,0.0,37451.0,1,4,10
3,27500,-13900.0,-13528.0,372.0,37655.0,1,4,10
3,27700,-13900.0,-13900.0,0.0,38027.0,1,4,10
3,27900,-13348.0,-13536.0,188.0,37663.0,1,4,10
3,28500,-13348.0,-13348.0,0.0,37475.0,1,4,10
3,28600,-13348.0,-13348.0,0.0,37475.0,1,4,10
3,28700,-13348.0,-13348.0,0.0,37475.0,1,4,10
3,28800,-15010.0,-15010.0,0.0,39137.0,1,3,10
3,29100,-15010.0,-15010.0,0.0,39137.0,1,3,10
3,29400,-3670.0,-2399.5,1270.5,26526.5,1,3,9
3,29600,-3670.0,-3670.0,0.0,27797.0,1,3,9
3,29700,-3670.0,-3670.0,0.0,27797.0,1,3,9
3,30000,-3670.0,-3670.0,0.0,27797.0,1,3,9
3,30300,-3670.0,-3670.0,0.0,27797.0,1,3,9
3,30400,-3670.0,-3670.0,0.0,27797.0,1,3,9
3,30500,-3670.0,-3670.0,0.0,27797.0,1,3,9
3,30700,-3670.0,-3670.0,0.0,27797.0,1,3,9
3,30900,-3850.0,-3806.5,43.5,27933.5,1,3,4
3,31000,-3850.0,-3850.0,0.0,27977.0,1,3,4
3,31100,-4390.0,-4038.0,352.0,28165.0,1,3,8
3,31200,-4390.0,-4390.0,0.0,28517.0,1,3,8
3,31600,10670.0,-3250.5,13920.5,27377.5,1,3,11
3,31700,10670.0,10670.0,0.0,13457.0,1,3,11
3,31800,11186.0,11010.0,176.0,13117.0,1,3,11
3,31900,11186.0,11186.0,0.0,12941.0,1,3,11
3,32100,11186.0,11186.0,0.0,12941.0,1,3,11
3,32300,11186.0,11186.0,0.0,12941.0,1,3,11
3,32400,11186.0,11186.0,0.0,12941.0,1,3,11
3,32800,11186.0,11186.0,0.0,12941.0,1,3,11
3,33100,-325.0,-2862.0,2537.0,26989.0,1,3,4
3,33200,-325.0,-325.0,0.0,24452.0,1,3,4
3,33500,-325.0,-325.0,0.0,24452.0,1,3,4
3,33800,-325.0,-325.0,0.0,24452.0,1,3,4
3,33900,-13155.0,-2979.0,10176.0,27106.0,1,3,8
3,34100,-13155.0,-13155.0,0.0,37282.0,1,3,8
3,34500,-13743.0,-13359.0,384.0,37486.0,1,3,8
3,35100,-13743.0,-13743.0,0.0,37870.0,1,3,8
3,35200,-13011.0,-13338.5,327.5,37465.5,1,3,9
3,35600,-13011.0,-13011.0,0.0,37138.0,1,3,9
3,36000,838.0,-2970.5,3808.5,27097.5,1,3,9
3,36600,838.0,838.0,0.0,23289.0,1,3,9
3,37000,838.0,838.0,0.0,23289.0,1,3,9
3,37200,-13264.0,-3092.0,10172.0,27219.0,1,3,9
3,37500,-13264.0,-13264.0,0.0,37391.0,1,3,9
3,38200,-13264.0,-13264.0,0.0,37391.0,1,3,9
3,38300,-13444.0,-13400.5,43.5,37527.5,1,3,8
3,38700,-13444.0,-13444.0,0.0,37571.0,1,3,8
3,38800,-13288.0,-13414.0,126.0,37541.0,1,3,9
3,39100,-13288.0,-13288.0,0.0,37415.0,1,3,9
3,39300,-13288.0,-13288.0,0.0,37415.0,1,3,9
3,39500,-13456.0,-13415.5,40.5,37542.5,1,3,8
3,39700,-13456.0,-13456.0,0.0,37583.0,1,3,8
3,39800,-13456.0,-13456.0,0.0,37583.0,1,3,8
3,40000,-13456.0,-13456.0,0.0,37583.0,1,3,8
3,40200,-13456.0,-13456.0,0.0,37583.0,1,3,8
3,41000,-13456.0,-13456.0,0.0,37583.0,1,3,8
3,41100,-2287.0,-3538.5,1251.5,27665.5,1,3,4
3,41500,-2287.0,-2287.0,0.0,26414.0,1,3,4
3,41800,-2287.0,-2287.0,0.0,26414.0,1,3,4
3,42000,-2287.0,-2287.0,0.0,26414.0,1,3,4
3,42800,-2287.0,-2287.0,0.0,26414.0,1,3,4
3,42900,-2287.0,-2287.0,0.0,26414.0,1,3,4
3,43300,-2755.0,-2451.0,304.0,26578.0,1,3,8
3,43400,-2755.0,-2755.0,0.0,26882.0,1,3,8
3,43500,-2311.0,-2463.0,152.0,26590.0,1,3,4
3,43900,-2311.0,-2311.0,0.0,26438.0,1,3,4
3,44200,-2791.0,-2479.0,312.0,26606.0,1,3,8
3,44400,-2791.0,-2791.0,0.0,26918.0,1,3,8
3,44600,-15431.0,-4149.5,11281.5,28276.5,1,3,9
3,44800,-15431.0,-15431.0,0.0,39558.0,1,3,9
3,45100,-15431.0,-15431.0,0.0,39558.0,1,3,9
3,45200,-15431.0,-15431.0,0.0,39558.0,1,3,9
3,45400,-15431.0,-15431.0,0.0,39558.0,1,3,9
3,45600,-14987.0,-15137.0,150.0,39264.0,1,3,9
3,45800,-14987.0,-14987.0,0.0,39114.0,1,3,9
3,46300,-14987.0,-14987.0,0.0,39114.0,1,3,9
3,46800,-14987.0,-14987.0,0.0,39114.0,1,3,9
3,47100,-14987.0,-14987.0,0.0,39114.0,1,3,9
3,47200,-14987.0,-14987.0,0.0,39114.0,1,3,9
3,47400,-14987.0,-14987.0,0.0,39114.0,1,3,9
3,47700,-14987.0,-14987.0,0.0,39114.0,1,3,9
3,48000,-14855.0,-14958.5,103.5,39085.5,1,3,9
3,48600,-14855.0,-14855.0,0.0,38982.0,1,3,9
3,48700,-14855.0,-14855.0,0.0,38982.0,1,3,9
3,48800,-14855.0,-14855.0,0.0,38982.0,1,3,9
3,48900,-14855.0,-14855.0,0.0,38982.0,1,3,9
3,49000,-15335.0,-15023.0,312.0,39150.0,1,3,9
3,49100,-15335.0,-15335.0,0.0,39462.0,1,3,9
3,49600,-15335.0,-15335.0,0.0,39462.0,1,3,9
3,50200,-15335.0,-15335.0,0.0,39462.0,1,3,9
3,50600,-15479.0,-15444.5,34.5,39571.5,1,3,9
3,50700,-15023.0,-15179.0,156.0,39306.0,1,3,9
3,50800,-15023.0,-15023.0,0.0,39150.0,1,3,9
3,51300,-15371.0,-15162.5,415.5,39289.5,1,3,9
3,51500,-15371.0,-15371.0,0.0,39498.0,1,3,9
3,51600,-15371.0,-15371.0,0.0,39498.0,1,3,9
3,52000,-14915.0,-15071.0,156.0,39198.0,1,3,9
3,52100,-1264.0,-3767.0,2503.0,27894.0,1,3,9
3,52400,-1264.0,-1264.0,0.0,25391.0,1,3,9
3,53100,-1264.0,-1264.0,0.0,25391.0,1,3,9
3,53200,-1264.0,-1264.0,0.0,25391.0,1,3,9
3,53300,-1264.0,-1264.0,0.0,25391.0,1,3,9
3,53500,-1264.0,-1264.0,0.0,25391.0,1,3,9
3,53700,-1264.0,-1264.0,0.0,25391.0,1,3,9
3,54100,-1264.0,-1264.0,0.0,25391.0,1,3,9
3,54200,-1408.0,-1373.5,34.5,25500.5,1,3,4
3,54300,-1876.0,-1572.0,304.0,25699.0,1,3,8
3,54500,-1876.0,-1876.0,0.0,26003.0,1,3,8
3,55500,-1876.0,-1876.0,0.0,26003.0,1,3,8
3,55700,-1876.0,-1876.0,0.0,26003.0,1,3,8
3,55800,-1876.0,-1876.0,0.0,26003.0,1,3,8
3,55900,-1876.0,-1876.0,0.0,26003.0,1,3,8
3,56000,-1876.0,-1876.0,0.0,26003.0,1,3,8
3,56100,-1876.0,-1876.0,0.0,26003.0,1,3,8
3,56300,-1876.0,-1876.0,0.0,26003.0,1,3,8
3,56400,-1876.0,-1876.0,0.0,26003.0,1,3,8
3,56900,-1876.0,-1876.0,0.0,26003.0,1,3,8
3,57000,-17068.0,-4513.0,12555.0,28640.0,1,3,10
3,57600,-17068.0,-17068.0,0.0,41195.0,1,3,10
3,57700,-17068.0,-17068.0,0.0,41195.0,1,3,10
3,57800,-16588.0,-16752.0,164.0,40879.0,1,3,10
3,57900,-16588.0,-16588.0,0.0,40715.0,1,3,10
3,58000,-16588.0,-16588.0,0.0,40715.0,1,3,10
3,58300,-16588.0,-16588.0,0.0,40715.0,1,3,10
3,58400,-16588.0,-16588.0,0.0,40715.0,1,3,10
3,59000,-16588.0,-16588.0,0.0,40715.0,1,3,10
3,59200,-1660.0,-4169.0,2509.0,28296.0,1,3,4
3,59300,-1516.0,-1628.5,112.5,25755.5,1,3,9
3,59400,-1516.0,-1516.0,0.0,25643.0,1,3,9
3,59900,-1516.0,-1516.0,0.0,25643.0,1,3,9
3,60100,-1672.0,-1636.0,36.0,25763.0,1,3,4
3,60200,-1672.0,-1672.0,0.0,25799.0,1,3,4
3,60500,-1672.0,-1672.0,0.0,25799.0,1,3,4
3,60600,-1672.0,-1672.0,0.0,25799.0,1,3,4
3,60900,-1672.0,-1672.0,0.0,25799.0,1,3,4
3,61000,-16792.0,-4297.0,12495.0,28424.0,1,3,10
3,61100,-17260.0,-16956.0,304.0,41083.0,1,3,10
3,61300,-17260.0,-17260.0,0.0,41387.0,1,3,10
3,61400,-17260.0,-17260.0,0.0,41387.0,1,3,10
3,61500,-17260.0,-17260.0,0.0,41387.0,1,3,10
3,61900,-17260.0,-17260.0,0.0,41387.0,1,3,10
3,62000,-17128.0,-17231.5,103.5,41358.5,1,3,10
3,62200,-10893.0,-4630.5,6262.5,28757.5,1,3,9
3,62500,-10893.0,-10893.0,0.0,35020.0,1,3,9
3,62800,2747.0,-4756.0,7503.0,28883.0,1,3,9
3,63400,-12397.0,-4888.0,7509.0,29015.0,1,3,9
3,63500,-11941.0,-12097.0,156.0,36224.0,1,3,9
3,63600,-11941.0,-11941.0,0.0,36068.0,1,3,9
3,63700,-11941.0,-11941.0,0.0,36068.0,1,3,9
3,64600,-11941.0,-11941.0,0.0,36068.0,1,3,9
3,64700,-11941.0,-11941.0,0.0,36068.0,1,3,9
3,65000,-12445.0,-12117.0,328.0,36244.0,1,3,9
3,65400,-12445.0,-12445.0,0.0,36572.0,1,3,9
3,65500,-12445.0,-12445.0,0.0,36572.0,1,3,9
3,65600,-12613.0,-12574.0,39.0,36701.0,1,3,8
3,65700,2351.0,-5197.0,7548.0,29324.0,1,3,8
3,65800,2351.0,2351.0,0.0,21776.0,1,3,8
3,65900,-12877.0,-5326.0,7551.0,29453.0,1,3,8
3,66000,-12385.0,-12553.0,168.0,36680.0,1,3,6
3,66300,2615.0,-4948.0,7563.0,29075.0,1,3,6
3,66700,2087.0,2431.0,344.0,21696.0,1,3,8
3,67100,2087.0,2087.0,0.0,22040.0,1,3,8
3,67500,2087.0,2087.0,0.0,22040.0,1,3,8
3,67600,2087.0,2087.0,0.0,22040.0,1,3,8
3,67700,2231.0,2114.0,117.0,22013.0,1,3,9
3,67800,2231.0,2231.0,0.0,21896.0,1,3,9
3,67900,2231.0,2231.0,0.0,21896.0,1,3,9
3,68100,2231.0,2231.0,0.0,21896.0,1,3,9
3,68200,2231.0,2231.0,0.0,21896.0,1,3,9
3,68400,2231.0,2231.0,0.0,21896.0,1,3,9
3,68500,2231.0,2231.0,0.0,21896.0,1,3,9
3,68600,2231.0,2231.0,0.0,21896.0,1,3,9
3,68700,2231.0,2231.0,0.0,21896.0,1,3,9
3,68900,2231.0,2231.0,0.0,21896.0,1,3,9
3,69200,2231.0,2231.0,0.0,21896.0,1,3,9
3,69400,2231.0,2231.0,0.0,21896.0,1,3,9
3,69500,2711.0,2547.0,164.0,21580.0,1,3,9
3,69800,2555.0,2592.5,37.5,21534.5,1,3,6
3,70100,2555.0,2555.0,0.0,21572.0,1,3,6
3,70200,2555.0,2555.0,0.0,21572.0,1,3,6
3,70300,-2473.0,-4977.0,2504.0,29104.0,1,3,4
3,70500,-17677.0,-5112.0,12565.0,29239.0,1,3,10
3,70600,-17677.0,-17677.0,0.0,41804.0,1,3,10
3,70700,-17677.0,-17677.0,0.0,41804.0,1,3,10
3,70800,-18169.0,-17849.0,320.0,41976.0,1,3,10
3,70900,-18025.0,-18137.5,112.5,42264.5,1,3,10
3,71000,-18025.0,-18025.0,0.0,42152.0,1,3,10
3,71100,-18025.0,-18025.0,0.0,42152.0,1,3,10
3,71600,-18025.0,-18025.0,0.0,42152.0,1,3,10
3,71700,-18193.0,-18152.5,40.5,42279.5,1,3,10
3,72100,-18193.0,-18193.0,0.0,42320.0,1,3,10
3,72300,-8161.0,-5632.0,2529.0,29759.0,1,3,8
3,73400,-8161.0,-8161.0,0.0,32288.0,1,3,8
3,74000,-8161.0,-8161.0,0.0,32288.0,1,3,8
3,74200,6815.0,-5770.0,12585.0,29897.0,1,3,10
3,74300,6815.0,6815.0,0.0,17312.0,1,3,10
3,74400,6815.0,6815.0,0.0,17312.0,1,3,10
3,75200,6815.0,6815.0,0.0,17312.0,1,3,10
3,75300,6815.0,6815.0,0.0,17312.0,1,3,10
3,75400,6815.0,6815.0,0.0,17312.0,1,3,10
3,75600,6815.0,6815.0,0.0,17312.0,1,3,10
3,75700,6815.0,6815.0,0.0,17312.0,1,3,10
3,75900,6815.0,6815.0,0.0,17312.0,1,3,10
3,76000,7295.0,7131.0,164.0,16996.0,1,3,10
3,76300,-5395.0,-5395.0,0.0,29522.0,1,2,4
3,76400,-5395.0,-5395.0,0.0,29522.0,1,2,4
3,77600,-5395.0,-5395.0,0.0,29522.0,1,2,4
3,78400,-5251.0,-5363.5,112.5,29490.5,1,2,9
3,78600,-5755.0,-5427.0,328.0,29554.0,1,2,9
3,78700,-5755.0,-5755.0,0.0,29882.0,1,2,9
3,79000,-5755.0,-5755.0,0.0,29882.0,1,2,9
3,79100,-5755.0,-5755.0,0.0,29882.0,1,2,9
3,79200,-5755.0,-5755.0,0.0,29882.0,1,2,9
3,79300,-5755.0,-5755.0,0.0,29882.0,1,2,9
3,79800,-5755.0,-5755.0,0.0,29882.0,1,2,9
3,79900,-5755.0,-5755.0,0.0,29882.0,1,2,9
3,80300,-5755.0,-5755.0,0.0,29882.0,1,2,9
3,80700,-5755.0,-5755.0,0.0,29882.0,1,2,9
3,80900,-5251.0,-5423.0,172.0,29550.0,1,2,9
3,81100,-5251.0,-5251.0,0.0,29378.0,1,2,9
3,81300,-5251.0,-5251.0,0.0,29378.0,1,2,9
3,81400,-5251.0,-5251.0,0.0,29378.0,1,2,9
3,82000,-5251.0,-5251.0,0.0,29378.0,1,2,9
3,82100,-5251.0,-5251.0,0.0,29378.0,1,2,9
3,82300,-5251.0,-5251.0,0.0,29378.0,1,2,9
3,82500,-5251.0,-5251.0,0.0,29378.0,1,2,9
3,82700,-5251.0,-5251.0,0.0,29378.0,1,2,9
3,82900,-5767.0,-5431.0,336.0,29558.0,1,2,9
3,83000,-5566.0,-5569.0,81.0,29696.0,1,2,3
3,83300,-5566.0,-5566.0,0.0,29693.0,1,2,3
3,83700,-5422.0,-5534.5,112.5,29661.5,1,2,9
3,84700,-5566.0,-5531.5,34.5,29658.5,1,2,3
3,85200,-5566.0,-5566.0,0.0,29693.0,1,2,3
3,85500,-5446.0,-5545.0,99.0,29672.0,1,2,9
3,85700,-5446.0,-5446.0,0.0,29573.0,1,2,9
3,86000,-5902.0,-5495.0,407.0,29622.0,1,2,11
3,86100,-5902.0,-5902.0,0.0,30029.0,1,2,11
3,86300,-5902.0,-5902.0,0.0,30029.0,1,2,11
3,86500,-5902.0,-5902.0,0.0,30029.0,1,2,11
3,86600,-5902.0,-5902.0,0.0,30029.0,1,2,11
3,86700,-5470.0,-5507.0,37.0,29634.0,1,2,9
3,86800,-5470.0,-5470.0,0.0,29597.0,1,2,9
3,86900,-5470.0,-5470.0,0.0,29597.0,1,2,9
3,87000,-5614.0,-5581.0,33.0,29708.0,1,2,3
3,87200,-5614.0,-5614.0,0.0,29741.0,1,2,3
3,87900,-5614.0,-5614.0,0.0,29741.0,1,2,3
3,88100,-5614.0,-5614.0,0.0,29741.0,1,2,3
3,88300,-5614.0,-5614.0,0.0,29741.0,1,2,3
3,88700,-5614.0,-5614.0,0.0,29741.0,1,2,3
3,89200,-5947.0,-5655.0,292.0,29782.0,1,2,8
3,89300,-5947.0,-5947.0,0.0,30074.0,1,2,8
3,89600,-5947.0,-5947.0,0.0,30074.0,1,2,8
3,89700,-5515.0,-5663.0,148.0,29790.0,1,2,4
3,89900,-5515.0,-5515.0,0.0,29642.0,1,2,4
3,90000,-5515.0,-5515.0,0.0,29642.0,1,2,4
3,90200,-5515.0,-5515.0,0.0,29642.0,1,2,4
3,90500,-5395.0,-5494.0,99.0,29621.0,1,2,9
3,90700,-5395.0,-5395.0,0.0,29522.0,1,2,9
3,90800,-5395.0,-5395.0,0.0,29522.0,1,2,9
3,91200,-5395.0,-5395.0,0.0,29522.0,1,2,9
3,91500,-5539.0,-5504.5,34.5,29631.5,1,2,4
3,91700,-5539.0,-5539.0,0.0,29666.0,1,2,4
3,91900,-6031.0,-5711.0,320.0,29838.0,1,2,8
3,92500,-6031.0,-6031.0,0.0,30158.0,1,2,8
3,92900,-6031.0,-6031.0,0.0,30158.0,1,2,8
3,93000,-6031.0,-6031.0,0.0,30158.0,1,2,8
3,93100,-5551.0,-5715.0,164.0,29842.0,1,2,4
3,93500,-5407.0,-5519.5,112.5,29646.5,1,2,9
3,93800,-5911.0,-5583.0,328.0,29710.0,1,2,9
3,94600,-6055.0,-6020.5,34.5,30147.5,1,2,8
3,94800,-5911.0,-6023.5,112.5,30150.5,1,2,9
3,94900,-5911.0,-5911.0,0.0,30038.0,1,2,9
3,95000,-5911.0,-5911.0,0.0,30038.0,1,2,9
3,95300,-5911.0,-5911.0,0.0,30038.0,1,2,9
3,95700,-5911.0,-5911.0,0.0,30038.0,1,2,9
3,96100,-5911.0,-5911.0,0.0,30038.0,1,2,9
3,96400,-5911.0,-5911.0,0.0,30038.0,1,2,9
3,97000,-5911.0,-5911.0,0.0,30038.0,1,2,9
3,97300,-5455.0,-5611.0,156.0,29738.0,1,2,9
3,97400,-5455.0,-5455.0,0.0,29582.0,1,2,9
3,97600,-5455.0,-5455.0,0.0,29582.0,1,2,9
3,97900,-5455.0,-5455.0,0.0,29582.0,1,2,9
3,98100,-5455.0,-5455.0,0.0,29582.0,1,2,9
3,98200,-5947.0,-5627.0,320.0,29754.0,1,2,9
3,98300,-5947.0,-5947.0,0.0,30074.0,1,2,9
3,98400,-5947.0,-5947.0,0.0,30074.0,1,2,9
3,98800,-5947.0,-5947.0,0.0,30074.0,1,2,9
3,99100,-5479.0,-5639.0,160.0,29766.0,1,2,9
3,99400,-5479.0,-5479.0,0.0,29606.0,1,2,9
3,99700,-5479.0,-5479.0,0.0,29606.0,1,2,9
3,100500,-5479.0,-5479.0,0.0,29606.0,1,2,9
3,100700,-5479.0,-5479.0,0.0,29606.0,1,2,9
3,100900,-5479.0,-5479.0,0.0,29606.0,1,2,9
3,101000,-5479.0,-5479.0,0.0,29606.0,1,2,9
3,101200,-5479.0,-5479.0,0.0,29606.0,1,2,9
3,101300,-5635.0,-5599.0,36.0,29726.0,1,2,4
3,101400,-5635.0,-5635.0,0.0,29762.0,1,2,4
3,102000,-5635.0,-5635.0,0.0,29762.0,1,2,4
3,102100,-5635.0,-5635.0,0.0,29762.0,1,2,4
3,102300,-5635.0,-5635.0,0.0,29762.0,1,2,4
3,102500,-5635.0,-5635.0,0.0,29762.0,1,2,4
3,102800,-5635.0,-5635.0,0.0,29762.0,1,2,4
3,102900,-5635.0,-5635.0,0.0,29762.0,1,2,4
3,103000,-5635.0,-5635.0,0.0,29762.0,1,2,4
3,103100,-5503.0,-5606.5,103.5,29733.5,1,2,9
3,103300,-5647.0,-5612.5,34.5,29739.5,1,2,4
3,103400,-5515.0,-5618.5,103.5,29745.5,1,2,9
3,103500,-5515.0,-5515.0,0.0,29642.0,1,2,9
3,103600,-5659.0,-5624.5,34.5,29751.5,1,2,4
3,104100,-5527.0,-5630.5,103.5,29757.5,1,2,9
3,104500,-5527.0,-5527.0,0.0,29654.0,1,2,9
3,104700,-5995.0,-5691.0,304.0,29818.0,1,2,9
3,105000,-5691.0,-5691.0,0.0,29818.0,1,1,9
3,105100,-5691.0,-5691.0,0.0,29818.0,1,1,9
3,105300,-5691.0,-5691.0,0.0,29818.0,1,1,9
3,105400,-5691.0,-5691.0,0.0,29818.0,1,1,9
3,105600,-5691.0,-5691.0,0.0,29818.0,1,1,9
3,105700,-5691.0,-5691.0,0.0,29818.0,1,1,9
3,105900,-5691.0,-5691.0,0.0,29818.0,1,1,9
3,107300,-5691.0,-5691.0,0.0,29818.0,1,1,9
3,107600,-5691.0,-5691.0,0.0,29818.0,1,1,9
3,107700,-5691.0,-5691.0,0.0,29818.0,1,1,9
3,107800,-5691.0,-5691.0,0.0,29818.0,1,1,9
3,107900,-5847.0,-5809.5,37.5,29936.5,1,1,3
3,108000,-5847.0,-5847.0,0.0,29974.0,1,1,3
3,109000,-5847.0,-5847.0,0.0,29974.0,1,1,3
3,109100,-5847.0,-5847.0,0.0,29974.0,1,1,3
3,109200,-5847.0,-5847.0,0.0,29974.0,1,1,3
3,109300,-5847.0,-5847.0,0.0,29974.0,1,1,3
3,109500,-5847.0,-5847.0,0.0,29974.0,1,1,3
3,109600,-5847.0,-5847.0,0.0,29974.0,1,1,3
3,109700,-5847.0,-5847.0,0.0,29974.0,1,1,3
3,110000,-5847.0,-5847.0,0.0,29974.0,1,1,3
3,110200,-5847.0,-5847.0,0.0,29974.0,1,1,3
3,110900,-5847.0,-5847.0,0.0,29974.0,1,1,3
3,111200,-5847.0,-5847.0,0.0,29974.0,1,1,3
3,111400,-5847.0,-5847.0,0.0,29974.0,1,1,3
3,111800,-5847.0,-5847.0,0.0,29974.0,1,1,3
3,111900,-5847.0,-5847.0,0.0,29974.0,1,1,3
3,112300,-5847.0,-5847.0,0.0,29974.0,1,1,3
3,112400,-5847.0,-5847.0,0.0,29974.0,1,1,3
3,112600,-5847.0,-5847.0,0.0,29974.0,1,1,3
3,112700,-5847.0,-5847.0,0.0,29974.0,1,1,3
3,112800,-5847.0,-5847.0,0.0,29974.0,1,1,3
3,113100,-5847.0,-5847.0,0.0,29974.0,1,1,3
3,113400,-5847.0,-5847.0,0.0,29974.0,1,1,3
3,113500,-5847.0,-5847.0,0.0,29974.0,1,1,3
3,113700,-5847.0,-5847.0,0.0,29974.0,1,1,3
3,114300,-5847.0,-5847.0,0.0,29974.0,1,1,3
3,114400,-5739.0,-5824.5,85.5,29951.5,1,1,9
3,114500,-5739.0,-5739.0,0.0,29866.0,1,1,9
3,114800,-5739.0,-5739.0,0.0,29866.0,1,1,9
3,115200,-5739.0,-5739.0,0.0,29866.0,1,1,9
3,116100,-5739.0,-5739.0,0.0,29866.0,1,1,9
3,116500,-5739.0,-5739.0,0.0,29866.0,1,1,9
3,117000,-5739.0,-5739.0,0.0,29866.0,1,1,9
3,117400,-5739.0,-5739.0,0.0,29866.0,1,1,9
3,117500,-5739.0,-5739.0,0.0,29866.0,1,1,9
3,117600,-5739.0,-5739.0,0.0,29866.0,1,1,9
3,117700,-5739.0,-5739.0,0.0,29866.0,1,1,9
3,117800,-5739.0,-5739.0,0.0,29866.0,1,1,9
3,117900,-5739.0,-5739.0,0.0,29866.0,1,1,9
3,118100,-5739.0,-5739.0,0.0,29866.0,1,1,9
3,118200,-5739.0,-5739.0,0.0,29866.0,1,1,9
3,118300,-5739.0,-5739.0,0.0,29866.0,1,1,9
3,118400,-5739.0,-5739.0,0.0,29866.0,1,1,9
3,119100,-5739.0,-5739.0,0.0,29866.0,1,1,9
3,119300,-5739.0,-5739.0,0.0,29866.0,1,1,9
3,119800,-5739.0,-5739.0,0.0,29866.0,1,1,9
3,120200,-5871.0,-5839.5,31.5,29966.5,1,1,3
3,120400,-5871.0,-5871.0,0.0,29998.0,1,1,3
3,120600,-5871.0,-5871.0,0.0,29998.0,1,1,3
3,120800,-5871.0,-5871.0,0.0,29998.0,1,1,3
3,121000,-5871.0,-5871.0,0.0,29998.0,1,1,3
3,121200,-5871.0,-5871.0,0.0,29998.0,1,1,3
3,121700,-5871.0,-5871.0,0.0,29998.0,1,1,3
3,122200,-5871.0,-5871.0,0.0,29998.0,1,1,3
3,122800,-5871.0,-5871.0,0.0,29998.0,1,1,3
3,122900,-5871.0,-5871.0,0.0,29998.0,1,1,3
3,123300,-5871.0,-5871.0,0.0,29998.0,1,1,3
3,123600,-5871.0,-5871.0,0.0,29998.0,1,1,3
3,124200,-5871.0,-5871.0,0.0,29998.0,1,1,3
3,124400,-5871.0,-5871.0,0.0,29998.0,1,1,3
3,124600,-5871.0,-5871.0,0.0,29998.0,1,1,3
3,125400,-5871.0,-5871.0,0.0,29998.0,1,1,3
3,125700,-5871.0,-5871.0,0.0,29998.0,1,1,3
3,125800,-5871.0,-5871.0,0.0,29998.0,1,1,3
3,126200,-5871.0,-5871.0,0.0,29998.0,1,1,3
3,126300,-5871.0,-5871.0,0.0,29998.0,1,1,3
3,126600,-5871.0,-5871.0,0.0,29998.0,1,1,3
3,127100,-5871.0,-5871.0,0.0,29998.0,1,1,3
3,127200,-5871.0,-5871.0,0.0,29998.0,1,1,3
3,127400,-5871.0,-5871.0,0.0,29998.0,1,1,3
3,127700,-5871.0,-5871.0,0.0,29998.0,1,1,3
3,127800,-5871.0,-5871.0,0.0,29998.0,1,1,3
3,128500,-5871.0,-5871.0,0.0,29998.0,1,1,3
3,128800,-5871.0,-5871.0,0.0,29998.0,1,1,3
3,128900,-5871.0,-5871.0,0.0,29998.0,1,1,3
3,129000,-5871.0,-5871.0,0.0,29998.0,1,1,3
3,129100,-5871.0,-5871.0,0.0,29998.0,1,1,3
3,129300,-5871.0,-5871.0,0.0,29998.0,1,1,3
3,129500,-5871.0,-5871.0,0.0,29998.0,1,1,3
3,129800,-5871.0,-5871.0,0.0,29998.0,1,1,3
3,129900,-5871.0,-5871.0,0.0,29998.0,1,1,3
3,130300,-5871.0,-5871.0,0.0,29998.0,1,1,3
3,130400,-5871.0,-5871.0,0.0,29998.0,1,1,3
3,130800,-5751.0,-5845.5,94.5,29972.5,1,1,9
3,131000,-5751.0,-5751.0,0.0,29878.0,1,1,9
3,131300,-5751.0,-5751.0,0.0,29878.0,1,1,9
3,131600,-5751.0,-5751.0,0.0,29878.0,1,1,9
3,132300,-5751.0,-5751.0,0.0,29878.0,1,1,9
3,132400,-5751.0,-5751.0,0.0,29878.0,1,1,9
3,132500,-5751.0,-5751.0,0.0,29878.0,1,1,9
3,132800,-5751.0,-5751.0,0.0,29878.0,1,1,9
3,132900,-5751.0,-5751.0,0.0,29878.0,1,1,9
3,133000,-5751.0,-5751.0,0.0,29878.0,1,1,9
3,133100,-5895.0,-5860.5,34.5,29987.5,1,1,3
3,133200,-5895.0,-5895.0,0.0,30022.0,1,1,3
3,133300,-5895.0,-5895.0,0.0,30022.0,1,1,3
3,133400,-5895.0,-5895.0,0.0,30022.0,1,1,3
3,133700,-5895.0,-5895.0,0.0,30022.0,1,1,3
3,134300,-5895.0,-5895.0,0.0,30022.0,1,1,3
3,134500,-5895.0,-5895.0,0.0,30022.0,1,1,3
3,135100,-5895.0,-5895.0,0.0,30022.0,1,1,3
3,135200,-5895.0,-5895.0,0.0,30022.0,1,1,3
3,135400,-5895.0,-5895.0,0.0,30022.0,1,1,3
3,135700,-5895.0,-5895.0,0.0,30022.0,1,1,3
3,135800,-5895.0,-5895.0,0.0,30022.0,1,1,3
3,135900,-5895.0,-5895.0,0.0,30022.0,1,1,3
3,136100,-5895.0,-5895.0,0.0,30022.0,1,1,3
3,136600,-5895.0,-5895.0,0.0,30022.0,1,1,3
3,137300,-5895.0,-5895.0,0.0,30022.0,1,1,3
3,137400,-5895.0,-5895.0,0.0,30022.0,1,1,3
3,137700,-5895.0,-5895.0,0.0,30022.0,1,1,3
3,137800,-5895.0,-5895.0,0.0,30022.0,1,1,3
3,138300,-5895.0,-5895.0,0.0,30022.0,1,1,3
3,138400,-5775.0,-5869.5,94.5,29996.5,1,1,9
3,138600,-5775.0,-5775.0,0.0,29902.0,1,1,9
