fold,y,name,legs,nlegs,sd,hl,phi,proxy,avg,trades,entry,margin,dayp,cross,coef,intercept,mu
train_day_2_test_3_4,GALAXY_SOUNDS_BLACK_HOLES,cat4,GALAXY_SOUNDS_DARK_MATTER|GALAXY_SOUNDS_PLANETARY_RINGS|GALAXY_SOUNDS_SOLAR_FLAMES|GALAXY_SOUNDS_SOLAR_WINDS,4,316.093975024418,429.2908401714195,0.9983866697641063,-145284.0,-8.581959950381004,16929,1.8,1,"{3: -2630.5, 4: -142653.5}",0,1.15127|0.570702|0.389086|-0.0558787,-10430.328163920618,-20.1555530044443
train_day_2_test_3_4,GALAXY_SOUNDS_BLACK_HOLES,lev2,OXYGEN_SHAKE_GARLIC|PEBBLES_XL,2,234.57032739583545,380.43704309535474,0.9981796827420772,-82706.0,-5.591265548945376,14792,1.0,1,"{3: 7445.0, 4: -90151.0}",2,0.140415|0.304561,5610.145469675631,-32.03770102259659
train_day_2_test_3_4,GALAXY_SOUNDS_BLACK_HOLES,ret2,OXYGEN_SHAKE_EVENING_BREATH|SNACKPACK_CHOCOLATE,2,281.9533161920636,304.9809138368166,0.9977298248239181,-148100.0,-9.682902909447533,15295,1.0,1,"{3: 681.5, 4: -148781.5}",2,-0.867034|-0.720261,25818.493190376616,31.90615175362018
train_day_2_test_3_4,GALAXY_SOUNDS_BLACK_HOLES,lev3,OXYGEN_SHAKE_GARLIC|PEBBLES_XL|PEBBLES_S,3,234.7237599731569,306.180386431569,0.9977387082532244,-28388.0,-3.0630125161847217,9268,2.2,1,"{3: 10621.5, 4: -39009.5}",3,0.0747184|0.262173|-0.267258,9405.37099456367,-23.100105369123412
train_day_2_test_3_4,GALAXY_SOUNDS_BLACK_HOLES,ret3,OXYGEN_SHAKE_EVENING_BREATH|SNACKPACK_CHOCOLATE|MICROCHIP_SQUARE,3,268.120644949607,323.629675173653,0.9978605008283261,-130281.0,-8.696995994659545,14980,0.8,1,"{3: 18500.5, 4: -148781.5}",3,-0.760434|-0.712886|0.106715,23563.43864609248,29.202645450584896
train_day_2_test_3_4,GALAXY_SOUNDS_BLACK_HOLES,lev4,OXYGEN_SHAKE_GARLIC|PEBBLES_XL|PEBBLES_S|TRANSLATOR_VOID_BLUE,4,215.05074715214184,321.6082947746833,0.9978470680811361,32993.5,3.26054946140923,10119,2.2,1,"{3: 43117.0, 4: -10123.5}",4,0.13563|0.16517|-0.245633|0.360599,5969.539675741355,-20.33848393689823
train_day_2_test_3_4,GALAXY_SOUNDS_BLACK_HOLES,ret4,OXYGEN_SHAKE_EVENING_BREATH|SNACKPACK_CHOCOLATE|MICROCHIP_SQUARE|OXYGEN_SHAKE_GARLIC,4,227.61061988899544,212.41682814772074,0.9967421720049565,-140273.5,-10.488522506355615,13374,2.2,1,"{3: 1366.0, 4: -141639.5}",4,-0.961254|-0.405033|0.272607|-0.35914,24443.41244260168,16.496394851194964
train_day_2_test_3_4,GALAXY_SOUNDS_BLACK_HOLES,lev5,OXYGEN_SHAKE_GARLIC|PEBBLES_XL|PEBBLES_S|TRANSLATOR_VOID_BLUE|PANEL_2X4,5,212.0082480114299,329.81624492601475,0.9979005905970305,65918.0,7.10629581716257,9276,2.2,1,"{3: 49701.5, 4: 16216.5}",5,0.124189|0.123413|-0.27518|0.362222|0.138062,5367.814533686841,-16.820435862604427
train_day_2_test_3_4,GALAXY_SOUNDS_BLACK_HOLES,ret5,OXYGEN_SHAKE_EVENING_BREATH|SNACKPACK_CHOCOLATE|MICROCHIP_SQUARE|OXYGEN_SHAKE_GARLIC|SNACKPACK_PISTACHIO,5,207.41133654566917,188.54675900817938,0.996330487731848,-170295.5,-9.982736385485667,17059,0.8,1,"{3: -32616.0, 4: -137679.5}",5,-0.956053|-0.429799|0.314294|-0.459929|-0.43782,29514.558710208235,16.56039916862119
train_day_2_test_3_4,GALAXY_SOUNDS_BLACK_HOLES,ridge8,OXYGEN_SHAKE_GARLIC|PEBBLES_XL|PEBBLES_S|TRANSLATOR_VOID_BLUE|PANEL_2X4|OXYGEN_SHAKE_EVENING_BREATH|TRANSLATOR_SPACE_GRAY|ROBOT_DISHES,8,172.96853553306624,150.3708690117659,0.9954010236368792,-129602.5,-7.625470698987997,16996,0.8,1,"{3: 19179.0, 4: -148781.5}",8,-0.212777|0.0365776|-0.350284|0.226917|0.171627|-0.735529|0.215037|-0.198731,18391.32947535789,-14.223197997113857
train_day_2_test_3_4,GALAXY_SOUNDS_DARK_MATTER,cat4,GALAXY_SOUNDS_BLACK_HOLES|GALAXY_SOUNDS_PLANETARY_RINGS|GALAXY_SOUNDS_SOLAR_FLAMES|GALAXY_SOUNDS_SOLAR_WINDS,4,127.74832028443446,165.50110779806653,0.9958205857104492,-2793.5,-0.2521209386281588,11080,2.2,1,"{3: -45778.0, 4: 42984.5}",0,0.186113|-0.0539439|0.179385|-0.246997,9160.308405859905,5.8311227122248965
train_day_2_test_3_4,GALAXY_SOUNDS_DARK_MATTER,lev2,UV_VISOR_YELLOW|SLEEP_POD_POLYESTER,2,140.31779127850976,183.97411752124216,0.9962394544096833,27950.5,6.070916594265856,4604,2.2,1,"{3: -3967.5, 4: 31918.0}",2,0.291669|0.0425385,6509.668829940796,1.8458536967873442
train_day_2_test_3_4,GALAXY_SOUNDS_DARK_MATTER,ret2,PANEL_2X4|SNACKPACK_CHOCOLATE,2,142.08134333744198,188.17161602052744,0.9963231855787179,7958.5,0.6365781474964006,12502,1.8,1,"{3: 17849.5, 4: -9891.0}",2,0.491982|0.211401,2735.2303361558147,-15.787285463378794
train_day_2_test_3_4,GALAXY_SOUNDS_DARK_MATTER,lev3,UV_VISOR_YELLOW|SLEEP_POD_POLYESTER|MICROCHIP_CIRCLE,3,133.076854202425,177.989759416962,0.9961132636598875,26211.5,5.758238137082601,4552,2.2,1,"{3: -6090.0, 4: 32301.5}",3,0.283448|0.0452067|-0.0691554,7205.400938584947,2.02272789984454
train_day_2_test_3_4,GALAXY_SOUNDS_DARK_MATTER,ret3,PANEL_2X4|SNACKPACK_CHOCOLATE|UV_VISOR_YELLOW,3,114.8067094546017,149.46453076246834,0.9953732005103825,37676.5,5.107292937508472,7377,2.2,1,"{3: -6518.0, 4: 44194.5}",3,0.220551|0.237495|0.206552,3154.5152303819386,-6.132131436835152
train_day_2_test_3_4,GALAXY_SOUNDS_DARK_MATTER,lev4,UV_VISOR_YELLOW|SLEEP_POD_POLYESTER|MICROCHIP_CIRCLE|PANEL_4X4,4,122.68088202864374,156.20597557693242,0.9955724384597868,2529.5,0.4167902455099687,6069,2.2,1,"{3: -7277.5, 4: 9807.0}",4,0.30264|0.0245906|-0.127087|0.162849,6116.23460570546,6.862734325438396
train_day_2_test_3_4,GALAXY_SOUNDS_DARK_MATTER,ret4,PANEL_2X4|SNACKPACK_CHOCOLATE|UV_VISOR_YELLOW|UV_VISOR_RED,4,112.11347415087751,147.85032471507523,0.9953228041753528,39183.0,4.562529110386586,8588,2.2,1,"{3: -6405.5, 4: 45588.5}",4,0.226015|0.215743|0.204263|0.0255623,3061.852927043064,-4.220964447429651
train_day_2_test_3_4,GALAXY_SOUNDS_DARK_MATTER,lev5,UV_VISOR_YELLOW|SLEEP_POD_POLYESTER|MICROCHIP_CIRCLE|PANEL_4X4|TRANSLATOR_GRAPHITE_MIST,5,123.77249286712791,152.3533136396898,0.9954607301928311,-13641.0,-1.3871262965222697,9834,1.5,1,"{3: -1988.5, 4: -11652.5}",5,0.31122|0.0352185|-0.12665|0.16699|0.071212,5167.332600259668,4.768230522567137
train_day_2_test_3_4,GALAXY_SOUNDS_DARK_MATTER,ret5,PANEL_2X4|SNACKPACK_CHOCOLATE|UV_VISOR_YELLOW|UV_VISOR_RED|OXYGEN_SHAKE_GARLIC,5,111.23302807078883,144.8906050375832,0.9952274901762961,28846.0,3.7712119231272063,7649,2.2,1,"{3: -5830.0, 4: 34676.0}",5,0.224867|0.247131|0.226815|0.0442731|-0.0239423,2581.2494800720037,-3.7468593765588594
train_day_2_test_3_4,GALAXY_SOUNDS_DARK_MATTER,ridge8,UV_VISOR_YELLOW|SLEEP_POD_POLYESTER|MICROCHIP_CIRCLE|PANEL_4X4|TRANSLATOR_GRAPHITE_MIST|MICROCHIP_SQUARE|ROBOT_MOPPING|SLEEP_POD_COTTON,8,103.42605835983895,132.09182882841046,0.9947662794058765,-6693.5,-0.6530881061566982,10249,2.2,1,"{3: 52877.5, 4: -59571.0}",8,0.308487|0.0467881|-0.0613882|0.126298|0.141823|0.0869666|0.00455167|-0.0999923,4236.411928236631,12.698076622627013
train_day_2_test_3_4,GALAXY_SOUNDS_PLANETARY_RINGS,cat4,GALAXY_SOUNDS_BLACK_HOLES|GALAXY_SOUNDS_DARK_MATTER|GALAXY_SOUNDS_SOLAR_FLAMES|GALAXY_SOUNDS_SOLAR_WINDS,4,317.1002057171688,818.3729042542741,0.9991533765130824,-40084.5,-2.4407538208609876,16423,1.0,1,"{3: -74931.0, 4: 34846.5}",0,0.533803|-0.312116|-0.681504|-0.268655,17734.222977902737,35.31317781708731
train_day_2_test_3_4,GALAXY_SOUNDS_PLANETARY_RINGS,lev2,SLEEP_POD_SUEDE|TRANSLATOR_SPACE_GRAY,2,222.21345918845697,541.9788754481876,0.9987218982856672,-84085.0,-6.071995956094743,13848,1.0,1,"{3: -19382.5, 4: -64702.5}",2,0.785853|0.592928,-3801.2866716316908,8.20748014689616
train_day_2_test_3_4,GALAXY_SOUNDS_PLANETARY_RINGS,ret2,SNACKPACK_PISTACHIO|SNACKPACK_STRAWBERRY,2,463.2245757305402,99999.0,1.0000860859219307,-16525.0,-1.1347249879832453,14563,1.8,1,"{3: -74931.0, 4: 58406.0}",2,0.613801|0.231967,1698.4589108392042,-159.32550375580377
train_day_2_test_3_4,GALAXY_SOUNDS_PLANETARY_RINGS,lev3,SLEEP_POD_SUEDE|TRANSLATOR_SPACE_GRAY|SLEEP_POD_POLYESTER,3,224.5675952480118,439.08346022915623,0.9984226225260427,-75272.5,-6.997536487868365,10757,1.5,1,"{3: -16192.0, 4: -59080.5}",3,0.640475|0.790081|0.213269,-6505.538212344906,7.290615311811962
train_day_2_test_3_4,GALAXY_SOUNDS_PLANETARY_RINGS,ret3,SNACKPACK_PISTACHIO|SNACKPACK_STRAWBERRY|SNACKPACK_CHOCOLATE,3,416.15757557495795,99999.0,1.0000739125255722,-30810.0,-2.107243006634293,14621,2.2,1,"{3: -74931.0, 4: 44121.0}",3,0.670578|0.265219|0.28342,-2015.318218989696,-173.18146725977022
train_day_2_test_3_4,GALAXY_SOUNDS_PLANETARY_RINGS,lev4,SLEEP_POD_SUEDE|TRANSLATOR_SPACE_GRAY|SLEEP_POD_POLYESTER|MICROCHIP_SQUARE,4,210.29675798656655,412.92022964807575,0.9983227614400689,-97076.0,-6.615961289443195,14673,1.2,1,"{3: -62079.0, 4: -34997.0}",4,0.664498|0.595576|0.303564|-0.186985,-3722.6312237411234,3.156444185870896
train_day_2_test_3_4,GALAXY_SOUNDS_PLANETARY_RINGS,ret4,SNACKPACK_PISTACHIO|SNACKPACK_STRAWBERRY|SNACKPACK_CHOCOLATE|GALAXY_SOUNDS_SOLAR_FLAMES,4,308.12559712735424,982.1699009054965,0.9992945185451908,-118755.0,-7.910144541397456,15013,1.8,1,"{3: -51145.0, 4: -67610.0}",3,-1.5947|1.12307|-0.320178|-1.05508,28744.807785014014,-28.46576441808793
train_day_2_test_3_4,GALAXY_SOUNDS_PLANETARY_RINGS,lev5,SLEEP_POD_SUEDE|TRANSLATOR_SPACE_GRAY|SLEEP_POD_POLYESTER|MICROCHIP_SQUARE|TRANSLATOR_VOID_BLUE,5,214.08839595293185,373.8390085781933,0.9981475850080823,-114391.0,-7.35917395779722,15544,1.0,1,"{3: -65636.0, 4: -48755.0}",5,0.738812|0.557423|0.36927|-0.211067|-0.158832,-2927.58156378445,1.0381143689201053
train_day_2_test_3_4,GALAXY_SOUNDS_PLANETARY_RINGS,ret5,SNACKPACK_PISTACHIO|SNACKPACK_STRAWBERRY|SNACKPACK_CHOCOLATE|GALAXY_SOUNDS_SOLAR_FLAMES|OXYGEN_SHAKE_CHOCOLATE,5,251.76056488692893,311.94880674799043,0.9977804766278016,-189344.5,-11.037921184563368,17154,2.2,1,"{3: -72407.5, 4: -116937.0}",4,-2.22307|1.31236|0.317361|-0.905571|0.986606,15623.293048020012,1.4340347600627865
train_day_2_test_3_4,GALAXY_SOUNDS_PLANETARY_RINGS,xret5,SNACKPACK_PISTACHIO|SNACKPACK_STRAWBERRY|SNACKPACK_CHOCOLATE|OXYGEN_SHAKE_CHOCOLATE|PEBBLES_XS,5,384.10744017154326,516.4788621999922,0.9986588371457912,-49780.0,-4.759992350353796,10458,2.2,1,"{3: 29086.5, 4: -78866.5}",5,1.05397|-0.436626|0.902325|1.01588|-0.577646,-8852.664225911347,-12.033044735390831
train_day_2_test_3_4,GALAXY_SOUNDS_PLANETARY_RINGS,ridge8,SLEEP_POD_SUEDE|TRANSLATOR_SPACE_GRAY|SLEEP_POD_POLYESTER|MICROCHIP_SQUARE|TRANSLATOR_VOID_BLUE|ROBOT_LAUNDRY|GALAXY_SOUNDS_SOLAR_FLAMES|UV_VISOR_ORANGE,8,172.08288536600423,261.8874973887345,0.9973567630862373,-133020.0,-9.955096542433767,13362,2.2,1,"{3: -59494.0, 4: -73526.0}",7,0.579429|0.226697|0.484596|-0.133893|-0.167997|0.163176|-0.460542|0.0830559,2520.696008736505,2.5866743752840193
train_day_2_test_3_4,GALAXY_SOUNDS_SOLAR_FLAMES,cat4,GALAXY_SOUNDS_BLACK_HOLES|GALAXY_SOUNDS_DARK_MATTER|GALAXY_SOUNDS_PLANETARY_RINGS|GALAXY_SOUNDS_SOLAR_WINDS,4,287.4785224396034,344.25389872536465,0.9979885490522853,-62694.5,-4.5230863574056706,13861,1.2,1,"{3: -34102.5, 4: -28592.0}",0,0.313866|0.89513|-0.587754|0.184383,2721.143005307112,-18.956654096907187
train_day_2_test_3_4,GALAXY_SOUNDS_SOLAR_FLAMES,lev2,TRANSLATOR_SPACE_GRAY|ROBOT_LAUNDRY,2,263.030475015074,352.7262763266547,0.998036816034189,33314.5,9.358005617977527,3560,2.2,1,"{3: 46939.5, 4: -13625.0}",2,-0.898504|0.728644,12331.84677129749,63.19855604106215
train_day_2_test_3_4,GALAXY_SOUNDS_SOLAR_FLAMES,ret2,SNACKPACK_PISTACHIO|PANEL_2X4,2,383.2397625362907,765.6384261685569,0.9990950904607042,-19790.0,-1.8594381283472705,10643,2.2,1,"{3: 10677.0, 4: -30467.0}",2,-1.82761|0.33443,25159.43252870067,-91.01858045890458
train_day_2_test_3_4,GALAXY_SOUNDS_SOLAR_FLAMES,lev3,TRANSLATOR_SPACE_GRAY|ROBOT_LAUNDRY|OXYGEN_SHAKE_GARLIC,3,246.94600540430721,400.87628983006397,0.9982724139843194,58360.5,5.802973053594512,10057,1.2,1,"{3: 81758.0, 4: -23397.5}",3,-0.697898|0.561884|0.190233,9994.095273654935,59.47047958223902
train_day_2_test_3_4,GALAXY_SOUNDS_SOLAR_FLAMES,ret3,SNACKPACK_PISTACHIO|PANEL_2X4|SNACKPACK_CHOCOLATE,3,360.60708673890963,661.4841842286727,0.9989526822243,-49831.0,-3.77937049677664,13185,2.2,1,"{3: -10874.5, 4: -38956.5}",3,-1.99383|0.266851|-0.554411,33010.96059151687,-77.10600863123818
train_day_2_test_3_4,GALAXY_SOUNDS_SOLAR_FLAMES,lev4,TRANSLATOR_SPACE_GRAY|ROBOT_LAUNDRY|OXYGEN_SHAKE_GARLIC|OXYGEN_SHAKE_EVENING_BREATH,4,222.4611506910571,368.73493356314646,0.9981219677409834,34604.5,2.8113169225769763,12309,1.5,1,"{3: 79592.0, 4: -44987.5}",4,-0.796642|0.486192|0.29704|0.159149,9087.447980851723,69.37575347663551
train_day_2_test_3_4,GALAXY_SOUNDS_SOLAR_FLAMES,ret4,SNACKPACK_PISTACHIO|PANEL_2X4|SNACKPACK_CHOCOLATE|SNACKPACK_STRAWBERRY,4,284.1905069034494,719.186491441498,0.9990366709181044,-88172.5,-5.939942064133657,14844,2.2,1,"{3: -26795.5, 4: -61377.0}",4,-2.37665|-0.245059|-0.776075|1.11709,32898.94955875406,-27.570979208799145
train_day_2_test_3_4,GALAXY_SOUNDS_SOLAR_FLAMES,lev5,TRANSLATOR_SPACE_GRAY|ROBOT_LAUNDRY|OXYGEN_SHAKE_GARLIC|OXYGEN_SHAKE_EVENING_BREATH|ROBOT_VACUUMING,5,219.18282033314168,353.5015717235651,0.9980411174457867,5381.0,0.4144012321909896,12985,1.8,1,"{3: 57548.0, 4: -52167.0}",5,-0.816671|0.539837|0.319005|0.181971|-0.161007,9847.585245157257,75.3372638104729
train_day_2_test_3_4,GALAXY_SOUNDS_SOLAR_FLAMES,ret5,SNACKPACK_PISTACHIO|PANEL_2X4|SNACKPACK_CHOCOLATE|SNACKPACK_STRAWBERRY|GALAXY_SOUNDS_PLANETARY_RINGS,5,236.6574313107762,423.08084421586364,0.9983630086373798,-65204.0,-3.653499187538522,17847,0.8,1,"{3: -3827.0, 4: -61377.0}",4,-1.8095|0.0115048|-0.424413|0.928028|-0.487261,27996.618042901602,14.334788860788649
train_day_2_test_3_4,GALAXY_SOUNDS_SOLAR_FLAMES,xret5,SNACKPACK_PISTACHIO|PANEL_2X4|SNACKPACK_CHOCOLATE|SNACKPACK_STRAWBERRY|TRANSLATOR_VOID_BLUE,5,261.6454036587891,417.18997870376586,0.9983399129550863,-91429.0,-5.7171710855427715,15992,1.8,1,"{3: -30052.0, 4: -61377.0}",5,-2.53113|-0.0270422|-1.10826|1.3002|-0.536929,38948.98058728527,2.744296302190378
train_day_2_test_3_4,GALAXY_SOUNDS_SOLAR_FLAMES,ridge8,TRANSLATOR_SPACE_GRAY|ROBOT_LAUNDRY|OXYGEN_SHAKE_GARLIC|OXYGEN_SHAKE_EVENING_BREATH|ROBOT_VACUUMING|SNACKPACK_STRAWBERRY|PEBBLES_XL|PANEL_4X4,8,225.34995466360562,211.54691001078547,0.9967287971783442,-13486.5,-1.1617279696786975,11609,2.2,1,"{3: 35213.5, 4: -48700.0}",8,-0.576806|1.09074|0.272381|0.554578|-0.202403|0.117772|0.168479|0.118214,-4988.968195631838,50.969192509920504
train_day_2_test_3_4,GALAXY_SOUNDS_SOLAR_WINDS,cat4,GALAXY_SOUNDS_BLACK_HOLES|GALAXY_SOUNDS_DARK_MATTER|GALAXY_SOUNDS_PLANETARY_RINGS|GALAXY_SOUNDS_SOLAR_FLAMES,4,165.06683322424695,375.39396189016367,0.9981552509821134,-91889.0,-5.092213909670269,18045,0.8,1,"{3: -47423.5, 4: -44465.5}",0,-0.0394337|-1.07824|-0.202696|0.161303,21630.67595234341,-55.17306954912419
train_day_2_test_3_4,GALAXY_SOUNDS_SOLAR_WINDS,lev2,PANEL_1X4|OXYGEN_SHAKE_MORNING_BREATH,2,236.62222155742916,460.78898339692194,0.9984968692189294,36033.5,5.242761530627091,6873,1.8,1,"{3: 20492.5, 4: 15541.0}",2,-0.686437|0.353392,13205.913914032823,-10.367459272329143
train_day_2_test_3_4,GALAXY_SOUNDS_SOLAR_WINDS,ret2,TRANSLATOR_GRAPHITE_MIST|SNACKPACK_CHOCOLATE,2,234.26463825992477,364.69964983928145,0.9981012076618868,29480.0,3.181867242309768,9265,2.2,1,"{3: -13739.5, 4: 43219.5}",2,1.08832|0.50902,-5656.509523361413,-40.48122767982022
train_day_2_test_3_4,GALAXY_SOUNDS_SOLAR_WINDS,lev3,PANEL_1X4|OXYGEN_SHAKE_MORNING_BREATH|PEBBLES_M,3,252.85823775316342,384.8596319084919,0.9982005819650147,33455.0,2.769453642384106,12080,0.8,1,"{3: 17079.5, 4: 16375.5}",3,-0.559413|0.47748|0.304033,7655.910105354965,-5.0154525415864555
train_day_2_test_3_4,GALAXY_SOUNDS_SOLAR_WINDS,ret3,TRANSLATOR_GRAPHITE_MIST|SNACKPACK_CHOCOLATE|UV_VISOR_YELLOW,3,204.40014951146455,392.6210475215428,0.9982361218496161,35223.0,4.317602353518019,8158,2.2,1,"{3: -11971.5, 4: 47194.5}",3,0.749611|0.216235|-0.208312,2823.090180452179,18.283760557811547
train_day_2_test_3_4,GALAXY_SOUNDS_SOLAR_WINDS,lev4,PANEL_1X4|OXYGEN_SHAKE_MORNING_BREATH|PEBBLES_M|SLEEP_POD_NYLON,4,215.96236985736977,253.5439238768557,0.9972698988092981,-3171.5,-0.4914768324810166,6453,2.2,1,"{3: -3563.0, 4: 391.5}",4,-0.405265|0.557733|0.345456|0.50397,64.44095552319205,-14.345894860209228
train_day_2_test_3_4,GALAXY_SOUNDS_SOLAR_WINDS,ret4,TRANSLATOR_GRAPHITE_MIST|SNACKPACK_CHOCOLATE|UV_VISOR_YELLOW|PEBBLES_S,4,219.91832203255638,300.9617207579803,0.997699542669334,51424.0,5.954608615099583,8636,1.5,1,"{3: -12589.0, 4: 64013.0}",4,0.88694|0.178143|-0.275894|-0.216313,4675.099948458946,13.699104365255153
train_day_2_test_3_4,GALAXY_SOUNDS_SOLAR_WINDS,lev5,PANEL_1X4|OXYGEN_SHAKE_MORNING_BREATH|PEBBLES_M|SLEEP_POD_NYLON|ROBOT_VACUUMING,5,204.3798718286483,252.52328348350008,0.9972588795122738,7858.0,1.0025516713447309,7838,1.8,1,"{3: -5898.0, 4: 13756.0}",5,-0.395776|0.50159|0.371137|0.456693|-0.198768,2700.321122486052,-22.53589070729322
train_day_2_test_3_4,GALAXY_SOUNDS_SOLAR_WINDS,ret5,TRANSLATOR_GRAPHITE_MIST|SNACKPACK_CHOCOLATE|UV_VISOR_YELLOW|PEBBLES_S|SNACKPACK_PISTACHIO,5,213.5054363338745,296.3486176389871,0.9976637745220751,31238.0,5.024609940485765,6217,1.8,1,"{3: 7.5, 4: 31230.5}",5,0.735377|-0.121369|-0.355022|-0.123743|-0.695905,15821.967004746039,-25.41929111004174
train_day_2_test_3_4,GALAXY_SOUNDS_SOLAR_WINDS,ridge8,PANEL_1X4|OXYGEN_SHAKE_MORNING_BREATH|PEBBLES_M|SLEEP_POD_NYLON|ROBOT_VACUUMING|TRANSLATOR_ECLIPSE_CHARCOAL|ROBOT_MOPPING|PANEL_1X2,8,143.31964307034303,139.1586186816829,0.9950313981885516,-125602.0,-6.621085925144966,18970,0.8,1,"{3: -81136.5, 4: -44465.5}",8,-0.250947|0.667014|0.204197|0.0841411|-0.083566|-0.353095|-0.223797|0.293108,6601.14470436317,-6.998115409764068
train_day_2_test_3_4,MICROCHIP_CIRCLE,cat4,MICROCHIP_OVAL|MICROCHIP_RECTANGLE|MICROCHIP_SQUARE|MICROCHIP_TRIANGLE,4,153.46374902758032,222.15651605895837,0.9968847775542466,-134144.5,-6.9954370045890695,19176,1.5,1,"{3: 1169.5, 4: -135314.0}",0,0.378092|0.14411|-0.094439|-0.132019,6527.74617492395,-3.0867622856649177
train_day_2_test_3_4,MICROCHIP_CIRCLE,lev2,OXYGEN_SHAKE_CHOCOLATE|PANEL_4X4,2,197.5358617791225,368.1472799320779,0.9981189727607022,1281.5,0.09309843806756266,13765,1.0,1,"{3: 26624.0, 4: -25342.5}",2,0.353698|0.270437,3166.049820028174,4.2760205587910605
train_day_2_test_3_4,MICROCHIP_CIRCLE,ret2,MICROCHIP_OVAL|SLEEP_POD_POLYESTER,2,156.47797203600567,306.7990684553851,0.9977432631586898,-100995.0,-6.88258143655445,14674,2.2,1,"{3: 34319.0, 4: -135314.0}",1,0.406146|-0.0758162,6034.811546211736,4.017397603568497
train_day_2_test_3_4,MICROCHIP_CIRCLE,lev3,OXYGEN_SHAKE_CHOCOLATE|PANEL_4X4|TRANSLATOR_GRAPHITE_MIST,3,203.79614148273268,357.02386682808987,0.9980604244653292,15167.5,1.1618153963998468,13055,1.0,1,"{3: 23695.5, 4: -8528.0}",3,0.356385|0.265444|0.12004,2016.0728795559526,0.44969092861902027
train_day_2_test_3_4,MICROCHIP_CIRCLE,ret3,MICROCHIP_OVAL|SLEEP_POD_POLYESTER|ROBOT_IRONING,3,148.1843032687248,239.3902931999746,0.9971087187954158,-114976.0,-6.775250441956394,16970,1.5,1,"{3: 20338.0, 4: -135314.0}",2,0.365659|-0.0487271|0.248237,3818.3732395417137,-8.154001284240621
train_day_2_test_3_4,MICROCHIP_CIRCLE,lev4,OXYGEN_SHAKE_CHOCOLATE|PANEL_4X4|TRANSLATOR_GRAPHITE_MIST|PEBBLES_L,4,188.7244873822402,350.4471066197567,0.9980240608827429,8959.5,0.5978580008007474,14986,0.8,1,"{3: 32309.5, 4: -23350.0}",4,0.355695|0.237457|0.139922|-0.0502432,2604.446944079698,-4.270057195062691
train_day_2_test_3_4,MICROCHIP_CIRCLE,ret4,MICROCHIP_OVAL|SLEEP_POD_POLYESTER|ROBOT_IRONING|MICROCHIP_RECTANGLE,4,138.4059519350714,234.9672893032513,0.9970543738047962,-130644.5,-7.17748049664872,18202,0.8,1,"{3: 4669.5, 4: -135314.0}",2,0.343923|-0.0118115|0.180374|0.127386,3048.09019306797,-20.89658910809885
train_day_2_test_3_4,MICROCHIP_CIRCLE,lev5,OXYGEN_SHAKE_CHOCOLATE|PANEL_4X4|TRANSLATOR_GRAPHITE_MIST|PEBBLES_L|UV_VISOR_YELLOW,5,179.0651625421559,326.8804699608078,0.9978817553904286,-13784.5,-1.3594181459566075,10140,1.2,1,"{3: 40051.5, 4: -53836.0}",5,0.26641|0.0941919|-0.0895424|-0.19744|-0.17304,10443.160318790742,14.3314504545815
train_day_2_test_3_4,MICROCHIP_CIRCLE,ret5,MICROCHIP_OVAL|SLEEP_POD_POLYESTER|ROBOT_IRONING|MICROCHIP_RECTANGLE|SNACKPACK_RASPBERRY,5,125.46604875505972,215.59851082942507,0.9967901719720033,-137331.5,-7.479521812537444,18361,0.8,1,"{3: -2017.5, 4: -135314.0}",3,0.296551|-0.00332821|0.168864|0.197755|-0.29233,5794.608373210264,-26.2504711668671
train_day_2_test_3_4,MICROCHIP_CIRCLE,xret2,SLEEP_POD_POLYESTER|ROBOT_IRONING,2,212.27895317660207,430.59379884734585,0.9983915477051245,-45196.0,-3.717081996874743,12159,0.8,1,"{3: 45843.5, 4: -91039.5}",2,-0.0467096|0.281636,7055.544473958458,14.150848353466245
train_day_2_test_3_4,MICROCHIP_CIRCLE,xret3,SLEEP_POD_POLYESTER|ROBOT_IRONING|SNACKPACK_RASPBERRY,3,202.58412212366687,370.0484991657059,0.9981286279730246,-45323.0,-3.8334602046857817,11823,0.8,1,"{3: 39038.0, 4: -84361.0}",3,-0.0609679|0.308432|-0.344348,10423.221204022908,6.265861701436734
train_day_2_test_3_4,MICROCHIP_CIRCLE,xret5,SLEEP_POD_POLYESTER|ROBOT_IRONING|SNACKPACK_RASPBERRY|PEBBLES_M|SNACKPACK_STRAWBERRY,5,168.3736961545792,340.9100730280197,0.997968839731382,-47385.5,-3.3381824586121875,14195,0.8,1,"{3: 32329.0, 4: -79714.5}",5,0.16066|0.215075|-1.25223|-0.0579296|-0.957571,28486.72734343333,3.810475271595351
train_day_2_test_3_4,MICROCHIP_CIRCLE,ridge8,OXYGEN_SHAKE_CHOCOLATE|PANEL_4X4|TRANSLATOR_GRAPHITE_MIST|PEBBLES_L|UV_VISOR_YELLOW|TRANSLATOR_SPACE_GRAY|PEBBLES_XL|SLEEP_POD_COTTON,8,159.18705947973342,248.18042086279053,0.9972109801104453,-88119.5,-5.5254263857537,15948,1.2,1,"{3: 34102.5, 4: -122222.0}",8,0.180087|0.129459|-0.0824408|-0.319564|0.0846249|0.400157|-0.0732082|-0.0725012,6990.968658178965,-1.7734853638548884
