y,name,legs,folds,sum_proxy,mean_proxy,min_proxy,avg,trades,sd,hl,cross,entry,margin
PEBBLES_XS,lev3,PANEL_2X4|UV_VISOR_AMBER|MICROCHIP_OVAL,4,120129.5,30032.375,-7872.5,8.32462645814927,8657.0,288.5070224499608,346.5179499874957,3,2.0,1.0
SLEEP_POD_COTTON,xlev2,MICROCHIP_SQUARE|MICROCHIP_CIRCLE,4,119754.5,29938.625,9525.0,4.666804761277627,6891.25,369.78298448466,1029.678274614551,2,2.2,1.0
MICROCHIP_RECTANGLE,lev3,ROBOT_MOPPING|MICROCHIP_SQUARE|ROBOT_IRONING,4,117795.5,29448.875,14572.0,4.192951366762849,7352.25,272.69923363559616,522.3679262144565,2,1.2,1.0
SLEEP_POD_POLYESTER,ridge8,SLEEP_POD_COTTON|UV_VISOR_AMBER|UV_VISOR_YELLOW|GALAXY_SOUNDS_DARK_MATTER|MICROCHIP_SQUARE|UV_VISOR_MAGENTA|SNACKPACK_STRAWBERRY|SLEEP_POD_SUEDE,4,117428.0,29357.0,-16328.0,10.162604472302732,7387.25,205.61239930365622,334.37355756004206,6,2.2,1.0
GALAXY_SOUNDS_SOLAR_WINDS,ret4,TRANSLATOR_GRAPHITE_MIST|SNACKPACK_CHOCOLATE|UV_VISOR_YELLOW|PEBBLES_S,4,115669.5,28917.375,8211.0,11.429925169862376,3334.5,292.586549911792,616.3432779962288,4,2.0,1.0
TRANSLATOR_VOID_BLUE,ret3,TRANSLATOR_GRAPHITE_MIST|PEBBLES_XS|SNACKPACK_PISTACHIO,4,112522.0,28130.5,830.0,22.007053974797664,3398.75,248.81745482281826,505.75547607111105,2,2.2,1.0
ROBOT_MOPPING,lev3,PANEL_1X4|OXYGEN_SHAKE_MORNING_BREATH|MICROCHIP_SQUARE,4,111609.0,27902.25,9292.0,20.335101457674703,5939.75,292.5408429131455,784.7237009016678,3,1.85,1.0
PEBBLES_S,lev4,PEBBLES_XL|OXYGEN_SHAKE_GARLIC|PANEL_2X4|GALAXY_SOUNDS_BLACK_HOLES,4,111424.5,27856.125,24689.0,10.252390147218023,5638.5,250.7132444998089,503.11811183404143,3,1.8,1.0
GALAXY_SOUNDS_SOLAR_FLAMES,lev3,TRANSLATOR_SPACE_GRAY|ROBOT_LAUNDRY|OXYGEN_SHAKE_GARLIC,4,111056.0,27764.0,-8026.5,7.855380617371042,5093.25,273.80870240640684,733.173228583431,3,1.35,1.0
PEBBLES_S,xlev2,OXYGEN_SHAKE_GARLIC|PANEL_2X4,4,110327.5,27581.875,-6808.0,11.0445017132989,4174.25,300.8909796401955,514.2056995997332,2,2.2,1.0
ROBOT_IRONING,lev5,OXYGEN_SHAKE_MORNING_BREATH|ROBOT_MOPPING|PEBBLES_M|PANEL_1X4|MICROCHIP_OVAL,4,109239.0,27309.75,9691.0,18.86062854785131,5893.75,286.58695311699654,774.7452397991632,4,2.2,1.0
TRANSLATOR_VOID_BLUE,ret5,TRANSLATOR_GRAPHITE_MIST|PEBBLES_XS|SNACKPACK_PISTACHIO|SNACKPACK_VANILLA|GALAXY_SOUNDS_BLACK_HOLES,4,109169.5,27292.375,18902.0,7.842592983684909,6531.5,211.7630986374939,348.02276077340656,4,2.0,1.0
GALAXY_SOUNDS_SOLAR_WINDS,lev3,PANEL_1X4|OXYGEN_SHAKE_MORNING_BREATH|PEBBLES_M,4,109138.5,27284.625,8203.5,5.847951043066649,6155.75,210.49065311396637,443.8398808456857,3,1.3,1.0
SLEEP_POD_SUEDE,ret5,SNACKPACK_RASPBERRY|UV_VISOR_AMBER|SNACKPACK_CHOCOLATE|GALAXY_SOUNDS_DARK_MATTER|SNACKPACK_VANILLA,4,106192.0,26548.0,7933.0,3.6308465698779355,7301.25,325.76486219054965,747.0912788815646,5,1.5,1.0
SLEEP_POD_SUEDE,ret2,SNACKPACK_RASPBERRY|UV_VISOR_AMBER,4,105326.5,26331.625,13682.0,7.870578785005513,4562.0,358.35405438745477,870.2390478774297,2,2.2,1.0
ROBOT_IRONING,xret5,MICROCHIP_OVAL|UV_VISOR_AMBER|TRANSLATOR_ECLIPSE_CHARCOAL|SLEEP_POD_NYLON|MICROCHIP_CIRCLE,4,104576.5,26144.125,4235.0,7.990278870896197,5106.75,272.4242752456151,477.520461451114,5,2.2,1.0
GALAXY_SOUNDS_SOLAR_WINDS,lev2,PANEL_1X4|OXYGEN_SHAKE_MORNING_BREATH,4,103548.0,25887.0,11043.0,7.3657716231814465,4746.75,208.7073802623737,539.5970769684116,2,2.0,1.0
UV_VISOR_MAGENTA,ret4,SNACKPACK_PISTACHIO|SNACKPACK_STRAWBERRY|SNACKPACK_VANILLA|SLEEP_POD_POLYESTER,4,103477.5,25869.375,9683.5,4.953275681750552,5837.75,217.44035579809977,372.81812076328924,4,2.0,1.0
GALAXY_SOUNDS_DARK_MATTER,ret3,PANEL_2X4|SNACKPACK_CHOCOLATE|UV_VISOR_YELLOW,4,102226.5,25556.625,11014.0,15.955510636370043,3171.25,204.63898727495285,414.6760375277413,3,2.2,1.0
SLEEP_POD_POLYESTER,ret3,OXYGEN_SHAKE_GARLIC|TRANSLATOR_SPACE_GRAY|UV_VISOR_MAGENTA,4,102106.5,25526.625,7889.5,7.547837097445808,5863.75,324.561328224176,682.2382190693527,3,2.2,1.0
UV_VISOR_MAGENTA,lev2,SLEEP_POD_POLYESTER|UV_VISOR_AMBER,4,101835.0,25458.75,9634.5,7.177010778520782,4071.0,280.0523603391251,598.5591950430737,1,1.8,1.0
ROBOT_IRONING,lev3,OXYGEN_SHAKE_MORNING_BREATH|ROBOT_MOPPING|PEBBLES_M,4,97993.5,24498.375,14095.5,14.931790179341709,3887.75,352.0748434292397,1039.7073773022635,2,2.0,1.0
ROBOT_IRONING,ret4,MICROCHIP_OVAL|UV_VISOR_AMBER|TRANSLATOR_ECLIPSE_CHARCOAL|SLEEP_POD_NYLON,4,97585.5,24396.375,12923.0,12.383332479952573,5595.0,272.7617305700218,494.0796806386794,4,2.0,1.0
UV_VISOR_MAGENTA,ret5,SNACKPACK_PISTACHIO|SNACKPACK_STRAWBERRY|SNACKPACK_VANILLA|SLEEP_POD_POLYESTER|GALAXY_SOUNDS_BLACK_HOLES,4,97545.5,24386.375,11354.5,4.558249181277269,6149.25,213.85099418166774,368.0169130074672,5,2.0,1.0
TRANSLATOR_ASTRO_BLACK,lev4,PEBBLES_XS|ROBOT_VACUUMING|MICROCHIP_RECTANGLE|SLEEP_POD_NYLON,4,97485.0,24371.25,4779.5,4.749868614380445,6503.0,201.5050437518701,490.1899797964442,4,2.2,1.0
TRANSLATOR_ASTRO_BLACK,lev3,PEBBLES_XS|ROBOT_VACUUMING|MICROCHIP_RECTANGLE,4,97329.0,24332.25,13384.0,5.641061373855836,6617.0,202.99161491109226,506.1919446738648,3,1.85,1.0
ROBOT_IRONING,lev4,OXYGEN_SHAKE_MORNING_BREATH|ROBOT_MOPPING|PEBBLES_M|PANEL_1X4,4,95744.0,23936.0,10240.0,9.88643263203363,3637.5,325.46924406689277,927.3419040315123,3,2.2,1.0
ROBOT_IRONING,ret3,MICROCHIP_OVAL|UV_VISOR_AMBER|TRANSLATOR_ECLIPSE_CHARCOAL,4,95363.0,23840.75,1398.5,14.275785372203881,3886.75,278.9164532231787,553.5667622566606,3,2.2,1.0
TRANSLATOR_ASTRO_BLACK,lev2,PEBBLES_XS|ROBOT_VACUUMING,4,94944.5,23736.125,11712.5,10.141421101418654,6613.25,245.9907262089452,609.6209468628022,2,2.2,1.0
UV_VISOR_MAGENTA,xlev3,SLEEP_POD_POLYESTER|SLEEP_POD_COTTON|PANEL_2X4,4,93762.5,23440.625,6309.0,9.646136200251647,4438.5,254.20034768248408,454.9974269277061,3,2.2,1.0
SLEEP_POD_SUEDE,ret3,SNACKPACK_RASPBERRY|UV_VISOR_AMBER|SNACKPACK_CHOCOLATE,4,93396.5,23349.125,12291.5,4.856280275910481,5204.0,343.7042201067695,820.0275491542573,3,2.2,1.0
PANEL_2X2,ridge8,TRANSLATOR_GRAPHITE_MIST|PANEL_4X4|SLEEP_POD_POLYESTER|ROBOT_LAUNDRY|OXYGEN_SHAKE_MINT|PEBBLES_L|TRANSLATOR_ASTRO_BLACK|SLEEP_POD_COTTON,4,92336.5,23084.125,-19584.0,1.835368943935847,8787.25,170.8591122472236,190.07591671093394,7,2.0,1.0
GALAXY_SOUNDS_SOLAR_WINDS,ret2,TRANSLATOR_GRAPHITE_MIST|SNACKPACK_CHOCOLATE,4,91175.5,22793.875,2388.0,17.08814534056342,3597.75,341.25588473464813,820.6455819130715,2,2.2,1.0
PANEL_2X2,lev2,TRANSLATOR_GRAPHITE_MIST|PANEL_4X4,4,88577.5,22144.375,269.5,3.0573311231561657,7890.75,349.6833294995091,1454.6644717998474,1,0.8,1.0
UV_VISOR_MAGENTA,ret2,SNACKPACK_PISTACHIO|SNACKPACK_STRAWBERRY,4,87451.0,21862.75,10796.5,13.539187548832643,3270.0,271.9026139559852,893.8913429021289,2,2.0,1.0
SLEEP_POD_SUEDE,ret4,SNACKPACK_RASPBERRY|UV_VISOR_AMBER|SNACKPACK_CHOCOLATE|GALAXY_SOUNDS_DARK_MATTER,4,87415.5,21853.875,8363.0,3.9310909064403443,5792.5,333.90478187332644,761.5071127029483,4,2.2,1.0
TRANSLATOR_VOID_BLUE,xlev2,PEBBLES_XL|GALAXY_SOUNDS_BLACK_HOLES,4,85967.0,21491.75,4656.0,13.45070555350575,4296.75,291.4490939660352,655.0576546690523,2,2.2,1.0
GALAXY_SOUNDS_SOLAR_FLAMES,lev2,TRANSLATOR_SPACE_GRAY|ROBOT_LAUNDRY,4,85699.0,21424.75,-3702.0,8.434266574632801,2956.0,289.91807080604957,724.6757007157934,2,1.5,1.0
SLEEP_POD_COTTON,lev5,SLEEP_POD_POLYESTER|MICROCHIP_SQUARE|MICROCHIP_CIRCLE|ROBOT_MOPPING|UV_VISOR_YELLOW,4,83059.0,20764.75,6914.0,3.012071121087245,8750.75,267.28585401834243,442.8947161794149,4,2.2,1.0
GALAXY_SOUNDS_SOLAR_WINDS,lev5,PANEL_1X4|OXYGEN_SHAKE_MORNING_BREATH|PEBBLES_M|SLEEP_POD_NYLON|ROBOT_VACUUMING,4,83042.5,20760.625,7542.5,3.7358243233701613,5657.0,187.0103967094962,350.921270956423,5,1.4,1.0
TRANSLATOR_VOID_BLUE,xlev3,PEBBLES_XL|GALAXY_SOUNDS_BLACK_HOLES|PANEL_2X4,4,82110.5,20527.625,2593.0,10.544919295812782,4333.5,284.7408856561307,606.8972189224951,3,2.2,1.0
ROBOT_IRONING,lev2,OXYGEN_SHAKE_MORNING_BREATH|ROBOT_MOPPING,4,81646.5,20411.625,10056.0,25.54113106781928,3036.0,373.0350562172398,1206.5053384525122,1,2.2,1.0
SLEEP_POD_LAMB_WOOL,lev2,TRANSLATOR_ECLIPSE_CHARCOAL|PANEL_1X2,4,81041.0,20260.25,6925.5,40.98120032375183,646.0,308.65469009340575,739.1375278095181,2,2.0,1.0
SLEEP_POD_LAMB_WOOL,lev3,TRANSLATOR_ECLIPSE_CHARCOAL|PANEL_1X2|UV_VISOR_YELLOW,4,80692.0,20173.0,5158.5,40.77037869393192,1476.25,294.91270320016787,672.0232140006889,3,2.0,1.0
ROBOT_IRONING,xlev3,OXYGEN_SHAKE_MORNING_BREATH|PEBBLES_M|PANEL_1X4,4,79483.0,19870.75,-2296.5,10.793470251587904,4350.5,318.90843204942496,1177.249549596183,3,2.2,1.0
SNACKPACK_STRAWBERRY,xlev2,UV_VISOR_AMBER|SLEEP_POD_POLYESTER,4,78928.5,19732.125,618.5,18.223965683675253,2889.75,157.08959170593423,467.4772291205189,2,2.0,1.0
MICROCHIP_RECTANGLE,cat4,MICROCHIP_CIRCLE|MICROCHIP_OVAL|MICROCHIP_SQUARE|MICROCHIP_TRIANGLE,4,77549.0,19387.25,-3965.5,13.107587677959575,3650.0,308.94053786017014,493.1315401186064,0,1.85,1.0
TRANSLATOR_GRAPHITE_MIST,ret2,GALAXY_SOUNDS_SOLAR_WINDS|SNACKPACK_CHOCOLATE,4,75811.0,18952.75,13483.0,14.747172517888504,4671.0,225.60426872791913,1239.126393391272,2,1.5,1.0
GALAXY_SOUNDS_SOLAR_WINDS,lev4,PANEL_1X4|OXYGEN_SHAKE_MORNING_BREATH|PEBBLES_M|SLEEP_POD_NYLON,4,74987.0,18746.75,-3171.5,4.557596792031758,5130.75,192.0099888889239,360.57045398410366,4,1.5,1.0
