name,path,quote_size,improve,inv_skew,min_edge,n_products,returncode,total_pnl,day_2,day_3,day_4,stdout_tail,use_pebbles,pebble_take_edge,pebble_mm_edge,use_micro_lag,micro_bias_mult,micro_take_edge
peb_robust_te12p0_me0p0,research/round5/generated_traders/peb_robust_te12p0_me0p0.py,5,1,,,41,0,492915.0,161014.0,136711.0,195190.0," on package cache
    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on build directory
    Finished `release` profile [optimized] target(s) in 0.05s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/peb_robust_te12p0_me0p0.py --dataset round5 --products off --artifact-mode none`
trader: peb_robust_te12p0_me0p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        8444    161014.00  runs/backtest-1777385538273-round5-day+2
D+3               3    10000       10246    136711.00  runs/backtest-1777385538273-round5-day+3
D+4               4    10000        9202    195190.00  runs/backtest-1777385538273-round5-day+4
TOTAL             -    30000       27892    492915.00  -
",True,12.0,0.0,,,
peb_robust_te12p0_me2p0,research/round5/generated_traders/peb_robust_te12p0_me2p0.py,5,1,,,41,0,492915.0,161014.0,136711.0,195190.0,"    Finished `release` profile [optimized] target(s) in 0.02s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/peb_robust_te12p0_me2p0.py --dataset round5 --products off --artifact-mode none`
trader: peb_robust_te12p0_me2p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        8444    161014.00  runs/backtest-1777385539021-round5-day+2
D+3               3    10000       10246    136711.00  runs/backtest-1777385539021-round5-day+3
D+4               4    10000        9202    195190.00  runs/backtest-1777385539021-round5-day+4
TOTAL             -    30000       27892    492915.00  -
",True,12.0,2.0,,,
peb_robust_te12p0_me1p0,research/round5/generated_traders/peb_robust_te12p0_me1p0.py,5,1,,,41,0,492915.0,161014.0,136711.0,195190.0,"    Finished `release` profile [optimized] target(s) in 0.02s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/peb_robust_te12p0_me1p0.py --dataset round5 --products off --artifact-mode none`
trader: peb_robust_te12p0_me1p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        8444    161014.00  runs/backtest-1777385538233-round5-day+2
D+3               3    10000       10246    136711.00  runs/backtest-1777385538233-round5-day+3
D+4               4    10000        9202    195190.00  runs/backtest-1777385538233-round5-day+4
TOTAL             -    30000       27892    492915.00  -
",True,12.0,1.0,,,
mm_pos2day_q8_i1_s0p4_e0p0,research/round5/generated_traders/mm_pos2day_q8_i1_s0p4_e0p0.py,8,1,0.4,0.0,37,0,491193.5,154033.0,134095.5,203065.0,"    Finished `release` profile [optimized] target(s) in 0.03s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/mm_pos2day_q8_i1_s0p4_e0p0.py --dataset round5 --products off --artifact-mode none`
trader: mm_pos2day_q8_i1_s0p4_e0p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        6775    154033.00  runs/backtest-1777385331089-round5-day+2
D+3               3    10000        8389    134095.50  runs/backtest-1777385331089-round5-day+3
D+4               4    10000        7458    203065.00  runs/backtest-1777385331089-round5-day+4
TOTAL             -    30000       22622    491193.50  -
",,,,,,
mm_pos2day_q5_i1_s0p4_e0p0,research/round5/generated_traders/mm_pos2day_q5_i1_s0p4_e0p0.py,5,1,0.4,0.0,37,0,491193.5,154033.0,134095.5,203065.0,"ckage cache
    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on build directory
    Finished `release` profile [optimized] target(s) in 0.07s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/mm_pos2day_q5_i1_s0p4_e0p0.py --dataset round5 --products off --artifact-mode none`
trader: mm_pos2day_q5_i1_s0p4_e0p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        6775    154033.00  runs/backtest-1777385316853-round5-day+2
D+3               3    10000        8389    134095.50  runs/backtest-1777385316853-round5-day+3
D+4               4    10000        7458    203065.00  runs/backtest-1777385316853-round5-day+4
TOTAL             -    30000       22622    491193.50  -
",,,,,,
mm_pos2day_q10_i1_s0p4_e0p0,research/round5/generated_traders/mm_pos2day_q10_i1_s0p4_e0p0.py,10,1,0.4,0.0,37,0,491193.5,154033.0,134095.5,203065.0,"    Blocking waiting for file lock on package cache
    Finished `release` profile [optimized] target(s) in 0.03s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/mm_pos2day_q10_i1_s0p4_e0p0.py --dataset round5 --products off --artifact-mode none`
trader: mm_pos2day_q10_i1_s0p4_e0p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        6775    154033.00  runs/backtest-1777385345182-round5-day+2
D+3               3    10000        8389    134095.50  runs/backtest-1777385345182-round5-day+3
D+4               4    10000        7458    203065.00  runs/backtest-1777385345182-round5-day+4
TOTAL             -    30000       22622    491193.50  -
",,,,,,
mm_pos2day_q3_i1_s0p0_e1p0,research/round5/generated_traders/mm_pos2day_q3_i1_s0p0_e1p0.py,3,1,0.0,1.0,37,0,491178.5,167603.0,130924.0,192651.5,"ckage cache
    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on build directory
    Finished `release` profile [optimized] target(s) in 0.05s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/mm_pos2day_q3_i1_s0p0_e1p0.py --dataset round5 --products off --artifact-mode none`
trader: mm_pos2day_q3_i1_s0p0_e1p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        6964    167603.00  runs/backtest-1777385302652-round5-day+2
D+3               3    10000        8520    130924.00  runs/backtest-1777385302652-round5-day+3
D+4               4    10000        7553    192651.50  runs/backtest-1777385302652-round5-day+4
TOTAL             -    30000       23037    491178.50  -
",,,,,,
peb_totalpos_te6p0_me1p0,research/round5/generated_traders/peb_totalpos_te6p0_me1p0.py,5,1,,,38,0,490894.5,163449.0,141929.5,185516.0,"    Finished `release` profile [optimized] target(s) in 0.03s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/peb_totalpos_te6p0_me1p0.py --dataset round5 --products off --artifact-mode none`
trader: peb_totalpos_te6p0_me1p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        8625    163449.00  runs/backtest-1777385584219-round5-day+2
D+3               3    10000       10270    141929.50  runs/backtest-1777385584219-round5-day+3
D+4               4    10000        9360    185516.00  runs/backtest-1777385584219-round5-day+4
TOTAL             -    30000       28255    490894.50  -
",True,6.0,1.0,,,
peb_totalpos_te2p0_me1p0,research/round5/generated_traders/peb_totalpos_te2p0_me1p0.py,5,1,,,38,0,490894.5,163449.0,141929.5,185516.0,"    Finished `release` profile [optimized] target(s) in 0.02s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/peb_totalpos_te2p0_me1p0.py --dataset round5 --products off --artifact-mode none`
trader: peb_totalpos_te2p0_me1p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        8625    163449.00  runs/backtest-1777385569547-round5-day+2
D+3               3    10000       10270    141929.50  runs/backtest-1777385569547-round5-day+3
D+4               4    10000        9360    185516.00  runs/backtest-1777385569547-round5-day+4
TOTAL             -    30000       28255    490894.50  -
",True,2.0,1.0,,,
peb_totalpos_te6p0_me2p0,research/round5/generated_traders/peb_totalpos_te6p0_me2p0.py,5,1,,,38,0,490894.5,163449.0,141929.5,185516.0,"    Finished `release` profile [optimized] target(s) in 0.02s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/peb_totalpos_te6p0_me2p0.py --dataset round5 --products off --artifact-mode none`
trader: peb_totalpos_te6p0_me2p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        8625    163449.00  runs/backtest-1777385584242-round5-day+2
D+3               3    10000       10270    141929.50  runs/backtest-1777385584242-round5-day+3
D+4               4    10000        9360    185516.00  runs/backtest-1777385584242-round5-day+4
TOTAL             -    30000       28255    490894.50  -
",True,6.0,2.0,,,
peb_totalpos_te2p0_me0p0,research/round5/generated_traders/peb_totalpos_te2p0_me0p0.py,5,1,,,38,0,490894.5,163449.0,141929.5,185516.0,"    Finished `release` profile [optimized] target(s) in 0.02s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/peb_totalpos_te2p0_me0p0.py --dataset round5 --products off --artifact-mode none`
trader: peb_totalpos_te2p0_me0p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        8625    163449.00  runs/backtest-1777385569574-round5-day+2
D+3               3    10000       10270    141929.50  runs/backtest-1777385569574-round5-day+3
D+4               4    10000        9360    185516.00  runs/backtest-1777385569574-round5-day+4
TOTAL             -    30000       28255    490894.50  -
",True,2.0,0.0,,,
peb_totalpos_te2p0_me2p0,research/round5/generated_traders/peb_totalpos_te2p0_me2p0.py,5,1,,,38,0,490894.5,163449.0,141929.5,185516.0,"    Finished `release` profile [optimized] target(s) in 0.02s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/peb_totalpos_te2p0_me2p0.py --dataset round5 --products off --artifact-mode none`
trader: peb_totalpos_te2p0_me2p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        8625    163449.00  runs/backtest-1777385570738-round5-day+2
D+3               3    10000       10270    141929.50  runs/backtest-1777385570738-round5-day+3
D+4               4    10000        9360    185516.00  runs/backtest-1777385570738-round5-day+4
TOTAL             -    30000       28255    490894.50  -
",True,2.0,2.0,,,
peb_totalpos_te8p0_me0p0,research/round5/generated_traders/peb_totalpos_te8p0_me0p0.py,5,1,,,38,0,490894.5,163449.0,141929.5,185516.0,"    Finished `release` profile [optimized] target(s) in 0.02s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/peb_totalpos_te8p0_me0p0.py --dataset round5 --products off --artifact-mode none`
trader: peb_totalpos_te8p0_me0p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        8625    163449.00  runs/backtest-1777385585076-round5-day+2
D+3               3    10000       10270    141929.50  runs/backtest-1777385585076-round5-day+3
D+4               4    10000        9360    185516.00  runs/backtest-1777385585076-round5-day+4
TOTAL             -    30000       28255    490894.50  -
",True,8.0,0.0,,,
peb_totalpos_te8p0_me1p0,research/round5/generated_traders/peb_totalpos_te8p0_me1p0.py,5,1,,,38,0,490894.5,163449.0,141929.5,185516.0,"    Finished `release` profile [optimized] target(s) in 0.03s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/peb_totalpos_te8p0_me1p0.py --dataset round5 --products off --artifact-mode none`
trader: peb_totalpos_te8p0_me1p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        8625    163449.00  runs/backtest-1777385585360-round5-day+2
D+3               3    10000       10270    141929.50  runs/backtest-1777385585360-round5-day+3
D+4               4    10000        9360    185516.00  runs/backtest-1777385585360-round5-day+4
TOTAL             -    30000       28255    490894.50  -
",True,8.0,1.0,,,
peb_totalpos_te8p0_me2p0,research/round5/generated_traders/peb_totalpos_te8p0_me2p0.py,5,1,,,38,0,490894.5,163449.0,141929.5,185516.0,"    Finished `release` profile [optimized] target(s) in 0.02s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/peb_totalpos_te8p0_me2p0.py --dataset round5 --products off --artifact-mode none`
trader: peb_totalpos_te8p0_me2p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        8625    163449.00  runs/backtest-1777385591586-round5-day+2
D+3               3    10000       10270    141929.50  runs/backtest-1777385591586-round5-day+3
D+4               4    10000        9360    185516.00  runs/backtest-1777385591586-round5-day+4
TOTAL             -    30000       28255    490894.50  -
",True,8.0,2.0,,,
peb_totalpos_te4p0_me0p0,research/round5/generated_traders/peb_totalpos_te4p0_me0p0.py,5,1,,,38,0,490894.5,163449.0,141929.5,185516.0,"    Blocking waiting for file lock on package cache
    Finished `release` profile [optimized] target(s) in 0.03s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/peb_totalpos_te4p0_me0p0.py --dataset round5 --products off --artifact-mode none`
trader: peb_totalpos_te4p0_me0p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        8625    163449.00  runs/backtest-1777385576876-round5-day+2
D+3               3    10000       10270    141929.50  runs/backtest-1777385576876-round5-day+3
D+4               4    10000        9360    185516.00  runs/backtest-1777385576876-round5-day+4
TOTAL             -    30000       28255    490894.50  -
",True,4.0,0.0,,,
peb_totalpos_te4p0_me2p0,research/round5/generated_traders/peb_totalpos_te4p0_me2p0.py,5,1,,,38,0,490894.5,163449.0,141929.5,185516.0,"    Finished `release` profile [optimized] target(s) in 0.02s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/peb_totalpos_te4p0_me2p0.py --dataset round5 --products off --artifact-mode none`
trader: peb_totalpos_te4p0_me2p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        8625    163449.00  runs/backtest-1777385577746-round5-day+2
D+3               3    10000       10270    141929.50  runs/backtest-1777385577746-round5-day+3
D+4               4    10000        9360    185516.00  runs/backtest-1777385577746-round5-day+4
TOTAL             -    30000       28255    490894.50  -
",True,4.0,2.0,,,
peb_totalpos_te6p0_me0p0,research/round5/generated_traders/peb_totalpos_te6p0_me0p0.py,5,1,,,38,0,490894.5,163449.0,141929.5,185516.0,"    Finished `release` profile [optimized] target(s) in 0.02s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/peb_totalpos_te6p0_me0p0.py --dataset round5 --products off --artifact-mode none`
trader: peb_totalpos_te6p0_me0p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        8625    163449.00  runs/backtest-1777385578022-round5-day+2
D+3               3    10000       10270    141929.50  runs/backtest-1777385578022-round5-day+3
D+4               4    10000        9360    185516.00  runs/backtest-1777385578022-round5-day+4
TOTAL             -    30000       28255    490894.50  -
",True,6.0,0.0,,,
peb_totalpos_te4p0_me1p0,research/round5/generated_traders/peb_totalpos_te4p0_me1p0.py,5,1,,,38,0,490894.5,163449.0,141929.5,185516.0,"    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on build directory
    Finished `release` profile [optimized] target(s) in 0.03s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/peb_totalpos_te4p0_me1p0.py --dataset round5 --products off --artifact-mode none`
trader: peb_totalpos_te4p0_me1p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        8625    163449.00  runs/backtest-1777385576848-round5-day+2
D+3               3    10000       10270    141929.50  runs/backtest-1777385576848-round5-day+3
D+4               4    10000        9360    185516.00  runs/backtest-1777385576848-round5-day+4
TOTAL             -    30000       28255    490894.50  -
",True,4.0,1.0,,,
peb_robust_te2p0_me1p0,research/round5/generated_traders/peb_robust_te2p0_me1p0.py,5,1,,,41,0,488987.0,156385.0,140430.5,192171.5,"ackage cache
    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on shared package cache
    Blocking waiting for file lock on build directory
    Finished `release` profile [optimized] target(s) in 0.05s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/peb_robust_te2p0_me1p0.py --dataset round5 --products off --artifact-mode none`
trader: peb_robust_te2p0_me1p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        9011    156385.00  runs/backtest-1777385516080-round5-day+2
D+3               3    10000       10748    140430.50  runs/backtest-1777385516080-round5-day+3
D+4               4    10000        9782    192171.50  runs/backtest-1777385516080-round5-day+4
TOTAL             -    30000       29541    488987.00  -
",True,2.0,1.0,,,
peb_robust_te6p0_me1p0,research/round5/generated_traders/peb_robust_te6p0_me1p0.py,5,1,,,41,0,488987.0,156385.0,140430.5,192171.5,"    Blocking waiting for file lock on package cache
    Finished `release` profile [optimized] target(s) in 0.04s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/peb_robust_te6p0_me1p0.py --dataset round5 --products off --artifact-mode none`
trader: peb_robust_te6p0_me1p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        9011    156385.00  runs/backtest-1777385530826-round5-day+2
D+3               3    10000       10748    140430.50  runs/backtest-1777385530826-round5-day+3
D+4               4    10000        9782    192171.50  runs/backtest-1777385530826-round5-day+4
TOTAL             -    30000       29541    488987.00  -
",True,6.0,1.0,,,
peb_robust_te6p0_me2p0,research/round5/generated_traders/peb_robust_te6p0_me2p0.py,5,1,,,41,0,488987.0,156385.0,140430.5,192171.5,"    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on package cache
    Finished `release` profile [optimized] target(s) in 0.05s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/peb_robust_te6p0_me2p0.py --dataset round5 --products off --artifact-mode none`
trader: peb_robust_te6p0_me2p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        9011    156385.00  runs/backtest-1777385530817-round5-day+2
D+3               3    10000       10748    140430.50  runs/backtest-1777385530817-round5-day+3
D+4               4    10000        9782    192171.50  runs/backtest-1777385530817-round5-day+4
TOTAL             -    30000       29541    488987.00  -
",True,6.0,2.0,,,
peb_robust_te4p0_me1p0,research/round5/generated_traders/peb_robust_te4p0_me1p0.py,5,1,,,41,0,488987.0,156385.0,140430.5,192171.5,"    Finished `release` profile [optimized] target(s) in 0.02s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/peb_robust_te4p0_me1p0.py --dataset round5 --products off --artifact-mode none`
trader: peb_robust_te4p0_me1p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        9011    156385.00  runs/backtest-1777385523411-round5-day+2
D+3               3    10000       10748    140430.50  runs/backtest-1777385523411-round5-day+3
D+4               4    10000        9782    192171.50  runs/backtest-1777385523411-round5-day+4
TOTAL             -    30000       29541    488987.00  -
",True,4.0,1.0,,,
peb_robust_te4p0_me0p0,research/round5/generated_traders/peb_robust_te4p0_me0p0.py,5,1,,,41,0,488987.0,156385.0,140430.5,192171.5,"    Finished `release` profile [optimized] target(s) in 0.03s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/peb_robust_te4p0_me0p0.py --dataset round5 --products off --artifact-mode none`
trader: peb_robust_te4p0_me0p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        9011    156385.00  runs/backtest-1777385523412-round5-day+2
D+3               3    10000       10748    140430.50  runs/backtest-1777385523412-round5-day+3
D+4               4    10000        9782    192171.50  runs/backtest-1777385523412-round5-day+4
TOTAL             -    30000       29541    488987.00  -
",True,4.0,0.0,,,
peb_robust_te8p0_me2p0,research/round5/generated_traders/peb_robust_te8p0_me2p0.py,5,1,,,41,0,488987.0,156385.0,140430.5,192171.5,"    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on package cache
    Finished `release` profile [optimized] target(s) in 0.04s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/peb_robust_te8p0_me2p0.py --dataset round5 --products off --artifact-mode none`
trader: peb_robust_te8p0_me2p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        9011    156385.00  runs/backtest-1777385538275-round5-day+2
D+3               3    10000       10748    140430.50  runs/backtest-1777385538275-round5-day+3
D+4               4    10000        9782    192171.50  runs/backtest-1777385538275-round5-day+4
TOTAL             -    30000       29541    488987.00  -
",True,8.0,2.0,,,
peb_robust_te6p0_me0p0,research/round5/generated_traders/peb_robust_te6p0_me0p0.py,5,1,,,41,0,488987.0,156385.0,140430.5,192171.5,"    Finished `release` profile [optimized] target(s) in 0.02s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/peb_robust_te6p0_me0p0.py --dataset round5 --products off --artifact-mode none`
trader: peb_robust_te6p0_me0p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        9011    156385.00  runs/backtest-1777385524242-round5-day+2
D+3               3    10000       10748    140430.50  runs/backtest-1777385524242-round5-day+3
D+4               4    10000        9782    192171.50  runs/backtest-1777385524242-round5-day+4
TOTAL             -    30000       29541    488987.00  -
",True,6.0,0.0,,,
peb_robust_te4p0_me2p0,research/round5/generated_traders/peb_robust_te4p0_me2p0.py,5,1,,,41,0,488987.0,156385.0,140430.5,192171.5,"    Finished `release` profile [optimized] target(s) in 0.02s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/peb_robust_te4p0_me2p0.py --dataset round5 --products off --artifact-mode none`
trader: peb_robust_te4p0_me2p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        9011    156385.00  runs/backtest-1777385523408-round5-day+2
D+3               3    10000       10748    140430.50  runs/backtest-1777385523408-round5-day+3
D+4               4    10000        9782    192171.50  runs/backtest-1777385523408-round5-day+4
TOTAL             -    30000       29541    488987.00  -
",True,4.0,2.0,,,
peb_robust_te8p0_me0p0,research/round5/generated_traders/peb_robust_te8p0_me0p0.py,5,1,,,41,0,488987.0,156385.0,140430.5,192171.5,"ck on package cache
    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on build directory
    Finished `release` profile [optimized] target(s) in 0.06s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/peb_robust_te8p0_me0p0.py --dataset round5 --products off --artifact-mode none`
trader: peb_robust_te8p0_me0p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        9011    156385.00  runs/backtest-1777385530831-round5-day+2
D+3               3    10000       10748    140430.50  runs/backtest-1777385530831-round5-day+3
D+4               4    10000        9782    192171.50  runs/backtest-1777385530831-round5-day+4
TOTAL             -    30000       29541    488987.00  -
",True,8.0,0.0,,,
peb_robust_te8p0_me1p0,research/round5/generated_traders/peb_robust_te8p0_me1p0.py,5,1,,,41,0,488987.0,156385.0,140430.5,192171.5,"    Finished `release` profile [optimized] target(s) in 0.02s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/peb_robust_te8p0_me1p0.py --dataset round5 --products off --artifact-mode none`
trader: peb_robust_te8p0_me1p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        9011    156385.00  runs/backtest-1777385531654-round5-day+2
D+3               3    10000       10748    140430.50  runs/backtest-1777385531654-round5-day+3
D+4               4    10000        9782    192171.50  runs/backtest-1777385531654-round5-day+4
TOTAL             -    30000       29541    488987.00  -
",True,8.0,1.0,,,
