leader,follower,h,days,n,corr_mean,corr_min,corr_max,edge_mean,edge_min,edge_max,same_sign_corr,same_sign_edge,score
MICROCHIP_RECTANGLE,MICROCHIP_RECTANGLE,10,3,569,0.05310596390702887,0.021129310094081536,0.10204842016555317,2.93265260500409,2.7427227722772276,3.1626068376068375,True,True,1.0391136732223136
OXYGEN_SHAKE_MINT,OXYGEN_SHAKE_MINT,20,3,730,0.02762981192322507,-0.06723820089446794,0.14473824154926912,3.179079405028172,-4.268803418803419,13.425706646294882,False,False,1.0366132572781268
UV_VISOR_MAGENTA,UV_VISOR_MAGENTA,10,3,731,0.05082799336263751,0.015210074945418336,0.10082278932542399,2.9354047087784068,-0.007320099255583301,4.604621848739495,True,False,1.0331053927214344
PEBBLES_XS,PEBBLES_XS,10,3,644,0.03376516364065436,-0.015198932956674162,0.11362251064909847,3.088673359842659,-0.7658134745513387,10.00338319088319,False,False,1.0278974988747607
SLEEP_POD_POLYESTER,SLEEP_POD_POLYESTER,100,3,722,-0.01813379814202697,-0.1258942044066471,0.06642308484078085,-3.2186430077363775,-17.794102822580644,6.272914721444135,False,False,1.0199942967469942
PANEL_1X2,PANEL_1X2,5,3,732,0.060048499865227194,0.04532078576400844,0.07330576663708663,2.747533076831521,1.1750226419976713,4.236249045072574,True,True,1.0044054226451378
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_PLANETARY_RINGS,10,3,731,-0.04799705408261303,-0.07842576421397608,-0.016564906527177407,-2.820423332833345,-4.632021922098258,-1.026890756302521,True,True,0.9901181620978425
PANEL_1X4,PANEL_1X4,20,3,730,0.02329298130627722,-0.033667230469964254,0.08875543098027598,2.9971884833839297,-1.4828163771712157,7.721390374331551,False,False,0.9690354889340105
TRANSLATOR_GRAPHITE_MIST,TRANSLATOR_GRAPHITE_MIST,200,3,712,-0.0016541786487085746,-0.04876006411795498,0.07253310076356803,-3.208662080130875,-13.389664446721312,9.238276766683063,False,False,0.9675611599853884
MICROCHIP_TRIANGLE,MICROCHIP_TRIANGLE,50,3,565,0.030868072705740313,-0.1269542405261269,0.13842138504314977,2.8980012249446596,-27.807430743074306,24.01289104638619,False,False,0.9620045856006189
PEBBLES_M,PEBBLES_M,1,3,644,0.06539825508087133,0.03434178533789448,0.10491281672427932,2.539764509397278,1.5310230024213074,3.0656565656565657,True,True,0.9581241180617974
