name,path,n_products,micro_bias_mult,micro_take_edge,min_edge,returncode,total_pnl,day_2,day_3,day_4,stdout_tail
focus_totalpos_m0p75_t5p5_e0p5,research/round5/generated_traders/focus_totalpos_m0p75_t5p5_e0p5.py,38,0.75,5.5,0.5,0,544568.0,161616.5,165802.0,217149.5,"che
    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on build directory
    Finished `release` profile [optimized] target(s) in 0.08s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_totalpos_m0p75_t5p5_e0p5.py --dataset round5 --products off --artifact-mode none`
trader: focus_totalpos_m0p75_t5p5_e0p5.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7143    161616.50  runs/backtest-1777385846134-round5-day+2
D+3               3    10000        8694    165802.00  runs/backtest-1777385846134-round5-day+3
D+4               4    10000        7786    217149.50  runs/backtest-1777385846134-round5-day+4
TOTAL             -    30000       23623    544568.00  -
"
focus_totalpos_m1p0_t3p0_e0p5,research/round5/generated_traders/focus_totalpos_m1p0_t3p0_e0p5.py,38,1.0,3.0,0.5,0,544436.5,185600.5,177520.5,181315.5,"    Finished `release` profile [optimized] target(s) in 0.03s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_totalpos_m1p0_t3p0_e0p5.py --dataset round5 --products off --artifact-mode none`
trader: focus_totalpos_m1p0_t3p0_e0p5.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7323    185600.50  runs/backtest-1777385854100-round5-day+2
D+3               3    10000        8883    177520.50  runs/backtest-1777385854100-round5-day+3
D+4               4    10000        7975    181315.50  runs/backtest-1777385854100-round5-day+4
TOTAL             -    30000       24181    544436.50  -
"
focus_robust_m1p0_t5p0_e0p0,research/round5/generated_traders/focus_robust_m1p0_t5p0_e0p0.py,41,1.0,5.0,0.0,0,544368.5,158933.5,174486.0,210949.0,"    Blocking waiting for file lock on package cache
    Finished `release` profile [optimized] target(s) in 0.03s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_robust_m1p0_t5p0_e0p0.py --dataset round5 --products off --artifact-mode none`
trader: focus_robust_m1p0_t5p0_e0p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7787    158933.50  runs/backtest-1777386172321-round5-day+2
D+3               3    10000        9502    174486.00  runs/backtest-1777386172321-round5-day+3
D+4               4    10000        8487    210949.00  runs/backtest-1777386172321-round5-day+4
TOTAL             -    30000       25776    544368.50  -
"
focus_robust_m1p25_t4p5_e1p0,research/round5/generated_traders/focus_robust_m1p25_t4p5_e1p0.py,41,1.25,4.5,1.0,0,544324.5,179529.5,175716.0,189079.0,"    Blocking waiting for file lock on package cache
    Finished `release` profile [optimized] target(s) in 0.03s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_robust_m1p25_t4p5_e1p0.py --dataset round5 --products off --artifact-mode none`
trader: focus_robust_m1p25_t4p5_e1p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7875    179529.50  runs/backtest-1777386212414-round5-day+2
D+3               3    10000        9536    175716.00  runs/backtest-1777386212414-round5-day+3
D+4               4    10000        8558    189079.00  runs/backtest-1777386212414-round5-day+4
TOTAL             -    30000       25969    544324.50  -
"
focus_robust_m1p0_t4p5_e1p0,research/round5/generated_traders/focus_robust_m1p0_t4p5_e1p0.py,41,1.0,4.5,1.0,0,544250.5,164825.5,172013.0,207412.0,"    Finished `release` profile [optimized] target(s) in 0.03s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_robust_m1p0_t4p5_e1p0.py --dataset round5 --products off --artifact-mode none`
trader: focus_robust_m1p0_t4p5_e1p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7772    164825.50  runs/backtest-1777386172341-round5-day+2
D+3               3    10000        9475    172013.00  runs/backtest-1777386172341-round5-day+3
D+4               4    10000        8472    207412.00  runs/backtest-1777386172341-round5-day+4
TOTAL             -    30000       25719    544250.50  -
"
focus_totalpos_m0p75_t5p5_e1p0,research/round5/generated_traders/focus_totalpos_m0p75_t5p5_e1p0.py,38,0.75,5.5,1.0,0,544245.5,161694.5,165248.5,217302.5,"che
    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on build directory
    Finished `release` profile [optimized] target(s) in 0.06s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_totalpos_m0p75_t5p5_e1p0.py --dataset round5 --products off --artifact-mode none`
trader: focus_totalpos_m0p75_t5p5_e1p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7118    161694.50  runs/backtest-1777385846150-round5-day+2
D+3               3    10000        8645    165248.50  runs/backtest-1777385846150-round5-day+3
D+4               4    10000        7758    217302.50  runs/backtest-1777385846150-round5-day+4
TOTAL             -    30000       23521    544245.50  -
"
focus_robust_m1p25_t5p0_e0p0,research/round5/generated_traders/focus_robust_m1p25_t5p0_e0p0.py,41,1.25,5.0,0.0,0,543946.5,175182.5,178313.0,190451.0,"    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on build directory
    Finished `release` profile [optimized] target(s) in 0.03s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_robust_m1p25_t5p0_e0p0.py --dataset round5 --products off --artifact-mode none`
trader: focus_robust_m1p25_t5p0_e0p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7877    175182.50  runs/backtest-1777386212430-round5-day+2
D+3               3    10000        9568    178313.00  runs/backtest-1777386212430-round5-day+3
D+4               4    10000        8564    190451.00  runs/backtest-1777386212430-round5-day+4
TOTAL             -    30000       26009    543946.50  -
"
focus_robust_m1p25_t5p0_e1p0,research/round5/generated_traders/focus_robust_m1p25_t5p0_e1p0.py,41,1.25,5.0,1.0,0,543894.5,177020.5,176815.0,190059.0,"    Finished `release` profile [optimized] target(s) in 0.02s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_robust_m1p25_t5p0_e1p0.py --dataset round5 --products off --artifact-mode none`
trader: focus_robust_m1p25_t5p0_e1p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7846    177020.50  runs/backtest-1777386220469-round5-day+2
D+3               3    10000        9523    176815.00  runs/backtest-1777386220469-round5-day+3
D+4               4    10000        8539    190059.00  runs/backtest-1777386220469-round5-day+4
TOTAL             -    30000       25908    543894.50  -
"
focus_totalpos_m1p25_t6p0_e0p0,research/round5/generated_traders/focus_totalpos_m1p25_t6p0_e0p0.py,38,1.25,6.0,0.0,0,543654.5,177263.5,175685.5,190705.5,"    Blocking waiting for file lock on package cache
    Finished `release` profile [optimized] target(s) in 0.04s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_totalpos_m1p25_t6p0_e0p0.py --dataset round5 --products off --artifact-mode none`
trader: focus_totalpos_m1p25_t6p0_e0p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7260    177263.50  runs/backtest-1777385933149-round5-day+2
D+3               3    10000        8830    175685.50  runs/backtest-1777385933149-round5-day+3
D+4               4    10000        7913    190705.50  runs/backtest-1777385933149-round5-day+4
TOTAL             -    30000       24003    543654.50  -
"
focus_totalpos_m1p25_t6p0_e1p0,research/round5/generated_traders/focus_totalpos_m1p25_t6p0_e1p0.py,38,1.25,6.0,1.0,0,543401.5,179424.5,173823.5,190153.5," Blocking waiting for file lock on package cache
    Blocking waiting for file lock on shared package cache
    Blocking waiting for file lock on build directory
    Finished `release` profile [optimized] target(s) in 0.08s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_totalpos_m1p25_t6p0_e1p0.py --dataset round5 --products off --artifact-mode none`
trader: focus_totalpos_m1p25_t6p0_e1p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7227    179424.50  runs/backtest-1777385933131-round5-day+2
D+3               3    10000        8784    173823.50  runs/backtest-1777385933131-round5-day+3
D+4               4    10000        7890    190153.50  runs/backtest-1777385933131-round5-day+4
TOTAL             -    30000       23901    543401.50  -
"
focus_robust_m0p75_t5p0_e1p0,research/round5/generated_traders/focus_robust_m0p75_t5p0_e1p0.py,41,0.75,5.0,1.0,0,543151.5,152027.5,162130.0,228994.0,"    Finished `release` profile [optimized] target(s) in 0.02s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_robust_m0p75_t5p0_e1p0.py --dataset round5 --products off --artifact-mode none`
trader: focus_robust_m0p75_t5p0_e1p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7696    152027.50  runs/backtest-1777386132104-round5-day+2
D+3               3    10000        9350    162130.00  runs/backtest-1777386132104-round5-day+3
D+4               4    10000        8397    228994.00  runs/backtest-1777386132104-round5-day+4
TOTAL             -    30000       25443    543151.50  -
"
focus_totalpos_m1p0_t3p0_e1p0,research/round5/generated_traders/focus_totalpos_m1p0_t3p0_e1p0.py,38,1.0,3.0,1.0,0,543086.5,186726.5,175192.5,181167.5,"    Finished `release` profile [optimized] target(s) in 0.02s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_totalpos_m1p0_t3p0_e1p0.py --dataset round5 --products off --artifact-mode none`
trader: focus_totalpos_m1p0_t3p0_e1p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7297    186726.50  runs/backtest-1777385861973-round5-day+2
D+3               3    10000        8846    175192.50  runs/backtest-1777385861973-round5-day+3
D+4               4    10000        7956    181167.50  runs/backtest-1777385861973-round5-day+4
TOTAL             -    30000       24099    543086.50  -
"
focus_totalpos_m1p0_t3p0_e0p0,research/round5/generated_traders/focus_totalpos_m1p0_t3p0_e0p0.py,38,1.0,3.0,0.0,0,543068.5,183919.5,177491.5,181657.5,"    Finished `release` profile [optimized] target(s) in 0.02s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_totalpos_m1p0_t3p0_e0p0.py --dataset round5 --products off --artifact-mode none`
trader: focus_totalpos_m1p0_t3p0_e0p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7334    183919.50  runs/backtest-1777385854128-round5-day+2
D+3               3    10000        8888    177491.50  runs/backtest-1777385854128-round5-day+3
D+4               4    10000        7979    181657.50  runs/backtest-1777385854128-round5-day+4
TOTAL             -    30000       24201    543068.50  -
"
focus_robust_m1p0_t6p0_e0p5,research/round5/generated_traders/focus_robust_m1p0_t6p0_e0p5.py,41,1.0,6.0,0.5,0,542956.5,157984.5,163589.0,221383.0,"    Finished `release` profile [optimized] target(s) in 0.02s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_robust_m1p0_t6p0_e0p5.py --dataset round5 --products off --artifact-mode none`
trader: focus_robust_m1p0_t6p0_e0p5.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7736    157984.50  runs/backtest-1777386188398-round5-day+2
D+3               3    10000        9451    163589.00  runs/backtest-1777386188398-round5-day+3
D+4               4    10000        8451    221383.00  runs/backtest-1777386188398-round5-day+4
TOTAL             -    30000       25638    542956.50  -
"
focus_robust_m0p5_t3p0_e0p0,research/round5/generated_traders/focus_robust_m0p5_t3p0_e0p0.py,41,0.5,3.0,0.0,0,542712.5,163953.5,158814.0,219945.0,"    Finished `release` profile [optimized] target(s) in 0.02s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_robust_m0p5_t3p0_e0p0.py --dataset round5 --products off --artifact-mode none`
trader: focus_robust_m0p5_t3p0_e0p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7736    163953.50  runs/backtest-1777386060331-round5-day+2
D+3               3    10000        9399    158814.00  runs/backtest-1777386060331-round5-day+3
D+4               4    10000        8414    219945.00  runs/backtest-1777386060331-round5-day+4
TOTAL             -    30000       25549    542712.50  -
"
focus_robust_m0p75_t5p0_e0p0,research/round5/generated_traders/focus_robust_m0p75_t5p0_e0p0.py,41,0.75,5.0,0.0,0,542579.5,151816.5,162596.0,228167.0,"    Blocking waiting for file lock on package cache
    Finished `release` profile [optimized] target(s) in 0.03s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_robust_m0p75_t5p0_e0p0.py --dataset round5 --products off --artifact-mode none`
trader: focus_robust_m0p75_t5p0_e0p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7741    151816.50  runs/backtest-1777386132123-round5-day+2
D+3               3    10000        9407    162596.00  runs/backtest-1777386132123-round5-day+3
D+4               4    10000        8438    228167.00  runs/backtest-1777386132123-round5-day+4
TOTAL             -    30000       25586    542579.50  -
"
focus_robust_m1p25_t6p0_e0p5,research/round5/generated_traders/focus_robust_m1p25_t6p0_e0p5.py,41,1.25,6.0,0.5,0,542559.5,171946.5,169870.0,200743.0,"    Finished `release` profile [optimized] target(s) in 0.02s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_robust_m1p25_t6p0_e0p5.py --dataset round5 --products off --artifact-mode none`
trader: focus_robust_m1p25_t6p0_e0p5.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7818    171946.50  runs/backtest-1777386228463-round5-day+2
D+3               3    10000        9515    169870.00  runs/backtest-1777386228463-round5-day+3
D+4               4    10000        8520    200743.00  runs/backtest-1777386228463-round5-day+4
TOTAL             -    30000       25853    542559.50  -
"
focus_totalpos_m1p0_t6p0_e1p0,research/round5/generated_traders/focus_totalpos_m1p0_t6p0_e1p0.py,38,1.0,6.0,1.0,0,542158.5,165157.5,166624.5,210376.5,"    Blocking waiting for file lock on package cache
    Finished `release` profile [optimized] target(s) in 0.03s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_totalpos_m1p0_t6p0_e1p0.py --dataset round5 --products off --artifact-mode none`
trader: focus_totalpos_m1p0_t6p0_e1p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7143    165157.50  runs/backtest-1777385893803-round5-day+2
D+3               3    10000        8722    166624.50  runs/backtest-1777385893803-round5-day+3
D+4               4    10000        7818    210376.50  runs/backtest-1777385893803-round5-day+4
TOTAL             -    30000       23683    542158.50  -
"
focus_robust_m0p75_t5p0_e0p5,research/round5/generated_traders/focus_robust_m0p75_t5p0_e0p5.py,41,0.75,5.0,0.5,0,542137.0,151769.5,162548.5,227819.0,"    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on build directory
    Finished `release` profile [optimized] target(s) in 0.03s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_robust_m0p75_t5p0_e0p5.py --dataset round5 --products off --artifact-mode none`
trader: focus_robust_m0p75_t5p0_e0p5.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7720    151769.50  runs/backtest-1777386132117-round5-day+2
D+3               3    10000        9398    162548.50  runs/backtest-1777386132117-round5-day+3
D+4               4    10000        8425    227819.00  runs/backtest-1777386132117-round5-day+4
TOTAL             -    30000       25543    542137.00  -
"
focus_robust_m0p5_t3p0_e1p0,research/round5/generated_traders/focus_robust_m0p5_t3p0_e1p0.py,41,0.5,3.0,1.0,0,542007.5,162942.5,156490.0,222575.0,"    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on package cache
    Finished `release` profile [optimized] target(s) in 0.03s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_robust_m0p5_t3p0_e1p0.py --dataset round5 --products off --artifact-mode none`
trader: focus_robust_m0p5_t3p0_e1p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7699    162942.50  runs/backtest-1777386067633-round5-day+2
D+3               3    10000        9326    156490.00  runs/backtest-1777386067633-round5-day+3
D+4               4    10000        8360    222575.00  runs/backtest-1777386067633-round5-day+4
TOTAL             -    30000       25385    542007.50  -
"
focus_robust_m0p75_t5p5_e0p0,research/round5/generated_traders/focus_robust_m0p75_t5p5_e0p0.py,41,0.75,5.5,0.0,0,541433.5,154279.5,159877.0,227277.0,"    Finished `release` profile [optimized] target(s) in 0.02s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_robust_m0p75_t5p5_e0p0.py --dataset round5 --products off --artifact-mode none`
trader: focus_robust_m0p75_t5p5_e0p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7736    154279.50  runs/backtest-1777386132804-round5-day+2
D+3               3    10000        9393    159877.00  runs/backtest-1777386132804-round5-day+3
D+4               4    10000        8409    227277.00  runs/backtest-1777386132804-round5-day+4
TOTAL             -    30000       25538    541433.50  -
"
focus_robust_m1p0_t5p0_e1p0,research/round5/generated_traders/focus_robust_m1p0_t5p0_e1p0.py,41,1.0,5.0,1.0,0,541185.5,159293.5,171648.0,210244.0,"    Finished `release` profile [optimized] target(s) in 0.02s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_robust_m1p0_t5p0_e1p0.py --dataset round5 --products off --artifact-mode none`
trader: focus_robust_m1p0_t5p0_e1p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7754    159293.50  runs/backtest-1777386173326-round5-day+2
D+3               3    10000        9460    171648.00  runs/backtest-1777386173326-round5-day+3
D+4               4    10000        8460    210244.00  runs/backtest-1777386173326-round5-day+4
TOTAL             -    30000       25674    541185.50  -
"
focus_robust_m1p0_t6p0_e0p0,research/round5/generated_traders/focus_robust_m1p0_t6p0_e0p0.py,41,1.0,6.0,0.0,0,541075.0,157158.5,162981.5,220935.0,"    Finished `release` profile [optimized] target(s) in 0.02s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_robust_m1p0_t6p0_e0p0.py --dataset round5 --products off --artifact-mode none`
trader: focus_robust_m1p0_t6p0_e0p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7743    157158.50  runs/backtest-1777386181370-round5-day+2
D+3               3    10000        9455    162981.50  runs/backtest-1777386181370-round5-day+3
D+4               4    10000        8458    220935.00  runs/backtest-1777386181370-round5-day+4
TOTAL             -    30000       25656    541075.00  -
"
focus_robust_m0p75_t5p5_e0p5,research/round5/generated_traders/focus_robust_m0p75_t5p5_e0p5.py,41,0.75,5.5,0.5,0,541074.0,154018.5,159915.5,227140.0,"    Finished `release` profile [optimized] target(s) in 0.02s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_robust_m0p75_t5p5_e0p5.py --dataset round5 --products off --artifact-mode none`
trader: focus_robust_m0p75_t5p5_e0p5.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7713    154018.50  runs/backtest-1777386140102-round5-day+2
D+3               3    10000        9385    159915.50  runs/backtest-1777386140102-round5-day+3
D+4               4    10000        8396    227140.00  runs/backtest-1777386140102-round5-day+4
TOTAL             -    30000       25494    541074.00  -
"
focus_robust_m1p0_t3p0_e0p5,research/round5/generated_traders/focus_robust_m1p0_t3p0_e0p5.py,41,1.0,3.0,0.5,0,540942.5,178002.5,171634.0,191306.0,"    Finished `release` profile [optimized] target(s) in 0.02s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_robust_m1p0_t3p0_e0p5.py --dataset round5 --products off --artifact-mode none`
trader: focus_robust_m1p0_t3p0_e0p5.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7893    178002.50  runs/backtest-1777386148215-round5-day+2
D+3               3    10000        9574    171634.00  runs/backtest-1777386148215-round5-day+3
D+4               4    10000        8585    191306.00  runs/backtest-1777386148215-round5-day+4
TOTAL             -    30000       26052    540942.50  -
"
focus_robust_m0p75_t5p5_e1p0,research/round5/generated_traders/focus_robust_m0p75_t5p5_e1p0.py,41,0.75,5.5,1.0,0,540785.5,154096.5,159362.0,227327.0,"    Blocking waiting for file lock on package cache
    Finished `release` profile [optimized] target(s) in 0.03s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_robust_m0p75_t5p5_e1p0.py --dataset round5 --products off --artifact-mode none`
trader: focus_robust_m0p75_t5p5_e1p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7688    154096.50  runs/backtest-1777386140120-round5-day+2
D+3               3    10000        9336    159362.00  runs/backtest-1777386140120-round5-day+3
D+4               4    10000        8367    227327.00  runs/backtest-1777386140120-round5-day+4
TOTAL             -    30000       25391    540785.50  -
"
focus_robust_m1p25_t6p0_e0p0,research/round5/generated_traders/focus_robust_m1p25_t6p0_e0p0.py,41,1.25,6.0,0.0,0,540160.5,169665.5,169799.0,200696.0,"    Finished `release` profile [optimized] target(s) in 0.02s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_robust_m1p25_t6p0_e0p0.py --dataset round5 --products off --artifact-mode none`
trader: focus_robust_m1p25_t6p0_e0p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7830    169665.50  runs/backtest-1777386228454-round5-day+2
D+3               3    10000        9521    169799.00  runs/backtest-1777386228454-round5-day+3
D+4               4    10000        8523    200696.00  runs/backtest-1777386228454-round5-day+4
TOTAL             -    30000       25874    540160.50  -
"
focus_totalpos_m0p5_t3p5_e0p5,research/round5/generated_traders/focus_totalpos_m0p5_t3p5_e0p5.py,38,0.5,3.5,0.5,0,540109.0,169248.5,164196.0,206664.5,"    Finished `release` profile [optimized] target(s) in 0.03s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_totalpos_m0p5_t3p5_e0p5.py --dataset round5 --products off --artifact-mode none`
trader: focus_totalpos_m0p5_t3p5_e0p5.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7145    169248.50  runs/backtest-1777385782133-round5-day+2
D+3               3    10000        8673    164196.00  runs/backtest-1777385782133-round5-day+3
D+4               4    10000        7770    206664.50  runs/backtest-1777385782133-round5-day+4
TOTAL             -    30000       23588    540109.00  -
"
focus_totalpos_m0p5_t4p0_e0p5,research/round5/generated_traders/focus_totalpos_m0p5_t4p0_e0p5.py,38,0.5,4.0,0.5,0,540102.0,170159.5,164544.0,205398.5,"    Finished `release` profile [optimized] target(s) in 0.03s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_totalpos_m0p5_t4p0_e0p5.py --dataset round5 --products off --artifact-mode none`
trader: focus_totalpos_m0p5_t4p0_e0p5.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7126    170159.50  runs/backtest-1777385782117-round5-day+2
D+3               3    10000        8666    164544.00  runs/backtest-1777385782117-round5-day+3
D+4               4    10000        7768    205398.50  runs/backtest-1777385782117-round5-day+4
TOTAL             -    30000       23560    540102.00  -
"
