name,path,n_products,micro_bias_mult,micro_take_edge,min_edge,returncode,total_pnl,day_2,day_3,day_4,stdout_tail
focus_totalpos_m1p25_t3p0_e0p5,research/round5/generated_traders/focus_totalpos_m1p25_t3p0_e0p5.py,38,1.25,3.0,0.5,0,533298.5,167500.5,185001.5,180796.5,"    Finished `release` profile [optimized] target(s) in 0.02s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_totalpos_m1p25_t3p0_e0p5.py --dataset round5 --products off --artifact-mode none`
trader: focus_totalpos_m1p25_t3p0_e0p5.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7416    167500.50  runs/backtest-1777385901583-round5-day+2
D+3               3    10000        8979    185001.50  runs/backtest-1777385901583-round5-day+3
D+4               4    10000        8070    180796.50  runs/backtest-1777385901583-round5-day+4
TOTAL             -    30000       24465    533298.50  -
"
focus_robust_m0p5_t4p0_e1p0,research/round5/generated_traders/focus_robust_m0p5_t4p0_e1p0.py,41,0.5,4.0,1.0,0,533252.0,161350.5,157334.5,214567.0,"    Finished `release` profile [optimized] target(s) in 0.02s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_robust_m0p5_t4p0_e1p0.py --dataset round5 --products off --artifact-mode none`
trader: focus_robust_m0p5_t4p0_e1p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7666    161350.50  runs/backtest-1777386076403-round5-day+2
D+3               3    10000        9308    157334.50  runs/backtest-1777386076403-round5-day+3
D+4               4    10000        8343    214567.00  runs/backtest-1777386076403-round5-day+4
TOTAL             -    30000       25317    533252.00  -
"
focus_robust_m1p5_t5p0_e1p0,research/round5/generated_traders/focus_robust_m1p5_t5p0_e1p0.py,41,1.5,5.0,1.0,0,533178.5,163136.5,174982.0,195060.0,"    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on package cache
    Finished `release` profile [optimized] target(s) in 0.04s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_robust_m1p5_t5p0_e1p0.py --dataset round5 --products off --artifact-mode none`
trader: focus_robust_m1p5_t5p0_e1p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7935    163136.50  runs/backtest-1777386260492-round5-day+2
D+3               3    10000        9600    174982.00  runs/backtest-1777386260492-round5-day+3
D+4               4    10000        8620    195060.00  runs/backtest-1777386260492-round5-day+4
TOTAL             -    30000       26155    533178.50  -
"
focus_totalpos_m1p75_t6p0_e0p0,research/round5/generated_traders/focus_totalpos_m1p75_t6p0_e0p0.py,38,1.75,6.0,0.0,0,532387.5,168618.5,184289.5,179479.5,"    Finished `release` profile [optimized] target(s) in 0.02s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_totalpos_m1p75_t6p0_e0p0.py --dataset round5 --products off --artifact-mode none`
trader: focus_totalpos_m1p75_t6p0_e0p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7403    168618.50  runs/backtest-1777386012422-round5-day+2
D+3               3    10000        8970    184289.50  runs/backtest-1777386012422-round5-day+3
D+4               4    10000        8058    179479.50  runs/backtest-1777386012422-round5-day+4
TOTAL             -    30000       24431    532387.50  -
"
focus_totalpos_m1p25_t3p0_e0p0,research/round5/generated_traders/focus_totalpos_m1p25_t3p0_e0p0.py,38,1.25,3.0,0.0,0,532225.5,166144.5,184990.5,181090.5,"    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on build directory
    Finished `release` profile [optimized] target(s) in 0.04s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_totalpos_m1p25_t3p0_e0p0.py --dataset round5 --products off --artifact-mode none`
trader: focus_totalpos_m1p25_t3p0_e0p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7430    166144.50  runs/backtest-1777385893790-round5-day+2
D+3               3    10000        8984    184990.50  runs/backtest-1777385893790-round5-day+3
D+4               4    10000        8073    181090.50  runs/backtest-1777385893790-round5-day+4
TOTAL             -    30000       24487    532225.50  -
"
focus_totalpos_m1p5_t5p5_e0p0,research/round5/generated_traders/focus_totalpos_m1p5_t5p5_e0p0.py,38,1.5,5.5,0.0,0,532142.5,172116.5,176427.5,183598.5,"    Finished `release` profile [optimized] target(s) in 0.02s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_totalpos_m1p5_t5p5_e0p0.py --dataset round5 --products off --artifact-mode none`
trader: focus_totalpos_m1p5_t5p5_e0p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7359    172116.50  runs/backtest-1777385964875-round5-day+2
D+3               3    10000        8924    176427.50  runs/backtest-1777385964875-round5-day+3
D+4               4    10000        8005    183598.50  runs/backtest-1777385964875-round5-day+4
TOTAL             -    30000       24288    532142.50  -
"
focus_totalpos_m0p5_t5p5_e0p0,research/round5/generated_traders/focus_totalpos_m0p5_t5p5_e0p0.py,38,0.5,5.5,0.0,0,532107.0,153595.5,168650.0,209861.5,"cache
    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on build directory
    Finished `release` profile [optimized] target(s) in 0.05s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_totalpos_m0p5_t5p5_e0p0.py --dataset round5 --products off --artifact-mode none`
trader: focus_totalpos_m0p5_t5p5_e0p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7125    153595.50  runs/backtest-1777385798201-round5-day+2
D+3               3    10000        8674    168650.00  runs/backtest-1777385798201-round5-day+3
D+4               4    10000        7766    209861.50  runs/backtest-1777385798201-round5-day+4
TOTAL             -    30000       23565    532107.00  -
"
focus_totalpos_m1p5_t4p5_e1p0,research/round5/generated_traders/focus_totalpos_m1p5_t4p5_e1p0.py,38,1.5,4.5,1.0,0,532098.5,164555.5,184633.5,182909.5,"    Finished `release` profile [optimized] target(s) in 0.02s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_totalpos_m1p5_t4p5_e1p0.py --dataset round5 --products off --artifact-mode none`
trader: focus_totalpos_m1p5_t4p5_e1p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7388    164555.50  runs/backtest-1777385956931-round5-day+2
D+3               3    10000        8928    184633.50  runs/backtest-1777385956931-round5-day+3
D+4               4    10000        8033    182909.50  runs/backtest-1777385956931-round5-day+4
TOTAL             -    30000       24349    532098.50  -
"
focus_totalpos_m1p5_t5p5_e0p5,research/round5/generated_traders/focus_totalpos_m1p5_t5p5_e0p5.py,38,1.5,5.5,0.5,0,531778.5,171765.5,177088.5,182924.5,"    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on package cache
    Finished `release` profile [optimized] target(s) in 0.04s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_totalpos_m1p5_t5p5_e0p5.py --dataset round5 --products off --artifact-mode none`
trader: focus_totalpos_m1p5_t5p5_e0p5.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7354    171765.50  runs/backtest-1777385972574-round5-day+2
D+3               3    10000        8920    177088.50  runs/backtest-1777385972574-round5-day+3
D+4               4    10000        7998    182924.50  runs/backtest-1777385972574-round5-day+4
TOTAL             -    30000       24272    531778.50  -
"
focus_robust_m1p0_t5p5_e1p0,research/round5/generated_traders/focus_robust_m1p0_t5p5_e1p0.py,41,1.0,5.5,1.0,0,531549.5,152343.5,168380.0,210826.0,"    Finished `release` profile [optimized] target(s) in 0.02s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_robust_m1p0_t5p5_e1p0.py --dataset round5 --products off --artifact-mode none`
trader: focus_robust_m1p0_t5p5_e1p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7730    152343.50  runs/backtest-1777386180334-round5-day+2
D+3               3    10000        9428    168380.00  runs/backtest-1777386180334-round5-day+3
D+4               4    10000        8444    210826.00  runs/backtest-1777386180334-round5-day+4
TOTAL             -    30000       25602    531549.50  -
"
focus_robust_m0p5_t3p5_e0p0,research/round5/generated_traders/focus_robust_m0p5_t3p5_e0p0.py,41,0.5,3.5,0.0,0,531272.0,161553.5,155943.5,213775.0,"    Finished `release` profile [optimized] target(s) in 0.02s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_robust_m0p5_t3p5_e0p0.py --dataset round5 --products off --artifact-mode none`
trader: focus_robust_m0p5_t3p5_e0p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7726    161553.50  runs/backtest-1777386067610-round5-day+2
D+3               3    10000        9389    155943.50  runs/backtest-1777386067610-round5-day+3
D+4               4    10000        8400    213775.00  runs/backtest-1777386067610-round5-day+4
TOTAL             -    30000       25515    531272.00  -
"
focus_robust_m0p5_t3p5_e1p0,research/round5/generated_traders/focus_robust_m0p5_t3p5_e1p0.py,41,0.5,3.5,1.0,0,531046.0,159594.5,154835.5,216616.0,"    Blocking waiting for file lock on package cache
    Finished `release` profile [optimized] target(s) in 0.03s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_robust_m0p5_t3p5_e1p0.py --dataset round5 --products off --artifact-mode none`
trader: focus_robust_m0p5_t3p5_e1p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7685    159594.50  runs/backtest-1777386075651-round5-day+2
D+3               3    10000        9316    154835.50  runs/backtest-1777386075651-round5-day+3
D+4               4    10000        8345    216616.00  runs/backtest-1777386075651-round5-day+4
TOTAL             -    30000       25346    531046.00  -
"
focus_totalpos_m0p5_t4p5_e1p0,research/round5/generated_traders/focus_totalpos_m0p5_t4p5_e1p0.py,38,0.5,4.5,1.0,0,530987.0,161826.5,164714.0,204446.5,"cache
    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on build directory
    Finished `release` profile [optimized] target(s) in 0.06s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_totalpos_m0p5_t4p5_e1p0.py --dataset round5 --products off --artifact-mode none`
trader: focus_totalpos_m0p5_t4p5_e1p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7086    161826.50  runs/backtest-1777385790187-round5-day+2
D+3               3    10000        8618    164714.00  runs/backtest-1777385790187-round5-day+3
D+4               4    10000        7734    204446.50  runs/backtest-1777385790187-round5-day+4
TOTAL             -    30000       23438    530987.00  -
"
focus_robust_m1p5_t4p5_e0p0,research/round5/generated_traders/focus_robust_m1p5_t4p5_e0p0.py,41,1.5,4.5,0.0,0,530936.5,158142.5,178775.0,194019.0,"    Finished `release` profile [optimized] target(s) in 0.03s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_robust_m1p5_t4p5_e0p0.py --dataset round5 --products off --artifact-mode none`
trader: focus_robust_m1p5_t4p5_e0p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7980    158142.50  runs/backtest-1777386252397-round5-day+2
D+3               3    10000        9669    178775.00  runs/backtest-1777386252397-round5-day+3
D+4               4    10000        8671    194019.00  runs/backtest-1777386252397-round5-day+4
TOTAL             -    30000       26320    530936.50  -
"
focus_totalpos_m1p25_t3p5_e0p5,research/round5/generated_traders/focus_totalpos_m1p25_t3p5_e0p5.py,38,1.25,3.5,0.5,0,530906.5,171119.5,177309.5,182477.5,"    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on build directory
    Finished `release` profile [optimized] target(s) in 0.03s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_totalpos_m1p25_t3p5_e0p5.py --dataset round5 --products off --artifact-mode none`
trader: focus_totalpos_m1p25_t3p5_e0p5.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7381    171119.50  runs/backtest-1777385901577-round5-day+2
D+3               3    10000        8950    177309.50  runs/backtest-1777385901577-round5-day+3
D+4               4    10000        8041    182477.50  runs/backtest-1777385901577-round5-day+4
TOTAL             -    30000       24372    530906.50  -
"
focus_robust_m0p5_t5p5_e0p5,research/round5/generated_traders/focus_robust_m0p5_t5p5_e0p5.py,41,0.5,5.5,0.5,0,530904.0,145149.5,164944.5,220810.0,"    Finished `release` profile [optimized] target(s) in 0.03s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_robust_m0p5_t5p5_e0p5.py --dataset round5 --products off --artifact-mode none`
trader: focus_robust_m0p5_t5p5_e0p5.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7686    145149.50  runs/backtest-1777386092542-round5-day+2
D+3               3    10000        9342    164944.50  runs/backtest-1777386092542-round5-day+3
D+4               4    10000        8360    220810.00  runs/backtest-1777386092542-round5-day+4
TOTAL             -    30000       25388    530904.00  -
"
focus_robust_m0p5_t4p5_e0p5,research/round5/generated_traders/focus_robust_m0p5_t4p5_e0p5.py,41,0.5,4.5,0.5,0,530892.0,156343.5,160618.5,213930.0,"    Blocking waiting for file lock on package cache
    Finished `release` profile [optimized] target(s) in 0.03s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_robust_m0p5_t4p5_e0p5.py --dataset round5 --products off --artifact-mode none`
trader: focus_robust_m0p5_t4p5_e0p5.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7687    156343.50  runs/backtest-1777386083746-round5-day+2
D+3               3    10000        9358    160618.50  runs/backtest-1777386083746-round5-day+3
D+4               4    10000        8376    213930.00  runs/backtest-1777386083746-round5-day+4
TOTAL             -    30000       25421    530892.00  -
"
focus_totalpos_m1p75_t6p0_e1p0,research/round5/generated_traders/focus_totalpos_m1p75_t6p0_e1p0.py,38,1.75,6.0,1.0,0,530750.5,168831.5,182667.5,179251.5,"    Finished `release` profile [optimized] target(s) in 0.02s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_totalpos_m1p75_t6p0_e1p0.py --dataset round5 --products off --artifact-mode none`
trader: focus_totalpos_m1p75_t6p0_e1p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7381    168831.50  runs/backtest-1777386020026-round5-day+2
D+3               3    10000        8925    182667.50  runs/backtest-1777386020026-round5-day+3
D+4               4    10000        8034    179251.50  runs/backtest-1777386020026-round5-day+4
TOTAL             -    30000       24340    530750.50  -
"
focus_robust_m0p5_t5p0_e1p0,research/round5/generated_traders/focus_robust_m0p5_t5p0_e1p0.py,41,0.5,5.0,1.0,0,530629.0,148202.5,162308.5,220118.0,"age cache
    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on build directory
    Finished `release` profile [optimized] target(s) in 0.05s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_robust_m0p5_t5p0_e1p0.py --dataset round5 --products off --artifact-mode none`
trader: focus_robust_m0p5_t5p0_e1p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7656    148202.50  runs/backtest-1777386091844-round5-day+2
D+3               3    10000        9302    162308.50  runs/backtest-1777386091844-round5-day+3
D+4               4    10000        8334    220118.00  runs/backtest-1777386091844-round5-day+4
TOTAL             -    30000       25292    530629.00  -
"
focus_robust_m1p75_t6p0_e0p5,research/round5/generated_traders/focus_robust_m1p75_t6p0_e0p5.py,41,1.75,6.0,0.5,0,530536.5,160999.5,179749.0,189788.0,"    Finished `release` profile [optimized] target(s) in 0.02s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_robust_m1p75_t6p0_e0p5.py --dataset round5 --products off --artifact-mode none`
trader: focus_robust_m1p75_t6p0_e0p5.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7970    160999.50  runs/backtest-1777386310603-round5-day+2
D+3               3    10000        9657    179749.00  runs/backtest-1777386310603-round5-day+3
D+4               4    10000        8661    189788.00  runs/backtest-1777386310603-round5-day+4
TOTAL             -    30000       26288    530536.50  -
"
focus_totalpos_m1p25_t3p0_e1p0,research/round5/generated_traders/focus_totalpos_m1p25_t3p0_e1p0.py,38,1.25,3.0,1.0,0,530184.5,166475.5,183262.5,180446.5,"    Finished `release` profile [optimized] target(s) in 0.02s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_totalpos_m1p25_t3p0_e1p0.py --dataset round5 --products off --artifact-mode none`
trader: focus_totalpos_m1p25_t3p0_e1p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7397    166475.50  runs/backtest-1777385901566-round5-day+2
D+3               3    10000        8938    183262.50  runs/backtest-1777385901566-round5-day+3
D+4               4    10000        8052    180446.50  runs/backtest-1777385901566-round5-day+4
TOTAL             -    30000       24387    530184.50  -
"
focus_robust_m0p5_t4p5_e0p0,research/round5/generated_traders/focus_robust_m0p5_t4p5_e0p0.py,41,0.5,4.5,0.0,0,530151.0,157362.5,158883.5,213905.0,"    Finished `release` profile [optimized] target(s) in 0.02s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_robust_m0p5_t4p5_e0p0.py --dataset round5 --products off --artifact-mode none`
trader: focus_robust_m0p5_t4p5_e0p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7696    157362.50  runs/backtest-1777386083742-round5-day+2
D+3               3    10000        9380    158883.50  runs/backtest-1777386083742-round5-day+3
D+4               4    10000        8396    213905.00  runs/backtest-1777386083742-round5-day+4
TOTAL             -    30000       25472    530151.00  -
"
focus_robust_m1p5_t4p5_e0p5,research/round5/generated_traders/focus_robust_m1p5_t4p5_e0p5.py,41,1.5,4.5,0.5,0,530028.5,156776.5,179932.0,193320.0,"    Finished `release` profile [optimized] target(s) in 0.02s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_robust_m1p5_t4p5_e0p5.py --dataset round5 --products off --artifact-mode none`
trader: focus_robust_m1p5_t4p5_e0p5.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7977    156776.50  runs/backtest-1777386252411-round5-day+2
D+3               3    10000        9665    179932.00  runs/backtest-1777386252411-round5-day+3
D+4               4    10000        8665    193320.00  runs/backtest-1777386252411-round5-day+4
TOTAL             -    30000       26307    530028.50  -
"
focus_totalpos_m1p25_t4p0_e0p5,research/round5/generated_traders/focus_totalpos_m1p25_t4p0_e0p5.py,38,1.25,4.0,0.5,0,530012.5,176110.5,172593.5,181308.5,"che
    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on build directory
    Finished `release` profile [optimized] target(s) in 0.05s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_totalpos_m1p25_t4p0_e0p5.py --dataset round5 --products off --artifact-mode none`
trader: focus_totalpos_m1p25_t4p0_e0p5.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7350    176110.50  runs/backtest-1777385909486-round5-day+2
D+3               3    10000        8926    172593.50  runs/backtest-1777385909486-round5-day+3
D+4               4    10000        8007    181308.50  runs/backtest-1777385909486-round5-day+4
TOTAL             -    30000       24283    530012.50  -
"
focus_robust_m1p25_t3p0_e0p5,research/round5/generated_traders/focus_robust_m1p25_t3p0_e0p5.py,41,1.25,3.0,0.5,0,529804.5,159902.5,179115.0,190787.0,"    Finished `release` profile [optimized] target(s) in 0.02s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_robust_m1p25_t3p0_e0p5.py --dataset round5 --products off --artifact-mode none`
trader: focus_robust_m1p25_t3p0_e0p5.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7986    159902.50  runs/backtest-1777386189513-round5-day+2
D+3               3    10000        9670    179115.00  runs/backtest-1777386189513-round5-day+3
D+4               4    10000        8680    190787.00  runs/backtest-1777386189513-round5-day+4
TOTAL             -    30000       26336    529804.50  -
"
focus_totalpos_m0p5_t5p5_e1p0,research/round5/generated_traders/focus_totalpos_m0p5_t5p5_e1p0.py,38,0.5,5.5,1.0,0,529701.0,150096.5,169040.0,210564.5,"    Finished `release` profile [optimized] target(s) in 0.02s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_totalpos_m0p5_t5p5_e1p0.py --dataset round5 --products off --artifact-mode none`
trader: focus_totalpos_m0p5_t5p5_e1p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7085    150096.50  runs/backtest-1777385806159-round5-day+2
D+3               3    10000        8602    169040.00  runs/backtest-1777385806159-round5-day+3
D+4               4    10000        7718    210564.50  runs/backtest-1777385806159-round5-day+4
TOTAL             -    30000       23405    529701.00  -
"
focus_totalpos_m1p5_t5p5_e1p0,research/round5/generated_traders/focus_totalpos_m1p5_t5p5_e1p0.py,38,1.5,5.5,1.0,0,529550.5,171900.5,175465.5,182184.5,"cache
    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on build directory
    Finished `release` profile [optimized] target(s) in 0.05s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_totalpos_m1p5_t5p5_e1p0.py --dataset round5 --products off --artifact-mode none`
trader: focus_totalpos_m1p5_t5p5_e1p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7336    171900.50  runs/backtest-1777385972551-round5-day+2
D+3               3    10000        8877    175465.50  runs/backtest-1777385972551-round5-day+3
D+4               4    10000        7976    182184.50  runs/backtest-1777385972551-round5-day+4
TOTAL             -    30000       24189    529550.50  -
"
focus_totalpos_m1p25_t3p5_e0p0,research/round5/generated_traders/focus_totalpos_m1p25_t3p5_e0p0.py,38,1.25,3.5,0.0,0,529305.5,169750.5,177156.5,182398.5,"    Blocking waiting for file lock on package cache
    Finished `release` profile [optimized] target(s) in 0.03s
     Running `/Users/giordanmasen/Library/Caches/rust_backtester/target/release/rust_backtester --trader /Users/giordanmasen/Desktop/projects/prosperity/research/round5/generated_traders/focus_totalpos_m1p25_t3p5_e0p0.py --dataset round5 --products off --artifact-mode none`
trader: focus_totalpos_m1p25_t3p5_e0p0.py
dataset: round5
mode: fast
artifacts: metrics-only
SET             DAY    TICKS  OWN_TRADES    FINAL_PNL  RUN_DIR
D+2               2    10000        7395    169750.50  runs/backtest-1777385901577-round5-day+2
D+3               3    10000        8957    177156.50  runs/backtest-1777385901577-round5-day+3
D+4               4    10000        8044    182398.50  runs/backtest-1777385901577-round5-day+4
TOTAL             -    30000       24396    529305.50  -
"
