sym,i1,i3,total,d1,d2,d3,rc,path
VEV_5300,-0.25,-1.5,741031.0,273033.0,203911.0,264087.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV5300_i1m0p25_i3m1p5.py
VEV_4000,-0.25,-0.5,741028.0,273015.0,203926.0,264087.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV4000_i1m0p25_i3m0p5.py
VEV_4000,-0.25,0.5,741027.0,273122.0,203926.0,263979.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV4000_i1m0p25_i30p5.py
VEV_4500,-0.5,-0.5,741021.0,273189.0,204046.0,263786.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV4500_i1m0p5_i3m0p5.py
VEV_4500,0.25,-0.5,741021.0,273155.0,203758.0,264108.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV4500_i10p25_i3m0p5.py
VEV_5300,0.25,1.0,741020.0,272778.0,204221.0,264021.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV5300_i10p25_i31p0.py
VELVETFRUIT_EXTRACT,0,1.0,741018.0,273062.0,204435.0,263521.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VELVETFRUITEXTRACT_i10_i31p0.py
HYDROGEL_PACK,-0.25,0.5,741017.0,273006.0,203704.0,264307.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/HYDROGELPACK_i1m0p25_i30p5.py
VELVETFRUIT_EXTRACT,0,0,741016.0,272588.0,204435.0,263993.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VELVETFRUITEXTRACT_i10_i30.py
HYDROGEL_PACK,-0.25,0,741013.0,273002.0,203704.0,264307.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/HYDROGELPACK_i1m0p25_i30.py
VEV_5400,-0.25,-2.0,741012.0,273033.0,203892.0,264087.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV5400_i1m0p25_i3m2p0.py
HYDROGEL_PACK,0,-2.0,741009.0,272635.0,204262.0,264112.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/HYDROGELPACK_i10_i3m2p0.py
HYDROGEL_PACK,0,0,741005.0,273033.0,203926.0,264046.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/HYDROGELPACK_i10_i30.py
VEV_5100,-0.25,-0.5,740998.0,272970.0,203926.0,264102.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV5100_i1m0p25_i3m0p5.py
VEV_5100,-0.25,0,740998.0,272970.0,203926.0,264102.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV5100_i1m0p25_i30.py
VEV_4000,-0.25,-2.0,740994.0,273104.0,203926.0,263964.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV4000_i1m0p25_i3m2p0.py
VEV_5300,0.25,-1.0,740983.0,272806.0,204156.0,264021.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV5300_i10p25_i3m1p0.py
VEV_4000,-0.25,0,740976.0,273071.0,203926.0,263979.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV4000_i1m0p25_i30.py
VEV_4500,0,0.5,740969.0,273034.0,203816.0,264119.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV4500_i10_i30p5.py
HYDROGEL_PACK,-0.5,-0.5,740963.0,273002.0,203654.0,264307.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/HYDROGELPACK_i1m0p5_i3m0p5.py
VEV_5300,0.25,0,740953.0,272723.0,204209.0,264021.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV5300_i10p25_i30.py
VEV_5300,0.25,0.5,740953.0,272723.0,204209.0,264021.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV5300_i10p25_i30p5.py
VEV_4500,0,0,740937.0,273034.0,203816.0,264087.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV4500_i10_i30.py
VEV_5100,-0.25,0.5,740937.0,272910.0,203926.0,264101.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV5100_i1m0p25_i30p5.py
VEV_5500,0,0.5,740932.0,272967.0,203878.0,264087.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV5500_i10_i30p5.py
VEV_5500,0,1.0,740932.0,272967.0,203878.0,264087.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV5500_i10_i31p0.py
VEV_4500,-0.5,-1.5,740926.0,273217.0,203923.0,263786.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV4500_i1m0p5_i3m1p5.py
VEV_4500,-0.5,-1.0,740926.0,273217.0,203923.0,263786.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV4500_i1m0p5_i3m1p0.py
VEV_5000,-0.25,-2.0,740908.0,273005.0,203816.0,264087.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV5000_i1m0p25_i3m2p0.py
VEV_5500,0,-2.0,740904.0,272953.0,203878.0,264073.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV5500_i10_i3m2p0.py
VEV_5500,0,-1.5,740904.0,272953.0,203878.0,264073.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV5500_i10_i3m1p5.py
VEV_5500,0,-1.0,740904.0,272953.0,203878.0,264073.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV5500_i10_i3m1p0.py
VEV_5500,0,-0.5,740904.0,272953.0,203878.0,264073.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV5500_i10_i3m0p5.py
VEV_5500,0,0,740904.0,272953.0,203878.0,264073.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV5500_i10_i30.py
VEV_5500,0.25,-2.0,740904.0,272953.0,203878.0,264073.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV5500_i10p25_i3m2p0.py
VEV_5500,0.25,-1.5,740904.0,272953.0,203878.0,264073.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV5500_i10p25_i3m1p5.py
VEV_5500,0.25,-1.0,740904.0,272953.0,203878.0,264073.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV5500_i10p25_i3m1p0.py
VEV_5500,0.25,-0.5,740904.0,272953.0,203878.0,264073.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV5500_i10p25_i3m0p5.py
VEV_5500,0.25,0,740904.0,272953.0,203878.0,264073.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV5500_i10p25_i30.py
VEV_5500,0.25,0.5,740904.0,272953.0,203878.0,264073.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV5500_i10p25_i30p5.py
VEV_5500,0.25,1.0,740904.0,272953.0,203878.0,264073.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV5500_i10p25_i31p0.py
VEV_5500,0.5,1.0,740904.0,272953.0,203878.0,264073.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV5500_i10p5_i31p0.py
VEV_5500,0.5,-2.0,740896.0,272894.0,203814.0,264188.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV5500_i10p5_i3m2p0.py
VEV_5500,0.5,-1.5,740896.0,272894.0,203814.0,264188.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV5500_i10p5_i3m1p5.py
VEV_5500,0.5,-1.0,740896.0,272894.0,203814.0,264188.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV5500_i10p5_i3m1p0.py
VEV_5100,-0.25,1.0,740892.0,272859.0,203932.0,264101.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV5100_i1m0p25_i31p0.py
HYDROGEL_PACK,0.25,0,740888.0,272770.0,203747.0,264371.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/HYDROGELPACK_i10p25_i30.py
VEV_4000,-0.75,-1.5,740884.0,272919.0,203922.0,264043.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV4000_i1m0p75_i3m1p5.py
VEV_5500,0.5,0.5,740872.0,272953.0,203846.0,264073.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV5500_i10p5_i30p5.py
VEV_4500,-0.5,-2.0,740857.0,273148.0,203923.0,263786.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV4500_i1m0p5_i3m2p0.py
VEV_5500,0.5,-0.5,740848.0,272923.0,203814.0,264111.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV5500_i10p5_i3m0p5.py
VEV_5500,-0.75,-1.5,740842.0,272948.0,203807.0,264087.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV5500_i1m0p75_i3m1p5.py
VEV_5500,-0.75,-1.0,740842.0,272948.0,203807.0,264087.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV5500_i1m0p75_i3m1p0.py
VEV_5500,-0.75,-0.5,740842.0,272948.0,203807.0,264087.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV5500_i1m0p75_i3m0p5.py
VEV_5500,-0.75,0,740842.0,272948.0,203807.0,264087.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV5500_i1m0p75_i30.py
VEV_5500,-0.75,0.5,740842.0,272948.0,203807.0,264087.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV5500_i1m0p75_i30p5.py
VEV_5500,-0.75,1.0,740842.0,272948.0,203807.0,264087.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV5500_i1m0p75_i31p0.py
VEV_4500,-0.75,-2.0,740841.0,273132.0,203923.0,263786.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV4500_i1m0p75_i3m2p0.py
VEV_4000,0,1.0,740840.0,273065.0,203841.0,263934.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV4000_i10_i31p0.py
VEV_5500,0.5,0,740840.0,272953.0,203814.0,264073.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV5500_i10p5_i30.py
VEV_5300,0.25,-2.0,740835.0,272772.0,204107.0,263956.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV5300_i10p25_i3m2p0.py
VEV_5300,0.25,-1.5,740835.0,272772.0,204107.0,263956.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV5300_i10p25_i3m1p5.py
VEV_5500,-0.75,-2.0,740825.0,272931.0,203807.0,264087.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV5500_i1m0p75_i3m2p0.py
HYDROGEL_PACK,0,0.5,740824.0,273033.0,203704.0,264087.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/HYDROGELPACK_i10_i30p5.py
VEV_4500,-0.25,1.0,740818.0,272983.0,204049.0,263786.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV4500_i1m0p25_i31p0.py
VEV_5400,0.25,-1.0,740809.0,272909.0,203852.0,264048.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV5400_i10p25_i3m1p0.py
VELVETFRUIT_EXTRACT,-0.25,-0.5,740806.0,273087.0,203883.0,263836.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VELVETFRUITEXTRACT_i1m0p25_i3m0p5.py
VEV_4000,-0.5,1.0,740799.0,272910.0,204023.0,263866.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV4000_i1m0p5_i31p0.py
VEV_5300,-0.5,0,740797.0,272584.0,204126.0,264087.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV5300_i1m0p5_i30.py
VEV_5300,-0.5,0.5,740797.0,272584.0,204126.0,264087.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV5300_i1m0p5_i30p5.py
VEV_5300,-0.5,-2.0,740775.0,272562.0,204126.0,264087.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV5300_i1m0p5_i3m2p0.py
VEV_5300,-0.5,-1.5,740775.0,272562.0,204126.0,264087.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV5300_i1m0p5_i3m1p5.py
VEV_5300,-0.5,-1.0,740775.0,272562.0,204126.0,264087.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV5300_i1m0p5_i3m1p0.py
VEV_5300,-0.5,-0.5,740775.0,272562.0,204126.0,264087.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV5300_i1m0p5_i3m0p5.py
VEV_5300,-0.25,1.0,740775.0,273070.0,203618.0,264087.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV5300_i1m0p25_i31p0.py
HYDROGEL_PACK,0.25,-1.5,740769.0,272635.0,204005.0,264129.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/HYDROGELPACK_i10p25_i3m1p5.py
HYDROGEL_PACK,0.25,-1.0,740769.0,272635.0,204005.0,264129.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/HYDROGELPACK_i10p25_i3m1p0.py
VEV_4500,-1.0,0.5,740762.0,272681.0,203948.0,264133.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV4500_i1m1p0_i30p5.py
VEV_5300,-0.25,-0.5,740762.0,273057.0,203618.0,264087.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV5300_i1m0p25_i3m0p5.py
VEV_5300,-0.25,0,740762.0,273057.0,203618.0,264087.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV5300_i1m0p25_i30.py
VEV_5300,-0.25,0.5,740762.0,273057.0,203618.0,264087.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV5300_i1m0p25_i30p5.py
VEV_5400,0.25,-1.5,740758.0,272909.0,203801.0,264048.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV5400_i10p25_i3m1p5.py
VEV_4000,0,-0.5,740756.0,273282.0,203756.0,263718.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV4000_i10_i3m0p5.py
HYDROGEL_PACK,0,-1.5,740753.0,272635.0,203747.0,264371.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/HYDROGELPACK_i10_i3m1p5.py
VEV_5400,0.25,-0.5,740749.0,272851.0,203814.0,264084.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV5400_i10p25_i3m0p5.py
VEV_4500,0,-0.5,740743.0,272996.0,203816.0,263931.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV4500_i10_i3m0p5.py
VEV_4000,-0.75,-0.5,740729.0,272869.0,204023.0,263837.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV4000_i1m0p75_i3m0p5.py
VEV_5400,0.25,0,740725.0,272834.0,203798.0,264093.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV5400_i10p25_i30.py
VEV_4500,-0.5,0,740721.0,272889.0,204046.0,263786.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV4500_i1m0p5_i30.py
VEV_5400,0.25,-2.0,740714.0,272909.0,203801.0,264004.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV5400_i10p25_i3m2p0.py
VEV_5300,-0.5,1.0,740712.0,272584.0,204041.0,264087.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV5300_i1m0p5_i31p0.py
VEV_4500,0.5,0.5,740704.0,273155.0,203323.0,264226.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV4500_i10p5_i30p5.py
VEV_4000,-0.75,-1.0,740703.0,272919.0,203947.0,263837.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV4000_i1m0p75_i3m1p0.py
VEV_4500,-1.0,1.0,740691.0,272880.0,203867.0,263944.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV4500_i1m1p0_i31p0.py
VEV_5400,0.25,0.5,740691.0,272817.0,203781.0,264093.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV5400_i10p25_i30p5.py
VEV_5400,0.25,1.0,740691.0,272817.0,203781.0,264093.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV5400_i10p25_i31p0.py
VEV_4000,0,-1.5,740682.0,273147.0,203756.0,263779.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV4000_i10_i3m1p5.py
HYDROGEL_PACK,0,1.0,740681.0,273011.0,203704.0,263966.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/HYDROGELPACK_i10_i31p0.py
VEV_4500,-0.5,0.5,740678.0,272846.0,204046.0,263786.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV4500_i1m0p5_i30p5.py
HYDROGEL_PACK,-1.0,-0.5,740666.0,272971.0,203467.0,264228.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/HYDROGELPACK_i1m1p0_i3m0p5.py
VEV_4500,0.25,-1.0,740635.0,273155.0,203659.0,263821.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV4500_i10p25_i3m1p0.py
VEV_4500,-0.5,1.0,740621.0,272789.0,204046.0,263786.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV4500_i1m0p5_i31p0.py
HYDROGEL_PACK,-0.25,1.0,740617.0,272947.0,203704.0,263966.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/HYDROGELPACK_i1m0p25_i31p0.py
VEV_4000,0.25,0,740610.0,273105.0,203709.0,263796.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV4000_i10p25_i30.py
VEV_4000,0,0.5,740609.0,273011.0,203841.0,263757.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV4000_i10_i30p5.py
HYDROGEL_PACK,0,-1.0,740605.0,272725.0,203747.0,264133.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/HYDROGELPACK_i10_i3m1p0.py
VEV_4500,0.5,0,740597.0,273155.0,203323.0,264119.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV4500_i10p5_i30.py
VEV_4500,-0.75,-1.0,740596.0,272893.0,203961.0,263742.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV4500_i1m0p75_i3m1p0.py
VEV_4000,0,-2.0,740595.0,273147.0,203756.0,263692.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV4000_i10_i3m2p0.py
VEV_4000,0,-1.0,740592.0,273159.0,203756.0,263677.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV4000_i10_i3m1p0.py
HYDROGEL_PACK,-0.25,-2.0,740580.0,272725.0,203981.0,263874.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/HYDROGELPACK_i1m0p25_i3m2p0.py
VEV_4000,0.25,0.5,740578.0,273144.0,203709.0,263725.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV4000_i10p25_i30p5.py
VELVETFRUIT_EXTRACT,-0.25,0,740571.0,272933.0,203814.0,263824.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VELVETFRUITEXTRACT_i1m0p25_i30.py
VELVETFRUIT_EXTRACT,0,0.5,740561.0,272588.0,204435.0,263538.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VELVETFRUITEXTRACT_i10_i30p5.py
VEV_5000,-0.25,-0.5,740559.0,272488.0,203906.0,264165.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV5000_i1m0p25_i3m0p5.py
HYDROGEL_PACK,0.5,1.0,740555.0,272943.0,203490.0,264122.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/HYDROGELPACK_i10p5_i31p0.py
VEV_4000,0.25,1.0,740552.0,273186.0,203756.0,263610.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV4000_i10p25_i31p0.py
VEV_5100,-0.25,-2.0,740552.0,272524.0,203926.0,264102.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV5100_i1m0p25_i3m2p0.py
VEV_5100,-0.25,-1.5,740552.0,272524.0,203926.0,264102.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV5100_i1m0p25_i3m1p5.py
VEV_4500,-0.75,-1.5,740536.0,272827.0,203923.0,263786.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV4500_i1m0p75_i3m1p5.py
VEV_5500,-1.0,0.5,740534.0,272757.0,203707.0,264070.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV5500_i1m1p0_i30p5.py
VEV_5500,-1.0,1.0,740534.0,272757.0,203707.0,264070.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV5500_i1m1p0_i31p0.py
VEV_4000,-0.75,0,740533.0,272869.0,204023.0,263641.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV4000_i1m0p75_i30.py
VEV_4000,-1.0,-2.0,740522.0,272860.0,203825.0,263837.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV4000_i1m1p0_i3m2p0.py
VEV_5500,-1.0,-1.5,740517.0,272740.0,203707.0,264070.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV5500_i1m1p0_i3m1p5.py
VEV_5500,-1.0,-1.0,740517.0,272740.0,203707.0,264070.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV5500_i1m1p0_i3m1p0.py
VEV_5500,-1.0,-0.5,740517.0,272740.0,203707.0,264070.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV5500_i1m1p0_i3m0p5.py
VEV_5500,-1.0,0,740517.0,272740.0,203707.0,264070.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV5500_i1m1p0_i30.py
VEV_4000,0.25,-0.5,740513.0,273045.0,203709.0,263759.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV4000_i10p25_i3m0p5.py
VEV_5000,-0.25,0,740511.0,272440.0,203906.0,264165.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV5000_i1m0p25_i30.py
VEV_5500,-1.0,-2.0,740500.0,272723.0,203707.0,264070.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV5500_i1m1p0_i3m2p0.py
HYDROGEL_PACK,0.25,-0.5,740496.0,272635.0,203490.0,264371.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/HYDROGELPACK_i10p25_i3m0p5.py
HYDROGEL_PACK,0.5,0.5,740496.0,272635.0,203490.0,264371.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/HYDROGELPACK_i10p5_i30p5.py
VEV_4500,-0.75,-0.5,740492.0,272789.0,203961.0,263742.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV4500_i1m0p75_i3m0p5.py
VEV_4000,-0.75,0.5,740487.0,272823.0,204023.0,263641.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV4000_i1m0p75_i30p5.py
VEV_4000,-0.75,1.0,740487.0,272823.0,204023.0,263641.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV4000_i1m0p75_i31p0.py
VEV_4500,-1.0,-2.0,740473.0,272893.0,203961.0,263619.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV4500_i1m1p0_i3m2p0.py
VELVETFRUIT_EXTRACT,-0.25,0.5,740466.0,272789.0,203792.0,263885.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VELVETFRUITEXTRACT_i1m0p25_i30p5.py
VEV_4000,-1.0,-1.5,740411.0,272869.0,203901.0,263641.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV4000_i1m1p0_i3m1p5.py
VEV_4500,0.5,1.0,740406.0,273155.0,203323.0,263928.0,0,/Users/giordanmasen/Desktop/projects/prosperity/tmp_backtests/z_take_product_depth/VEV4500_i10p5_i31p0.py
